"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별(통계표기준)","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","내급비","소득","직접생산비","간접생산비","생산비 합계_ha당","순수익","총 평가액_ha당","특대 수량_ha당","대 수량_ha당","중 수량_ha당","소 수량_ha당","특대 평가액_ha당","대 평가액_ha당","중 평가액_ha당","소 평가액_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별 및 포장_시간_ha당","수확_시간_ha당","시비_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","세척_시간_ha당","운반 및 저장_시간_ha당","기타_시간_ha당","가중치"
3,0,0,0,899000,0,0,0,0,0,0,0,34,3,289401,2,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,29,2,350,299666.666666667,299666.666666667,0,0,0,0,299666.666666667,0,0,0,0,0,0,0,15666.6666666667,51000,0,0,0,132000,0,0,137186.111111111,0,137186.111111111,0,291200,0,291200,2173382.66666667,0,0,2173382.66666667,924920.444444444,23815.8908888889,44350.4856,68166.3764888889,2532749.04315556,2558312.88888889,3098303.11111111,359366.376488889,3457669.4876,25563.8457333338,3483233.33333333,242.666666666667,694.666666666667,295,138.666666666667,825066.666666667,2014533.33333333,518833.333333333,124800,0,0,0,0,444.333333333333,0,0,444.333333333333,0,0,0,0,0,0,74,12.6666666666667,0,0,26.3333333333333,0,113,0,0,0,0,0,0,4.66666666666667,0,8.66666666666667,68,3.66666666666667,0,0,0,2,8.33333333333333,0,0,17.6666666666667,0,0,0,0,0,0,0,0,0,16.3541666666667
3,0,0,0,940000,0,0,0,0,0,0,0,34,4,289401,2,13.68,0,0,13.68,0,6.17,0,0,6.17,0,7.51,0,0,7.51,0,13.68,0,0,13.68,0,6.17,0,0,6.17,0,7.51,0,0,7.51,0,26.5,2,193.713450292398,68713.4502923977,68713.4502923977,0,0,0,0,68713.4502923977,0,0,0,0,0,0,0,222295.321637427,15350.8771929825,73.0994152046784,0,657.894736842105,20248.5380116959,0,0,47693.7134502924,5219.29824561404,52913.0116959064,54311.0380116959,21941.3011695906,94809.9415204678,116751.242690058,313303.289473684,59692.6900584795,1754.38596491228,374750.365497076,878747.627040796,12632.8174098441,11654.6864766082,24287.5038864522,361005.716026942,2052663.19167265,1098714.59649123,141038.746576511,1239753.34306774,1691657.47564571,2931410.81871345,94.7368421052632,761.184210526316,287.865497076023,129.166666666667,322105.263157895,2003684.21052632,489371.34502924,116250,0,0,0,0,107.236842105263,0,0,107.236842105263,0,0,0,0,0,0,6.28654970760234,4.09356725146199,2.04678362573099,0,5.92105263157895,0.950292397660819,19.2982456140351,0,0,0,0,0,0,6.28654970760234,0,0,3.80116959064327,3.28947368421053,0,0,0,2.85087719298246,0,1.82748538011696,0,1.24269005847953,0,0,0,0,0,0,0,0,0,1.6875
3,0,0,0,992000,0,1765000,0,0,0,0,0,34,4,289401,2,13.5,0,0,13.5,0,9,0,0,9,0,4.5,0,0,4.5,0,13.5,0,0,13.5,0,9,0,0,9,0,4.5,0,0,4.5,0,20,2,266.666666666667,204222.222222222,204222.222222222,0,0,0,0,73481.4814814815,0,130740.740740741,0,0,0,0,0,0,10592.5925925926,2555.55555555556,0,5333.33333333333,40148.1481481481,475555.555555556,37770.3703703704,6359.25925925926,3966.66666666667,10325.9259259259,17830.8641975309,239019.481481481,46888.8888888889,285908.37037037,708793.185185185,808185.185185185,22444.4444444444,1539422.81481481,1960767.14106957,10365.234691358,38438.969837037,48804.2045283951,1007103.81654525,-572722.696625122,2633158.38271605,334712.574898765,2967870.95761481,-1579826.51317037,1388044.44444444,115.703703703704,254.592592592593,113.851851851852,44.4444444444444,409592.592592593,729459.259259259,208992.592592593,40000,0,0,0,0,79.037037037037,0,296.296296296296,375.333333333333,0,0,0,0,0,0,10.7407407407407,4.66666666666667,19.7037037037037,15.3333333333333,19.1111111111111,8,77.5555555555556,0,0,0,0,0,0,0,0,0,28.5925925925926,6.59259259259259,0,0,0,0,23.3333333333333,0,0,3.77777777777778,0,0,0,0.148148148148148,0,0,0,0,15.1111111111111,1.6875
3,100000,0,0,1395000,0,0,844000,0,0,0,0,34,4,289401,2,7,0,0,7,0,0,0,0,0,0,7,0,0,7,0,7,0,0,7,0,0,0,0,0,0,7,0,0,7,0,16.6666666666667,2,114.285714285714,334142.857142857,213571.428571429,120571.428571429,14285.7142857143,0,0,199285.714285714,0,0,120571.428571429,0,0,0,0,26571.4285714286,49428.5714285714,0,0,0,0,0,0,16782.8571428571,4855.2,21638.0571428571,179761.904761905,0,101714.285714286,101714.285714286,1785412,3543285.71428571,138000,5466697.71428571,4637706.09470843,35582.6027428571,97555.5534857143,133138.156228571,1964787.88056776,-2505177.52327986,6367641.53333333,234852.441942857,6602493.97527619,-4469965.40384762,2132528.57142857,74.8571428571429,372.714285714286,223.142857142857,163.714285714286,320242.857142857,1174028.57142857,490914.285714286,147342.857142857,0,19,0,0,342.857142857143,0,0,361.857142857143,1200,0,0,0,0,1200,46.8571428571429,0,99.8571428571429,69.8571428571429,39.7142857142857,0,256.285714285714,0,0,0,0,0,0,19.7142857142857,0,0,58.4285714285714,1.71428571428571,0,0,0,0,147.714285714286,7.85714285714286,0,20.8571428571429,0,0,0,0,0,0,0,0,0,7.3
3,119000,0,0,454000,0,0,0,0,0,0,0,34,4,289401,2,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,37,2,366.666666666667,95500,95500,0,19833.3333333333,0,0,75666.6666666667,0,0,0,0,0,0,0,13000,29833.3333333333,0,0,0,0,0,41433.3333333333,27359.7222222222,3391.5,30751.2222222222,64993.0555555556,242650,0,242650,2030759.16666667,0,0,2030759.16666667,564911.944444444,12451.1952,36694.7288333333,49145.9240333333,2322555.0907,1430904.72222222,2595671.11111111,291795.924033333,2887467.03514444,-891650.368477778,1995816.66666667,86.8333333333333,269,344.666666666667,173.666666666667,295233.333333333,726300,817983.333333333,156300,0,24,0,0,133.333333333333,0,0,157.333333333333,0,0,0,0,0,0,55.3333333333333,39.6666666666667,0,0,18.6666666666667,0,113.666666666667,0,0,0,0,0,0,0,0,6,41.3333333333333,7.5,0,0,0,7,31,0,0,20.8333333333333,0,0,0,0,0,0,0,0,0,7.3
3,168000,0,0,0,0,0,306000,0,0,0,0,34,3,289401,1,3.19,0,0.52,2.67,0,2.92,0,0.52,2.4,0,0.27,0,0,0.27,0,3.19,0,0.52,2.67,0,2.92,0,0.52,2.4,0,0.27,0,0,0.27,0,27,1,626.959247648903,148589.34169279,52664.5768025078,95924.7648902821,52664.5768025078,0,0,0,0,0,95924.7648902821,0,0,0,0,23197.4921630094,49216.3009404388,24514.1065830721,0,0,0,0,0,30909.0909090909,19136.9905956113,50046.0815047022,119529.780564263,661724.137931035,32915.3605015674,694639.498432602,3023597.49216301,4035252.6645768,252978.056426332,7311828.21316614,4917279.21964015,47198.9923134796,125451.934545455,172650.926858934,3966333.52226581,13426600.0907047,8016322.31661442,867290.425291536,8883612.74190596,9460266.56843887,18343879.3103448,1437.30407523511,1062.69592476489,767.398119122257,979.623824451411,10153072.1003135,4979310.34482759,2189749.21630094,1021747.64890282,0,69.9059561128527,0,0,0,0,0,69.9059561128527,1128.52664576802,0,0,0,0,1128.52664576802,109.404388714734,0,162.69592476489,57.9937304075235,42.9467084639498,0,373.040752351097,0,0,0,0,0,0,0,0,16.6144200626959,185.8934169279,2.50783699059561,0,0,0,0,33.2288401253918,43.2601880877743,0,16.3009404388715,0,0,0,0,0,0,0,0,57.6802507836991,16.3541666666667
3,183000,0,0,1332000,0,0,0,0,0,0,8075000,99,4,264842,1,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,23,2,300,1598333.33333333,252500,1345833.33333333,30500,0,0,222000,0,0,0,0,0,0,1345833.33333333,133333.333333333,179833.333333333,2300,0,2333.33333333333,40333.3333333333,46333.3333333333,0,257687.5,29593.4210526316,287280.921052632,36472.2222222222,322637.5,0,322637.5,1812212.5,1801799,105666.666666667,3719678.16666667,4445875.24136581,94418.3548976608,94993.1375666667,189411.492464327,2377247.06104004,9630591.42530086,6311073.30994152,512048.992464327,6823122.30240585,7253344.36426082,14076466.6666667,1118.5,2259.16666666667,894.666666666667,223.666666666667,4585850,7455250,1789333.33333333,246033.333333333,0,44.5,0,0,266.666666666667,0,0,311.166666666667,0,0,0,0,1833.96666666667,1833.96666666667,35.8333333333333,32.6666666666667,46.1666666666667,54.3333333333333,29,6.16666666666667,204.166666666667,0,0,0,0,0,0,1.66666666666667,0,0,120.333333333333,25.1666666666667,0,0,0,0,30.8333333333333,0,0,14.1666666666667,0,0,0,0,0,0,0,0,12,6.90909090909091
3,376000,0,0,2324000,0,0,0,0,0,0,0,34,4,289401,2,14.38,0,0,14.38,0,14.38,0,0,14.38,0,0,0,0,0,0,14.38,0,0,14.38,0,14.38,0,0,14.38,0,0,0,0,0,0,33,2,312.934631432545,187760.778859527,187760.778859527,0,26147.4269819193,0,0,161613.351877608,0,0,0,0,0,0,0,20792.7677329624,28581.3630041725,0,1321.27955493741,0,0,0,1265.64673157163,74854.6302735281,5896.21001390821,80750.8402874363,27118.1038479369,117913.769123783,0,117913.769123783,1094145.06258693,137343.532684284,8831.7107093185,1240320.30598053,775320.281912548,26667.4842304126,24568.6995549374,51236.18378535,1271141.75699566,1790340.35786492,1877312.08599907,169149.952909133,2046462.03890821,519198.600869263,2565660.63977747,72.461752433936,436.43949930459,410.709318497914,184.700973574409,246369.958275382,1308901.25173853,813018.080667594,197371.349095967,0,38.6648122392211,0,0,231.780250347705,0,0,270.445062586926,0,0,0,0,0,0,25.7997218358832,18.3588317107093,6.53685674547983,0,15.0208623087622,0.90403337969402,66.6203059805285,0,0,0,0,10.5702364394993,0,0.347705146036161,0,2.1557719054242,17.3852573018081,4.03337969401947,0,0,0,5.70236439499305,4.72878998609179,0.62586926286509,0,10.4311543810848,0,0,0,0.417246175243394,0,0,0,0,10.2225312934631,1.6875
3,45000,0,0,279000,0,0,0,0,0,0,0,34,3,289401,1,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,20,2,500,81000,81000,0,11250,0,0,69750,0,0,0,0,0,0,0,52750,36250,725,0,15000,66000,0,47400,301531.25,0,301531.25,97489.5833333333,291175,0,291175,2037619.75,0,0,2037619.75,987546.833333333,51763.3390625,38789.96285,90553.3019125,2419348.0519125,4300278.16666667,3025166.58333333,381728.3019125,3406894.88524583,1880930.11475417,5287825,664.25,520.75,390.5,221.25,2563275,1633825,891600,199125,0,16.75,0,0,100,0,0,116.75,0,0,0,0,0,0,59.75,37.75,0,0,16.25,0,113.75,2.5,0,0,0,0,0,6.5,0,7.75,64,5.5,0,0,0,7.25,9.25,0,0,8,0,0,0,1.5,0,0,0,0,0,16.3541666666667
3,497000,0,0,0,0,0,803000,0,0,0,0,34,4,289401,2,22.32,0,0,22.32,0,22.32,0,0,22.32,0,0,0,0,0,0,13.88,0,0,13.88,0,13.88,0,0,13.88,0,0,0,0,0,0,23,1,144.092219020173,93659.9423631124,35806.916426513,57853.0259365994,35806.916426513,0,0,0,0,0,57853.0259365994,0,0,0,0,0,9149.85590778098,16570.6051873199,0,0,0,0,0,18900.0960614793,15792.3631123919,34692.4591738713,14946.5658021134,185994.236311239,0,185994.236311239,599330.115273775,388561.239193084,4682.99711815562,992574.351585014,848823.602122548,15782.4159149856,18458.4489337176,34240.8648487032,822406.279056606,615096.210557567,1450994.78001921,220235.101159942,1671229.88117915,-207310.068499039,1463919.81268012,9.43804034582132,486.959654178674,0.216138328530259,0,72672.9106628242,1390778.09798271,468.804034582133,0,0,48.0547550432277,0,0,0,0,0,48.0547550432277,720.461095100865,0,0,0,0,720.461095100865,9.94236311239193,9.22190201729107,3.1700288184438,19.3083573487032,12.1037463976945,0.792507204610951,54.5389048991354,0,0,0,0,0,0,0,0,0,40.5619596541787,1.0806916426513,0,0,0,1.94524495677233,3.38616714697406,1.65706051873199,0,0,0,0,0,0,0,0,0,0,5.90778097982709,1.6875
3,71000,0,0,368000,0,0,0,0,0,0,0,34,4,289401,2,5.7,0,0,5.7,0,5.7,0,0,5.7,0,0,0,0,0,0,5.7,0,0,5.7,0,5.7,0,0,5.7,0,0,0,0,0,0,25,1,174.561403508772,77017.5438596491,77017.5438596491,0,12456.1403508772,0,0,64561.4035087719,0,0,0,0,0,0,0,211754.385964912,10877.1929824561,0,0,0,38596.4912280702,0,0,16183.3333333333,0,16183.3333333333,51081.8713450292,158526.315789474,0,158526.315789474,2093490.87719298,510087.719298246,48596.4912280702,2652175.0877193,1214520.46179323,8201.31251461989,49640.9836491228,57842.2961637427,2348935.05659274,1556286.55575063,3347086.90643275,216368.611953216,3563455.51838597,-792648.500842106,2770807.01754386,109.649122807018,502.456140350877,164.385964912281,54.9122807017544,372807.01754386,2069122.80701754,279456.140350877,49421.052631579,0,23.3333333333333,0,0,140.350877192982,0,0,163.684210526316,0,0,0,0,0,0,54.5614035087719,34.9122807017544,22.9824561403509,0,25.2631578947368,0,137.719298245614,0,0,0,0,0,0,0,0,0,53.859649122807,4.3859649122807,0,0,0,0,76.140350877193,0.87719298245614,0,2.45614035087719,0,0,0,0,0,0,0,0,0,7.3
3,82000,0,0,0,0,0,0,0,0,0,6602000,99,4,264842,1,20.4,0,0,20.4,0,0,0,0,0,0,20.4,0,0,20.4,0,20.4,0,0,20.4,0,0,0,0,0,0,20.4,0,0,20.4,0,18.2,2,230.392156862745,327647.058823529,4019.60784313726,323627.450980392,4019.60784313726,0,0,0,0,0,0,0,0,0,323627.450980392,98088.2352941177,60294.1176470588,18593.137254902,0,931.372549019608,34068.6274509804,0,101960.784313725,19315.5841503268,121500,140815.584150327,10727.1241830065,0,148872.549019608,148872.549019608,1270922.00980392,843602.941176471,112450.980392157,2226975.93137255,2095306.55310684,51814.073694036,47618.0837941177,99432.1574881536,1437942.12644014,7279536.58414806,3284943.97303922,248304.706507761,3533248.67954698,5841594.45770793,9374843.1372549,315.735294117647,1527.05882352941,654.509803921569,138.186274509804,1460916.66666667,5939176.47058824,1733936.2745098,240813.725490196,0,3.82352941176471,0,0,0,0,0,3.82352941176471,0,0,0,0,588.235294117647,588.235294117647,45.1960784313726,19.6078431372549,0,46.6666666666667,6.27450980392157,5.53921568627451,123.28431372549,0,0,0,0,0,0,2.45098039215686,0,20.8823529411765,66.8137254901961,4.2156862745098,0,0,0,9.41176470588235,15.0980392156863,0,0,4.41176470588235,0,0,0,0,0,0,0,0,0,1.88888888888889
3,98000,0,0,0,0,0,79000,0,0,0,1607000,34,3,289401,2,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,14.3333333333333,2,450,594666.666666667,32666.6666666667,562000,32666.6666666667,0,0,0,0,0,26333.3333333333,0,0,0,535666.666666667,111333.333333333,100333.333333333,42933.3333333333,0,0,363666.666666667,0,5966.66666666667,58722.2222222222,5355,64077.2222222222,164125,0,340000,340000,1735731.33333333,1605666.66666667,131000,3472398,3745120.28669643,47908.1164444444,77875.5468,125783.663244444,1929564.59877023,-2296920.28669643,5208901.22222222,465783.663244444,5674684.88546667,-4226484.88546667,1448200,52,86.6666666666667,399,86.6666666666667,176800,234000,959400,78000,0,59.3333333333333,0,0,0,0,0,59.3333333333333,99.3333333333333,0,0,0,144,243.333333333333,73,4.33333333333333,66.3333333333333,7.66666666666667,13.6666666666667,12.3333333333333,177.333333333333,8.66666666666667,0,0,0,0,0,3,6,10.6666666666667,83.6666666666667,6,0,0,0,18.3333333333333,33.3333333333333,0,0,6,0,0,0,1.66666666666667,0,0,0,0,0,16.3541666666667
4,0,0,0,0,0,0,0,0,0,0,0,34,1,289401,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,7.25,2,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317000,20000,0,38000,0,0,0,0,377000,75533.6842105263,452533.684210526,528495,300000,0,300000,1705569,0,0,1705569,1645429.68421053,203800.763389474,34537.4454,238338.208789474,2243907.20878947,338370.315789474,3350998.68421053,538338.208789474,3889336.893,-1905536.893,1983800,104,182,104,0,624000,964600,395200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,32,0,0,15,0,95,0,0,0,0,0,0,22,4,0,52,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,28.2903225806452
4,0,0,0,0,0,0,0,0,0,0,0,34,1,289401,2,1.32,0,0,1.32,0,0,0,0,0,0,1.32,0,0,1.32,0,1.32,0,0,1.32,0,0,0,0,0,0,1.32,0,0,1.32,0,5,2,454.545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18939.3939393939,53787.8787878788,0,17424.2424242424,5303.0303030303,0,0,0,75946.9696969697,7572.72727272727,83519.696969697,310852.272727273,0,71969.696969697,71969.696969697,1739775.75757576,0,0,1739775.75757576,851197.212121212,70617.1633484848,30464.823030303,101081.986378788,1840857.74395455,-536045.696969697,2519003.27272727,173051.683348485,2692054.95607576,-2376903.44092424,315151.515151515,24.2424242424242,78.7878787878788,8.33333333333333,3.78787878787879,82424.2424242424,212727.272727273,15833.3333333333,4166.66666666667,53.030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,15.1515151515152,0,0,52.2727272727273,0,84.0909090909091,0,0,0,0,0,0,6.81818181818182,0,0,30.3030303030303,0,0,0,0,0,0,0,0,45.4545454545455,0,0,0,1.51515151515152,0,0,0,0,0,28.2903225806452
4,0,0,0,0,0,0,0,0,0,0,0,34,1,289401,2,1.48,0,0,1.48,0,1.48,0,0,1.48,0,0,0,0,0,0,1.48,0,0,1.48,0,1.48,0,0,1.48,0,0,0,0,0,0,31.5,2,304.054054054054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22972.972972973,22972.972972973,0,0,32432.4324324324,0,0,35405.4054054054,132259.290540541,8249.5945945946,140508.885135135,158091.216216216,524594.594594595,0,524594.594594595,896981.756756757,341216.216216216,28378.3783783784,1266576.35135135,1050821.46861409,59536.0183310811,22913.9782432432,82449.9965743243,1524584.35904132,-962799.846992464,1968361.23648649,607044.591168919,2575405.82765541,-2487384.20603378,88021.6216216216,7.43243243243243,10.8108108108108,10.8108108108108,0,29729.7297297297,34843.2432432432,23448.6486486487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45945945945946,3.37837837837838,6.75675675675676,0,29.0540540540541,8.78378378378378,57.4324324324324,0,0,0,0,0,0,12.8378378378378,0,0,6.75675675675676,0,0,0,0,0,0,0,0,37.8378378378378,0,0,0,0,0,0,0,0,0,28.2903225806452
4,0,0,0,0,0,0,0,0,0,0,0,34,2,289401,2,2.6,0,0,2.6,0,0,0,0,0,0,2.6,0,0,2.6,0,2.6,0,0,2.6,0,0,0,0,0,0,2.6,0,0,2.6,0,22.3333333333333,2,134.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37692.3076923077,3846.15384615385,0,0,0,0,0,0,58582.0512820513,0,58582.0512820513,0,0,97307.6923076923,97307.6923076923,957875.769230769,0,0,957875.769230769,486829.205128205,634.277487179487,16590.2762307692,17224.5537179487,975100.322948718,1573709.25641026,1347397.28205128,114532.246025641,1461929.52807692,598608.933461539,2060538.46153846,460.384615384615,30,30,0,1907538.46153846,93000,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3846153846154,0,0,3.46153846153846,0,63.8461538461538,0,0,0,0,0,0,4.61538461538461,0,0,10,0,0,0,0,0,0,0,0,49.2307692307692,0,0,0,0,0,0,0,0,0,16.3541666666667
4,0,0,0,0,0,0,0,0,0,0,0,34,2,289401,2,2.71,0,0,2.71,0,0,0,0,0,0,2.71,0,0,2.71,0,2.71,0,0,2.71,0,0,0,0,0,0,2.71,0,0,2.71,0,26.4,2,173.431734317343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41328.4132841328,10221.4022140221,9225.09225092251,23985.2398523985,160885.608856089,0,325793.357933579,690506.457564576,13700.36900369,704206.826568266,164683.271832718,0,464575.645756458,464575.645756458,2458104.42804428,3091697.41697417,129889.298892989,5679691.14391144,5358362.32925014,175861.08298893,103768.762287823,279629.845276753,2795264.51848664,854294.497318123,7409421.35670357,744205.49103321,8153626.84773678,-1940970.02116851,6212656.82656827,249.815498154982,1220.29520295203,980.442804428044,240.221402214022,849372.693726937,3172767.52767528,1974317.34317343,216199.26199262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4317343173432,18.8191881918819,104.79704797048,28.7822878228782,35.4243542435424,37.2693726937269,298.523985239852,0,0,0,0,0,0,0,0,0,111.808118081181,0,0,0,0,0,31.7343173431734,43.1734317343173,0,32.1033210332103,0,0,0,0,0,0,0,0,79.7047970479705,16.3541666666667
4,0,0,0,0,0,0,0,0,0,0,0,34,2,289401,2,5,0,0,5,0,5,0,0,5,0,0,0,0,0,0,2.64,0,0,2.64,0,2.64,0,0,2.64,0,0,0,0,0,0,24,2,303.030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4545.45454545455,18939.3939393939,5227.27272727273,0,28787.8787878788,79924.2424242424,0,0,15801.1363636364,13522.7272727273,29323.8636363636,101034.090909091,366742.424242424,0,366742.424242424,366048.484848485,1885270.45454545,26136.3636363636,2277455.3030303,2464340.42788019,23543.9497727273,40087.0004545455,63630.9502272727,800671.446589506,544409.57211981,2834638.5,430373.374469697,3265011.8744697,-256261.874469697,3008750,339.015151515152,434.090909090909,312.121212121212,79.1666666666667,1301931.81818182,1104962.12121212,530606.060606061,71250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6969696969697,0,38.6363636363636,52.2727272727273,0,17.4242424242424,128.030303030303,0,0,0,0,0,0,0,0,0,110.227272727273,0,0,0,0,0,7.1969696969697,0,0,10.2272727272727,0,0,0,0,0,0,0,0,0.378787878787879,16.3541666666667
4,0,0,0,0,0,0,0,0,0,0,0,34,4,289401,2,13,0,0,13,0,13,0,0,13,0,0,0,0,0,0,5.85,0,0,5.85,0,5.85,0,0,5.85,0,0,0,0,0,0,23,2,256.410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82905.9829059829,27521.3675213675,2752.13675213675,9572.64957264957,14017.094017094,100341.88034188,0,57247.8632478632,80891.0256410256,32221.5384615385,113112.564102564,36478.6324786325,397179.487179487,0,397179.487179487,708039.145299145,2806165.47008547,99829.0598290598,3614033.67521368,3619232.22143807,61463.6188410256,64879.317982906,126342.936823932,1251675.0487192,-116753.588959433,4347384.84615385,523522.424003419,4870907.27015726,-1368428.63767863,3502478.63247863,338.290598290598,534.188034188034,520.854700854701,133.504273504273,1123487.17948718,1335521.36752137,923316.239316239,120153.846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5042735042735,13.1623931623932,135.897435897436,0,11.4529914529915,22.0512820512821,196.068376068376,0,0,0,0,0,0,1.36752136752137,0,0,91.965811965812,0,0,0,0,0,45.2991452991453,0,0,11.965811965812,0,0,0,0.341880341880342,0,0,0,0,45.1282051282051,7.3
4,0,0,0,0,0,0,0,0,0,0,0,34,4,289401,2,29.5,0,0,29.5,0,29.5,0,0,29.5,0,0,0,0,0,0,15,0,0,15,0,15,0,0,15,0,0,0,0,0,0,27,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10200,1073.33333333333,0,8000,0,0,72993.3333333333,39527.2222222222,4069.8,43597.0222222222,23108.8888888889,154420,0,154420,304809.933333333,658400,9466.66666666667,972676.6,1113244.49664773,12445.3146389333,17678.0582266667,30123.3728656,492349.053995646,573982.170018936,1421050.17777778,184543.3728656,1605593.55064338,81633.1160232888,1687226.66666667,119.466666666667,232.6,269.2,137.133333333333,421186.666666667,631840,510780,123420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,6.46666666666667,18.2666666666667,5.93333333333333,2.4,9.06666666666667,50.4666666666667,0,0,0,0,0,0,0,0,1.06666666666667,25.1333333333333,0,0,0,0,0,0,0,0,11.4666666666667,0,0,0,0,0,0,0,0,12.8,1.6875
