"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별(통계표기준)","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","내급비","소득","직접생산비","간접생산비","생산비 합계_ha당","순수익","총 평가액_ha당","특대 수량_ha당","대 수량_ha당","중 수량_ha당","소 수량_ha당","특대 평가액_ha당","대 평가액_ha당","중 평가액_ha당","소 평가액_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별 및 포장_시간_ha당","수확_시간_ha당","시비_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","세척_시간_ha당","운반 및 저장_시간_ha당","기타_시간_ha당","가중치"
3,0,0,0,0,0,0,0,0,0,0,1061000,99,2,264842,1,2.64,0,0,2.64,0,2.64,0,0,2.64,0,0,0,0,0,0,2.64,0,0,2.64,0,2.64,0,0,2.64,0,0,0,0,0,0,12,2,151.515151515152,401893.939393939,0,401893.939393939,0,0,0,0,0,0,0,0,0,0,401893.939393939,330303.03030303,181818.181818182,0,0,378.787878787879,20075.7575757576,162121.212121212,0,216416.666666667,21921.0526315789,238337.719298246,99469.696969697,175983.712121212,0,175983.712121212,2976948.48484848,890340.909090909,104166.666666667,3971456.06060606,2613562.84928374,81014.5866081871,84129.5796969697,165144.166305157,3398261.41510755,6733424.65071626,5670696.38596491,341127.878426369,6011824.26439128,3335163.23560872,9346987.5,664.772727272727,1286.74242424242,508.712121212121,6.43939393939394,3088200.37878788,4917441.66666667,1333547.34848485,7798.10606060606,0,0,0,0,0,0,0,0,0,0,0,0,515.530303030303,515.530303030303,64.7727272727273,78.4090909090909,18.9393939393939,29.5454545454545,27.2727272727273,3.40909090909091,222.348484848485,0,0,0,0,0,0,12.1212121212121,1.51515151515152,50.3787878787879,109.090909090909,8.33333333333333,0,0,0,0,15.1515151515152,0,0,25.7575757575758,0,0,0,0,0,0,0,0,0,14.4444444444444
3,0,0,0,0,0,0,0,0,0,0,1278000,38,1,292048,2,1.5,0,0,1.5,0,1.5,0,0,1.5,0,0,0,0,0,0,1.5,0,0,1.5,0,1.5,0,0,1.5,0,0,0,0,0,0,24,2,366.666666666667,852000,0,852000,0,0,0,0,0,0,0,0,0,0,852000,0,175333.333333333,0,0,99333.3333333333,0,0,13000,157477.777777778,0,157477.777777778,175066.666666667,265493.333333333,0,265493.333333333,4127252.66666667,0,0,4127252.66666667,1764259.11111111,40223.6075555556,87430.8609333333,127654.468488889,4520400.46848889,-1188459.11111111,5891511.77777778,393147.801822222,6284659.5796,-5708859.5796,575800,0,0,189.333333333333,162,0,0,397600,178200,0,0,0,0,0,0,0,0,0,0,0,0,800,800,82.6666666666667,61.3333333333333,0,0,73.3333333333333,0,217.333333333333,10,0,0,0,0,0,0,9.33333333333333,20.6666666666667,102.666666666667,11.3333333333333,0,0,0,0,0,0,0,63.3333333333333,0,0,0,0,0,0,0,0,0,32.1666666666667
3,0,0,0,0,0,0,0,0,0,0,177000,34,4,289401,2,15,0,0,15,0,0,0,0,0,0,15,0,0,15,0,15,0,0,15,0,0,0,0,0,0,15,0,0,15,0,7.5,2,163.333333333333,11800,0,11800,0,0,0,0,0,0,0,0,0,0,11800,11733.3333333333,20000,0,0,24000,31000,0,2240,282094.916666667,4284,286378.916666667,0,0,272133.333333333,272133.333333333,581986.733333333,216333.333333333,8400,806720.066666667,1167296.19666497,49816.8602972222,15064.39044,64881.2507372222,652991.704072249,593297.13666836,1483273.31666667,337014.584070556,1820287.90073722,-59694.567403889,1760593.33333333,225.733333333333,173.6,34.7333333333333,34.7333333333333,1048786.66666667,590240,76413.3333333333,45153.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,200,200,13.9333333333333,11.7333333333333,5.13333333333333,3.66666666666667,6.6,2.73333333333333,43.8,0,0,0,0,0,0,2.13333333333333,0,1.4,24.9333333333333,2.26666666666667,0,0,0,2.26666666666667,5.33333333333333,0.8,0,3.6,0,0,0,0.2,0,0,0,0,0.866666666666667,1.6875
3,0,0,0,0,0,0,0,0,0,0,1774000,99,2,264842,2,3.26,0,0,3.26,0,0,0,0,0,0,3.26,0,0,3.26,0,2.72,0,0,2.72,0,0,0,0,0,0,2.72,0,0,2.72,0,20,2,283.088235294118,652205.882352941,0,652205.882352941,0,0,0,0,0,0,0,0,0,0,652205.882352941,0,59191.1764705882,3051.47058823529,0,15441.1764705882,0,0,572058.823529412,131942.095588235,656.25,132598.345588235,745264.705882353,0,325367.647058823,325367.647058823,788899.264705882,0,0,788899.264705882,2770021.22794118,-19472.6185569853,39627.0439705882,20154.4254136029,809053.690119485,-888844.757352941,3233552.84558823,345522.072472426,3579074.91806066,-1697898.44747243,1881176.47058824,163.970588235294,383.088235294118,26.4705882352941,2.94117647058824,639485.294117647,1187573.52941176,50294.1176470588,3823.52941176471,0,0,0,0,0,0,0,0,0,0,0,0,750,750,8.45588235294118,6.61764705882353,0,0,23.1617647058824,0,38.2352941176471,5.88235294117647,0,0,0,0,0,0,0,0,13.6029411764706,4.77941176470588,0,0,0,0,0,0,0,13.9705882352941,0,0,0,0,0,0,0,0,0,14.4444444444444
3,0,0,0,0,0,0,0,0,0,0,1775000,38,2,292048,2,3.4,0,0,3.4,0,1,0,0,1,0,2.4,0,0,2.4,0,2.59,0,0,2.59,0,0.19,0,0,0.19,0,2.4,0,0,2.4,0,32.5,2,424.710424710425,685328.185328185,0,685328.185328185,0,0,0,0,0,0,0,0,0,0,685328.185328185,0,76447.8764478764,0,0,15830.1158301158,0,0,0,78153.1531531532,1791.89189189189,79945.045045045,0,19305.0193050193,73359.0733590734,92664.0926640927,3495684.55598456,0,0,3495684.55598456,1222958.2960103,13114.5345328185,70936.6261776062,84051.1607104247,3599040.736,276925.873873874,4645283.77863578,176715.253374517,4821999.0320103,-3322114.86212613,1499884.16988417,63.3204633204633,315.444015444015,118.146718146718,23.1660231660232,253281.853281853,977876.447876448,236293.436293436,32432.4324324324,0,0,0,0,0,0,0,0,0,0,0,0,772.200772200772,772.200772200772,35.9073359073359,45.945945945946,0,0,93.8223938223938,0,175.675675675676,0,0,0,0,0,0,0,0,0,51.7374517374517,20.0772200772201,0,0,0,0,21.2355212355212,0,0,82.6254826254826,0,0,0,0,0,0,0,0,0,16.75
3,0,0,0,0,0,0,0,0,0,0,1775000,38,4,292048,2,6.08,0,0,6.08,0,0,0,0,0,0,6.08,0,0,6.08,0,5.6,0,0,5.6,0,0,0,0,0,0,5.6,0,0,5.6,0,40,2,89.2857142857143,316964.285714286,0,316964.285714286,0,0,0,0,0,0,0,0,0,0,316964.285714286,0,19285.7142857143,0,0,9464.28571428572,0,0,0,50637.7976190476,0,50637.7976190476,21492.5595238095,0,128928.571428571,128928.571428571,1489601.25,0,0,1489601.25,838821.214285714,6066.56386904762,30466.2378928571,36532.8017619048,1526134.0517619,-487178.357142857,2199493.89285714,165461.373190476,2364955.26604762,-2013312.40890476,351642.857142857,20.8928571428571,57.6785714285714,34.4642857142857,13.0357142857143,85660.7142857143,178803.571428571,68928.5714285714,18250,0,0,0,0,0,0,0,0,0,0,0,0,357.142857142857,357.142857142857,42.8571428571429,18.3928571428571,0,0,18.3928571428571,0,79.6428571428572,0,0,0,0,0,0,0,0,0,41.25,9.28571428571429,0,0,0,0,10.7142857142857,0,0,18.3928571428571,0,0,0,0,0,0,0,0,0,4.71428571428571
3,0,0,0,0,0,0,0,0,0,0,2358000,99,4,264842,1,6.29,0,0,6.29,0,0,0,0,0,0,6.29,0,0,6.29,0,5.66,0,0,5.66,0,0,0,0,0,0,5.66,0,0,5.66,0,13.3333333333333,2,164.134275618375,416607.77385159,0,416607.77385159,0,0,0,0,0,0,0,0,0,0,416607.77385159,0,25441.6961130742,4787.98586572438,0,15901.0600706714,0,0,120477.03180212,38932.273262662,10194.3090942905,49126.5823569525,45914.3109540636,0,56007.0671378092,56007.0671378092,868801.766784452,76700.5300353357,0,945502.296819788,1075806.03818734,16145.1961205133,25376.7162190813,41521.9123395946,910323.679124047,2873098.55545223,1888600.73783398,97528.9794774037,1986129.71731139,1962774.87632819,3948904.59363958,526.678445229682,541.696113074205,28.6219081272085,2.47349823321555,2212049.46996466,1679257.95053004,54381.6254416961,3215.54770318021,0,0,0,0,0,0,0,0,0,0,0,0,459.363957597173,459.363957597173,10.6007067137809,14.1342756183746,1.76678445229682,3.00353356890459,20.1413427561837,0,49.6466431095406,0,0,0,0,0,0,0,0,0.706713780918728,24.0282685512367,5.12367491166078,0,0,0,0,0,0,0,19.6113074204947,0,0,0,0.176678445229682,0,0,0,0,0,6.90909090909091
3,0,0,0,0,0,0,0,0,0,0,2662000,38,1,292048,2,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,1.9,0,0,1.9,0,1.9,0,0,1.9,0,0,0,0,0,0,30,2,315.789473684211,1401052.63157895,0,1401052.63157895,0,0,0,0,0,0,0,0,0,0,1401052.63157895,0,66315.7894736842,0,0,13684.2105263158,0,0,0,0,0,0,0,315789.473684211,0,315789.473684211,6534487.89473684,0,0,6534487.89473684,1773100.63157895,0,133057.972736842,133057.972736842,6983335.34115789,2134320.42105263,8307588.52631579,448847.446421053,8756435.97273684,-4849014.92010526,3907421.05263158,311.052631578947,527.894736842105,468.421052631579,64.2105263157895,1244210.52631579,1636473.68421053,936842.105263158,89894.7368421053,0,0,0,0,0,0,0,0,0,0,0,0,1578.94736842105,1578.94736842105,177.368421052632,99.4736842105263,0,0,78.9473684210526,0,355.789473684211,0,0,0,0,0,0,0,0,0,162.105263157895,36.8421052631579,0,0,0,0,77.8947368421053,0,0,78.9473684210526,0,0,0,0,0,0,0,0,0,32.1666666666667
3,0,0,0,0,0,0,0,0,0,0,2662000,38,4,292048,2,14,0,0,14,0,14,0,0,14,0,0,0,0,0,0,5.6,0,0,5.6,0,5.6,0,0,5.6,0,0,0,0,0,0,35,2,178.571428571429,475357.142857143,0,475357.142857143,0,0,0,0,0,0,0,0,0,0,475357.142857143,0,16071.4285714286,0,0,5178.57142857143,0,0,0,5786.60714285714,22057.5,27844.1071428571,64477.6785714286,107142.857142857,0,107142.857142857,489044.642857143,1459882.14285714,47678.5714285714,1996605.35714286,2376573.64805388,35956.9739464286,41387.3275,77344.3014464286,685495.796249691,-911895.076625309,2877582.28571429,184487.158589286,3062069.44430357,-1597390.872875,1464678.57142857,144.464285714286,93.9285714285714,259.821428571429,54.2857142857143,577857.142857143,291178.571428571,519642.857142857,76000,0,0,0,0,0,0,0,0,0,0,0,0,535.714285714286,535.714285714286,1.60714285714286,2.32142857142857,37.3214285714286,32.1428571428571,18.3928571428571,11.7857142857143,103.571428571429,0,0,0,0,0,0,0,0,0,70.1785714285714,3.21428571428571,0,0,0,0,0,0,0,30.1785714285714,0,0,0,0,0,0,0,0,0,4.71428571428571
3,0,0,0,0,0,0,0,0,0,0,2840000,99,3,264842,1,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,28,2,310,946666.666666667,0,946666.666666667,0,0,0,0,0,0,0,0,0,0,946666.666666667,185000,133333.333333333,0,0,1666.66666666667,0,0,0,68198.6111111111,169150,237348.611111111,29177.7777777778,387164.333333333,0,387164.333333333,6093572.66666667,149333.333333333,20666.6666666667,6263572.66666667,1947862.74555904,85420.2703166667,125001.972933333,210422.24325,6711331.55324652,15793670.5877743,8061607.72222222,597586.576583333,8659194.29880556,9082339.03452778,17741533.3333333,850,3719,917.666666666667,135,3485000,12272700,1835333.33333333,148500,0,0,0,0,0,0,0,0,0,0,0,0,1333.33333333333,1333.33333333333,197.333333333333,71,0,9.33333333333333,60.6666666666667,0,338.333333333333,0,0,0,0,0,0,5,0,20.6666666666667,178.333333333333,12.6666666666667,0,0,0,0,96.3333333333333,0,0,25.3333333333333,0,0,0,0,0,0,0,0,0,14.4444444444444
3,0,0,0,0,0,0,0,0,0,0,3061000,34,4,289401,2,5.52,0,0,5.52,0,0,0,0,0,0,5.52,0,0,5.52,0,5.52,0,0,5.52,0,0,0,0,0,0,5.52,0,0,5.52,0,20,2,333.333333333333,554528.985507246,0,554528.985507246,0,0,0,0,0,0,0,0,0,0,554528.985507246,51086.9565217391,64492.7536231884,0,0,19565.2173913043,51086.9565217391,0,38568.8405797102,26870.4710144928,9701.08695652174,36571.5579710145,68387.6811594203,0,229347.826086957,229347.826086957,1685843.65942029,1438807.60869565,39311.5942028986,3163962.86231884,2859947.18678593,28946.5582427536,65458.6567028986,94405.2149456522,1801458.66584089,1302389.76973581,4337652.8115942,323753.041032609,4661405.85262681,-499068.896105072,4162336.95652174,297.282608695652,792.753623188406,396.376811594203,117.934782608696,1040489.13043478,2242771.73913044,772934.782608696,106141.304347826,0,0,0,0,0,0,0,0,0,0,0,0,543.478260869565,543.478260869565,37.8623188405797,23.731884057971,36.7753623188406,28.4420289855072,27.7173913043478,13.768115942029,168.297101449275,0,0,0,0,0,0,3.44202898550725,0,0,90.036231884058,12.5,0,0,0,0,36.0507246376812,0,0,9.42028985507246,0,0,0,0,0,0,0,0,16.8478260869565,7.3
3,0,0,0,0,0,0,0,0,0,0,3265000,99,4,264842,1,5.6,0,0,5.6,0,0,0,0,0,0,5.6,0,0,5.6,0,5.6,0,0,5.6,0,0,0,0,0,0,5.6,0,0,5.6,0,21,2,243.75,583035.714285714,0,583035.714285714,0,0,0,0,0,0,0,0,0,0,583035.714285714,83035.7142857143,145178.571428571,18714.2857142857,0,24107.1428571429,0,229285.714285714,232142.857142857,50241.9642857143,12622.5,62864.4642857143,17098.2142857143,0,226071.428571429,226071.428571429,3305295.89285714,560000,38392.8571428571,3903688.75,2451938.42386995,27521.5140138095,86638.53325,114160.04726381,3452286.48053672,13109986.9332729,5563993.42857143,340231.475835238,5904224.90440667,9657700.45273619,15561925.3571429,766.964285714286,1988.92857142857,1117.14285714286,107.5,4653303.57142857,7746993.21428571,3000872.32142857,160756.25,0,0,0,0,0,0,0,0,0,0,0,0,821.428571428571,821.428571428571,64.4642857142857,71.0714285714286,0,35,46.25,0,216.785714285714,0,0,0,0,0,0,2.5,0,43.9285714285714,99.6428571428572,10.3571428571429,0,0,0,7.85714285714286,29.6428571428571,0,0,22.8571428571429,0,0,0,0,0,0,0,0,0,6.90909090909091
3,0,0,0,0,0,0,0,0,0,0,362000,99,1,264842,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,5,2,279,362000,0,362000,0,0,0,0,0,0,0,0,0,0,362000,0,34000,0,0,8000,0,0,0,7580,0,7580,0,1000000,0,1000000,1228297,0,0,1228297,676422,981.4584,27096.1302,28077.5886,2256374.5886,9978,1904719,1028077.5886,2932796.5886,-2246396.5886,686400,66,0,0,0,686400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,35,0,0,0,25,0,60,0,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,27.125
3,0,0,0,0,0,0,0,0,0,0,4259000,34,4,289401,1,5.86,0,0,5.86,0,0,0,0,0,0,5.86,0,0,5.86,0,5.86,0,0,5.86,0,0,0,0,0,0,5.86,0,0,5.86,0,25,2,307.167235494881,726791.80887372,0,726791.80887372,0,0,0,0,0,0,0,0,0,0,726791.80887372,86860.0682593857,163822.52559727,1962.45733788396,0,57337.8839590444,56484.6416382253,0,0,37849.260523322,1583.9590443686,39433.2195676906,130702.502844141,0,53924.9146757679,53924.9146757679,3018369.28327645,192235.494880546,20307.1672354949,3230911.94539249,1800172.41264813,16759.1960773606,71781.2440955631,88540.4401729238,3126000.99567042,3123820.76141331,4783708.05346985,142465.354848692,4926173.40831854,-2180.23425710946,4923993.17406143,456.313993174061,953.924914675768,256.313993174061,204.948805460751,1623447.09897611,2624215.01706485,491877.133105802,184453.924914676,0,0,0,0,0,0,0,0,0,0,0,0,682.59385665529,682.59385665529,38.3959044368601,82.9351535836178,0,0,48.8054607508532,7.84982935153584,177.986348122867,0,0,0,0,0,0,1.70648464163823,0,0,8.87372013651877,29.6928327645051,0,0,0,17.4061433447099,103.924914675768,0,0,14.6757679180887,0,0,0,0,0,0,0,0,1.70648464163823,7.3
3,0,0,0,0,0,0,0,0,0,0,4685000,99,4,264842,1,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,20,2,288.333333333333,780833.333333333,0,780833.333333333,0,0,0,0,0,0,0,0,0,0,780833.333333333,167000,114833.333333333,19400,0,1666.66666666667,38500,0,0,113246.944444444,51357.8947368421,164604.839181287,45590.2777777778,0,204166.666666667,204166.666666667,1664307.83333333,1245083.33333333,126166.666666667,3035557.83333333,3100513.88221337,88036.560325731,69019.3333666667,157055.893692398,1893536.96177143,10441886.1177866,4632828.28362573,361222.560359064,4994050.8439848,8548349.1560152,13542400,1157.33333333333,2102.5,743.5,268.166666666667,4745066.66666667,6938250,1545666.66666667,313416.666666667,0,0,0,0,0,0,0,0,0,0,0,0,1100,1100,43.3333333333333,41.8333333333333,20.5,48.3333333333333,10.8333333333333,6.16666666666667,171,0,0,0,0,0,0,2.66666666666667,0.666666666666667,20.6666666666667,111.5,6,0,0,0,0,23.3333333333333,0,0,6.16666666666667,0,0,0,0,0,0,0,0,0,6.90909090909091
3,0,0,0,0,0,0,0,0,0,0,5324000,34,4,289401,2,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,15,2,341.666666666667,887333.333333333,0,887333.333333333,0,0,0,0,0,0,0,0,0,0,887333.333333333,86166.6666666667,36333.3333333333,0,6500,8000,67333.3333333333,0,3033.33333333333,42246.6666666667,0,42246.6666666667,16168.0555555556,0,250000,250000,2403535.83333333,280000,12500,2696035.83333333,1973819.97162203,7152.75463333333,62926.2148333333,70078.9694666667,2484810.55340019,2245630.02837797,4138551.55555556,320078.969466667,4458630.52502222,-239180.525022222,4219450,182.333333333333,842,156.166666666667,260.333333333333,875200,2688300,421650,234300,0,0,0,0,0,0,0,0,0,0,0,0,833.333333333333,833.333333333333,72.1666666666667,54.6666666666667,0,14,11.3333333333333,3,155.166666666667,3.33333333333333,0,0,0,0,0,2.66666666666667,1.5,27,85.6666666666667,3.66666666666667,2.16666666666667,0,0,4.83333333333333,9.33333333333333,4.16666666666667,0,6.5,0,0,0,1.33333333333333,0,0,0,0,3,7.3
3,0,0,0,0,0,0,0,0,0,0,9583000,34,4,289401,2,13.5,0,0,13.5,0,0,0,0,0,0,13.5,0,0,13.5,0,13.5,0,0,13.5,0,0,0,0,0,0,13.5,0,0,13.5,0,17,2,148.148148148148,709851.851851852,0,709851.851851852,0,0,0,0,0,0,0,0,0,0,709851.851851852,114814.814814815,101333.333333333,340.740740740741,27703.7037037037,7185.18518518519,86074.0740740741,0,19259.2592592593,18465.4320987654,144191.812865497,162657.244964262,74975.9259259259,0,210888.888888889,210888.888888889,1107754.2962963,1457011.40740741,136000,2700765.7037037,3338757.33389865,209158.089975309,62537.6558666667,271695.745841975,1438190.13838907,-538735.111676429,4294362.83755685,482584.634730864,4776947.47228772,-1976925.2500655,2800022.22222222,88.7407407407407,385.777777777778,212.148148148148,84.8888888888889,360407.407407407,1485244.44444444,721303.703703704,233066.666666667,118.518518518519,0,0,0,0,0,0,0,0,0,0,0,444.444444444444,444.444444444444,31.4814814814815,3.77777777777778,46.5925925925926,12,20.2222222222222,16.8888888888889,130.962962962963,0,0,0,0,0,0,6.81481481481481,4.59259259259259,12.4444444444444,59.9259259259259,1.92592592592593,0,0,0,3.85185185185185,14,6.22222222222222,0,18.2962962962963,0,0,0,2.22222222222222,0,0,0,0,0.666666666666667,1.6875
3,0,0,0,0,0,0,129000,0,0,0,0,34,1,289401,1,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,1.5,0,0,1.5,0,1.5,0,0,1.5,0,0,0,0,0,0,32,2,333.333333333333,86000,0,86000,0,0,0,0,0,0,86000,0,0,0,0,22666.6666666667,20000,0,0,0,0,0,86866.6666666667,138991.666666667,14470.4,153462.066666667,103988.888888889,291200,0,291200,3517374,0,0,3517374,762385.288888889,63932.9503115556,61966.2617333333,125899.212044889,3934473.21204489,2778614.71111111,4279759.28888889,417099.212044889,4696858.50093378,-1155858.50093378,3541000,208.666666666667,805.333333333333,288,173.333333333333,709466.666666667,2128600,546933.333333333,156000,0,0,0,0,0,0,0,0,6666.66666666667,0,0,0,0,6666.66666666667,94.6666666666667,84,0,0,22.6666666666667,0,201.333333333333,0,0,8,0,0,0,2.66666666666667,0,10,140.666666666667,6,0,0,0,4,19.3333333333333,0,0,7.33333333333333,0,0,0,3.33333333333333,0,0,0,0,0,28.2903225806452
3,0,0,0,0,0,0,154000,0,0,0,0,36,3,280285,2,3.64,0,0,3.64,0,3.64,0,0,3.64,0,0,0,0,0,0,3.29,0,0,3.29,0,3.29,0,0,3.29,0,0,0,0,0,0,27.125,2,150.759878419453,46808.5106382979,0,46808.5106382979,0,0,0,0,0,0,46808.5106382979,0,0,0,0,0,10638.2978723404,0,0,17325.2279635258,0,0,607.90273556231,60024.7593718338,2912.65397536394,62937.4133471978,43899.6960486322,226464.133738602,0,226464.133738602,966610.030395137,0,0,966610.030395137,462502.048605556,14078.4765779809,17297.0334954407,31375.5100734216,1224449.67420716,-242015.726417107,1429112.07900069,257839.643812023,1686951.72281272,-1466465.40062427,220486.32218845,0,122.492401215805,0,0,0,220486.32218845,0,0,0,0,0,0,0,0,0,0,3647.41641337386,0,0,0,0,3647.41641337386,19.1489361702128,0.911854103343465,0,0,25.8358662613982,0,45.8966565349544,0,0,0,0,0,0,0,0,4.25531914893617,15.5015197568389,3.95136778115502,0,0,0,0,0,0,0,21.8844984802432,0,0,0,0.303951367781155,0,0,0,0,0,15.5454545454545
3,0,0,0,0,0,0,257000,0,0,0,4082000,34,3,289401,2,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0,0,3.5,0,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0,0,3.5,0,20,2,200,1239714.28571429,0,1239714.28571429,0,0,0,0,0,0,73428.5714285714,0,0,0,1166285.71428571,115142.857142857,117142.857142857,11171.4285714286,0,2285.71428571429,0,0,326571.428571429,67457.1428571429,7140,74597.1428571429,300114.285714286,0,180857.142857143,180857.142857143,3923153.42857143,739142.857142857,98857.1428571429,4761153.42857143,3411813.43833136,47298.2851428571,109114.8212,156413.106342857,4162751.23944006,1109729.41881149,7237294.42857143,337270.2492,7574564.67777143,-3053021.82062857,4521542.85714286,327.428571428571,860,372,148.857142857143,1247228.57142857,2470800,669542.857142857,133971.428571429,0,0,0,0,0,0,0,0,1142.85714285714,0,0,0,571.428571428571,1714.28571428571,137.714285714286,56.8571428571429,0,39.7142857142857,23.1428571428571,3.71428571428571,261.142857142857,44,0,0,0,0,0,41.4285714285714,0,0,127.714285714286,25.1428571428571,0,0,0,11.1428571428571,0,0,0,9.42857142857143,0,0,0,0,0,0,0,0,2.28571428571429,16.3541666666667
3,0,0,0,0,0,0,418000,0,0,0,0,34,4,289401,2,13.6,0,0,13.6,0,0,0,0,0,0,13.6,0,0,13.6,0,13.6,0,0,13.6,0,0,0,0,0,0,13.6,0,0,13.6,0,32.5,2,224.264705882353,30735.2941176471,0,30735.2941176471,0,0,0,0,0,0,30735.2941176471,0,0,0,0,44191.1764705882,28602.9411764706,0,2279.41176470588,2205.88235294118,105808.823529412,0,21588.2352941176,75373.0085784314,4987.5,80360.5085784314,35045.9558823529,0,176176.470588235,176176.470588235,1320454.92647059,894692.5,30000,2245147.42647059,1723205.12465085,28313.8899356618,41177.2825735294,69491.1725091912,1407829.17408383,1648949.28711385,2885366.65563725,245667.643097426,3131034.29873468,241120.113030025,3372154.41176471,76.6176470588235,758.161764705882,490.147058823529,168.529411764706,367764.705882353,2047036.76470588,833250,124102.941176471,0,0,0,0,0,0,0,0,116.838235294118,0,0,0,0,116.838235294118,30.9558823529412,30.2941176470588,34.6323529411765,10.8088235294118,13.0147058823529,6.10294117647059,125.808823529412,0.808823529411765,0,0,0,0,0,2.79411764705882,0,2.27941176470588,41.3235294117647,55.1470588235294,0,0,0,5.88235294117647,7.86764705882353,0,0,7.20588235294118,0,0,0,0.735294117647059,0,0,0,0,1.76470588235294,1.6875
