"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별(통계표기준)","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","기타재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","내급비","소득","직접생산비","간접생산비","생산비 합계_ha당","순수익","총 평가액_ha당","생대추 수량_ha당","건대추_찍초 수량_ha당","건대추_소계 수량_ha당","총 생산량(건대추 기준)_ha당","생대추 평가액_ha당","건대추_소계 평가액_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별 및 포장_시간_ha당","수확_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","세척_시간_ha당","운반 및 저장_시간_ha당","기타_시간_ha당","가중치"
2,123000,0,0,97000,0,0,0,0,0,0,0,99,1,441890,2,0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,6,2,1000,1833333.33333333,1833333.33333333,0,1025000,0,0,808333.333333333,0,0,0,0,0,0,0,933333.333333333,350000,666666.666666667,0,7625000,0,0,0,1995343.75,14591.6666666667,2009935.41666667,1964583.33333333,4741666.66666667,0,4741666.66666667,11866825,158825,0,12025650,15983567.0833333,903438.365690972,472194.764166667,1375633.12985764,17984124.7965243,1999766.25,27850392.0833333,6117299.79652431,33967691.8798576,-15984358.5465243,17983333.3333333,2166.66666666667,0,0,823.333333333333,17983333.3333333,0,0,2750,0,0,416.666666666667,0,0,3166.66666666667,0,0,0,0,0,0,483.333333333333,483.333333333333,0,8.33333333333333,8.33333333333333,0,125,0,616.666666666667,0,0,0,0,0,0,0,100,0,16.6666666666667,58.3333333333333,0,0,0,100,0,0,133.333333333333,0,0,200,0,0,0,0,0,0,0,0,0,0,8.33333333333333,56.1333333333333
3,0,0,0,0,0,0,0,0,0,0,0,31,1,443278,2,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,5,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090000,0,70000,0,0,0,0,0,619583.333333333,0,619583.333333333,0,0,10140000,10140000,12171080,0,0,12171080,12362861.3333333,109239.027083333,268621.262,377860.289083333,12548940.2890833,-1862861.33333333,14393941.3333333,10517860.2890833,24911801.6224167,-14411801.6224167,10500000,1000,0,0,380,10500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,640,0,0,0,0,0,0,640,0,0,0,0,0,0,0,100,0,80,170,0,0,0,0,0,40,120,0,0,130,0,0,0,0,0,0,0,0,0,0,0,82.8
3,0,0,0,0,0,0,0,0,0,0,0,31,1,443278,2,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,9,2,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830000,0,100000,0,0,0,0,0,1262593.75,77520,1340113.75,1366666.66666667,2440000,0,2440000,15223220,0,0,15223220,4080058.41666667,671056.708535417,325487.383,996544.091535417,18659764.0915354,23779941.5833333,19303278.4166667,3436544.09153542,22739822.5082021,5120177.49179792,27860000,3400,0,0,1292,27860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,800,0,0,0,0,0,0,800,0,0,0,0,0,0,0,70,0,180,270,0,0,0,0,0,0,100,0,0,180,0,0,0,0,0,0,0,0,0,0,0,82.8
3,0,0,0,0,0,0,0,0,0,0,0,33,1,454036,2,0.23,0,0.23,0,0,0.23,0,0.23,0,0,0,0,0,0,0,0.23,0,0.23,0,0,0.23,0,0.23,0,0,0,0,0,0,0,7,1,1043.47826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030434.7826087,604347.826086957,0,0,0,0,0,0,1858134.05797101,21460.8695652174,1879594.92753623,0,2652173.91304348,0,2652173.91304348,24507186.9565217,0,0,24507186.9565217,3968413.53623188,-18526.6780362319,526760.68673913,508234.008702899,27667594.8782681,19452021.2463768,28475600.4927536,3160407.92174638,31636008.4145,-8215573.6318913,23420434.7826087,1017.39130434783,217.391304347826,695.652173913043,1082.26086956522,13226086.9565217,10194347.826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117.39130434783,565.217391304348,552.173913043478,0,0,0,256.521739130435,0,1373.91304347826,0,8.69565217391304,0,4.34782608695652,0,0,0,100,0,139.130434782609,521.739130434783,0,0,0,0,0,0,443.478260869565,0,0,156.521739130435,0,0,0,0,0,0,0,0,0,0,0,77.2857142857143
3,0,0,0,0,0,0,0,0,0,0,0,33,2,454036,2,0.4,0.4,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,13,2,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725000,790000,0,0,0,0,0,0,2335127.08333333,3185305,5520432.08333333,0,6195000,0,6195000,27427115,6053815,0,33480930,14543283.0833333,169280.115577083,725317.9895,894598.105077083,34516713.1050771,19830466.9166667,41970398.0833333,7089598.10507708,49059996.1884104,-14686246.1884104,34373750,2080,475,1000,1790.4,22880000,11493750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,700,535,355,177.5,177.5,285,0,1875,0,7.5,0,5,0,0,0,135,0,200,800,0,0,0,0,0,0,527.5,0,0,200,0,0,0,0,0,0,0,0,0,0,0,28.3529411764706
3,0,0,0,0,0,0,0,0,0,0,0,33,2,454036,2,0.4,0.4,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,14,2,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3705000,937500,0,0,0,0,0,0,3530493.75,3872490,7402983.75,1067708.33333333,6195000,0,6195000,21994107.5,17620660,0,39614767.5,31187888.0833333,470426.725925,891783.940125,1362210.66605,29551318.16605,10177111.9166667,53181995.5833333,7557210.66605,60739206.2493833,-19374206.2493833,41365000,2080,475,1275,2065.4,27040000,14325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867.5,642.5,225,960,960,0,297.5,0,2125,0,10,0,5,0,0,0,112.5,0,450,730,0,0,0,0,0,0,602.5,0,0,185,0,0,0,0,0,0,0,0,0,0,30,28.3529411764706
3,0,0,0,0,0,0,0,0,0,0,0,33,3,454036,2,0.58,0,0.58,0,0,0.25,0,0.25,0,0,0.33,0,0.33,0,0,0.58,0,0.58,0,0,0.25,0,0.25,0,0,0.33,0,0.33,0,0,21.3333333333333,2,1362.06896551724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879310.34482759,794827.586206896,0,0,0,0,0,0,686257.183908046,1275579.31034483,1961836.49425287,736350.574712644,1143103.44827586,5243103.44827586,6386206.89655172,20217431.0344828,9178603.44827586,0,29396034.4827586,20248067.8965517,297564.600984195,646213.974137931,943778.575122126,22304313.0578807,12627794.1724138,35222395.4827586,7329985.47167385,42552380.9544325,-9676518.88546694,32875862.0689655,1837.93103448276,155.172413793103,706.896551724138,1405.31034482759,23893103.4482759,8982758.62068965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839.655172413793,839.655172413793,0,586.206896551724,37.9310344827586,548.275862068965,200,91.3793103448276,1717.24137931034,0,6.89655172413793,0,5.17241379310345,0,0,0,94.8275862068965,0,344.827586206897,615.51724137931,0,0,0,0,0,0,394.827586206897,0,0,213.793103448276,0,0,0,0,0,0,0,0,0,0,41.3793103448276,7.72413793103448
3,0,0,0,0,0,0,0,0,0,0,0,33,3,454036,2,0.63,0,0.63,0,0,0.63,0,0.63,0,0,0,0,0,0,0,0.63,0,0.63,0,0,0.63,0,0.63,0,0,0,0,0,0,0,13,2,698.412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644444.444444444,436507.936507937,0,0,0,0,0,0,891496.031746032,6206050.79365079,7097546.82539683,677910.052910053,2655555.55555556,0,2655555.55555556,12921138.0952381,7254292.06349206,0,20175430.1587302,16564737.3227513,-223369.240645503,428316.108174603,204946.867529101,15781640.5183228,5441611.88359788,29485875.4179894,2860502.42308466,32346377.8410741,-10340028.6347249,22006349.2063492,949.206349206349,111.111111111111,619.047619047619,979.746031746032,12339682.5396825,9666666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.968253968254,349.206349206349,204.761904761905,425.396825396825,212.698412698413,212.698412698413,149.206349206349,0,1128.57142857143,0,7.93650793650794,0,3.17460317460317,0,0,0,50.7936507936508,0,126.984126984127,707.936507936508,0,0,0,0,0,0,133.333333333333,0,0,98.4126984126984,0,0,0,0,0,0,0,0,0,0,0,7.72413793103448
3,0,0,0,0,0,0,0,0,0,0,0,33,4,454036,2,1.8,0,1.8,0,0,1.02,0,1.02,0,0,0.78,0,0.78,0,0,1.8,0,1.8,0,0,1.02,0,1.02,0,0,0.78,0,0.78,0,0,7.2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394444.444444444,276666.666666667,0,0,0,0,0,0,931613.425925926,722472.222222222,1654085.64814815,0,1504444.44444444,619444.444444444,2123888.88888889,7310696.11111111,2360754.44444444,0,9671450.55555556,5759431.64814815,274246.630787037,208402.617583333,482649.24837037,9297789.80392593,4732790.57407407,12450683.3148148,2606538.13725926,15057221.4520741,-4564999.22985185,10492222.2222222,664.444444444444,105.555555555556,283.333333333333,535.822222222222,7308888.88888889,3183333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.555555555556,205,70.5555555555556,142.777777777778,52.7777777777778,90,110,0,528.333333333333,0,1.66666666666667,0,1.11111111111111,0,0,0,28.8888888888889,0,66.6666666666667,254.444444444444,0,0,0,0,0,0,92.7777777777778,0,0,81.1111111111111,0,0,0,0,0,0,0,0,0,0,1.66666666666667,1.84615384615385
3,0,0,0,0,0,0,0,0,0,0,0,33,4,454036,2,1.92,0,1.92,0,0,1.92,0,1.92,0,0,0,0,0,0,0,1.92,0,1.92,0,0,1.92,0,1.92,0,0,0,0,0,0,0,16.3333333333333,2,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213541.66666667,322916.666666667,0,0,0,0,0,0,489334.852430556,1074049.47916667,1563384.33159722,88975.6944444445,2654687.5,0,2654687.5,10347950.5208333,3978995.83333333,0,14326946.3541667,7621850.19270833,169796.728789605,319647.604453125,489444.33324273,13492082.3540761,7931014.390625,17969800.7135417,3144131.83324273,21113932.5467844,-5561067.96345106,15552864.5833333,494.270833333333,145.833333333333,807.291666666667,995.114583333333,5436979.16666667,10115885.4166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.770833333333,375,81.7708333333333,242.708333333333,102.083333333333,140.625,93.75,0,793.229166666667,0,4.16666666666667,0,1.5625,0,0,0,19.7916666666667,0,93.75,347.395833333333,0,0,0,0,0,0,252.604166666667,0,0,73.9583333333333,0,0,0,0,0,0,0,0,0,0,0,1.84615384615385
3,0,0,0,0,0,0,0,0,0,0,0,33,4,454036,2,2.95,0,0.71,2.24,0,2.95,0,0.71,2.24,0,0,0,0,0,0,1.83,0,0.71,1.12,0,1.83,0,0.71,1.12,0,0,0,0,0,0,10.5,2,601.092896174863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477049.180327869,196174.863387978,0,0,0,0,0,0,711074.567395264,563325.136612022,1274399.70400729,46675.7741347905,1551912.56830601,0,1551912.56830601,6314854.64480874,0,0,6314854.64480874,2448335.52185792,121175.961292407,140809.78557377,261985.746866177,8128752.95998093,6004669.94262295,8763190.16666667,1813898.31517219,10577088.4818389,-2124083.01735798,8453005.46448087,518.579234972678,49.1803278688525,224.043715846995,421.103825136612,5704371.58469945,2748633.87978142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.420765027322,177.049180327869,104.371584699454,0,0,0,64.4808743169399,0,345.901639344262,0,0,0,1.09289617486339,0,0,0,30.6010928961749,0,32.7868852459016,65.5737704918033,0,0,0,0,0,0,171.03825136612,0,0,44.8087431693989,0,0,0,0,0,0,0,0,0,0,0,1.84615384615385
3,0,0,0,0,0,0,0,0,0,0,0,33,4,454036,2,3.16,1,2.16,0,0,0.66,0,0.66,0,0,2.5,1,1.5,0,0,3.16,1,2.16,0,0,0.66,0,0.66,0,0,2.5,1,1.5,0,0,10.6666666666667,1,1091.77215189873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548101.26582278,395569.620253165,0,0,0,0,0,0,845285.996835443,691330.063291139,1536616.06012658,243275.316455696,554430.379746835,5613291.13924051,6167721.51898734,7129075.63291139,5015234.81012658,0,12144310.443038,14806124.2120253,197334.508307358,283872.823781646,481207.332089003,8164713.34474723,4412230.21835443,16321908.7056962,6648928.85107634,22970837.5567725,-3752483.1263928,19218354.4303797,452.53164556962,148.73417721519,851.26582278481,1023.22784810127,5882911.39240506,13335443.0379747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.924050632911,235.126582278481,53.7974683544304,343.987341772152,162.025316455696,181.962025316456,87.0253164556962,0,719.936708860759,0,4.74683544303797,0,1.89873417721519,0,0,0,31.0126582278481,0,37.9746835443038,350.316455696203,0,0,0,0,0,0,210.443037974684,0,0,74.6835443037975,0,0,0,0,0,0,0,0,0,0,8.86075949367089,1.84615384615385
3,0,0,0,0,0,0,0,0,0,0,0,99,3,441890,2,0.69,0.69,0,0,0,0,0,0,0,0,0.69,0.69,0,0,0,0.69,0.69,0,0,0,0,0,0,0,0,0.69,0.69,0,0,0,40,2,753.623188405797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327536.23188406,1406956.52173913,0,0,320289.855072464,0,0,1884057.97101449,2621403.98550725,20172.4637681159,2641576.44927536,0,0,3042028.98550725,3042028.98550725,14371240.5797101,5398911.5942029,0,19770152.173913,17463247.6086956,433844.704245773,518036.203985507,951880.90823128,15323121.4879414,7188926.30434783,28792459.2028985,3993909.89373853,32786369.0966371,-8134195.1835936,24652173.9130435,0,1623.1884057971,4840.57971014493,4840.57971014493,0,24652173.9130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569.565217391304,300,269.565217391304,357.971014492754,4.34782608695652,353.623188405797,215.942028985507,0,1143.47826086957,0,17.3913043478261,0,0,0,0,0,49.2753623188406,0,144.927536231884,330.434782608696,0,0,0,339.130434782609,0,0,104.347826086957,0,0,157.971014492754,0,0,0,0,0,0,0,0,0,0,0,8
3,0,0,0,0,0,0,0,0,0,0,0,99,3,441890,2,0.85,0.85,0,0,0,0.85,0.85,0,0,0,0,0,0,0,0,0.61,0.61,0,0,0,0.61,0.61,0,0,0,0,0,0,0,0,12.25,2,721.311475409836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352459.016393443,34426.2295081967,0,0,47540.9836065574,0,0,278688.524590164,102081.967213115,9186.88524590164,111268.852459016,537704.918032787,1057377.04918033,0,1057377.04918033,5195498.36065574,405698.360655738,0,5601196.72131148,2209676.8852459,146551.993836066,127233.376229508,273785.370065574,6526660.77990164,-304758.852459016,7405175.24590164,1331162.4192459,8736337.66514754,-6831419.63236066,1904918.03278689,229.508196721311,0,0,87.2131147540984,1904918.03278689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.8032786885246,91.8032786885246,0,21.3114754098361,21.3114754098361,0,160.655737704918,0,273.770491803279,0,0,0,0,0,0,0,49.1803278688525,0,0,31.1475409836066,0,0,0,0,0,0,47.5409836065574,0,0,145.901639344262,0,0,0,0,0,0,0,0,0,0,0,8
3,0,0,0,0,0,0,0,0,0,0,178000,34,2,405317,2,0.65,0.65,0,0,0,0.65,0.65,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,6,2,1800,445000,0,445000,0,0,0,0,0,0,0,0,0,0,445000,837500,87500,460000,0,0,0,0,77500,836325,685500,1521825,0,2272500,0,2272500,25634937.5,2557950,0,28192887.5,6392592,127245.990625,606522.808125,733768.79875,28641206.29875,14628408,32027529.5,3006268.79875,35033798.29875,-14012798.29875,21021000,2730,0,0,1037.4,21021000,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,1482.5,865,617.5,150,75,75,0,0,1632.5,0,0,0,12.5,0,0,0,60,0,100,900,0,0,0,0,0,0,360,0,0,117.5,0,0,0,0,65,0,0,0,0,0,17.5,28
3,0,0,0,0,0,0,0,0,0,0,203000,31,2,443278,2,0.35,0.23,0.12,0,0,0.35,0.23,0.12,0,0,0,0,0,0,0,0.35,0.23,0.12,0,0,0.35,0.23,0.12,0,0,0,0,0,0,0,3.66666666666667,2,428.571428571429,580000,0,580000,0,0,0,0,0,0,0,0,0,0,580000,514285.714285714,162857.142857143,0,0,0,0,0,0,903750,1919142.85714286,2822892.85714286,468571.428571429,6968571.42857143,0,6968571.42857143,9083242.85714286,0,0,9083242.85714286,4991885.14285714,270724.605357143,208358.772142857,479083.3775,16530897.6632143,1128114.85714286,14075128,7447654.80607143,21522782.8060714,-15402782.8060714,6120000,628.571428571429,0,0,238.857142857143,6120000,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,2600,477.142857142857,477.142857142857,0,0,0,0,0,0,477.142857142857,0,0,0,0,0,0,0,180,0,28.5714285714286,60,17.1428571428571,0,0,0,0,34.2857142857143,45.7142857142857,0,0,108.571428571429,0,0,0,0,0,0,0,0,0,0,2.85714285714286,35.8333333333333
3,0,0,0,0,0,0,0,0,0,0,229000,34,3,405317,2,0.87,0.77,0.1,0,0,0.87,0.77,0.1,0,0,0,0,0,0,0,0.7,0.6,0.1,0,0,0.7,0.6,0.1,0,0,0,0,0,0,0,7.5,2,1728.57142857143,327142.857142857,0,327142.857142857,0,0,0,0,0,0,0,0,0,0,327142.857142857,851428.571428571,142857.142857143,417142.857142857,0,0,0,0,610000,352209.523809524,510142.857142857,862352.380952381,101214.285714286,3120000,0,3120000,17490662.8571429,1641840,0,19132502.8571429,5359295.0952381,151054.686095238,432843.646857143,583898.332952381,21194561.1900952,6992133.47619048,22849957.952381,3703898.33295238,26553856.2853333,-14202427.7139048,12351428.5714286,1871.42857142857,0,0,711.142857142857,12351428.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1428571428571,57.1428571428571,880,620,260,105.714285714286,10,95.7142857142857,84.2857142857143,0,1070,0,0,0,5.71428571428571,0,0,0,51.4285714285714,0,0,682.857142857143,0,0,0,0,0,0,102.857142857143,0,0,84.2857142857143,0,0,0,0,110,0,0,0,0,0,32.8571428571429,7.3
3,0,0,0,0,0,0,0,0,0,0,229000,99,1,441890,2,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,35,2,692.307692307692,1761538.46153846,0,1761538.46153846,0,0,0,0,0,0,0,0,0,0,1761538.46153846,2361538.46153846,720000,84615.3846153846,592307.692307692,0,0,0,3330769.23076923,3940032.05128205,45807.6923076923,3985839.74358974,0,2384615.38461538,0,2384615.38461538,33914723.0769231,0,0,33914723.0769231,13278498.974359,176960.6325,861724.67,1038685.3025,37338023.7640385,-10437191.2820513,47193222.051282,3423300.68711538,50616522.7383974,-47775215.0460897,2841307.69230769,0,615.384615384615,630.769230769231,630.769230769231,0,2841307.69230769,0,0,0,0,0,0,0,0,0,0,0,0,37769.2307692308,37769.2307692308,884.615384615385,661.538461538462,223.076923076923,0,0,0,838.461538461538,0,1723.07692307692,0,30.7692307692308,0,23.0769230769231,0,0,0,230.769230769231,0,30.7692307692308,276.923076923077,53.8461538461538,0,0,0,0,0,623.076923076923,0,0,453.846153846154,0,0,0,0,0,0,0,0,0,0,0,56.1333333333333
3,0,0,0,0,0,0,0,0,0,0,243000,37,3,427338,1,0.71,0.71,0,0,0,0.71,0.71,0,0,0,0,0,0,0,0,0.62,0.62,0,0,0,0.62,0.62,0,0,0,0,0,0,0,0,29,2,564.516129032258,391935.483870968,0,391935.483870968,0,0,0,0,0,0,0,0,0,0,391935.483870968,212903.225806452,22580.6451612903,0,0,0,0,0,0,951357.526881721,0,951357.526881721,59516.1290322581,909677.419354839,0,909677.419354839,9718738.70967742,1045183.87096774,0,10763922.5806452,3110814.88172043,45069.1041666667,229535.54,274604.644166667,10903020.7731989,38536604.4731183,12829553.5913978,1184282.06352151,14013835.6549194,27633583.6999194,41647419.3548387,0,1193.54838709677,5267.74193548387,5267.74193548387,0,41647419.3548387,0,0,0,0,0,0,0,0,0,0,0,0,1467.74193548387,1467.74193548387,556.451612903226,343.548387096774,212.903225806452,61.2903225806452,30.6451612903226,30.6451612903226,0,0,617.741935483871,0,19.3548387096774,0,0,0,0,0,16.1290322580645,0,51.6129032258065,212.903225806452,16.1290322580645,0,0,0,0,0,208.064516129032,0,0,87.0967741935484,0,0,6.45161290322581,0,0,0,0,0,0,0,0,9.65116279069767
3,0,0,0,0,0,0,0,0,0,0,328000,37,3,427338,1,0.6,0,0.6,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0.6,0,0.6,0,0,33.3333333333333,2,541.666666666667,546666.666666667,0,546666.666666667,0,0,0,0,0,0,0,0,0,0,546666.666666667,2245000,3208333.33333333,0,0,0,0,0,0,2254770.83333333,30719.298245614,2285490.13157895,273333.333333333,0,3545000,3545000,12102591.6666667,9283411.66666667,1985000,23371003.3333333,22676238.2062127,405310.030467105,591825.717166667,997135.747633772,14223062.3396667,43446961.7937873,32357164.7982456,4542135.74763377,36899300.5458794,29223899.4541206,66123200,0,1250,9251.66666666666,9251.66666666666,0,66123200,0,0,0,0,0,0,0,0,0,0,0,0,1900,1900,558.333333333333,361.666666666667,196.666666666667,496.666666666667,340,156.666666666667,106.666666666667,0,1161.66666666667,0,66.6666666666667,0,0,0,0,0,66.6666666666667,0,266.666666666667,388.333333333333,31.6666666666667,0,0,0,0,86.6666666666667,48.3333333333333,0,0,85,0,0,0,0,0,0,0,0,0,0,121.666666666667,9.65116279069767
3,0,0,0,0,0,0,0,0,0,0,606000,37,3,427338,2,0.65,0,0.65,0,0,0.65,0,0.65,0,0,0,0,0,0,0,0.65,0,0.65,0,0,0.65,0,0.65,0,0,0,0,0,0,0,22,1,1046.15384615385,932307.692307692,0,932307.692307692,0,0,0,0,0,0,0,0,0,0,932307.692307692,180000,804615.384615385,0,0,0,0,0,0,779192.307692308,119726.495726496,898918.803418803,0,1686153.84615385,0,1686153.84615385,12813669.2307692,367295.384615385,0,13180964.6153846,3610475.26495726,94472.7238888889,304222.437,398695.160888889,14898518.237812,18482601.6581197,16424144.4957265,2084849.00704273,18508993.5027692,3584083.4203077,22093076.9230769,0,430.769230769231,3238.46153846154,3238.46153846154,0,22093076.9230769,0,0,0,0,0,0,0,0,0,0,0,0,3538.46153846154,3538.46153846154,746.153846153846,404.615384615385,341.538461538462,21.5384615384615,10.7692307692308,10.7692307692308,0,0,767.692307692308,0,9.23076923076923,0,0,0,0,0,27.6923076923077,0,12.3076923076923,224.615384615385,7.69230769230769,0,0,0,0,0,243.076923076923,0,0,236.923076923077,0,0,6.15384615384615,0,0,0,0,0,0,0,0,9.65116279069767
3,0,0,0,0,0,0,0,0,0,0,785000,99,4,441890,2,2.1,1.93,0,0,0.17,0.17,0,0,0,0.17,1.93,1.93,0,0,0,2.1,1.93,0,0,0.17,0.17,0,0,0,0.17,1.93,1.93,0,0,0,30.5555555555556,2,721.428571428571,373809.523809524,0,373809.523809524,0,0,0,0,0,0,0,0,0,0,373809.523809524,1753809.52380952,947142.857142857,0,136666.666666667,82857.1428571429,0,0,0,1458211.9047619,107926.94235589,1566138.84711779,0,204761.904761905,2940476.19047619,3145238.0952381,7393768.57142857,8629692.38095238,0,16023460.952381,16872483.1328321,332075.702246867,389252.595333333,721328.2975802,8319858.77377068,21947516.8671679,21325775.5137845,3866566.3928183,25192341.9066028,13627658.0933972,38820000,0,1333.33333333333,6771.42857142857,6771.42857142857,0,38820000,0,0,0,0,0,0,0,0,0,0,0,0,1095.2380952381,1095.2380952381,258.095238095238,170,88.0952380952381,425.238095238095,259.047619047619,166.190476190476,131.904761904762,48.5714285714286,863.809523809524,0,10.952380952381,0,0,0,0,0,77.6190476190476,0,131.428571428571,204.761904761905,4.76190476190476,0,0,356.666666666667,0,0,34.2857142857143,0,0,43.3333333333333,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154
