"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별(통계표기준)","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","내급비","소득","직접생산비","간접생산비","생산비 합계_ha당","순수익","총 평가액_ha당","생대추 수량_ha당","건대추_찍초 수량_ha당","건대추_소계 수량_ha당","총 생산량(건대추 기준)_ha당","생대추 평가액_ha당","건대추_소계 평가액_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별 및 포장_시간_ha당","수확_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","세척_시간_ha당","운반 및 저장_시간_ha당","기타_시간_ha당","가중치"
3,0,0,0,0,0,0,0,0,0,0,0,37,3,421160,2,0.65,0,0.65,0,0,0.65,0,0.65,0,0,0,0,0,0,0,0.65,0,0.65,0,0,0.65,0,0.65,0,0,0,0,0,0,0,21,1,1046.15384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321846.153846154,599384.615384615,0,0,0,0,0,0,761615.384615385,157709.401709402,919324.786324786,0,1538461.53846154,0,1538461.53846154,15611084.6153846,1083076.92307692,0,16694161.5384615,3344792.47863248,121832.975897436,292415.512307692,414248.488205128,17563794.6420513,23279669.0598291,18955877.0940171,1952710.02666667,20908587.1206838,5715874.41777778,26624461.5384615,0,803.076923076923,4281.53846153846,4281.53846153846,0,26624461.5384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910.769230769231,561.538461538462,349.230769230769,107.692307692308,0,107.692307692308,6.15384615384615,0,1024.61538461538,0,0,0,0,0,0,0,12.3076923076923,0,55.3846153846154,353.846153846154,0,0,0,0,0,0,401.538461538462,0,0,195.384615384615,0,0,0,0,0,0,0,0,0,0,6.15384615384615,9.22222222222222
3,0,0,0,0,0,0,0,0,0,0,0,37,3,421160,2,0.71,0.71,0,0,0,0.71,0.71,0,0,0,0,0,0,0,0,0.62,0.62,0,0,0,0.62,0.62,0,0,0,0,0,0,0,0,28,2,564.516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286451.612903226,654516.129032258,0,0,0,0,0,0,922634.40860215,0,922634.40860215,47580.6451612903,832258.064516129,0,832258.064516129,20173222.5806452,0,0,20173222.5806452,2332342.79569892,55032.2352150538,350495.559354839,405527.794569892,21411008.4397312,13145076.5591398,22505565.3763441,1237785.85908602,23743351.2354301,-8265931.8805914,15477419.3548387,0,280.645161290323,1962.90322580645,1962.90322580645,0,15477419.3548387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175.8064516129,616.129032258065,559.677419354839,0,0,0,27.4193548387097,0,1203.22580645161,0,19.3548387096774,0,0,0,0,0,69.3548387096774,0,58.0645161290323,258.064516129032,0,0,0,0,0,0,359.677419354839,0,0,435.483870967742,0,0,0,0,0,0,0,0,0,0,3.2258064516129,9.22222222222222
3,0,0,0,0,0,0,0,0,0,0,0,37,3,421160,2,0.72,0,0.58,0,0.14,0.72,0,0.58,0,0.14,0,0,0,0,0,0.62,0,0.55,0,0.07,0.62,0,0.55,0,0.07,0,0,0,0,0,28,2,1620.96774193548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239677.419354839,396129.032258065,0,16129.0322580645,0,0,0,0,1100728.49462366,78319.1850594228,1179047.67968308,330309.139784946,2090322.58064516,0,2090322.58064516,15827401.6129032,376509.677419355,0,16203911.2903226,2958961.98075835,158528.060749859,279807.056451613,438335.117201471,18356059.3107499,28220392.8579513,18786363.5936616,2528657.69784663,21315021.2915082,9864333.54720147,31179354.8387097,0,561.290322580645,3925.8064516129,3925.8064516129,0,31179354.8387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917.741935483871,504.838709677419,412.903225806452,22.5806451612903,11.2903225806452,11.2903225806452,20.9677419354839,0,961.290322580645,0,19.3548387096774,0,0,0,0,0,41.9354838709677,0,58.0645161290323,280.645161290323,0,0,0,0,0,0,419.354838709677,0,0,138.709677419355,0,0,0,0,0,0,0,0,0,0,3.2258064516129,9.22222222222222
3,0,0,0,0,0,0,0,0,0,0,0,37,4,421160,2,1.85,0,1.85,0,0,0.9,0,0.9,0,0,0.95,0,0.95,0,0,1.85,0,1.85,0,0,0.9,0,0.9,0,0,0.95,0,0.95,0,0,10.6666666666667,2,193.513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432810.81081081,169567.567567568,4864.86486486487,0,0,0,0,0,1912447.74774775,102307.140825036,2014754.88857278,221432.432432432,684324.324324324,840540.54054054,1524864.86486486,4422169.72972973,537297.297297297,0,4959467.02702703,5642428.4020863,325830.428982077,109007.390486486,434837.819468563,5541331.87352262,11073247.2735894,9224057.59127549,1959702.68433343,11183760.2756089,5531915.40006676,16715675.6756757,0,0,2785.94594594595,2785.94594594595,0,16715675.6756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.108108108108,36.7567567567568,111.351351351351,41.6216216216216,3.78378378378378,37.8378378378378,100.540540540541,0,290.27027027027,0,6.48648648648649,0,0,0,0,0,63.7837837837838,0,0,121.621621621622,0,0,0,0,0,0,0,0,0,98.3783783783784,0,0,0,0,0,0,0,0,0,0,0,1.93333333333333
3,0,0,0,0,0,0,0,0,0,0,0,99,1,432825,2,0.3,0.3,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,10,2,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,0,0,0,0,0,0,1186000,276150,1462150,0,2240000,0,2240000,3959560,0,0,3959560,1984975,180636.5935,67222.696,247859.2895,6447419.2895,22213045,5944535,2487859.2895,8432394.2895,15765625.7105,24198020,1050,790,2330,2729,8629950,15568070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,0,0,0,0,40,0,210,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,130,0,0,40,0,0,0,0,0,0,0,0,0,0,0,56.1333333333333
3,0,0,0,0,0,0,0,0,0,0,0,99,3,432825,1,0.65,0.19,0,0,0.46,0.07,0.07,0,0,0,0.58,0.12,0,0,0.46,0.65,0.19,0,0,0.46,0.07,0.07,0,0,0,0.58,0.12,0,0,0.46,30,2,915.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048923.07692308,1779846.15384615,0,0,193846.153846154,0,0,0,3805246.15384615,151900,3957146.15384615,0,250769.230769231,913846.153846154,1164615.38461538,16441169.2307692,4701741.53846154,0,21142910.7692308,14028174.2307692,185500.122153846,417747.734153846,603247.856307692,17295186.3178461,75875825.7692308,29555497.3076923,1767863.24092308,31323360.5486154,58580639.4513846,89904000,1523.07692307692,2941.53846153846,5883.07692307692,6461.84615384615,14012307.6923077,75891692.3076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.384615384615,301.538461538462,333.846153846154,266.153846153846,198.461538461538,67.6923076923077,283.076923076923,0,1184.61538461538,0,78.4615384615385,0,0,0,0,0,107.692307692308,0,138.461538461538,313.846153846154,0,0,0,375.384615384615,0,0,53.8461538461538,0,0,116.923076923077,0,0,0,0,0,0,0,0,0,0,0,8
3,0,0,0,0,0,0,0,0,0,0,0,99,3,432825,2,0.69,0.69,0,0,0,0.69,0.69,0,0,0,0,0,0,0,0,0.69,0.69,0,0,0,0.69,0.69,0,0,0,0,0,0,0,0,39,2,753.623188405797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066376.8115942,461449.275362319,0,0,20289.8550724638,14492.7536231884,0,0,2867596.61835749,18166.6666666667,2885763.28502415,0,2234782.60869565,0,2234782.60869565,7795978.26086956,773286.956521739,0,8569265.2173913,6654483.93719807,403661.658695652,184789.106956522,588450.765652174,10619211.6352174,2036530.55555556,14450462.1980676,2823233.37434783,17273695.5724155,-8582681.07966183,8691014.49275362,359.420289855072,249.275362318841,498.550724637681,635.130434782609,3306666.66666667,5384347.82608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.086956521739,178.260869565217,147.826086956522,46.3768115942029,23.1884057971014,23.1884057971014,111.594202898551,0,484.057971014493,0,4.34782608695652,0,0,0,0,0,24.6376811594203,0,0,115.942028985507,0,0,0,147.826086956522,0,0,88.4057971014493,0,0,101.449275362319,0,0,0,0,0,0,0,0,0,0,1.44927536231884,8
3,0,0,0,0,0,0,0,0,0,0,0,99,4,432825,2,1.84,1.84,0,0,0,0,0,0,0,0,1.84,1.84,0,0,0,1.84,1.84,0,0,0,0,0,0,0,0,1.84,1.84,0,0,0,21,2,326.086956521739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613858.695652174,268260.869565217,0,0,9239.13043478261,16304.347826087,0,0,319510.869565217,2571.73913043478,322082.608695652,0,0,1173913.04347826,1173913.04347826,5262937.5,325078.260869565,0,5588015.76086957,3161561.95652174,23733.601,107828.268152174,131561.869152174,5394499.36915217,6080394.56521739,7250586.41304348,1305474.91263043,8556061.32567391,685895.196065217,9241956.52173913,89.6739130434783,389.673913043478,779.347826086957,813.423913043478,825000,8416956.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.804347826087,182.065217391304,46.7391304347826,17.3913043478261,17.3913043478261,0,57.0652173913044,0,303.260869565217,0,13.0434782608696,0,0,0,0,0,33.695652173913,0,0,69.5652173913044,0,0,0,118.478260869565,0,0,19.0217391304348,0,0,48.3695652173913,0,0,0,0,0,0,0,0,0,0,1.08695652173913,1.81818181818182
3,0,0,0,0,0,0,0,0,0,0,120000,99,3,432825,1,0.6,0.6,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,35,2,1000,200000,0,200000,0,0,0,0,0,0,0,0,0,0,200000,1613833.33333333,1298000,0,0,140000,16666.6666666667,0,566666.666666667,1066563.88888889,108875,1175438.88888889,250333.333333333,0,2016666.66666667,2016666.66666667,11718583.3333333,1078066.66666667,0,12796650,8788497.22222222,205960.446833333,276088.156666667,482048.6035,12200631.9368333,50362669.4444444,18490413.8888889,2498715.27016667,20989129.1590556,38162037.5076111,59151166.6666667,275,1368.33333333333,6945,7049.5,2530000,56621166.6666667,0,0,0,0,0,0,0,0,0,0,0,0,640,640,618.333333333333,258.333333333333,360,50,50,0,80,5,753.333333333333,0,50,0,0,0,0,0,65,0,150,141.666666666667,26.6666666666667,0,0,226.666666666667,0,0,58.3333333333333,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,1.66666666666667,8
3,0,0,0,0,0,0,0,0,0,0,1248000,33,3,445322,1,0.66,0,0.66,0,0,0.66,0,0.66,0,0,0,0,0,0,0,0.66,0,0.66,0,0,0.66,0,0.66,0,0,0,0,0,0,0,8.25,2,1060.60606060606,1890909.09090909,0,1890909.09090909,0,0,0,0,0,0,0,0,0,0,1890909.09090909,694848.484848485,594696.96969697,0,0,0,0,0,1250000,1995955.17676768,2173143.93939394,4169099.11616162,620681.818181818,2557575.75757576,0,2557575.75757576,19914640.9090909,0,0,19914640.9090909,9665557.47979798,478971.103510101,404128.584545455,883099.688055556,23355316.3547222,34545957.6717172,29580198.3888889,3440675.44563131,33020873.8345202,11190641.316995,44211515.1515151,2272.72727272727,353.030303030303,1293.93939393939,2157.57575757576,25227272.7272727,18984242.4242424,0,0,0,0,0,0,0,0,0,0,0,0,3490.90909090909,3490.90909090909,1086.36363636364,601.515151515152,484.848484848485,0,0,0,81.8181818181818,0,1168.18181818182,0,25.7575757575758,0,6.06060606060606,0,0,0,40.9090909090909,0,163.636363636364,242.424242424242,46.969696969697,0,0,380.30303030303,0,0,215.151515151515,0,0,46.969696969697,0,0,0,0,0,0,0,0,0,0,0,8.2962962962963
3,0,0,0,0,0,0,0,0,0,0,1320000,33,4,445322,2,1.79,0.99,0.8,0,0,1.79,0.99,0.8,0,0,0,0,0,0,0,1.79,0.99,0.8,0,0,1.79,0.99,0.8,0,0,0,0,0,0,0,16.2,1,782.122905027933,737430.167597765,0,737430.167597765,0,0,0,0,0,0,0,0,0,0,737430.167597765,871173.184357542,247374.301675978,0,0,0,83798.8826815642,0,52513.9664804469,298320.297951583,3329.60893854749,301649.90689013,190712.290502793,8100558.65921788,0,8100558.65921788,9240777.09497207,4131754.18994413,0,13372531.2849162,7061728.89013035,57033.3618994413,255056.041675978,312089.403575419,17653425.1577654,6261505.74674115,16302505.9851024,8412648.0627933,24715154.0478957,-11391919.4110242,13323234.6368715,837.988826815642,86.5921787709497,346.927374301676,665.36312849162,9301675.97765363,4021558.65921788,0,0,0,0,0,0,0,0,0,0,0,0,2145.25139664804,2145.25139664804,470.391061452514,259.776536312849,210.614525139665,248.04469273743,149.720670391061,98.3240223463687,65.3631284916201,0,783.798882681564,0,6.70391061452514,0,7.26256983240223,0,0,0,26.2569832402235,0,75.9776536312849,174.301675977654,16.7597765363128,0,0,240.782122905028,0,0,192.737430167598,0,0,43.0167597765363,0,0,0,0,0,0,0,0,0,0,0,1.84615384615385
3,0,0,0,0,0,0,0,0,0,0,160000,99,3,432825,2,0.63,0.52,0.11,0,0,0.63,0.52,0.11,0,0,0,0,0,0,0,0.63,0.52,0.11,0,0,0.63,0.52,0.11,0,0,0,0,0,0,0,24.6,2,857.142857142857,253968.253968254,0,253968.253968254,0,0,0,0,0,0,0,0,0,0,253968.253968254,1201111.11111111,577777.777777778,0,0,166666.666666667,0,0,0,4762619.04761905,82245.1963241437,4844864.24394319,0,1560317.46031746,0,1560317.46031746,13571544.4444444,876603.174603175,0,14448147.6190476,8353816.22807017,150358.209690894,276351.345714286,426709.55540518,15558571.4601671,17886183.7719298,21925360.6725146,1987027.01572264,23912387.6882373,2327612.31176274,26240000,0,1822.22222222222,3644.44444444444,3644.44444444444,0,26240000,0,0,0,0,0,0,0,0,0,0,0,0,812.698412698413,812.698412698413,717.460317460317,376.190476190476,341.269841269841,52.3809523809524,26.984126984127,25.3968253968254,77.7777777777778,0,847.619047619048,0,28.5714285714286,0,0,0,0,0,20.6349206349206,0,114.285714285714,126.984126984127,31.7460317460317,0,0,390.47619047619,0,0,87.3015873015873,0,0,47.6190476190476,0,0,0,0,0,0,0,0,0,0,0,8
3,0,0,0,0,0,0,0,0,0,0,22000,99,3,432825,2,0.6,0.6,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,17,2,500,36666.6666666667,0,36666.6666666667,0,0,0,0,0,0,0,0,0,0,36666.6666666667,934166.666666667,581833.333333333,0,0,0,0,0,0,1328000,5360,1333360,375500,355000,0,355000,12636098.3333333,0,0,12636098.3333333,3694351.66666667,214554.238244444,235533.499,450087.737244444,13441186.0705778,6380113.33333333,16330450,805087.737244444,17135537.7372444,-7061072.73724445,10074465,0,855,1710,1710,0,10074465,0,0,0,0,0,0,0,0,0,0,0,0,128.333333333333,128.333333333333,671.666666666667,325,346.666666666667,0,0,0,73.3333333333333,0,745,0,20,0,0,0,0,0,81.6666666666667,0,196.666666666667,60,3.33333333333333,0,0,340,0,0,0,0,0,43.3333333333333,0,0,0,0,0,0,0,0,0,0,0,8
3,0,0,0,0,0,0,0,0,0,0,360000,34,2,390656,1,0.46,0.4,0.06,0,0,0.46,0.4,0.06,0,0,0,0,0,0,0,0.36,0.3,0.06,0,0,0.36,0.3,0.06,0,0,0,0,0,0,0,7,2,2333.33333333333,1000000,0,1000000,0,0,0,0,0,0,0,0,0,0,1000000,1415833.33333333,174722.222222222,0,0,0,0,0,62500,346898.148148148,1383105.55555556,1730003.7037037,0,4927777.77777778,0,4927777.77777778,11226377.7777778,11188888.8888889,1594444.44444444,24009711.1111111,16758493.03913,198742.347222222,442601.926666667,641344.273888889,17594055.3829071,28916506.96087,28783426.3703704,5569122.05166667,34352548.422037,11322451.577963,45675000,5250,0,0,1995,45675000,0,0,0,0,0,0,0,0,0,0,0,0,0,2438.88888888889,2438.88888888889,702.777777777778,161.111111111111,541.666666666667,827.777777777778,50,777.777777777778,16.6666666666667,33.3333333333333,1580.55555555556,0,0,0,16.6666666666667,0,0,0,50,0,50,1133.33333333333,66.6666666666667,0,0,0,0,0,72.2222222222222,0,0,144.444444444444,0,0,0,0,8.33333333333333,0,0,0,0,0,38.8888888888889,28
3,0,0,0,0,0,0,0,0,0,0,420000,34,2,390656,1,0.33,0.33,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,4,2,1363.63636363636,1272727.27272727,0,1272727.27272727,0,0,0,0,0,0,0,0,0,0,1272727.27272727,1117575.75757576,122424.242424242,1090909.09090909,0,0,0,0,93939.3939393939,539712.121212121,1420909.09090909,1960621.21212121,901136.363636364,3627272.72727273,0,3627272.72727273,22898354.5454545,4799069.6969697,509090.909090909,28206515.1515151,11837268.0541255,163242.488484848,529607.909090909,692850.397575758,27639359.5555715,43691580.430723,35156504.4848485,4320123.12484848,39476627.609697,16052220.8751515,55528848.4848485,6915.15151515152,0,12.1212121212121,2639.87878787879,55445684.8484848,83163.6363636364,0,0,0,0,0,0,0,0,0,0,0,0,3036.36363636364,3036.36363636364,1293.93939393939,757.575757575758,536.363636363636,312.121212121212,157.575757575758,154.545454545455,48.4848484848485,0,1654.54545454545,0,0,0,18.1818181818182,0,0,0,48.4848484848485,0,0,1357.57575757576,48.4848484848485,0,0,0,0,0,103.030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7878787878788,28
3,0,0,0,0,0,0,0,0,0,0,510000,37,3,421160,2,0.66,0.66,0,0,0,0.66,0.66,0,0,0,0,0,0,0,0,0.63,0.63,0,0,0,0.63,0.63,0,0,0,0,0,0,0,0,28,2,634.920634920635,809523.809523809,0,809523.809523809,0,0,0,0,0,0,0,0,0,0,809523.809523809,243650.793650794,439841.26984127,0,0,0,0,0,0,1488333.33333333,58565.0793650794,1546898.41269841,325066.137566138,911111.111111111,0,911111.111111111,13239792.0634921,2617746.03174603,0,15857538.0952381,6403886.45502646,283980.926169312,288019.195873016,572000.122042328,14722903.2966455,28260240.5291005,19643678.5185185,1483111.23315344,21126789.751672,13537337.232455,34664126.984127,0,552.380952380952,4692.06349206349,4692.06349206349,0,34664126.984127,0,0,0,0,0,0,0,0,0,0,0,0,3047.61904761905,3047.61904761905,723.809523809524,547.619047619048,176.190476190476,166.666666666667,55.5555555555556,111.111111111111,22.2222222222222,0,912.698412698413,0,19.047619047619,0,0,0,0,0,44.4444444444444,0,85.7142857142857,325.396825396825,19.047619047619,0,0,0,0,0,206.349206349206,0,0,204.761904761905,0,0,0,0,0,0,0,0,0,0,7.93650793650794,9.22222222222222
3,0,0,0,0,0,0,0,0,0,0,648000,33,2,445322,2,0.48,0.38,0.05,0,0.05,0.48,0.38,0.05,0,0.05,0,0,0,0,0,0.48,0.38,0.05,0,0.05,0.48,0.38,0.05,0,0.05,0,0,0,0,0,14,1,2083.33333333333,1350000,0,1350000,0,0,0,0,0,0,0,0,0,0,1350000,1190208.33333333,448125,0,0,0,0,0,3283333.33333333,618733.506944444,5220.83333333333,623954.340277778,711197.916666667,4831250,0,4831250,23564147.9166667,0,0,23564147.9166667,8052140.92361111,71086.7442847222,495274.522083333,566361.266368056,28961759.1830347,-1012557.59027778,31616288.8402778,5397611.26636806,37013900.1066458,-29974316.7733125,7039583.33333333,0,322.916666666667,645.833333333333,645.833333333333,0,7039583.33333333,0,0,0,0,0,0,0,0,0,0,0,0,8533.33333333333,8533.33333333333,1043.75,904.166666666667,139.583333333333,0,0,0,225,0,1268.75,0,25,0,6.25,0,0,0,81.25,0,112.5,150,31.25,0,0,495.833333333333,0,0,214.583333333333,0,0,152.083333333333,0,0,0,0,0,0,0,0,0,0,0,26.7777777777778
3,0,0,0,0,0,0,0,0,0,0,660000,33,4,445322,2,2.95,0,0.71,2.24,0,0.71,0,0.71,0,0,2.24,0,0,2.24,0,1.83,0,0.71,1.12,0,0.71,0,0.71,0,0,1.12,0,0,1.12,0,9.5,2,601.092896174863,360655.737704918,0,360655.737704918,0,0,0,0,0,0,0,0,0,0,360655.737704918,526939.890710382,149234.972677596,0,0,0,0,0,0,950133.652094718,655382.513661202,1605516.16575592,37308.7431693989,587431.693989071,654644.808743169,1242076.50273224,4336287.97814208,532747.540983606,0,4869035.51912568,4312369.85974499,149834.081004554,98037.3775956284,247871.458600182,5171591.13073133,-843668.220400729,7994013.0291439,1489947.96133242,9483960.99047632,-6015259.35113206,3468701.63934426,163.934426229508,42.6229508196721,85.2459016393443,147.540983606557,2426229.50819672,1042472.13114754,0,0,0,0,0,0,0,0,0,0,0,0,1049.18032786885,1049.18032786885,203.825136612022,135.51912568306,68.3060109289617,30.6010928961749,21.8579234972678,8.7431693989071,39.344262295082,0,273.770491803279,0,3.27868852459016,0,2.18579234972678,0,0,0,17.4863387978142,0,39.344262295082,48.0874316939891,8.19672131147541,0,0,113.114754098361,0,0,19.1256830601093,0,0,22.9508196721311,0,0,0,0,0,0,0,0,0,0,0,1.84615384615385
3,0,0,0,0,0,0,0,0,0,0,720000,99,3,432825,1,0.82,0,0.82,0,0,0.59,0,0.59,0,0,0.23,0,0.23,0,0,0.82,0,0.82,0,0,0.59,0,0.59,0,0,0.23,0,0.23,0,0,25.75,2,792.682926829268,878048.780487805,0,878048.780487805,0,0,0,0,0,0,0,0,0,0,878048.780487805,1901585.36585366,935487.804878049,0,0,20731.7073170732,0,0,2773170.73170732,3040914.63414634,38745.0577663671,3079659.69191271,457926.829268293,1608536.58536585,726829.268292683,2335365.85365854,8620221.95121951,906536.585365854,0,9526758.53658537,12112801.7650834,406152.59116902,266193.996585366,672346.587754386,10901105.1243398,37128417.7471117,20006194.4480103,3007712.44141292,23013906.8894232,26227312.6227719,49241219.5121951,0,1250,7498.78048780488,7498.78048780488,0,49241219.5121951,0,0,0,0,0,0,0,0,0,0,0,0,3121.95121951219,3121.95121951219,331.707317073171,202.439024390244,129.268292682927,48.780487804878,48.780487804878,0,141.463414634146,0,521.951219512195,0,29.2682926829268,0,0,0,0,0,21.9512195121951,0,131.707317073171,146.341463414634,18.2926829268293,0,0,82.9268292682927,0,0,40.2439024390244,0,0,51.219512195122,0,0,0,0,0,0,0,0,0,0,0,8
3,0,0,0,0,0,0,0,0,0,0,80000,34,2,390656,1,0.65,0.65,0,0,0,0.65,0.65,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,5,2,1800,200000,0,200000,0,0,0,0,0,0,0,0,0,0,200000,815000,95000,30000,0,0,0,0,552000,1054019.79166667,498500,1552519.79166667,0,2080000,0,2080000,11585495,0,0,11585495,3635175.79166667,136496.133520833,220406.417,356902.550520833,14022397.5505208,49217324.2083333,15220670.7916667,2436902.55052083,17657573.3421875,35194926.6578125,52852500,6075,0,0,2308.5,52852500,0,0,0,0,0,0,0,0,0,0,0,0,0,330,330,555,445,110,0,0,0,85,0,640,0,0,0,15,0,0,0,62.5,0,22.5,190,40,0,0,0,0,17.5,260,0,0,0,0,0,0,0,7.5,0,0,0,0,0,25,28
3,0,0,0,0,0,0,0,0,0,360000,0,37,3,421160,2,0.62,0,0.62,0,0,0.62,0,0.62,0,0,0,0,0,0,0,0.62,0,0.62,0,0,0.62,0,0.62,0,0,0,0,0,0,0,6,2,225.806451612903,580645.161290323,0,580645.161290323,0,0,0,0,0,0,0,0,0,580645.161290323,0,1180322.58064516,385000,0,0,0,0,0,0,861991.935483871,178567.741935484,1040559.67741935,0,1441935.48387097,0,1441935.48387097,12285996.7741935,376509.677419355,0,12662506.4516129,3984197.09677419,403194.559258065,245820.671612903,649015.230870968,14376947.4889355,8635157.74193548,16270193.8709677,2090950.71474194,18361144.5857097,-5741789.747,12619354.8387097,0,0,2103.22580645161,2103.22580645161,0,12619354.8387097,0,0,0,0,0,0,0,0,0,0,0,6193.54838709677,0,6193.54838709677,553.225806451613,300,253.225806451613,22.5806451612903,11.2903225806452,11.2903225806452,141.935483870968,0,717.741935483871,0,6.45161290322581,0,0,0,0,0,119.354838709677,0,0,335.483870967742,25.8064516129032,0,0,0,0,0,138.709677419355,0,0,91.9354838709677,0,0,0,0,0,0,0,0,0,0,0,9.22222222222222
