"임가번호","연령별","지역별","전/겸업별","업종별","가구원수별","임지규모별","임가소득","경상소득","임가순소득","임업소득","임업외소득","이전소득","비경상소득","가계지출","소비지출","비소비지출","임가처분가능소득","임가경제잉여","임업총수입","임업경영비","겸업소득","겸업수입","겸업지출","사업외소득","사업외수입","사업외지출","재산적 수입","재산적 지출","기초_자본(순재산)","기말_자본(순재산)","연초보유","연말보유","가중치"
11380,4,31,3,5,1,2,6021976,5221976,-4382294,-1419870,-2962424,9604270,800000,20752837,17940457,2812380,3209596,-14730861,0,1419870,-2962424,2095250,5057674,0,0,0,0,84000,1640340410,1625865910,0,100000,11.8181818181818
11381,4,31,3,5,2,3,100835435,91878205,86312285,-87810,86400095,5565920,8957230,38680867,33223697,5457170,95378265,62154568,0,87810,80822695,86922097,6099402,5577400,5577400,0,0,9908321,1395805840,1381154040,0,120000,11.8181818181818
11385,3,31,2,7,1,1,54984123,49676679,39408879,24828509,14580370,10267800,5307444,61041348,49138048,11903300,43080823,-6057225,30780700,5952191,-690033,175000,865033,15270403,15384873,114470,28578439,11291754,1984968990,1953065036,0,100000,65.9
11387,5,31,3,8,1,1,8337503,8217503,-836127,-10880963,10044836,9053630,120000,24347423,23514423,833000,7504503,-16009920,590000,11470963,10044836,10650000,605164,0,0,0,0,1701655,1133486800,1113040200,0,800000,88.25
11388,4,31,2,7,1,1,7952490,7952490,722970,-13254100,13977070,7229520,0,12008807,9489427,2519380,5433110,-4056317,-9000000,4254100,-22930,0,22930,14000000,14000000,0,4044410,1847890,678044900,666631600,0,3250000,65.9
11392,5,31,2,7,1,1,86014250,86014250,86014250,84479360,1534890,0,0,28869883,25081833,3788050,82226200,57144367,96705000,12225640,1134890,2016650,881760,400000,400000,0,0,11192720,2324315200,2394676100,0,100000,65.9
11393,4,31,2,7,1,1,110457800,109011800,105136180,99421725,5714455,3875620,1446000,52083293,45139543,6943750,103514050,58374507,129805500,30383775,864807,1570000,705193,4849648,4849648,0,0,9002418,519260150,551489750,0,100000,65.9
11395,3,31,3,7,3,1,18357550,18357550,18357550,2008000,16349550,0,0,38347200,22302200,16045000,2312550,-19989650,15663000,13655000,1241550,1802050,560500,15108000,15108000,0,0,2200000,3009452000,3002034800,0,100000,65.9
11398,3,31,2,8,1,1,17755350,14363350,9783350,7692356,2090994,4580000,3392000,12544522,11270772,1273750,16481600,5210828,8352356,660000,1690994,1702294,11300,400000,400000,0,0,0,416361200,408808000,0,210000,30.1282051282051
11400,4,31,3,5,1,4,51101307,37162301,26798706,11720263,15078443,10363595,13939006,120359837,109222765,11137072,39964235,-69258530,12337266,617003,7378839,41020366,33641527,7699604,7699604,0,71616771,30050479,933771913,841636642,0,740000,212.666666666667
11403,4,31,3,8,1,3,58206632,53806632,43569542,6397090,37172452,10237090,4400000,36013693,32896097,3117596,55089036,22192939,6670000,272910,11972452,16795650,4823198,25200000,25200000,0,39261595,12249340,989227600,965368700,0,300000,17.9545454545455
11404,4,31,3,5,2,1,37694775,37694775,30450775,3162650,27288125,7244000,0,26714111,24908231,1805880,35888895,10980664,11065000,7902350,27288125,39318000,12029875,0,0,0,4000000,1000000,529023800,528887500,0,350000,11.8181818181818
11405,4,31,2,1,1,3,144988057,144713401,139391401,118773058,20618343,5322000,274656,48387079,42547959,5839120,139148937,96600978,153954410,35181352,20368139,41406000,21037861,250204,250204,0,13742791,0,978290891,933768300,0,124300,65.5
11406,3,31,3,1,1,2,63435205,58715205,56487205,-7579000,64066205,2228000,4720000,49064470,23928010,25136460,38298745,14370735,1826000,9405000,63866205,83161000,19294795,200000,200000,0,31729000,2117000,451030940,403990340,0,285000,65.5
11407,5,31,2,1,1,3,11015165,8615165,1767165,215000,1552165,6848000,2400000,18349657,17709657,640000,10375165,-7334492,215000,0,1552165,4492000,2939835,0,0,0,3100000,60000,809019300,797857700,0,150000,51
11408,4,31,3,1,1,4,36238527,34270527,28129787,7223128,20906659,6140740,1968000,39252989,31436369,7816620,28421907,-3014462,8311620,1088492,15253659,19177800,3924141,5653000,5653000,0,3000000,780000,2180750700,2169362000,0,500000,51
11409,3,31,3,5,1,3,31766484,31766484,31766484,444660,31321824,0,0,58943339,52745439,6197900,25568584,-27176855,7500000,7055340,8317624,10638000,2320376,23004200,23004200,0,1000000,4840000,2028878873,2008955773,0,623000,11.8181818181818
11410,4,31,2,8,1,1,121749207,121749207,121749207,119117367,2631840,0,0,59617120,46307520,13309600,108439607,62132087,130180000,11062633,-868160,0,868160,3500000,3500000,0,0,43774600,265000340,260297240,0,1394000,17.9545454545455
11413,2,31,3,7,2,1,33575225,33575225,29283905,-5884000,35167905,4291320,0,57148600,52878600,4270000,29305225,-23573375,970000,6854000,1867905,1867905,0,33300000,33300000,0,6500000,700000,548695900,509946600,0,100000,65.9
11414,4,31,3,7,1,1,73753543,71095741,69731741,-7020270,76752011,1364000,2657802,58256952,39316923,18940029,54813514,15496591,-880000,6140270,-21520839,24794720,46315559,98272850,98272850,0,0,13100000,812395600,798304000,0,100000,65.9
11415,4,31,3,7,1,1,9117090,9117090,9117090,-25417500,34534590,0,0,184748442,162156412,22592030,-13474940,-175631352,-20745000,4672500,-3085700,500000,3585700,37620290,67130000,29509710,1099000,4415458,2702366600,2053372000,0,200000,65.9
11418,5,31,3,8,1,1,-13701885,-21921965,-25072255,-30452072,5379817,3150290,8220080,12714366,11594366,1120000,-14821885,-26416251,6755078,37207150,5199339,5199339,0,180478,180478,0,0,2411500,741551500,701446400,0,1500000,30.1282051282051
11419,4,31,3,5,1,1,-4759117,-4759117,-4759117,-3047500,-1711617,0,0,29007739,24720599,4287140,-9046257,-33766856,0,3047500,-1711617,6638950,8350567,0,0,0,0,16204050,792941100,781321500,0,100000,11.8181818181818
11420,2,31,3,8,3,1,47313850,45313850,41713850,17391500,24322350,3600000,2000000,34310072,34027272,282800,47031050,13003778,19240000,1848500,-1027650,0,1027650,25350000,25350000,0,8200000,7000000,158386400,149297300,0,350000,30.1282051282051
11426,5,31,1,5,1,2,58781200,48781200,-1538800,-970150,-568650,50320000,10000000,27553800,26214800,1339000,57442200,31227400,2100000,3070150,-568650,0,568650,0,0,0,0,0,268215200,264961900,300000,300000,67
11430,4,31,2,8,1,1,6545060,5545060,353700,-60000,413700,5191360,1000000,32077985,27519445,4558540,1986520,-25532925,0,60000,413700,492000,78300,0,0,0,0,0,455184000,445124000,1000000,1000000,39.9230769230769
11436,3,31,2,8,1,4,14570385,14510385,13310385,10866925,2443460,1200000,60000,25053330,20027810,5025520,9544865,-10482945,13277255,2410330,1143460,4204000,3060540,1300000,1300000,0,50000,0,381906800,374873600,2000000,2000000,17.9545454545455
11437,5,31,1,6,1,1,38886764.75,38886764.75,19016764.75,19545883,-529118.25,19870000,0,30598757.875,27239454.5,3359303.375,35527461.375,8288006.875,23650388,4104505,-1229118.25,625188,1854306.25,700000,700000,0,103000,291250,224398700,212050400,700000,700000,10.0769230769231
11440,3,31,3,8,1,1,30773820,30439620,30439620,-325600,30765220,0,334200,21498888,17345618,4153270,26620550,9274932,0,325600,-104700,80000,184700,30869920,30869920,0,3747980,2155690,466372300,459631500,500000,500000,45.75
11441,4,31,1,8,1,1,40146319,40146319,34957309,22054197,12903112,5189010,0,27068749,23642619,3426130,36720189,13077570,26449147,4394950,-996888,300000,1296888,13900000,13900000,0,6281185,24958550,998956985,998358000,1000000,1000000,30.1282051282051
11442,5,31,1,8,1,1,12110900,11910900,7879900,6589960,1289940,4031000,200000,16074175,14934175,1140000,10970900,-3963275,11486200,4896240,1269940,3308400,2038460,20000,20000,0,3451600,1892000,776076100,768096300,1000000,1000000,30.1282051282051
11443,3,31,3,2,1,4,14408500,14408500,14408500,-343000,14751500,0,0,31259014,25336074,5922940,8485560,-16850514,0,343000,-391500,0,391500,15143000,15848000,705000,6520991,3856702,773977000,767124500,1200000,1200000,34.25
11445,4,31,1,8,4,4,41635108,40329488,25969928,21811245,4158683,14359560,1305620,19811834,16067874,3743960,37891148,21823274,30808195,8996950,3944350,4746600,802250,214333,214333,0,2217430,500000,639404600,629214900,1000000,1000000,17.9545454545455
11446,4,31,2,7,1,2,49815750,49815750,42815750,53574000,-10758250,7000000,0,47344160,38158160,9186000,40629750,2471590,53644500,70500,-12258250,6675000,18933250,1500000,1500000,0,15245760,7671760,-446827900,-406030000,1500000,1500000,65.9
11452,5,31,2,8,1,1,39093887,39093887,30671647,-650765,31322412,8422240,0,32465523,22399059,10066464,29027423,6628364,832100,1482865,-1297588,1848000,3145588,32620000,32620000,0,0,49260000,3766772100,3808925800,1000000,1000000,39.9230769230769
11455,5,31,2,8,1,1,26936720,26936720,17991260,18016475,-25215,8945460,0,22449192,19271632,3177560,23759160,4487528,34074959,16058484,-25215,333000,358215,0,0,0,14608702,7246558,504718600,484433600,0,500000,30.1282051282051
11456,4,31,2,5,1,1,31229620,30229620,20989620,-641390,21631010,9240000,1000000,43682070,28158430,15523640,15705980,-12452450,3300000,3941390,20131010,23426000,3294990,1500000,1500000,0,0,5750000,384644900,379415000,500000,500000,212.666666666667
11457,3,31,2,5,2,1,49986100,49986100,49986100,2645000,47341100,0,0,46684980,23288200,23396780,26589320,3301120,14850000,12205000,-158900,0,158900,47500000,47500000,0,5110000,13200000,393685900,377970900,200000,200000,27.5714285714286
11458,2,31,2,5,3,1,39376350,35976350,17006350,120400,16885950,18970000,3400000,42959000,38981700,3977300,35399050,-3582650,2070000,1949600,2435950,2568000,132050,14450000,14450000,0,6486200,13170000,343099200,345234300,700000,700000,27.5714285714286
11459,5,31,1,5,1,1,39705855,39705855,29745855,-2303650,32049505,9960000,0,48058513,41351513,6707000,32998855,-8352658,300000,2603650,-380495,0,380495,32430000,36000000,3570000,17293313,20220000,973172000,964532000,200000,200000,27.5714285714286
11460,4,31,3,5,1,1,129611466,128279182,106679492,-30390860,137070352,21599690,1332284,37205227,34379734,2825493,126785973,92406239,9118000,39508860,137070352,183677452,46607100,0,0,0,851200,40924000,569466300,550371100,500000,500000,27.5714285714286
11461,4,31,2,5,1,1,8010840,8010840,8010840,-5158910,13169750,0,0,21735280,20181280,1554000,6456840,-13724440,0,5158910,12169750,18883000,6713250,1000000,1000000,0,0,830000,192818200,178366900,1000000,1000000,212.666666666667
11463,5,31,2,5,1,1,8508075,8508075,1788075,-1278660,3066735,6720000,0,19319560,17004800,2314760,6193315,-10811485,0,1278660,2796735,14287000,11490265,270000,270000,0,2524000,3681000,350736000,335636100,700000,700000,27.5714285714286
11464,4,31,3,8,1,1,17551610,17551610,17551610,3033400,14518210,0,0,21453710,18028710,3425000,14126610,-3902100,12565650,9532250,14518210,16125000,1606790,0,0,0,9242160,4398000,71858100,55683800,100000,100000,88.2826086956522
11465,4,31,3,5,1,1,23840579,23640579,16590579,-814005,17404584,7050000,200000,22584564,21380564,1204000,22636579,1256015,0,814005,3004584,6497000,3492416,14400000,14400000,0,11980382,12750520,422943600,406159500,200000,200000,212.666666666667
11466,5,31,3,2,1,1,17126966,17126966,4328366,112020,4216346,12798600,0,24423586,19807396,4616190,12510776,-7296620,4050000,3937980,376346,2146500,1770154,3840000,3840000,0,7695532,6813780,191793900,177299800,1000000,1000000,34.25
11467,4,31,3,2,1,1,16464510,16464510,9264510,38400,9226110,7200000,0,40913693,28038883,12874810,3589700,-24449183,3600000,3561600,9226110,11303000,2076890,0,0,0,9945018,7498040,218729000,209789900,3200000,3200000,34.25
11470,4,31,1,6,1,1,20417489,20134629,12548409,10967002,1581407,7586220,282860,34319354,27048554,7270800,13146689,-13901865,68891068,57924066,1581407,41346282,39764875,0,0,0,1716150,4552050,204333100,177586600,100000,100000,35.8333333333333
11471,4,31,1,2,1,1,13030950,13030950,13030950,13030950,0,0,0,10432950,10179950,253000,12777950,2598000,89562000,76531050,0,0,0,0,0,0,0,0,119760000,93981800,0,0,34.25
11474,5,31,3,2,1,1,35157179,33076179,18194499,7138041,11056458,14881680,2081000,30955725,29148445,1807280,33349899,4201454,11976081,4838040,4540458,8872994,4332536,6516000,6516000,0,34594312,13153609,376304395,355276200,1500000,1500000,34.25
11475,4,31,3,5,1,2,36886565,36286565,34173175,131400,34041775,2113390,600000,34608244,33521034,1087210,35799355,2278321,1100000,968600,3338795,5875000,2536205,30702980,30702980,0,19733450,5706450,448456356,437243000,1000000,1000000,11.8181818181818
11476,4,31,3,5,1,2,20118625,19918625,7137500,650000,6487500,12781125,200000,12852348,10992348,1860000,18258625,7266277,1300000,650000,6487500,8975000,2487500,0,0,0,6257640,1143500,137483100,129131100,1000000,1000000,11.8181818181818
11480,4,31,3,5,1,1,12290377,12290377,-6309623,-1311160,-4998463,18600000,0,43283562,38195132,5088430,7201947,-30993185,0,1311160,-4998463,3450000,8448463,0,0,0,7149151,4348680,312170000,298020100,3000000,3000000,11.8181818181818
11481,5,31,3,5,1,1,13469890,13469890,2429890,-475110,2905000,11040000,0,23398360,21058360,2340000,11129890,-9928470,0,475110,2905000,3000000,95000,0,0,0,7095660,4019560,611246500,601837100,2000000,2000000,212.666666666667
11482,5,31,3,8,1,1,30946900,30946900,20546230,-1469250,22015480,10400670,0,26610589,25553839,1056750,29890150,4336311,0,1469250,-754520,0,754520,22770000,22770000,0,6078350,7027900,317320800,311162000,1500000,1500000,88.2826086956522
11483,5,31,3,5,1,1,3545764,3545764,-3386736,-8357766,4971030,6932500,0,28462450,27070450,1392000,2153764,-24916686,615500,8973266,471030,2225000,1753970,4500000,4500000,0,5552920,4030900,400387200,369377200,1000000,1000000,11.8181818181818
11485,4,31,3,8,1,1,35266956,32951705,21241445,-1046785,22288230,11710260,2315251,21439418,19727598,1711820,33555136,13827538,1159000,2205785,7664050,8600000,935950,14624180,14624180,0,2501910,1946910,190345100,182790800,1200000,1200000,88.2826086956522
11486,3,31,1,8,1,1,49808875,47588875,47588875,35582650,12006225,0,2220000,38463670,36322540,2141130,47667745,11345205,140068500,104485850,12006225,20000000,7993775,0,0,0,17202320,42576422,103965910,80080100,1000000,1000000,39.9230769230769
11487,3,31,2,2,1,2,74040570,74040570,74040570,73839020,201550,0,0,29620010,28400787,1219223,72821347,44420560,82489450,8650430,-2098450,1687600,3786050,2300000,2300000,0,10090804,39940100,68914900,62845000,100000,100000,34.25
11488,4,31,2,8,1,1,101691742,81858342,15602192,-3293140,18895332,66256150,19833400,53898490,46482910,7415580,94276162,47793252,0,3293140,13665411,19596701,5931290,5229921,5229921,0,40147000,80373565,467711100,451784900,300000,300000,39.9230769230769
12010,4,32,3,3,1,2,-1714310,-2214310,-3774310,-1548762,-2225548,1560000,500000,23421632,19585632,3836000,-5550310,-25135942,120000,1668762,-2225548,9800000,12025548,0,0,0,17143080,11746880,355023000,375052200,1200000,1200000,8
12015,4,32,3,1,1,2,6000000,6000000,1200000,0,1200000,4800000,0,20095600,19510600,585000,5415000,-14095600,0,0,0,0,0,1200000,1200000,0,2165000,2985000,169950700,159784100,1200000,1200000,19
12037,4,32,2,1,1,2,10815000,10815000,5675000,0,5675000,5140000,0,20014300,18714300,1300000,9515000,-9199300,0,0,5675000,7475000,1800000,0,0,0,2748000,3607000,89843300,72343400,1000000,1000000,19
12066,5,32,3,5,1,1,182779980,181779980,164932780,90000,164842780,16847200,1000000,64890180,52806930,12083250,170696730,117889800,1000000,910000,-157220,0,157220,165000000,165000000,0,27382870,4222000,1281754600,1249922400,500000,500000,36
12076,4,32,3,7,1,1,12900000,12900000,11700000,0,11700000,1200000,0,38784400,36354400,2430000,10470000,-25884400,0,0,0,0,0,11700000,11700000,0,4685900,8300000,430754400,406698900,1000000,1000000,38.75
12104,5,32,2,8,1,2,49633114,48633114,18609114,2391410,16217704,30024000,1000000,26165391,22157580,4007811,45625303,23467723,9501800,7110390,14537704,28634150,14096446,1680000,1680000,0,23680647,17351057,1266354900,1273265900,4550000,4550000,30.1282051282051
12109,4,32,2,8,1,1,27978135,27578135,23178135,-4393910,27572045,4400000,400000,27384290,25400760,1983530,25994605,593845,200000,4593910,24572045,30834600,6262555,3000000,3000000,0,16084050,7600000,260199700,267396500,5000000,5000000,46.1
12200,4,32,3,2,1,1,15355285,15355285,8495285,571500,7923785,6860000,0,29376113,27635113,1741000,13614285,-14020828,600000,28500,723785,2635900,1912115,7200000,7200000,0,13303313,8950000,169091200,157317900,3000000,3000000,36.0526315789474
12220,3,32,3,1,4,2,42973616,42973616,41773616,2853340,38920276,1200000,0,91321366,65790366,25531000,17442616,-48347750,3600000,746660,38920276,43849200,4928924,0,0,0,24080536,41630000,370682300,339595700,1000000,1000000,14.0454545454545
12234,3,32,2,8,1,1,13191670,13191670,11471670,5310520,6161150,1720000,0,17993920,16165920,1828000,11363670,-4802250,11400000,6089480,-338850,71300,410150,6500000,6500000,0,8799390,6400000,433822500,424165900,100000,100000,46.1
12235,4,32,3,8,1,1,21391780,21391780,14791780,9821500,4970280,6600000,0,30985900,26840900,4145000,17246780,-9594120,27529000,17707500,4970280,6881200,1910920,0,0,0,17734920,17900000,360977900,345577900,3000000,3000000,46.1
12272,4,32,3,2,1,1,46637800,46637800,34637800,1672500,32965300,12000000,0,40580600,37045600,3535000,43102800,6057200,2410000,737500,32965300,33099600,134300,0,0,0,14055600,14500000,153262100,137602100,1000000,1000000,36.0526315789474
12286,4,32,3,8,1,1,-9901134,-9901134,-15553244,-3322522,-12230722,5652110,0,27563295,26565945,997350,-10898484,-37464429,3080000,6402522,-12230722,7696000,19926722,0,0,0,3727000,5792000,194641100,161410700,1000000,1000000,93.9411764705882
12291,5,32,3,2,1,1,15214718,15214718,7228158,-781341,8009499,7986560,0,22369949,20557573,1812376,13402342,-7155231,670000,1451341,1549499,2875000,1325501,6460000,6460000,0,3754754,3809820,349225200,340062800,300000,300000,100.45
12299,4,32,2,2,1,1,18235812,15498772,8178772,1079000,7099772,7320000,2737040,20414631,19785131,629500,17606312,-2178819,1600000,521000,1039772,2546100,1506328,6060000,6060000,0,13523981,11700000,52641700,43798400,500000,500000,36.0526315789474
12377,3,32,3,6,1,1,59248020,39708020,39708020,28123750,11584270,0,19540000,35362622,22206390,13156232,46091788,23885398,29174000,1050250,11581490,18120400,6538910,2780,2780,0,9304000,14624000,760576400,734918700,1250000,130000,43.1666666666667
12379,3,32,3,1,1,2,12785650,11563650,11563650,112400,11451250,0,1222000,36479857,34231717,2248140,10537510,-23694207,235700,123300,3451250,5729400,2278150,8000000,8000000,0,20086655,15037741,330408900,320413300,780000,300000,14.0454545454545
12395,4,32,3,5,1,1,441108509,436918509,429929209,2774450,427154759,6989300,4190000,52476896,42308256,10168640,430939869,388631613,2835000,60550,425074759,445642652,20567893,2080000,2080000,0,5950000,10690000,720963900,705414000,1500000,1500000,35.6666666666667
12401,4,32,2,8,1,2,4001817,4001817,4001817,4470000,-468183,0,0,64325760,60537020,3788740,213077,-60323943,4500000,30000,-468183,0,468183,0,0,0,0,0,476868300,431588400,1250000,200000,24.5
12405,5,32,3,2,1,1,34202270,33202270,24850920,15577095,9273825,8351350,1000000,21750119,21015879,734240,33468030,12452151,15686095,109000,8753825,9564573,810748,520000,520000,0,5402083,1980000,374829583,348953100,1350000,500000,28.8545454545455
12412,5,32,3,8,1,2,15161032,15161032,4121232,-698111,4819343,11039800,0,11735671,11069071,666600,14494432,3425361,792000,1490111,-1120657,0,1120657,5940000,5940000,0,320000,320000,787947900,777474300,1000000,200000,88.2826086956522
12413,5,32,3,8,1,1,50258202,44258202,37303402,-70624,37374026,6954800,6000000,25375526,19957736,5417790,44840412,24882676,1650000,1720624,34398026,51227550,16829524,2976000,2976000,0,10217026,13596120,348223000,338334500,2400000,1500000,93.9411764705882
12414,3,32,1,6,1,1,-83210995,-86810995,-91324825,-88942341,-2382484,4513830,3600000,71701261,62242301,9458960,-92669955,-154912256,20794750,109737091,-2882484,1364000,4246484,500000,500000,0,21911211,14659198,1024313900,952424300,6000000,5700000,23.3
12415,4,32,3,8,1,1,77983656,77983656,77683656,-2468747,80152403,300000,0,36274180,29870070,6404110,71579546,41709476,80000,2548747,73252403,90185000,16932597,6900000,6900000,0,15623600,16281710,382149300,388139600,400000,2000000,93.9411764705882
12416,4,32,3,2,1,1,1378924,1378924,-7452876,-1798143,-5654733,8831800,0,33984644,29249024,4735620,-3356696,-32605720,990000,2788143,-8954733,345000,9299733,3300000,3300000,0,16345247,16767947,523872552,506810500,4516652,1500000,25.1052631578947
12417,5,32,3,8,1,2,16188721,16188721,8633921,4257302,4376619,7554800,0,11818744,11218744,600000,15588721,4369977,5430000,1172698,-1563381,0,1563381,5940000,5940000,0,3532510,8019510,318664174,319498900,189274,200000,88.2826086956522
12418,4,32,3,2,1,1,154660581,152004565,124519514,-240602,124760116,27485051,2656016,64741052,56972392,7768660,146891921,89919529,948900,1189502,113390708,153800483,40409775,11369408,11369408,0,53125463,22521340,696857694,664153700,1694024,200000,25.1052631578947
12419,4,32,3,1,1,2,1579040,1579040,27880,-566660,594540,1551160,0,29377950,26639840,2738110,-1159070,-27798910,0,566660,594540,4000000,3405460,0,0,0,0,3473000,268831800,248887000,1350000,180000,14.0454545454545
12420,5,32,2,1,1,2,29222864,29222864,16423704,-189000,16612704,12799160,0,16431622,16217652,213970,29008894,12791242,0,189000,3412704,3500000,87296,13200000,13200000,0,0,0,236901100,197066100,0,300000,14.0454545454545
12424,4,32,2,1,1,2,38003062,38003062,31463062,-733150,32196212,6540000,0,56476864,47180932,9295932,28707130,-18473802,33000,766150,-18194318,1837150,20031468,50390530,51890000,1499470,0,2650000,685764800,664549000,3100000,180000,14.0454545454545
12425,4,32,3,1,1,2,43813350,43813350,43113350,17697500,25415850,700000,0,28053223,26614223,1439000,42374350,15760127,17767500,70000,25415850,26368900,953050,0,0,0,23830000,7550000,513362700,499532300,1500000,1500000,14.0454545454545
12426,5,32,3,1,1,2,14059605,12959605,10309605,2969780,7339825,2650000,1100000,21320880,20839880,481000,13578605,-7261275,3978400,1008620,2328505,4317575,1989070,5011320,5011320,0,0,0,490598000,474524700,2530000,200000,14.0454545454545
12429,4,32,3,1,1,2,34220600,34220600,3765600,1813900,1951700,30455000,0,36039721,33254221,2785500,31435100,-1819121,2744200,930300,1951700,2652300,700600,0,0,0,1400000,4350000,493431400,551356300,1500000,300000,14.0454545454545
12430,4,32,3,1,3,2,25762000,23602000,15290200,7066000,8224200,8311800,2160000,29732090,24520090,5212000,20550000,-3970090,7066000,0,774200,1040000,265800,7450000,7450000,0,520000,1920000,279401500,272318200,1200000,110000,14.0454545454545
12431,4,32,3,1,3,2,-2464027,-2464027,-6714027,815950,-7529977,4250000,0,107941589,99392009,8549580,-11013607,-110405616,916000,100050,-7529977,9047700,16577677,0,0,0,983320,4693320,1145081800,993676000,1530000,1000000,14.0454545454545
12432,4,32,3,2,2,1,46704300,46704300,38494300,1348100,37146200,8210000,0,38858350,33807350,5051000,41653300,7845950,2450000,1101900,-553800,0,553800,37700000,37700000,0,2947000,13424000,379753100,319119300,1750000,100000,28.8545454545455
