"임가번호","연령별","지역별","전/겸업별","업종별","가구원수별","임지규모별","임가소득","경상소득","임가순소득","임업소득","임외소득","이전소득","비경상소득","가계지출","소비지출","비소비지출","임가처분가능소득","임가경제잉여","임업총수입","임업경영비","겸업소득","겸업수입","겸업지출","사업외소득","사업외수입","사업외지출","재산적 수입","재산적 지출","경지면적_총합","자본","연초보유 현금","연말보유 현금","가중치"
4091,4,34,3,8,1,1,111898748,102314875,78201122,689141,77511981,24113753,9583873,53970121,43746996,10223125,101675623,57928627,24358071,23668930,61638605,81223214,19584609,15873376,15873376,0,31762260,76319180,2880,741586600,1500000,1838200,207.727272727273
4092,4,34,2,7,1,1,6282493,5282493,-2737620,-4487040,1749420,8020113,1000000,9805360,9187740,617620,5664873,-3522867,2500000,6987040,1649420,1742000,92580,100000,100000,0,0,4000000,21600,178374771,1643871,1706300,25.2727272727273
4093,5,34,2,3,1,1,45117961,44314681,24256903,3524050,20732853,20057778,803280,24898680,22809170,2089510,43028451,20219281,5684500,2160450,11710123,19471313,7761190,9022730,9022730,0,200000,15295837,3210.4,410465100,1211100,1381200,60.68
4094,4,34,2,3,1,3,27383179,24812091,17434998,8401134,9033864,7377093,2571088,31485854,23798134,7687720,19695459,-4102675,15141814,6740680,4791870,9865610,5073740,4241994,4241994,0,2000000,16700000,9600,516551000,1500000,1323300,60.68
4095,5,34,3,3,1,2,50931261,28011971,25977011,20375940,5601071,2034960,22919290,12845835,9951345,2894490,48036771,38085426,23330100,2954160,4073891,6580020,2506129,1527180,1527180,0,5100000,9500000,4200,385558143,2160743,1586100,60.68
4096,5,34,2,3,1,1,25883930,25083930,3939330,2715000,1224330,21144600,800000,36040300,25779900,10260400,15623530,-10156370,4200000,1485000,-175670,456750,632420,1400000,1400000,0,2500000,320000,2200,284084500,1114700,1402400,60.68
4098,4,34,2,3,1,3,41758820,33258820,26678820,21048550,5630270,6580000,8500000,39109460,31391420,7718040,34040780,2649360,29080000,8031450,5630270,13000000,7369730,0,0,0,2000000,780000,28690,270713010,1294810,1587900,60.68
4099,4,34,2,3,1,1,93148502,93148502,91524502,59505660,32018842,1624000,0,35666139,34138291,1527848,91620654,57482363,89000000,29494340,32018842,80000000,47981158,0,0,0,39152159,15801100,18938,900304133,1801674,1900000,60.68
4100,4,34,2,8,2,1,-8667760,-12667760,-15212660,-3441980,-11770680,2544900,4000000,29800010,24884840,4915170,-13582930,-38467770,7299500,10741480,-11770680,5785000,17555680,0,0,0,25820000,15390000,4307,516976100,1500000,1782200,210.8
4101,4,34,2,6,5,1,131267295,130050295,97788328,80075978,17712350,32261967,1217000,37078540,34763390,2315150,128952145,94188755,222923888,142847910,17712350,19199510,1487160,0,0,0,0,1500000,6162.4,1427466762,2003762,1505800,39.5909090909091
4102,2,34,3,3,4,1,84074230,76770180,63109111,3288233,59820878,13661069,7304050,49400056,40212076,9187980,74886250,34674174,11523203,8234970,59662478,89021387,29358909,158400,158400,0,19425670,27800000,1153,-11747300,1500000,1510000,60.68
4103,4,34,3,8,2,3,100306267,99306267,83600767,15892380,67708387,15705500,1000000,38518422,33913182,4605240,95701027,61787845,20000000,4107620,67708387,74500000,6791613,0,0,0,10000000,11220000,17317,645951161,1036361,1636000,207.727272727273
4104,4,34,2,5,1,1,11702200,11702200,11702200,-6884950,18587150,0,0,13276760,11119960,2156800,9545400,-1574560,3050000,9934950,18587150,25191200,6604050,0,0,0,5500000,380000,1280,302817950,1363250,1342600,68.875
4105,3,34,2,3,2,5,49538400,49478400,49478400,68378710,-18900310,0,60000,27793160,24394160,3399000,46139400,21745240,264494500,196115790,-18900310,8842350,27742660,0,0,0,0,56890000,177500,2235835200,1500000,1151400,60.68
4106,5,34,3,8,1,1,17776400,17776400,11056400,11276000,-219600,6720000,0,31365600,17857600,13508000,4268400,-13589200,18495000,7219000,-219600,450000,669600,0,0,0,0,2000000,5308,314482400,3679100,1432800,207.727272727273
4107,5,34,2,8,1,2,19815870,19815870,11147920,10925550,222370,8667950,0,20925950,19308150,1617800,18198070,-1110080,18490000,7564450,222370,2900000,2677630,0,0,0,2500000,1200000,3300,706952090,1366590,1708500,207.727272727273
4108,4,34,2,3,1,1,64412277,60797026,58798972,36374402,22424570,1998054,3615251,21887453,17474183,4413270,59999007,42524824,55577020,19202618,17422070,50037460,32615390,5002500,5002500,0,11215880,6950000,26258.2,391026094,1362894,2101400,60.68
4109,3,34,2,3,4,2,141499389,100872739,96773773,75144807,21628966,4098966,40626650,54056067,47532138,6523929,134975460,87443322,92329867,17185060,2843500,6527500,3684000,18785466,18785466,0,9266723,68843000,34600,192731759,2668816,1671900,60.68
4110,5,34,2,3,1,1,46204760,45604760,35558609,13527550,22031059,10046151,600000,13849963,8729963,5120000,41084760,32354797,14610400,1082850,21734059,23552779,1818720,297000,297000,0,0,14700000,2130,410390204,1410204,1459900,60.68
4112,5,34,3,3,1,2,2416650,1516650,-2867410,-4608840,1741430,4384060,900000,27304339,25119949,2184390,232260,-24887689,0,4608840,-3848570,0,3848570,5590000,5590000,0,18000000,22765000,5000,295079150,1509150,1311300,60.68
4114,3,34,3,6,1,1,10828612,122466,122466,2259941,-2137475,0,10706146,44004267,39854607,4149660,6678952,-33175655,25245825,22985884,-2137475,19680785,21818260,0,0,0,5873573,2042000,1000,325697889,1130116,1425000,39.5909090909091
4115,4,34,3,3,1,1,43340790,39040790,25270838,7161464,18109374,13769952,4300000,30091681,23941361,6150320,37190470,13249109,18445044,11283580,17179795,26339443,9159648,929579,929579,0,23310955,39140000,20500,273930855,1500000,1215700,60.68
4116,4,34,2,3,1,2,98197351,86337831,71020206,27169750,43850456,15317625,11859520,43743822,37969236,5774586,92422765,54453529,33426030,6256280,42828283,81980363,39152080,1022173,1022173,0,130502946,31278330,15979,897854846,1500000,1609500,60.68
4118,5,34,3,8,1,2,7578390,7578390,2925350,-1204860,4130210,4653040,0,19135220,16119990,3015230,4563160,-11556830,2111060,3315920,3043190,6777345,3734155,1087020,1087020,0,4000000,1000000,4553.6,189787400,1514800,1307000,207.727272727273
4119,4,34,3,6,3,2,61425869,60675869,58809602,30965377,27844225,1866267,750000,14996616,11405536,3591080,57834789,46429253,45995677,15030300,25404225,45921050,20516825,2440000,2440000,0,3390000,4753000,7600,220614038,4876338,1498400,39.5909090909091
4120,5,34,3,3,1,1,9523018,6807048,-2910252,-3546757,636505,9717300,2715970,12630520,11229720,1400800,8122218,-3107502,4498430,8045187,636505,1622645,986140,0,0,0,24100000,1910000,500,66914250,976450,1457100,60.68
4121,4,34,3,6,1,1,47568675,47568675,42148675,39954600,2194075,5420000,0,17756590,16711590,1045000,46523675,29812085,74041900,34087300,-488825,0,488825,2682900,2682900,0,0,109730000,2990,476790130,2750730,1585400,39.5909090909091
4123,3,40,3,5,1,1,47740340,47740340,46570340,9486590,37083750,1170000,0,23886660,17649300,6237360,41502980,23853680,15380000,5893410,32486150,46988800,14502650,4597600,4597600,0,4900000,31840000,11000,494698600,1347000,2085300,103.966666666667
4124,5,40,3,1,1,2,26082614,25011634,-666039,-262150,-403889,25677673,1070980,29507253,26311433,3195820,22886794,-3424639,0,262150,-982193,3602561,4584754,578304,578304,0,0,100000,12171,4006367886,1425786,1999900,103.966666666667
4125,5,40,3,2,2,1,37554014,37542692,26751892,455340,26296552,10790800,11322,30157203,27181753,2975450,34578564,7396811,1590000,1134660,26194952,37857900,11662948,101600,101600,0,0,25850000,3000,130260695,2580695,1330600,103.966666666667
4126,4,40,3,2,1,3,-35059892,-35059892,-35059892,-34765792,-294100,0,0,16607422,14700450,1906972,-36966864,-51667314,0,34765792,-294100,0,294100,0,0,0,2000000,12000,20250,741522700,1700000,1319600,103.966666666667
4127,4,34,2,3,1,4,8240310,7840310,2539790,6304280,-3764490,5300520,400000,19669619,18049089,1620530,6619780,-11429309,32154000,25849720,-3764490,130000,3894490,0,0,0,9000000,170500,35560,721519358,1298758,1829700,60.68
4128,4,34,3,3,1,2,91204175,72509175,61742815,30783060,30959755,10766360,18695000,35672292,32088544,3583748,87620427,55531883,35415000,4631940,30459755,44827625,14367870,500000,500000,0,0,9500000,5382,701618370,1067670,1525600,60.68
4129,4,34,3,8,1,1,29164790,7766792,-3974788,-6441410,2466622,11741580,21397998,25238020,24396370,841650,28323140,3926770,6744100,13185510,-253348,12278750,12532098,2719970,2719970,0,32339000,27765000,672,448522700,1730000,1339800,210.8
4131,3,40,2,5,3,3,237864524,236864524,236564524,196441454,40123070,300000,1000000,72563915,58705935,13857980,224006544,165300609,296714970,100273516,32973070,34973580,2000510,7150000,7150000,0,0,62901870,43751,1027576483,1480283,1228500,103.966666666667
4132,3,40,3,3,1,1,9230090,9230090,9230090,10947000,-1716910,0,0,25385870,18582370,6803500,2426590,-16155780,28524510,17577510,-2706910,6684970,9391880,990000,990000,0,0,7250000,30000,1056487040,1044140,1315800,103.966666666667
4134,5,34,3,3,1,1,24414188,11002293,-666665,-1656960,990295,11668958,13411895,29148251,26955535,2192716,22221472,-4734063,18484600,20141560,990295,13560939,12570644,0,0,0,6100000,5000000,5355,364764766,4122766,1422300,60.68
4135,5,34,1,6,1,3,-22367275,-22367275,-26918395,-25975670,-942725,4551120,0,15852986,15252956,600030,-22967305,-38220261,37000000,62975670,-942725,0,942725,0,0,0,2000000,1680000,20338,1072175200,1500000,1340900,39.5909090909091
4137,4,34,3,3,1,1,39319823,39319823,32352497,10372898,21979599,6967326,0,20641524,17595804,3045720,36274103,18678299,20183068,9810170,21720731,30088515,8367784,258868,258868,0,3750000,9080000,8032,524906288,1959788,1522000,60.68
4138,3,34,2,1,4,1,57891956,57891956,57891956,39477956,18414000,0,0,83444900,76975780,6469120,51422836,-25552944,94800000,55322044,0,0,0,18414000,18414000,0,0,2346540,350,314627400,1500000,1155300,15.5714285714286
4143,4,34,2,7,1,1,10130450,10130450,8350450,-3088580,11439030,1780000,0,28199095,25944295,2254800,7875650,-18068645,500000,3588580,11439030,11960000,520970,0,0,0,5500000,1102000,2650,1422044310,1361010,1467200,105.090909090909
4145,2,34,3,6,3,1,-8362020,-8407020,-8407020,-5040920,-3366100,0,45000,34588480,32540440,2048040,-10410060,-42950500,41944400,46985320,-3366100,30000,3396100,0,0,0,5000000,52880000,2000,297200310,3233210,988700,39.5909090909091
4146,3,40,3,3,1,4,51935640,49725640,42526189,6496600,36029589,7199451,2210000,57977431,31450693,26526738,25408902,-6041791,8609000,2112400,975000,1000000,25000,35054589,35054589,0,11480000,17275170,3143.5,674515460,2778360,1187900,103.966666666667
4147,4,34,3,6,1,1,81876627,65702788,45780720,33330668,12450052,19922068,16173839,37336029,29537496,7798533,74078094,44540598,58863152,25532484,-5012039,2552250,7564289,17462091,17542091,80000,49910,30712100,15450,186859688,1717388,1203100,39.5909090909091
4148,3,34,2,6,2,1,26196300,25396300,25396300,25663900,-267600,0,800000,38448000,35267600,3180400,23015900,-12251700,61884000,36220100,-267600,8400,276000,0,0,0,7500000,0,325,583072110,1887110,1348100,18.2333333333333
4149,5,34,3,4,1,1,112383227,110433227,92666227,31465277,61200950,17767000,1950000,36741807,33726727,3015080,109368147,75641420,44434750,12969473,60953450,76783450,15830000,247500,247500,0,12000000,295000,1920,259862190,1618790,1728200,122.857142857143
4150,5,34,2,7,1,3,188866156,188166156,177308696,175307516,2001180,10857460,700000,21756710,20386710,1370000,187496156,167109446,181460000,6152484,257480,2937000,2679520,1743700,1743700,0,0,11400000,21900,373641000,1789300,1622500,25.2727272727273
4152,3,40,3,5,2,1,33097487,33097487,33097487,5048000,28049487,0,0,55784341,48602521,7181820,25915667,-22686854,8500000,3452000,28049487,33800000,5750513,0,0,0,21000000,8400000,2700,912934632,1277732,1828400,103.966666666667
4155,2,40,3,5,4,4,42169622,42169622,42169622,1476640,40692982,0,0,38833312,27508572,11324740,30844882,3336310,2000000,523360,-1457080,0,1457080,42150062,42150062,0,3000000,0,39000,1221154128,1318328,1661700,103.966666666667
4156,4,40,3,5,2,1,42138440,42138440,35651040,-827960,36479000,6487400,0,27302782,18726782,8576000,33562440,14835658,2000000,2827960,32650000,33150000,500000,3829000,3829000,0,0,3500000,4500,507402300,4533900,1441300,103.966666666667
4157,5,40,3,5,1,1,2666835,2416835,-5162285,1230600,-6392885,7579120,250000,24817800,23606980,1210820,1456015,-22150965,2000000,769400,-6491885,573300,7065185,99000,99000,0,10000000,476730,1200,344543030,1011930,1803600,103.966666666667
4158,3,34,2,3,3,5,172191039,142405539,137674239,124606708,13067531,4731300,29785500,94844807,59592097,35252710,136938329,77346232,154720903,30114195,12309392,51173660,38864268,758139,758139,0,11247406,42668500,16500,1152322964,971158,2120400,60.68
4159,5,34,3,3,1,3,3298915,2898915,-1366855,-2124295,757440,4265770,400000,21107684,19710194,1397490,1901425,-17808769,21249825,23374120,757440,1620000,862560,0,0,0,5835420,14721690,21000,652890176,4165376,1589700,60.68
4160,4,34,2,3,1,2,24609150,24009150,19581350,21005480,-1424130,4427800,600000,5118560,5025210,93350,24515800,19490590,23000000,1994520,-1424130,0,1424130,0,0,0,0,3500000,5040,241043180,4957780,1324900,60.68
4161,2,40,3,6,5,3,38249924,37226924,37226924,-19927836,57154760,0,1023000,126872787,63697959,63174828,-24924904,-88622863,6600000,26527836,-251390,0,251390,57406150,57406150,0,11500000,0,20390,2667171216,1148316,1704500,103.966666666667
4162,4,40,3,3,1,1,80637226,74220861,60066826,8371827,51694999,14154035,6416365,42671594,40832134,1839460,78797766,37965632,10898217,2526390,50494999,53486996,2991997,1200000,1200000,0,32897000,34200000,4000,804242604,1621704,1462800,103.966666666667
4163,2,34,1,6,2,1,-1384130,-1384130,-1384130,-1635750,251620,0,0,18569950,16381040,2188910,-3573040,-19954080,31784280,33420030,251620,1300000,1048380,0,0,0,0,5000000,1300,231430560,1496260,1862700,29.6
4164,5,34,2,6,1,1,-32995413,-36161663,-51642010,-30012661,-21629349,15480347,3166250,33145891,30354261,2791630,-35787043,-66141304,33748450,63761111,-21629349,990000,22619349,0,0,0,9000000,18100000,1600,681991700,1000000,1366300,39.5909090909091
4165,4,34,3,3,2,1,77921680,75721680,75721680,63394180,12327500,0,2200000,18311520,16696480,1615040,76306640,59610160,72980000,9585820,12327500,12350000,22500,0,0,0,0,3000000,9000,112355100,3944500,1160700,60.68
4166,4,34,3,7,2,1,72391041,72391041,68498741,57802023,10696718,3892300,0,22847250,20385430,2461820,69929221,49543791,76247125,18445102,10696718,14600000,3903282,0,0,0,3368700,2928000,25230,150500655,936355,1425200,105.090909090909
4167,3,34,2,6,1,1,-15203130,-15203130,-15203130,-15065370,-137760,0,0,31574504,29100004,2474500,-17677630,-46777634,74900000,89965370,-137760,0,137760,0,0,0,5000000,0,800,464353280,1597880,1302600,18.2333333333333
4168,3,34,2,3,2,1,38112290,37312290,35362290,38813270,-3450980,1950000,800000,32866454,29944854,2921600,35190690,5245836,52924000,14110730,-3450980,6930000,10380980,0,0,0,2524800,23330000,27900,449694100,2175100,1201600,60.68
4169,4,34,3,3,1,2,176660,-423340,-423340,3475440,-3898780,0,600000,25585255,23271655,2313600,-2136940,-25408595,9000000,5524560,-3898780,157500,4056280,0,0,0,12000000,10096000,4500,936438080,1918280,1156700,60.68
4171,3,34,2,5,4,2,460233420,460233420,460233420,456758470,3474950,0,0,24836230,22076880,2759350,457474070,435397190,487000000,30241530,3474950,4160000,685050,0,0,0,3000000,0,37300,325278120,1400620,1293500,25.2727272727273
4173,4,34,3,6,2,2,-112766504,-112766504,-112766504,-74951900,-37814604,0,0,52671851,44202540,8469311,-121235815,-165438355,46089900,121041800,-37814604,0,37814604,0,0,0,43000000,30000000,1600,496212560,1157760,1558100,18.2333333333333
4174,4,34,3,6,1,1,-9084547,-27995337,-59443438,-57597548,-1845890,31448101,18910790,32637182,22477723,10159459,-19244006,-41721729,40484484,98082032,-2736890,2418329,5155219,891000,891000,0,11103564,39311000,5384,338352954,2975190,1606900,18.2333333333333
4175,1,34,3,6,1,1,-125244,-125244,-125244,123756,-249000,0,0,6744520,6693470,51050,-176294,-6869764,20908886,20785130,-249000,0,249000,0,0,0,0,7000000,1555,115500137,2859037,1415300,39.5909090909091
4176,2,40,3,7,3,1,62468681,62379171,61944705,24808715,37135990,434466,89510,21265928,18838151,2427777,60040904,41202753,39870000,15061285,12206800,13006410,799610,24929190,24929190,0,0,16536360,7123,202790040,3920040,978700,103.966666666667
4178,2,40,3,6,3,1,33094914,33094914,33094914,-2265086,35360000,0,0,58558794,55149094,3409700,29685214,-25463880,8148000,10413086,35360000,37050000,1690000,0,0,0,1000000,3600000,450,13746464,3208264,1601600,103.966666666667
4179,3,34,2,3,3,2,55356224,50356224,49556224,45599106,3957118,800000,5000000,37534180,32966560,4567620,50788604,17822044,53949997,8350891,2651625,5034000,2382375,1305493,1305493,0,2000000,5739500,24450,588938900,0,1648100,60.68
5001,4,35,3,7,1,1,115938750,115938750,111168750,6744000,104424750,4770000,0,59755951,51149380,8606571,107332179,56182799,8400000,1656000,104424750,112548750,8124000,0,0,0,0,14500000,320,233641100,1500000,1384800,81.8
5002,4,35,3,7,1,1,27023445,23323445,6826069,-2030310,8856379,16497376,3700000,50496336,45276516,5219820,21803625,-23472891,4200000,6230310,8856379,24929550,16073171,0,0,0,5975296,2150000,649.6,272880996,1500000,1580400,81.8
5003,4,35,3,5,1,1,93652409,81142935,66437080,15702610,50734470,14705855,12509474,39212926,24495897,14717029,78935380,54439483,21121500,5418890,48457584,81885400,33427816,2276886,2276886,0,6049337,32563000,760,260969837,500000,1495200,126.333333333333
5005,5,35,3,5,1,1,33085041,24629804,14051261,3660510,10390751,10578543,8455237,35020313,34725603,294710,32790331,-1935272,6164100,2503590,10203641,15801764,5598123,187110,187110,0,0,1303000,408.5,131722268,802168,1855700,126.333333333333
5007,5,35,3,2,1,2,1986094,1386094,866094,4891280,-4025186,520000,600000,15507780,13124650,2383130,-397036,-13521686,7722000,2830720,-4025186,7070714,11095900,0,0,0,11700000,6550000,8000,114734100,2000000,1424400,12
5010,3,35,2,1,3,5,160778213,149274516,138352196,-18328843,156681039,10922320,11503697,90603561,48606430,41997131,118781082,70174652,345436120,363764963,131422639,140510800,9088161,25258400,26198400,940000,217570600,305508800,93165,306304400,3000000,1528600,16.5833333333333
5011,5,35,2,8,2,2,22165350,21565350,9673150,7158750,2514400,11892200,600000,20409970,16745970,3664000,18501350,1755380,10825000,3666250,-3851300,2574100,6425400,6365700,6365700,0,6300000,1960000,10860,281861000,600000,1917100,186.2
5012,5,35,3,5,1,1,19774925,17159925,1838925,1720265,118660,15321000,2615000,6497910,6437910,60000,19714925,13277015,3150000,1429735,118660,3719250,3600590,0,0,0,0,4000000,350,115323975,4790675,1522400,126.333333333333
5013,2,35,3,7,1,1,-2329770,-3495770,-8385770,-5073490,-3312280,4890000,1166000,19235850,12431850,6804000,-9133770,-21565620,0,5073490,-8062300,577500,8639800,4750020,4750020,0,0,2000000,3000,282461900,500000,1888900,81.8
5014,4,35,3,1,1,4,33783205,33583205,22887925,-716800,23604725,10695280,200000,45126720,40751870,4374850,29408355,-11343515,1180000,1896800,8358725,15842750,7484025,15246000,15246000,0,25600000,12500000,41101,331363900,250000,1375100,89.5
5015,3,35,3,2,1,1,47713370,47113370,47113370,4058950,43054420,0,600000,20836260,18577260,2259000,45454370,26877110,5360300,1301350,43054420,47399400,4344980,0,0,0,0,32510000,4221,-26570500,700000,1608100,160
5016,4,35,3,7,3,1,72078270,71395070,57898085,18746730,39151355,13496985,683200,41846600,39521600,2325000,69753270,30231670,87956000,69209270,38962535,50630529,11667994,188820,188820,0,67000000,17881700,3720,730037700,0,1401900,47
5017,2,35,2,7,3,1,430018900,430018900,425818900,417709400,8109500,4200000,0,53608053,47367053,6241000,423777900,376410847,548500000,130790600,8109500,15949500,7840000,0,0,0,168000000,0,9231,507904200,500000,1769600,47
5018,2,35,1,7,1,1,-13912200,-14312200,-14312200,-14312200,0,0,400000,21889200,19449200,2440000,-16352200,-35801400,10000000,24312200,0,0,0,0,0,0,3000000,0,13400,323091600,2000000,1691000,47
5019,2,35,2,7,3,1,19617835,19617835,19617835,-25941600,45559435,0,0,48081817,44652117,3429700,16188135,-28463982,45000000,70941600,45559435,47162250,1602815,0,0,0,1000000,0,7088,746026570,3269770,1573900,81.8
5021,5,35,3,5,1,1,34005382,30089132,5630415,2451340,3179075,24458717,3916250,18723960,13893260,4830700,29174682,15281422,3277500,826160,-1657925,1790000,3447925,4837000,4837000,0,34630000,45590000,267,365377610,990010,1655500,126.333333333333
5022,5,35,3,5,1,1,71505582,70658612,57892534,15143750,42748784,12766078,846970,11979630,11638940,340690,71164892,59525952,17034750,1891000,37996784,41991263,3994479,4752000,4752000,0,407600,33100000,490,452967019,723619,1530300,126.333333333333
5025,5,35,3,4,1,1,26439800,25939800,19619800,-171000,19790800,6320000,500000,20146450,18814450,1332000,25107800,6293350,0,171000,1790800,2184000,393200,18000000,18000000,0,0,7660000,32,212539850,802150,1341300,147.076923076923
5028,5,35,2,7,1,1,11296820,10896820,5057570,3339150,1718420,5839250,400000,8432950,8000950,432000,10864820,2863870,5700000,2360850,1718420,4504500,2786080,0,0,0,0,0,1101,64178060,2277460,2133700,38.68
5029,5,35,2,6,1,2,-19924076,-21314076,-38767023,-38387613,-379410,17452947,1390000,29798309,25986419,3811890,-23735966,-49722385,18865715,57253328,-379410,571200,950610,0,0,0,64200000,45400000,5521,320693500,800000,1507800,18.2333333333333
5030,4,35,2,6,1,2,11679300,10079300,3039300,-2553830,5593130,7040000,1600000,13400527,13063527,337000,11342300,-1721227,20128600,22682430,1919430,3335700,1416270,3673700,3673700,0,23830000,12732000,6719,168278400,600000,1265500,18.2333333333333
5031,4,35,2,6,1,1,4935156,4435156,4435156,3638240,796916,0,500000,20617640,17215070,3402570,1532586,-15682484,9528000,5889760,796916,1934550,1137634,0,0,0,3380000,3289200,600,303355070,1142470,1554700,18.2333333333333
5032,5,35,1,6,1,1,15694593,15694593,11423300,11403200,20100,4271293,0,12425908,11634619,791289,14903304,3268685,117030000,105626800,20100,43500,23400,0,0,0,64200000,77583500,2000,199603800,900000,1406900,29.6
5033,4,35,3,5,2,2,96515404,83426950,70312323,5074868,65237455,13114627,13088454,24522549,18687259,5835290,90680114,71992855,5900000,825132,62267455,77699110,15431655,2970000,2970000,0,19990190,5940960,2659,385665700,1000000,1368600,78.5
5034,5,35,3,1,1,2,184511156,164329658,146185231,-3349370,149534601,18144427,20181498,74767402,59750322,15017080,169494076,109743754,0,3349370,149275794,220120494,70844700,258807,258807,0,101757377,42327280,10700,642420997,1000000,1340000,32.3636363636364
5035,5,35,3,5,1,2,25975154,24785154,14044794,4587440,9457354,10740360,1190000,12933020,8580510,4352510,21622644,13042134,4650000,62560,5441514,7495254,2053740,4015840,4015840,0,11850000,4000000,12902,585263900,2000000,1384100,78.5
5036,4,35,2,5,1,1,42491313,33518313,3575988,515180,3060808,29942325,8973000,29245429,21963982,7281447,35209866,13245884,7245500,6730320,3060808,16382088,13321280,0,0,0,1514248,8000000,2583,182623348,1000000,1668700,126.333333333333
5037,4,35,3,8,1,1,16238003,14963003,14069130,-549880,14619010,893873,1275000,33966856,20144166,13822690,2415313,-17728853,1923900,2473780,-5892100,2281200,8173300,20511110,21261110,750000,0,10120000,1550,116798700,500000,2191400,186.2
5038,5,35,2,8,1,1,20281887,18932887,4324822,3222025,1102797,14608065,1349000,18888931,16865731,2023200,18258687,1392956,5695000,2472975,-6794535,2924875,9719410,7897332,7897332,0,3000000,3690000,1597,374332100,600000,1387700,186.2
5039,5,35,3,8,1,1,45366451,44103451,31460450,2253760,29206690,12643001,1263000,8771640,8570480,201160,45165291,36594811,3718000,1464240,28160063,33679956,5519893,1046627,1046627,0,10830000,32342000,1482.5,240178100,600000,1059300,196.583333333333
5040,3,35,3,1,3,1,30742125,30342125,30342125,-2601650,32943775,0,400000,25526310,23184920,2341390,28400735,5215815,0,2601650,31894775,34782475,2887700,1049000,1089000,40000,0,13415000,0,-172677900,500000,1339000,16.5833333333333
5042,5,35,3,3,1,1,57694364,50058364,40224846,22956500,17268346,9833518,7636000,17653890,16667190,986700,56707664,40040474,26545200,3588700,16119846,19775946,3656100,1148500,1148500,0,500000,11166000,4529.5,377265700,500000,2312700,75.6153846153846
5043,4,35,2,3,1,1,58167243,51701569,31455378,18301858,13153520,20246191,6465674,31306129,27482049,3824080,54343163,26861114,23740888,5439030,9301903,16096248,6794345,3851617,3851617,0,72401489,29423420,11300,202768089,500000,1345100,75.6153846153846
5045,4,35,2,3,1,2,22896941,18252625,6004888,2024670,3980218,12247737,4644316,24937569,23554279,1383290,21513651,-2040628,15677500,13652830,3905118,9068798,5163680,75100,75100,0,0,17520000,19051,138209200,400000,1080600,75.6153846153846
5046,5,35,2,8,1,1,25012285,23762285,16335765,7784985,8550780,7426520,1250000,20714115,20342365,371750,24640535,4298170,8409550,624565,1963070,2349100,386030,6587710,6587710,0,500000,0,80,142224521,1082521,1203700,196.583333333333
5047,3,35,3,8,1,1,-5068532,-5598532,-9839809,-266821,-9572988,4241277,530000,18293713,16303720,1989993,-7058525,-23362245,1199559,1466380,-14483388,101600,14584988,4910400,4910400,0,9600000,0,36,215746600,800000,1457300,196.583333333333
5048,4,35,3,8,1,1,31119985,28689985,16859470,-3774020,20633490,11830515,2430000,27439660,17552590,9887070,21232915,3680325,1402000,5176020,8931690,37166650,28234960,11701800,11701800,0,4000000,22400000,1767,97847300,300000,1789500,196.583333333333
5049,5,35,3,5,1,1,67714819,67614819,31982714,25764064,6218650,35632105,100000,53622915,23994500,29628415,38086404,14091904,30819414,5055350,1684450,4534575,2850125,4534200,4534200,0,1000000,18926000,1631,327078100,1000000,1667700,126.333333333333
5051,5,35,2,5,1,1,80086488,58572488,41637700,9542250,32095450,16934788,21514000,46222725,39285765,6936960,73149528,33863763,17909500,8367250,14008050,18943150,4935100,18087400,18087400,0,18090000,32925000,825.3,718788800,400000,1302300,126.333333333333
5052,5,35,3,8,1,1,17040489,11963514,-2944209,-5877591,2933382,14907723,5076975,25545736,25293276,252460,16788029,-8505247,5409023,11286614,1581951,11539123,9957172,1351431,1351431,0,37024598,37200000,1948,363826798,500000,1713600,196.583333333333
5053,4,35,3,5,1,2,45172160,44039160,37887540,17088535,20799005,6151620,1133000,38646304,33779604,4866700,40305460,6525856,30317600,13229065,20799005,47942990,27143985,0,0,0,18400000,37200000,10957.54,566950000,1000000,1101800,126.333333333333
5054,5,35,3,5,1,1,40502405,38802405,24216645,3857890,20358755,14585760,1700000,20945902,20057772,888130,39614275,19556503,6681750,2823860,20358755,30009575,9650820,0,0,0,10950000,24280000,387,290751700,500000,1469700,126.333333333333
5055,5,35,3,8,1,1,18879467,16370145,4113285,3468510,644775,12256860,2509322,12899830,12849830,50000,18829467,5979637,4942145,1473635,644775,37327575,36682800,0,0,0,300000,5782000,1883,71647800,500000,1429200,196.583333333333
5056,4,35,2,8,1,1,27923269,21563317,5682670,8628840,-2946170,15880647,6359952,29624012,23184052,6439960,21483309,-1700743,17574450,8945610,-2946170,4188350,7134520,0,0,0,0,17410000,5363,300850700,300000,1222100,196.583333333333
5057,4,35,2,8,2,1,40632571,37099571,-7518429,-9328917,1810488,44618000,3533000,110613162,53480432,57132730,-16500159,-69980591,8180453,17509370,1810488,14875550,13065062,0,0,0,17300000,790000,4216,976403900,1000000,1319300,196.583333333333
5059,4,35,3,2,1,1,8021270,7721270,7721270,-465000,8186270,0,300000,21830090,20318590,1511500,6509770,-13808820,2325000,2790000,8186270,9135950,949680,0,0,0,4800000,0,0,785724000,1000000,1451600,120.733333333333
