"임가번호","연령별","지역별","전/겸업별","업종별","가구원수별","임지규모별","임가소득","경상소득","임가순소득","임업소득","임외소득","이전소득","비경상소득","가계지출","소비지출","비소비지출","임가처분가능소득","임가경제잉여","임업총수입","임업경영비","겸업소득","겸업수입","겸업지출","사업외소득","사업외수입","사업외지출","재산적 수입","재산적 지출","가중치"
1001,4,32,3,8,1,3,4917039,4637039,587039,-1423931,2010970,4050000,280000,13777653,11804103,1973550,2943489,-8860614,830000,2253931,1790470,2655770,865300,220500,220500,0,7000000,250000,206.333333333333
1002,5,32,3,8,1,1,51818275,51818275,47450275,13260840,34189435,4368000,0,18906721,15753341,3153380,48664895,32911554,14834100,1573260,34189435,50957765,16768330,0,0,0,4000000,42670000,166.4
1003,3,32,2,6,1,1,-31091527,-31340083,-31340083,-37253497,5913414,0,248556,64944187,59114337,5829850,-36921377,-96035714,54895300,92148797,2513414,3834000,1320586,3400000,3400000,0,39559728,17440800,29.6
1004,3,32,3,8,1,1,22096739,22096739,20526739,-2214107,22740846,1570000,0,40438811,34137531,6301280,15795459,-18342072,0,2214107,22740846,52242600,29501754,0,0,0,21332463,14910000,166.4
1005,4,32,3,8,2,1,28480892,28280892,21285892,-4202973,25488865,6995000,200000,26444814,21786324,4658490,23822402,2036078,735000,4937973,22488865,34624700,12135835,3000000,3000000,0,32838618,37600000,166.4
1006,5,32,3,8,1,2,6972949,6885449,1927899,-834841,2762740,4957550,87500,20942840,20665150,277690,6695259,-13969891,0,834841,494740,3190000,2695260,2268000,2268000,0,16845680,190000,166.4
1007,4,32,3,8,2,1,187381952,179158595,149275305,-15687915,164963220,29883290,8223357,167889044,50909624,116979420,70402532,19492908,659800,16347715,152258351,245811011,93552660,12704869,12704869,0,99293806,120038572,206.333333333333
1008,4,32,3,2,1,2,2425683,2425683,2425683,3638193,-1212510,0,0,27248675,24314885,2933790,-508107,-24822992,4187000,548807,-1212510,0,1212510,0,0,0,18449390,2706810,25.3636363636364
1009,5,32,3,1,1,2,15032500,15032500,7908500,210450,7698050,7124000,0,9517428,8413548,1103880,13928620,5515072,402000,191550,-281950,0,281950,7980000,7980000,0,5620783,750000,36.8333333333333
1010,5,32,3,1,1,3,20050801,18885801,9682901,2065200,7617701,9202900,1165000,25777596,24351026,1426570,18624231,-5726795,2092200,27000,2969201,3444220,475019,4648500,4648500,0,14447900,1530000,79
1011,3,32,3,1,1,2,4017615,4017615,4017615,2913000,1104615,0,0,19053705,17689765,1363940,2653675,-15036090,2930000,17000,1104615,2236500,1131885,0,0,0,8508860,3361100,36.8333333333333
1012,3,32,3,1,2,2,58500956,57142506,54508456,9497336,45011120,2634050,1358450,36475546,32722456,3753090,54747866,22025410,9814000,316664,21801855,22616443,814588,23209265,23209265,0,14906000,33862478,36.8333333333333
1013,4,32,3,1,1,2,14810250,14810250,8627050,4696500,3930550,6183200,0,27215455,23987015,3228440,11581810,-12405205,4768000,71500,3930550,4005450,74900,0,0,0,21500000,12291880,36.8333333333333
1014,3,32,3,1,1,2,54962540,54688540,52708540,9849000,42859540,1980000,274000,29389752,27684572,1705180,53257360,25572788,10374000,525000,42859540,43586900,727360,0,0,0,8900000,10078500,36.8333333333333
1015,5,32,3,1,1,2,8812058,8612058,7512058,2995800,4516258,1100000,200000,14713240,11983040,2730200,6081858,-5901182,3045800,50000,3377258,3803158,425900,1139000,1139000,0,8482440,10366840,36.8333333333333
1016,5,32,3,8,1,1,8009107,7809107,1626687,1407057,219630,6182420,200000,17954579,12258823,5695756,2313351,-9945472,2072000,664943,-1197870,120000,1317870,1417500,1417500,0,12680000,4484618,166.4
1017,4,32,3,1,1,3,2157711,2157711,2157711,2338211,-180500,0,0,14055350,9923350,4132000,-1974289,-11897639,3000000,661789,-180500,0,180500,0,0,0,8249140,0,79
1018,4,32,3,1,1,2,39006925,28806925,9606925,3926225,5680700,19200000,10200000,32847802,27974552,4873250,34133675,6159123,4748360,822135,4810700,5194700,384000,870000,870000,0,12844120,7948180,36.8333333333333
1019,4,32,3,1,3,2,13190258,13190258,990258,1290000,-299742,12200000,0,19359750,17629500,1730250,11460008,-6169492,1290000,0,-299742,0,299742,0,0,0,2128550,412390,36.8333333333333
1020,4,32,3,2,3,2,-51213042,-51603042,-51903042,-45800,-51857242,300000,390000,118638410,109910244,8728166,-59941208,-169851452,246000,291800,-54235782,17551700,71787482,2378540,2378540,0,187245031,52569030,25.3636363636364
1021,3,32,3,8,2,1,39716195,39716195,39716195,332195,39384000,0,0,46515200,37608000,8907200,30808995,-6799005,1918000,1585805,1668000,1722000,54000,37716000,37716000,0,11356000,11626000,206.333333333333
1022,4,32,3,8,1,1,21804386,12104386,11254386,9752865,1501521,850000,9700000,24365010,21091125,3273885,18530501,-2560624,10219000,466135,1287521,2994450,1706929,214000,214000,0,4124900,10962940,206.333333333333
1023,4,32,2,8,1,4,159243193,158527193,154227193,153967520,259673,4300000,716000,53155678,43419896,9735782,149507411,106087515,158121200,4153680,-13327,382873,396200,273000,273000,0,997870550,244677108,206.333333333333
1024,4,32,3,5,2,1,8727330,8577330,8577330,3934740,4642590,0,150000,21347385,19279090,2068295,6659035,-12620055,6598540,2663800,4642590,5046890,404300,0,0,0,0,7084510,112
1027,4,32,3,8,1,1,19017759,19017759,18517759,6993090,11524669,500000,0,9758383,9758383,0,19017759,9259376,7088500,95410,9459119,11693625,2234506,2065550,2065550,0,0,12785583,166.4
1028,4,32,3,8,1,1,18403458,18313458,9973178,8692930,1280248,8340280,90000,9676876,9456636,220240,18183218,8726582,8840000,147070,-759176,1054800,1813976,2039424,2039424,0,3000000,3620346,166.4
1029,5,32,3,8,1,1,35430137,34930137,29305837,3984252,25321585,5624300,500000,38860969,34658059,4202910,31227227,-3430832,4420000,435748,25321585,27886700,2565115,0,0,0,30637482,27857560,166.4
1030,5,32,3,4,2,1,4515800,4515800,-1269720,1719000,-2988720,5785520,0,9989772,8422982,1566790,2949010,-5473972,1740000,21000,-2988720,0,2988720,0,0,0,13510860,3655000,270.666666666667
1031,5,32,3,4,1,1,23116315,22816315,16105765,3830770,12274995,6710550,300000,21423913,18570893,2853020,20263295,1692402,4400000,569230,10489995,12380395,1890400,1785000,1785000,0,1943760,3048150,270.666666666667
1032,5,32,3,4,1,1,7237090,7237090,562950,647950,-85000,6674140,0,3148200,3148200,0,7237090,4088890,1548000,900050,-85000,294000,379000,0,0,0,3308087,0,270.666666666667
1033,4,32,3,6,3,1,8554950,5904950,5805950,2970800,2835150,99000,2650000,30053668,26432148,3621520,4933430,-21498718,5239900,2269100,1218150,3174200,1956050,1617000,1617000,0,2122514,120000,18.2333333333333
1034,3,32,2,6,3,1,-47741750,-47741750,-47741750,-47685750,-56000,0,0,14165280,12046000,2119280,-49861030,-61907030,43958460,91644210,-56000,0,56000,0,0,0,88217420,14560000,18.2333333333333
1035,4,32,3,8,1,1,19938672,19088672,6791882,1735522,5056360,12296790,850000,16586782,14159982,2426800,17511872,3351890,2821000,1085478,2227660,3854250,1626590,2828700,2828700,0,3000000,2009600,166.4
1036,5,32,3,3,1,1,18790786,18290786,13490786,7403186,6087600,4800000,500000,25254712,22384712,2870000,15920786,-6463926,7798000,394814,3819600,5050000,1230400,2268000,2268000,0,5377640,1850000,126.5
1037,2,32,3,3,1,1,15372545,15368545,15368545,12476490,2892055,0,4000,19674285,13270465,6403820,8968725,-4301740,13618025,1141535,2892055,4416450,1524395,0,0,0,7000000,6072350,126.5
1038,4,32,3,6,2,2,46941072,44804072,39542082,18971564,20570518,5261990,2137000,45497911,42651791,2846120,44094952,1443161,25046000,6074436,17935518,18708918,773400,2635000,2635000,0,11400000,22612356,26.375
1039,4,32,2,6,2,2,-5370285,-5370285,-5370285,-2361015,-3009270,0,0,20591888,16783338,3808550,-9178835,-25962173,28800000,31161015,-3009270,0,3009270,0,0,0,17387676,15830000,26.375
1040,2,32,3,6,1,1,16128803,15370041,15269151,16043133,-773982,100890,758762,29068574,26368124,2700450,13428353,-12939771,21329373,5286240,12034590,15060000,3025410,-12808572,25591428,38400000,33203639,26850316,130
1042,5,32,3,2,1,1,23153966,22463966,11913966,5787742,6126224,10550000,690000,27278730,20627440,6651290,16502676,-4124764,6906000,1118258,-3563776,580000,4143776,9690000,9690000,0,18650000,5000000,172.47619047619
1043,4,32,3,2,1,1,46776891,43826891,35086891,4484524,30602367,8740000,2950000,44948576,32301306,12647270,34129621,1828315,6445400,1960876,11630167,14464990,2834823,18972200,18972200,0,2502000,9952500,25.3636363636364
1044,3,32,3,2,1,2,11081119,11081119,7251119,5563453,1687666,3830000,0,17023825,15574825,1449000,9632119,-5942706,5636280,72827,-412334,0,412334,2100000,2100000,0,7038452,0,25.3636363636364
1045,4,32,3,2,1,2,45418628,44918628,41154528,10383195,30771333,3764100,500000,36155790,25417360,10738430,34680198,9262838,13244195,2861000,2726833,4947700,2220867,28044500,28044500,0,12247915,18000000,25.3636363636364
1046,4,32,3,8,1,1,49186241,45586241,42063811,6601306,35462505,3522430,3600000,24767018,22219248,2547770,46638471,24419223,8040502,1439196,6611516,9522778,2911262,28850989,28850989,0,540000,260000,166.4
1047,4,32,2,8,2,1,52426653,52426653,52426653,36581953,15844700,0,0,26933507,24965627,1967880,50458773,25493146,44863000,8281047,8700,1669130,1660430,15836000,15876000,40000,3500000,44930000,166.4
1048,5,32,3,2,1,1,22086894,20036894,10235099,3216765,7018334,9801795,2050000,21445010,19504400,1940610,20146284,641884,3574535,357770,3359084,6958700,3599616,3659250,3659250,0,4384083,19000444,25.3636363636364
1049,4,32,3,5,1,2,41535975,36367325,27028285,10859205,16169080,9339040,5168650,27634509,25277959,2356550,39179425,13901466,11302532,443327,14119350,17056286,2936936,2049730,2049730,0,640500,29131574,107.166666666667
1050,3,32,3,2,1,1,38631900,32525853,31725853,12266309,19459544,800000,6106047,70536534,45203741,25332793,13299107,-31904634,13230609,964300,11966544,13648250,1681706,7493000,7613500,120500,191691212,231678164,172.47619047619
1051,5,32,3,2,1,1,22628405,20748405,12249405,4293000,7956405,8499000,1880000,26380085,24681085,1699000,20929405,-3751680,4388000,95000,5734080,7334080,1600000,2222325,2222325,0,9190400,9745940,49.2307692307692
1052,4,32,3,2,1,1,41007280,40807280,38452280,9453370,28998910,2355000,200000,25874050,23000600,2873450,38133830,15133230,11837000,2383630,27497410,38733280,11235870,1501500,1501500,0,1300000,32539960,49.2307692307692
1053,4,32,3,2,2,1,-122311931,-122311931,-122311931,3091449,-125403380,0,0,38279270,32636770,5642500,-127954431,-160591201,3757200,665751,-2203380,192450,2395830,-123200000,0,123200000,49742780,9185000,25.3636363636364
1054,3,32,3,2,3,1,65964049,65905570,58939220,-457359,59396579,6966350,58479,44636494,31240249,13396245,52567804,21327555,108768,566127,58977929,63363191,4385262,418650,418650,0,25326460,26253665,25.3636363636364
1055,3,32,2,1,3,5,-74112381,-75697551,-75697551,-96777511,21079960,0,1585170,83867181,61410462,22456719,-96569100,-157979562,327597970,424375481,21079960,21767560,687600,0,0,0,274257178,232971673,79
1056,3,32,3,8,1,1,57897032,52190673,49093053,12435582,36657471,3097620,5706359,59096679,22780971,36315708,21581324,-1199647,13738900,1303318,8364812,15346159,6981347,28292659,28292659,0,24620326,32894944,166.4
1057,3,32,3,8,1,1,64746413,63376413,34163603,35920427,-1756824,29212810,1370000,47069021,33545900,13523121,51223292,17677392,44335495,8415068,-1756824,7527945,9284769,0,0,0,29975969,29390000,166.4
1058,4,32,3,5,2,1,89591850,89591850,80391850,21451050,58940800,9200000,0,73241817,68611817,4630000,84961850,16350033,22750000,1298950,35840800,38704800,2864000,23100000,23100000,0,39252067,29700000,186
1059,3,32,3,2,1,1,43963925,43963925,41373925,9180450,32193475,2590000,0,31107825,29694525,1413300,42550625,12856100,9280200,99750,-430025,772695,1202720,32623500,32623500,0,7533988,1200000,25.3636363636364
1061,4,32,3,2,1,1,25205946,25205946,20101226,611250,19489976,5104720,0,31553820,28915320,2638500,22567446,-6347874,690000,78750,5460810,8455440,2994630,14029166,14029166,0,3319907,450000,25.3636363636364
1062,4,32,3,2,1,1,26765775,26415775,21517905,1776750,19741155,4897870,350000,20156983,18100224,2056759,24709016,6608792,1810000,33250,-1944054,2800920,4744974,21685209,21685209,0,11736858,0,25.3636363636364
1063,4,32,3,2,2,1,25406099,25406099,12746589,1056500,11690089,12659510,0,28238501,26140971,2097530,23308569,-2832402,1436500,380000,11690089,22655684,10965595,0,0,0,61500000,56413394,25.3636363636364
1064,3,32,3,2,2,1,25311322,18341322,18341322,13619847,4721475,0,6970000,44840544,38779384,6061160,19250162,-19529222,20673674,7053827,2348475,7391425,5042950,2373000,2373000,0,8302350,22843827,49.2307692307692
1065,4,32,3,2,1,1,4596388,4496388,4196388,1611044,2585344,300000,100000,27688534,24542384,3146150,1450238,-23092146,2551820,940776,1073344,14247250,13173906,1512000,1512000,0,16709029,3605000,172.47619047619
1066,4,32,3,8,1,1,20228752,20225752,13558752,6943077,6615675,6667000,3000,20472980,16835470,3637510,16591242,-244228,11719000,4775923,6174675,28121949,21947274,441000,441000,0,12108054,6958880,166.4
1067,5,32,3,8,1,1,23291894,22173894,16037584,272395,15765189,6136310,1118000,21324609,19760309,1564300,21727594,1967285,3435280,3162885,15135189,23631356,8496167,630000,630000,0,0,11143904,166.4
1068,4,32,3,8,1,1,20008226,19999226,17879226,9269095,8610131,2120000,9000,16161760,11737760,4424000,15584226,3846466,11762500,2493405,7807631,9930031,2122400,802500,802500,0,0,8430900,166.4
1069,4,32,3,2,1,4,127231327,120495121,115187001,666263,114520738,5308120,6736206,49842034,45363584,4478450,122752877,77389293,2692400,2026137,114520738,160078006,45557268,0,0,0,4000000,53833352,25.3636363636364
1070,5,32,3,2,1,1,24727425,18361425,8027225,758000,7269225,10334200,6366000,21977550,21258550,719000,24008425,2749875,783000,25000,1324125,2853085,1528960,5945100,5945100,0,4450000,8575791,25.3636363636364
1071,4,32,3,2,1,1,67977655,67977655,56166295,1918650,54247645,11811360,0,24742780,19685780,5057000,62920655,43234875,2013650,95000,49185145,58849335,9664190,5062500,5062500,0,117329000,180223500,25.3636363636364
1072,3,32,3,2,1,1,125306268,114116972,101821098,10488095,91333003,12295874,11189296,61912869,52848169,9064700,116241568,63393399,12061000,1572905,84592498,117880499,33288001,6740505,6740505,0,10272398,85667638,104.166666666667
1073,3,32,2,8,1,1,21592500,15792500,15792500,14794230,998270,0,5800000,14964379,13576619,1387760,20204740,6628121,26315000,11520770,998270,1850000,851730,0,0,0,0,13650000,166.4
1074,3,32,3,8,1,4,-9542029,-9542029,-9542029,-3216029,-6326000,0,0,19954725,15354725,4600000,-14142029,-29496754,200000,3416029,-6326000,17334000,23660000,0,0,0,21422000,140000,166.4
1078,5,32,3,8,1,1,22935314,22935314,19155714,20788023,-1632309,3779600,0,20545720,19895720,650000,22285314,2389594,31581200,10793177,-1632309,11074610,12706919,0,0,0,3152970,11050000,166.4
1079,4,32,2,8,1,1,5960325,5960325,-5414675,-3900125,-1514550,11375000,0,12784640,11912640,872000,5088325,-6824315,350000,4250125,-1514550,0,1514550,0,0,0,13553000,0,206.333333333333
1080,5,32,3,8,1,1,17631103,17611103,11634100,1764185,9869915,5977003,20000,14590238,13214468,1375770,16255333,3040865,2066000,301815,8504915,10224215,1719300,1365000,1365000,0,1000000,7000000,166.4
1082,4,32,2,8,1,3,25052770,25052770,14463840,9929640,4534200,10588930,0,33305236,32149236,1156000,23896770,-8252466,35257200,25327560,3874200,7300500,3426300,660000,660000,0,13050739,11035000,206.333333333333
1083,3,32,2,8,2,1,10245630,10245630,10245630,9375600,870030,0,0,16224795,15537135,687660,9557970,-5979165,10035600,660000,870030,1309000,438970,0,0,0,3709560,5000000,206.333333333333
1084,4,32,3,8,1,1,19538057,18365506,12945397,2516475,10428922,5420109,1172551,43549173,38183463,5365710,14172347,-24011116,6723400,4206925,-129871,9156660,9286531,10558793,10558793,0,17893608,10000000,166.4
1085,3,32,2,8,1,1,4384420,4384420,3884420,3912250,-27830,500000,0,48390040,38145480,10244560,-5860140,-44005620,16878800,12966550,-27830,4306000,4333830,0,0,0,29205925,6920000,206.333333333333
1086,4,32,2,8,2,1,900062,900062,-400958,-8685915,8284957,1301020,0,42278813,37324580,4954233,-4054171,-41378751,0,8685915,8144444,21400000,13255556,140513,140513,0,41967908,10500000,206.333333333333
1087,5,32,3,7,1,2,1388865,1388865,-931135,-591135,-340000,2320000,0,7988590,7512590,476000,912865,-6599725,3500000,4091135,-340000,0,340000,0,0,0,0,0,90.3888888888889
1088,4,32,3,7,4,4,4959775,4217605,-2998555,0,-2998555,7216160,742170,27372507,20918407,6454100,-1494325,-22412732,0,0,-2998555,6944800,9943355,0,0,0,17419626,2200000,90.3888888888889
1089,4,32,3,5,1,2,56351961,55140427,49634667,-300000,49934667,5505760,1211534,34339753,29617118,4722635,51629326,22012208,0,300000,49934667,65882843,15948176,0,0,0,11010871,35820782,15.8181818181818
1090,3,32,3,5,2,1,16097047,16097047,16097047,-4309953,20407000,0,0,19605270,17655270,1950000,14147047,-3508223,27040000,31349953,20407000,29267000,8860000,0,0,0,1000000,9000000,15.8181818181818
1091,5,32,3,1,1,2,6200000,6200000,500000,0,500000,5700000,0,5457635,5457635,0,6200000,742365,0,0,500000,500000,0,0,0,0,0,0,36.8333333333333
1092,4,32,3,1,2,4,14412000,14412000,14412000,0,14412000,0,0,13885635,12465635,1420000,12992000,526365,0,0,14412000,14412000,0,0,0,0,1642500,9000000,79
1093,3,32,2,8,1,1,7942736,7812736,6700036,768585,5931451,1112700,130000,30820515,28867285,1953230,5989506,-22877779,10656000,9887415,5781451,13991000,8209549,150000,150000,0,8920845,1631000,206.333333333333
1094,4,32,1,1,1,5,40754305,40754305,40754305,39754305,1000000,0,0,36039000,34328000,1711000,39043305,4715305,50828000,11073695,-500000,0,500000,1500000,1500000,0,5514000,0,79
1095,4,32,1,7,1,1,2970000,2970000,-30000,0,-30000,3000000,0,10818545,10668545,150000,2820000,-7848545,0,0,-30000,0,30000,0,0,0,0,0,90.3888888888889
1096,3,32,3,7,1,1,69809182,69809182,69809182,55679182,14130000,0,0,68993000,57093000,11900000,57909182,816182,75400000,19720818,14130000,34650000,20520000,0,0,0,17085000,242000,90.3888888888889
1097,4,32,3,5,1,1,5520775,5520775,2120775,508375,1612400,3400000,0,9502270,9502270,0,5520775,-3981495,810000,301625,1612400,1952400,340000,0,0,0,1570000,0,107.166666666667
1098,3,32,3,2,3,1,1687250,1687250,1687250,1401200,286050,0,0,11324500,9696500,1628000,59250,-9637250,1401200,0,286050,473250,187200,0,0,0,1884400,0,25.3636363636364
1099,5,32,3,2,1,1,19752182,19296072,12000232,1833365,10166867,7295840,456110,11371486,11266056,105430,19646752,8380696,2050000,216635,-567535,0,567535,10734402,10734402,0,1340040,5755586,25.3636363636364
1100,3,32,3,2,1,2,21818420,21818420,21818420,104000,21714420,0,0,51363755,45360885,6002870,15815550,-29545335,120000,16000,-744870,0,744870,22459290,22459290,0,0,7653670,25.3636363636364
1101,4,32,3,8,1,1,36338042,36338042,28558042,12118120,16439922,7780000,0,26193760,22877530,3316230,33021812,10144282,12177120,59000,15053922,18478685,3424763,1386000,1386000,0,18610273,29411723,166.4
1102,4,32,3,8,1,1,6847395,6847395,6847395,5836325,1011070,0,0,16217710,15280930,936780,5910615,-9370315,5964825,128500,1011070,2519680,1508610,0,0,0,949160,280000,166.4
1103,4,32,3,8,1,1,14363901,14363901,12163901,-6450336,18614237,2200000,0,20055206,14487206,5568000,8795901,-5691305,300000,6750336,659237,1570000,910763,17955000,17955000,0,6000000,1112321,166.4
1104,5,32,3,2,1,1,24738044,23116544,12105704,1277265,10828439,11010840,1621500,11173102,9310802,1862300,22875744,13564942,2023000,745735,7941254,12193224,4251970,2887185,2887185,0,6772220,9245280,25.3636363636364
1105,5,32,3,8,1,2,13647681,12447681,11647681,6571281,5076400,800000,1200000,15824859,14161549,1663310,11984371,-2177178,7071200,499919,5076400,5626230,549830,0,0,0,2000000,5751749,166.4
1106,4,32,2,8,1,1,33286791,33286791,21282791,-2481245,23764036,12004000,0,24993560,23079090,1914470,31372321,8293231,86400,2567645,9553000,9798000,245000,14211036,14211036,0,2547520,7240000,206.333333333333
2001,4,31,3,2,1,1,17171809,16471809,8719809,5192509,3527300,7752000,700000,10357990,10307990,50000,17121809,6813819,5450000,257491,3222800,6077700,2854900,304500,304500,0,14000000,5000000,172.47619047619
2002,4,31,3,5,1,2,69056695,69056695,69056695,53556355,15500340,0,0,39916145,35545695,4370450,64686245,29140550,55000000,1443645,-4034160,1572000,5606160,19534500,19534500,0,0,60000000,15.8181818181818
2003,3,31,3,1,5,2,-20936913,-20936913,-20936913,-1048943,-19887970,0,0,65073368,60360086,4713282,-25650195,-86010281,0,1048943,-19887970,913828,20801798,0,0,0,12500000,2370000,36.8333333333333
2004,2,31,3,5,3,2,22440850,18305380,15598640,992000,14606640,2706740,4135470,55135760,45348770,9786990,12653860,-32694910,1010000,18000,10498070,13850000,3351930,4108570,4108570,0,5413020,5000000,15.8181818181818
2005,4,31,3,2,2,3,37675899,37675899,28169899,4599409,23570490,9506000,0,34860141,30750261,4109880,33566019,2815758,5014600,415191,23570490,28003420,4432930,0,0,0,6455430,2830000,172.47619047619
2006,4,31,3,2,1,3,27622208,27622208,18048358,8979770,9068588,9573850,0,15470985,13693735,1777250,25844958,12151223,9087360,107590,6357265,7391100,1033835,2711323,2711323,0,5283980,8000000,172.47619047619
2007,3,31,3,2,1,1,14465830,13165830,8183990,2683400,5500590,4981840,1300000,10536293,9901053,635240,13830590,3929537,2750000,66600,3430590,3715000,284410,2070000,2070000,0,1952634,4670974,172.47619047619
2008,4,31,3,6,2,1,35642199,34872199,31944549,22043822,9900727,2927650,770000,30460710,24816020,5644690,29997509,5181489,24559000,2515178,9730789,11370400,1639611,169938,169938,0,7295688,8759010,26.375
2009,4,31,2,6,1,1,2406905,2391905,2391905,1472800,919105,0,15000,40261983,34952408,5309575,-2902670,-37855078,7197600,5724800,919105,2889000,1969895,0,0,0,28500000,1700000,26.375
2010,4,31,3,6,1,1,-9057696,-9057696,-13158546,-11312151,-1846395,4100850,0,21987859,20372859,1615000,-10672696,-31045555,29105600,40417751,-1846395,0,1846395,0,0,0,40672092,0,26.375
2012,2,31,3,5,3,1,60763878,59278878,58277058,1846550,56430508,1001820,1485000,50062053,47249467,2812586,57951292,10701825,2703050,856500,295832,443500,147668,56134676,56134676,0,31450,23850000,107.166666666667
2013,3,31,3,5,4,3,40900620,39100620,39100620,6727200,32373420,0,1800000,54752195,43166055,11586140,29314480,-13851575,6727200,0,23774420,30170520,6396100,8599000,8599000,0,1273000,16860000,15.8181818181818
2014,4,31,3,5,2,2,6914192,6914192,-2964848,3679365,-6644213,9879040,0,16172079,13838819,2333260,4580932,-9257887,5000000,1320635,-6644213,313090,6957303,0,0,0,13206131,1000000,15.8181818181818
2015,3,31,3,5,2,3,54944545,54944545,54944545,-71250,55015795,0,0,43203185,33459845,9743340,45201205,11741360,0,71250,55015795,59038330,4022535,0,0,0,8529704,28468530,15.8181818181818
2016,3,31,3,7,4,2,65605935,65605935,65605935,701775,64904160,0,0,43997830,40186725,3811105,61794830,21608105,1150000,448225,28304160,31845000,3540840,36600000,36600000,0,7100000,16500000,90.3888888888889
2019,3,31,3,7,3,3,87724753,59573858,56546798,413875,56132923,3027060,28150895,57767282,55709362,2057920,85666833,29957471,2492000,2078125,55208809,80939031,25730222,924114,924114,0,3519120,50931840,37.921568627451
2020,5,31,3,7,1,1,14407900,14407900,11587900,1596250,9991650,2820000,0,20078945,18303005,1775940,12631960,-5671045,2520000,923750,4735650,8432220,3696570,5256000,5256000,0,54500000,48920000,37.921568627451
2023,3,31,2,7,2,1,41098802,35560327,26269377,18015720,8253657,9290950,5538475,59638218,48195296,11442922,29655880,-18539416,20690000,2674280,-224100,107000,331100,8477757,8507757,30000,31817522,39072605,90.3888888888889
2029,5,31,3,7,1,2,-6619912,-8397686,-16855906,-1531293,-15324613,8458220,1777774,26114330,24646130,1468200,-8088112,-32734242,1812000,3343293,-16579613,12050460,28630073,1255000,1255000,0,73000000,37186000,37.921568627451
2030,4,31,3,6,1,1,3991561,3991561,2591561,-183742,2775303,1400000,0,25822466,24066466,1756000,2235561,-21830905,9750300,9934042,-374697,1283100,1657797,3150000,3150000,0,4883120,3509720,18.2333333333333
2031,4,31,2,7,1,1,20646095,20646095,14726095,-10347905,25074000,5920000,0,15913310,13394430,2518880,18127215,4732785,0,10347905,0,0,0,25074000,25074000,0,16930740,0,90.3888888888889
2032,4,31,2,7,1,1,289664952,289664952,289664952,290780952,-1116000,0,0,29550000,29450000,100000,289564952,260114952,377760000,86979048,-1116000,0,1116000,0,0,0,24896850,149500000,90.3888888888889
2033,4,31,3,6,5,1,62470070,61020070,61020070,68699070,-7679000,0,1450000,104609710,84980510,19629200,42840870,-42139640,122707500,54008430,-7679000,5263500,12942500,0,0,0,116479880,97560000,18.2333333333333
2035,4,31,1,7,1,2,327691495,327691495,321651495,311651495,10000000,6040000,0,87459630,74551130,12908500,314782995,240231865,509520400,197868905,0,0,0,10000000,10000000,0,43824960,82915000,90.3888888888889
2036,5,31,3,7,1,1,5306177,5306177,5306177,-2713083,8019260,0,0,39081324,34189964,4891360,414817,-33775147,7553000,10266083,-1180740,0,1180740,9200000,9520000,320000,8000000,10610000,90.3888888888889
2037,4,31,2,7,1,1,62904138,62475038,61947458,57161612,4785846,527580,429100,39498221,28620561,10877660,52026478,23405917,112094600,54932988,4182096,4610496,428400,603750,603750,0,14233000,12400000,90.3888888888889
2039,4,31,1,7,2,1,-3641985,-3641985,-10133985,-10131285,-2700,6492000,0,42159792,35651082,6508710,-10150695,-45801777,-1220000,8911285,-2700,0,2700,0,0,0,7237772,0,90.3888888888889
2040,3,31,3,7,4,1,78377780,78377780,78377780,58454000,19923780,0,0,52074045,48804045,3270000,75107780,26303735,61714000,3260000,963780,963780,0,18960000,18960000,0,4000000,27000000,90.3888888888889
2041,3,31,2,7,1,1,38316315,38316315,36266315,36278015,-11700,2050000,0,24023196,21637286,2385910,35930405,14293119,53840000,17561985,-11700,0,11700,0,0,0,22134504,15140000,90.3888888888889
2042,5,31,2,6,1,1,45693025,44571765,44421765,44391595,30170,150000,1121260,31491220,29186490,2304730,43388295,14201805,75932400,31540805,-669830,130000,799830,700000,700000,0,3136752,17000000,130
2043,2,31,2,8,1,1,13027993,12146193,6916193,3636505,3279688,5230000,881800,13076277,11789057,1287220,11740773,-48284,4192140,555635,3279688,3394410,114722,0,0,0,0,3000000,148.8
2044,5,31,2,8,1,1,13301100,9423100,6923100,6869600,53500,2500000,3878000,12977100,12857100,120000,13181100,324000,6869600,0,53500,53500,0,0,0,0,0,0,148.8
2045,4,31,3,5,1,1,174159699,163725099,150423894,17171082,133252812,13301205,10434600,105799581,89421534,16378047,157781652,68360118,19702000,2530918,126672912,159327987,32655075,6579900,6579900,0,37800000,49500000,186
2047,5,31,3,5,2,1,108938499,108938499,99218499,91611103,7607396,9720000,0,25051983,22286603,2765380,106173119,83886516,110710000,19098897,2987396,3632246,644850,4620000,4620000,0,0,8000000,15.8181818181818
2048,5,31,3,5,1,1,24412200,8162200,-8800,-23750,14950,8171000,16250000,21579781,20959781,620000,23792200,2832419,0,23750,14950,639100,624150,0,0,0,5087750,21769224,15.8181818181818
2049,4,31,3,8,1,3,26072294,26072294,21877844,6291132,15586712,4194450,0,22468960,20335782,2133178,23939116,3603334,8480000,2188868,8341193,11023910,2682717,7245519,7273119,27600,11770000,9000000,206.333333333333
2050,4,31,3,6,2,1,49804095,49804095,44254095,20622525,23631570,5550000,0,23116448,20622768,2493680,47310415,26687647,26075000,5452475,23631570,26190710,2559140,0,0,0,1750400,19600000,26.375
