"임가번호","연령별","지역별","전/겸업별","업종별","가구원수별","임지규모별","임가소득","경상소득","임가순소득","임업소득","임업외소득","이전소득","비경상소득","가계지출","소비지출","비소비지출","임가처분가능소득","임가경제잉여","임업총수입","임업경영비","겸업소득","겸업수입","겸업지출","사업외소득","사업외수입","사업외지출","재산적 수입","재산적 지출","기초_자본(순재산)","기말_자본(순재산)","연초보유","연말보유","가중치"
4105,3,34,2,3,2,5,79745870,79745870,79745870,75082660,4663210,0,0,27164230,23613230,3551000,76194870,52581640,254962500,179879840,4663210,21118710,16455500,0,0,0,0,27960000,2790213800,2798267800,2087600,1500000,22.7692307692308
4106,5,34,2,8,1,1,26541700,26541700,18501700,19157200,-655500,8040000,0,27875850,22599250,5276600,21265100,-1334150,28079700,8922500,-655500,750000,1405500,0,0,0,0,1850000,345928200,342344600,1790600,560000,253.888888888889
4107,5,34,2,8,1,2,25643930,24343930,15236880,18511080,-3274200,9107050,1300000,21850585,19311585,2539000,23104930,3793345,24464000,5952920,-3274200,750000,4024200,0,0,0,0,0,796216970,786560500,1826070,1367000,253.888888888889
4108,4,34,2,3,1,1,31619436,31619436,31619436,32892322,-1272886,0,0,25619749,20301828,5317921,26301515,5999687,79259990,46367668,-1272886,58494000,59766886,0,0,0,0,6264000,468428718,617125700,1500918,883000,22.7692307692308
4109,3,34,2,3,3,2,53701775.4,44038683,37734169,8581434,29152735,6304514,9663092.4,83190244,53240775,29949469,23752306.4,-29488468.6,36145440,27564006,7941244,9101910,1160666,21211491,21211491,0,50913000,66262475,294350987,347247700,2313087,350000,67.04
4110,5,34,2,3,1,1,46444035,44127435,28802585,8168780,20633805,15324850,2316600,12211794,10661794,1550000,44894035,34232241,8870730,701950,20123805,24162705,4038900,510000,510000,0,0,5785000,458659004,456192500,2206904,1500000,106.2
4112,5,34,3,3,1,2,14940140,14940140,10186040,9961070,224970,4754100,0,31439673,25669393,5770280,9169860,-16499533,14300000,4338930,-2775060,0,2775060,3000030,3000030,0,0,0,329133497,325607500,1849497,1215000,67.04
4114,4,34,3,6,1,1,-641611.1,-7815708,-10417958,-11943858,1525900,2602250,7174096.9,43995904,38487804,5508100,-6149711.1,-44637515.1,12637452,24581310,-5957100,16737600,22694700,7483000,7483000,0,0,9906800,300219618,250980200,1920518,250000,41.6428571428571
4115,4,34,3,3,1,1,25223777,20353951,1992951,1144400,848551,18361000,4869826,29274410,22596690,6677720,18546057,-4050633,8114350,6969950,682978,9477941,8794963,165573,165573,0,0,0,303585381,292245300,1064981,850000,67.04
4116,4,34,2,3,1,2,106676883,99890883,87167483,41786256,45381227,12723400,6786000,64051765,52385943,11665822,95011061,42625118,50427196,8640940,45101227,83493968,38392741,280000,280000,0,215683009,222833495,1158054909,876639000,2000000,30000,67.04
4118,5,34,3,8,1,2,35142663,17980663,11447693,1999535,9448158,6532970,17162000,31185210,27974210,3211000,31931663,3957453,5334165,3334630,6478158,8841748,2363590,2970000,2970000,0,0,600000,208756500,201624300,2000000,420000,253.888888888889
4119,4,34,3,6,3,2,76168520,74525520,70388520,13080720,57307800,4137000,1643000,23404121,14142748,9261373,66907147,52764399,28635210,15554490,57157800,71580130,14422330,150000,150000,0,960000,23998000,557025418,554096600,2014918,323000,41.6428571428571
4120,5,34,3,3,1,1,18164797,13619559,5175369,4891644,283725,8444190,4545238,12735750,12134620,601130,17563667,5429047,9929524,5037880,-796275,962705,1758980,1080000,1080000,0,4600000,2575000,55465200,47106100,2000000,220000,106.2
4121,4,34,2,6,1,1,203275550,202885550,193267550,193786800,-519250,9618000,390000,23527350,20990990,2536360,200739190,179748200,216900000,23113200,-669250,0,669250,150000,150000,0,0,18090000,606430330,644365400,1667330,200000,41.6428571428571
4124,5,40,3,1,1,2,24892249,24892249,1683049,-331720,2014769,23209200,0,40483952,34143242,6340710,18551539,-15591703,300800,632520,2014769,7572670,5557901,0,0,0,0,0,4598677304,4591096600,2067404,2000000,103.6
4125,5,40,3,2,1,1,55005414.6,54590985,42266185,-757660,43023845,12324800,414429.6,21734668,21155798,578870,54426544.6,33270746.6,165000,922660,42819395,56565320,13745925,204450,204450,0,800000,2185000,159276835,140296600,2111935,2000000,187
4126,4,40,3,2,1,3,-64812640,-67412640,-75712640,-74733820,-978820,8300000,2600000,22523132,16664280,5858852,-70671492,-87335772,385000,75118820,-978820,0,978820,0,0,0,0,1220000,1062284370,1017779000,2118070,1500000,187
4127,4,34,2,3,1,4,-11377120,-11377120,-16977100,-15151880,-1825220,5599980,0,29807400,27099390,2708010,-14085130,-41184520,27500000,42651880,-1825220,0,1825220,0,0,0,500000,1374000,672954622,638286900,2072822,3000000,22.7692307692308
4128,4,34,3,3,1,2,66419290,61246290,42549930,31162490,11387440,18696360,5173000,28126398,22381378,5745020,60674270,38292892,36421500,5259010,11317440,29958890,18641450,70000,70000,0,3400000,0,815229820,791463800,2030620,2000000,67.04
4129,4,34,3,8,1,1,9573295,9573295,-45015,-2532980,2487965,9618310,0,13621750,12409760,1211990,8361305,-4048455,10035800,12568780,2487965,23634785,21146820,0,0,0,2417810,15540000,422507843,477076000,1577933,2000000,180.625
4131,3,40,2,3,2,3,242520144,220520144,220520144,154721444,65798700,0,22000000,103094710,81540870,21553840,220966304,139425434,247283314,92561870,55798700,61964160,6165460,10000000,10000000,0,0,8968750,1327453183,1288734400,2733183,3000000,116.777777777778
4132,3,40,2,3,1,1,5750056,5750056,5750056,121716,5628340,0,0,11993267,9561800,2431467,3318589,-6243211,28694826,28573110,5628340,12967440,7339100,0,0,0,0,50000,1004280600,982683300,2000000,2000000,116.777777777778
4134,5,34,1,3,1,1,9964176.4,4256427,-9178303,-7221610,-1956693,13434730,5707749.4,27253777,25523323,1730454,8233722.4,-17289600.6,11068000,18289610,-1956693,18084436,20041129,0,0,0,13687000,260000,330291408,294072400,2021908,2000000,67.04
4135,5,34,2,6,1,3,11513500,11513500,6962380,7461280,-498900,4551120,0,18285836,17848333,437503,11075997,-6772336,41939000,34477720,-498900,0,498900,0,0,0,0,75000,1039542700,983034200,2017300,2500000,41.6428571428571
4137,4,34,3,3,1,1,17048903,17048903,8414393,-4535187,12949580,8634510,0,16060553,14992853,1067700,15981203,988350,3645983,8181170,12949580,24878730,11929150,0,0,0,30000000,30100000,497639038,474903000,1719838,2000000,67.04
4138,3,34,2,1,4,1,107328306,107328306,107328306,89412866,17915440,0,0,106975055,99952490,7022565,100305741,353251,275178000,185765134,-84560,0,84560,18000000,18000000,0,0,0,370497000,433848600,0,3000000,34.1428571428571
4143,4,34,2,7,1,1,17373800,4373800,4373800,-2924520,7298320,0,13000000,42213705,40816265,1397440,15976360,-24839905,100000,3024520,7298320,8500000,1201680,0,0,0,0,20000000,959665450,956281000,2404250,2100000,69
4145,3,34,2,6,3,1,3097620,3097620,3097620,3741620,-644000,0,0,31473110,28739990,2733120,364500,-28375490,64338000,60596380,-644000,0,644000,0,0,0,0,58350000,315813710,338752600,2118710,3500000,41.6428571428571
4146,3,40,3,3,1,4,52726778,49309650,44437030,2505100,41931930,4872620,3417128,52922638,33222820,19699818,33026960,-195860,9286700,6781600,-63000,0,63000,41994930,41994930,0,7000000,3810000,769645770,761316500,1639070,43000,116.777777777778
4147,4,34,3,6,1,1,85271001.3,80814548,59957678,57211399,2746279,20856870,4456453.3,46490138,36751785,9738353,75532648.3,38780863.3,82744760,25533361,-533721,5863500,6397221,3280000,3280000,0,0,2000,330984583,305852000,1650783,550000,41.6428571428571
4149,5,34,3,4,1,1,76328881,69113881,47594271,17232780,30361491,21519610,7215000,41231526,37391976,3839550,72489331,35097355,32853500,15620720,30361491,42743981,12382490,0,0,0,0,210000,298646590,304024200,1816690,400000,148.941176470588
4150,5,34,2,7,1,3,29535660,7135660,487280,-3884830,4372110,6648380,22400000,33981170,33403170,578000,28957660,-4445510,13281500,17166330,2417110,5030000,2612890,1955000,1955000,0,447000,6760000,483468200,554287800,2138000,2138000,23.1428571428571
4152,3,40,3,5,2,1,25816401,25816401,25816401,2104200,23712201,0,0,40660295,32208326,8451969,17364432,-14843894,3960000,1855800,23712201,39500000,15787799,0,0,0,0,5060000,1030319610,1011009100,2542010,2670000,98.7333333333333
4155,3,40,2,5,4,4,44121730,44121730,44121730,1365440,42756290,0,0,34069724,24403370,9666354,34455376,10052006,2200000,834560,-229150,0,229150,42985440,42985440,0,0,88000,1382374288,1369293500,1329288,1500000,98.7333333333333
4156,4,40,3,5,2,1,40700084,40700084,32698664,-811560,33510224,8001420,0,35075327,26693327,8382000,32318084,5624757,2200000,3011560,29010000,30300000,1290000,4500224,4500224,0,0,0,567916250,533499000,1570750,2000000,98.7333333333333
4158,3,34,2,3,3,5,83433158,80219958,59059118,62046933,-2987815,21160840,3213200,97394156,74364746,23029410,60403748,-13960998,112142853,50095920,-2987815,36437950,39425765,0,0,0,12474000,28689960,1060253920,1027230800,2182620,1000000,22.7692307692308
4160,5,34,2,3,1,2,15615156,15615156,6747656,9151790,-2404134,8867500,0,5882452,5872452,10000,15605156,9732704,10290500,1138710,-2404134,0,2404134,0,0,0,0,0,308111520,312441800,2062620,5000000,67.04
4161,2,40,3,6,5,3,46536780,46536780,46536780,-16698320,63235100,0,0,124408043,71902893,52505150,-5968370,-77871263,10100000,26798320,-894900,0,894900,64130000,64130000,0,0,118000,2970409006,2902414400,2460706,2200000,46
4162,4,40,3,3,1,1,79493108,78071012,59632092,7917072,51715020,18438920,1422096,30821164,27195804,3625360,75867748,48671944,10663012,2745940,41595020,51103880,9508860,10120000,10120000,0,27050265,15000000,864726009,869394400,1818409,2500000,116.777777777778
4163,2,34,1,6,2,1,-7274300,-7274300,-7274300,-7108890,-165410,0,0,16169480,14391980,1777500,-9051800,-23443780,27200250,34309140,-165410,200000,365410,0,0,0,0,0,202656660,170976100,2117160,2300000,21.5454545454545
4164,5,34,2,6,1,1,8183678,6253178,-18496732,-28052477,9555745,24749910,1930500,41210468,38188038,3022430,5161248,-33026790,28867425,56919902,9555745,12364560,2808815,0,0,0,0,1050000,776170716,655733600,2307116,120000,41.6428571428571
4165,4,34,3,3,2,1,60946160,60946160,60946160,37562960,23383200,0,0,20943430,18215760,2727670,58218490,40002730,46100000,8537040,23383200,37833500,14450300,0,0,0,0,0,215625100,201502900,1280400,883000,22.7692307692308
4166,5,34,3,7,2,1,52109000,52109000,47643170,31516240,16126930,4465830,0,28643466,26072006,2571460,49537540,23465534,54193700,22677460,16126930,20593000,4466070,0,0,0,0,1270000,174858747,156360300,1756247,570000,69
4167,4,34,2,6,1,1,-15783550,-15783550,-15783550,-20094050,4310500,0,0,31532250,28171020,3361230,-19144780,-47315800,84000000,104094050,-489500,0,489500,4800000,4800000,0,0,0,395541310,330681610,1601510,1601510,21.5454545454545
4168,3,34,2,3,2,1,48104850,48104850,42352350,18816610,23535740,5752500,0,44860860,41622860,3238000,44866850,3243990,33150000,14333390,21285740,28768000,7482260,2250000,2250000,0,0,5200000,489595300,488614500,1925300,5000000,22.7692307692308
4169,4,34,3,3,1,2,5822440,5822440,1624440,4252440,-2628000,4198000,0,30631560,26888060,3743500,2078940,-24809120,9900000,5647560,-2628000,235000,2863000,0,0,0,0,2500000,1019986780,1006026200,1911580,5000000,67.04
4171,3,34,2,7,4,2,224780850,224780850,224030850,209895850,14135000,750000,0,34434860,31029840,3405020,221375830,190345990,248000000,38104150,11255000,14060000,2805000,2880000,2880000,0,20000000,24000000,581088170,723381100,2468570,300000,23.1428571428571
4173,4,34,2,6,2,2,-127170998,-127170998,-127170998,-96995288,-30175710,0,0,37534872,32971631,4563241,-131734239,-164705870,39272100,136267388,-30175710,0,30175710,0,0,0,0,0,439352660,412143300,1715260,3000000,21.5454545454545
4174,4,34,2,6,1,1,-10692504.4,-15351460,-32402840,-47000811,14597971,17051380,4658955.6,46523660,36538075,9985585,-20678089.4,-57216164.4,34964319,81965130,715315,8549125,7833810,13882656,13882656,0,5107096,2321000,386741134,294835900,2427838,2300000,21.5454545454545
4175,1,34,3,6,1,1,409830,409830,409830,-959170,1369000,0,0,9146010,8928550,217460,192370,-8736180,19895690,20854860,-131000,0,131000,1500000,1500000,0,0,0,53677457,7347900,2126657,170000,41.6428571428571
4176,2,40,3,7,3,1,29699970,16309970,15912230,5215750,10696480,397740,13390000,19591938,19301938,290000,29409970,10108032,27900000,22684250,5806480,6424000,617520,4890000,4890000,0,0,0,261247100,263352400,1673800,1700000,183.5
4179,3,34,2,3,3,2,131547566.4,131206566,130306566,124673829,5632737,900000,341000.4,45766102,39335122,6430980,125116586.4,85781464.4,131962453,7288624,2372737,4063355,1690618,3260000,3260000,0,0,19450000,430261997,523464400,1607197,1000000,22.7692307692308
4180,3,34,3,6,1,3,58941538,58827294,55666794,-18423217,74090011,3160500,114244,58963188,49616368,9346820,49594718,-21650,29374196,47797413,73590011,118240000,44649989,500000,500000,0,22713876,50885000,132695009,86166400,1674333,0,64.1666666666667
4181,4,34,2,7,1,2,28430850,28430850,21765850,19384500,2381350,6665000,0,20234420,19158420,1076000,27354850,8196430,20000000,615500,-2688650,3567500,6256150,5070000,5070000,0,0,0,230381100,250975800,1720700,1720700,69
4183,1,34,3,6,1,1,49019690,48379690,41348190,-1712700,43060890,7031500,640000,46341300,37610300,8731000,40288690,2678390,20581200,22293900,25910890,32564890,6654000,17150000,17150000,0,0,2890000,644616300,585845700,1766000,560000,64.1666666666667
4184,4,34,2,6,1,3,47511147,45495973,19362923,18141673,1221250,26133050,2015174,40496369,38179779,2316590,45194557,7014778,51753323,33611650,1221250,6456470,5235220,0,0,0,72030756,216880000,733434074,880580400,1571418,785000,64.1666666666667
4185,3,34,2,6,1,1,65963290,65963290,64063290,37087290,26976000,1900000,0,28779250,24222150,4557100,61406190,37184040,92014000,54926710,26976000,28106000,1130000,0,0,0,0,420000,315749200,278968900,2093200,300000,64.1666666666667
4186,2,34,2,6,5,1,-19590325,-19590325,-30390325,-63290325,32900000,10800000,0,80788380,70008380,10780000,-30370325,-100378705,87770525,151060850,32900000,32900000,0,0,0,0,0,0,674116800,539933700,1643300,160000,64.1666666666667
4187,1,34,1,6,2,1,-82660700,-83960700,-117500400,-117500400,0,33539700,1300000,37786150,30285230,7500920,-90161620,-120446850,44028400,161528800,0,0,0,0,0,0,0,0,502170150,488416700,1683550,560000,64.1666666666667
4188,5,34,2,5,1,1,38638059.3333333,32517533,-121623.666666666,-9749284.66666667,9627661,32639156.6666667,6120526.33333333,46626138,34960553.3333333,11665584.6666667,26972474.6666667,-7988078.66666666,5676301,15425585.6666667,1327341,2177406,850065,8300320,8300320,0,31862166,274000,457903566,429416600,0,350000,68.875
4189,4,34,1,6,1,1,-95006572.8333334,-95212406.1666667,-99744972.8333334,-97766076,-1978896.83333333,4532566.66666667,205833.333333333,29650465.8333333,25182697.5,4467768.33333333,-99474341.1666667,-124657038.666667,97211310,194977386,-2260563.5,62250,2322813.5,281666.666666667,281666.666666667,0,708320,100000,575952020,485992300,0,2000000,21.5454545454545
4190,4,34,3,6,1,1,82552785.75,81833673.25,70445053.25,63844129.5,6600923.75,11388620,719112.5,39244579.375,21508260.625,17736318.75,64816467,43308206.375,125220171,61376041.5,5107173.75,7183756,2076582.25,1493750,1493750,0,2316250,7123750,1184759650,1215299400,0,5000000,64.1666666666667
4191,4,34,3,6,3,1,96855199.75,78902737.25,60948777.25,72292063.5,-11343286.25,17953960,17952462.5,45645524.375,39052075.625,6593448.75,90261751,51209675.375,172397475,100105411.5,-13337036.25,13423756,26760792.25,1993750,1993750,0,22672250,49905750,715222650,1046463100,0,51000,64.1666666666667
5001,4,35,3,7,1,1,89327550,89327550,81263500,-88000,81351500,8064050,0,55261685,48442080,6819605,82507945,34065865,0,88000,81351500,83319500,1968000,0,0,0,0,500000,232068400,198364200,1660700,1660700,116.916666666667
5002,4,35,3,7,1,1,70711212.8,39223992,20382703,9111040,11271663,18841289,31487220.8,41151191,33446151,7705040,63006172.8,29560021.8,17443000,8331960,10647963,23545509,12897546,623700,623700,0,7347163,23940000,214491704,207546941,1070041,1070041,116.916666666667
5003,4,35,2,5,1,1,65715342.2,54539500,40206620,8992405,31214215,14332880,11175842.2,45278911,36071585,9207326,56508016.2,20436431.2,11076450,2084045,31214215,51257605,20043390,0,0,0,17514661,13878226,550185738,526460577,1791977,1791977,122.354838709677
5005,5,35,3,5,1,1,30954228.5,23029890,10777960,-480750,11258710,12251930,7924338.5,21722276,21101736,620540,30333688.5,9231952.5,1029600,1510350,10984579,17034551,6049972,274131,274131,0,2069210,116000,148249277,141641767,2271967,2271967,122.354838709677
5007,5,35,3,2,1,2,6326700,6326700,3206700,466220,2740480,3120000,0,18165750,16047990,2117760,4208940,-11839050,3274000,2807780,2740480,8993870,6253390,0,0,0,5700000,3320000,137219442,124876700,1150842,1000000,21.6666666666667
5010,3,35,2,1,3,5,280849356.2,274963902,256138742,230680598,25458144,18825160,5885454.2,121108030,89216257,31891773,248957583.2,159741326.2,742657530,511976932,-2291856,5778820,8070676,27750000,27750000,0,153611754,649941300,551390669,513419700,2002715,3000000,8.21739130434783
5011,5,35,2,8,1,2,20204119,18867719,3942719,896130,3046589,14925000,1336400,18891160,15901160,2990000,17214119,1312959,3790000,2893870,1615589,6319690,4704101,1431000,1431000,0,2648000,510000,291610100,282031200,1853000,3000000,608
5013,2,35,1,7,1,1,35152894,35152894,26175190,34055510,-7880320,8977704,0,16525783,14991513,1534270,33618624,18627111,40300000,6244490,-7880320,5048720,12929040,0,0,0,0,0,12879350,51922950,1621050,1621050,116.916666666667
5014,4,35,3,1,1,4,59056653,54399930,38195270,2931420,35263850,16204660,4656723,42517138,38682778,3834360,55222293,16539515,3709900,778480,33363850,43132170,9768320,1900000,1900000,0,15200000,0,383341220,351904200,1687420,2000000,63.2
5015,3,35,3,2,1,1,46062300,46062300,46062300,6020470,40041830,0,0,22127550,20397550,1730000,44332300,23934750,7085300,1064830,40041830,45776250,5734420,0,0,0,1400000,33250000,-6372804,15521000,2383296,5000000,129.307692307692
5016,4,35,3,7,3,1,80167446,77018430,65654750,35590830,30063920,11363680,3149016,43533539,40693977,2839562,77327884,36633907,62647240,27056410,30063920,39558000,9494080,0,0,0,0,40000,828711822,865708922,2058222,2058222,39
5017,2,35,2,7,3,1,253635900,253635900,253635900,249413400,4222500,0,0,52222200,48302200,3920000,249715900,201413700,290000000,40586600,4222500,5302500,1080000,0,0,0,0,0,741810150,980933550,2106750,2106750,39
5018,3,35,1,7,1,1,182125200,182125200,182125200,182150200,-25000,0,0,23075000,18954640,4120360,178004840,159050200,217800000,35649800,-25000,0,25000,0,0,0,0,0,513806500,715531700,1560000,1560000,39
5019,3,35,3,7,3,1,57727192,57727192,57727192,29058400,28668792,0,0,52871561,49613181,3258380,54468812,4855631,100000000,70941600,28668792,33000000,4331208,0,0,0,0,8330000,525775423,541086623,1844523,1844523,116.916666666667
5021,5,35,3,5,1,1,19208682,19208682,-3217318,207340,-3424658,22426000,0,13781550,11291550,2490000,16718682,5427132,825000,617660,-3424658,0,3424658,0,0,0,11870000,2450000,240469510,228426210,1979710,1979710,122.354838709677
5028,5,35,3,7,1,1,8746100,8356100,2115100,2215100,-100000,6241000,390000,8732100,8532100,200000,8546100,14000,4800000,2584900,-100000,0,100000,0,0,0,0,1200000,85415360,85040360,1799960,1799960,35.9722222222222
5029,5,35,2,6,1,2,-125705,-1035705,-21612085,-24422140,2810055,20576380,910000,29025302,25960342,3064960,-3190665,-29151007,14368921,38791061,-559945,1692160,2252105,3370000,3370000,0,22155000,2693600,382844710,311406300,1631410,2000000,15.1428571428571
5030,4,35,2,6,1,2,5673822,5673822,-1234178,-7021008,5786830,6908000,0,21938384,13956574,7981810,-2307988,-16264562,9932362,16953370,1106830,3656540,2549710,4680000,4680000,0,18000000,2400000,184426939,153396900,1854939,2000000,15.1428571428571
5031,4,35,2,6,1,1,3570980,2400980,1800980,-3963960,5764940,600000,1170000,16239980,14668330,1571650,1999330,-12669000,1747500,5711460,4804940,6640940,1836000,960000,960000,0,2000000,1200000,305554150,290011100,1457050,3000000,15.1428571428571
5032,5,35,1,6,1,1,-2216900,-2216900,-6140900,-6123900,-17000,3924000,0,13347608,12589608,758000,-2974900,-15564508,160815900,166939800,-17000,0,17000,0,0,0,101200000,22752800,139387620,29479800,1655120,3000000,15.1428571428571
5033,4,35,3,5,2,2,24359008,22942718,5782808,3436608,2346200,17159910,1416290,46899532,33158832,13740700,10618308,-22540524,4422220,985612,2346200,32163290,29817090,0,0,0,17968220,6777440,474446160,445284700,1631960,2000000,149.307692307692
5034,5,35,3,1,1,2,74663343.5,52751866,28848916,-15742850,44591766,23902950,21911477.5,61476799,51453789,10023010,64640333.5,13186544.5,0,15742850,43702090,169670900,125968810,889676,889676,0,138700000,6020000,650360750,477457100,1570450,1000000,63.2
5035,5,35,3,5,1,2,17790702,17411440,4733040,6330,4726710,12678400,379262,12858090,8253970,4604120,13186582,4932612,109340,103010,1177710,2075490,897780,3549000,3549000,0,4692000,0,612614128,584549500,2027828,3000000,149.307692307692
5036,4,35,2,5,1,1,43248183,38758183,10421943,-1951210,12373153,28336240,4490000,34465474,25806504,8658970,34589213,8782709,10970200,12921410,12222685,37372605,25149920,150468,150468,0,0,0,237868677,206550700,1600277,1200000,122.354838709677
5037,4,35,3,8,1,1,25868974,24958974,17923674,-2881236,20804910,7035300,910000,24230096,20731792,3498304,22370670,1638878,739200,3620436,16553126,31787932,15234806,4251784,4251784,0,500000,0,195768844,165068000,2072444,1200000,608
5039,5,35,3,8,2,1,41478073.4,39613252,23551672,539862,23011810,16061580,1864821.4,11631555,11366440,265115,41212958.4,29846518.4,1058382,518520,19846220,29429980,9583760,3165590,3165590,0,0,2400000,362110148,358643900,1864848,2500000,124.117647058824
5040,3,35,3,1,3,1,46702805,41242805,41242805,-853970,42096775,0,5460000,29689215,26158965,3530250,43172555,17013590,0,853970,26996775,29461395,2464620,15100000,15100000,0,1200000,4200000,74852297,76587900,1892397,2000000,8.21739130434783
5042,5,35,3,3,1,1,81551232,76344232,57165432,34663140,22502292,19178800,5207000,21017398,20586025,431373,81119859,60533834,36691850,2028710,22118466,26520986,4402520,383826,383826,0,1000000,8450000,459320780,458751400,1529280,1000000,53.2857142857143
5043,4,35,2,3,1,1,64420284.8,58616623,34136813,17655810,16481003,24479810,5803661.8,28302656,26671656,1631000,62789284.8,36117628.8,26913570,9257760,15902395,25445705,9543310,578608,578608,0,12550000,6380000,178813266,163577100,2319666,1500000,53.2857142857143
5045,4,35,2,3,1,2,47726051,35321051,29582901,23528539,6054362,5738150,12405000,49559355,43925015,5634340,42091711,-1833304,35307919,11779380,6054362,16941244,10886882,0,0,0,0,2482000,142173075,149957700,1674175,7500000,53.2857142857143
5046,5,35,2,8,1,1,17282180,17282180,8213920,2515195,5698725,9068260,0,14088753,13627753,461000,16821180,3193427,3674000,1158805,498725,875135,376410,5200000,5200000,0,0,0,162237131,158000000,1898631,3500000,124.117647058824
5047,3,35,3,8,1,1,12724140,11424140,7734140,-1414800,9148940,3690000,1300000,14531536,12678060,1853476,10870664,-1807396,50000,1464800,8148940,21702840,13553900,1000000,1000000,0,7000000,0,337144649,337261300,1750649,500000,124.117647058824
5048,4,35,3,8,1,1,31052235,29503415,17587245,-1932980,19520225,11916170,1548820,12420030,11194860,1225170,29827065,18632205,2890000,4822980,6880225,42093065,35212840,12640000,12640000,0,0,12150000,84657576,72209800,2085976,2500000,124.117647058824
5049,5,35,3,5,1,1,86514967,65388827,28125767,29801792,-1676025,37263060,21126140,53050025,30208455,22841570,63673397,33464942,32013592,2211800,-6176025,1649185,7825210,4500000,4500000,0,2585700,44115000,564072561,582502300,1597661,2000000,122.354838709677
5051,5,35,2,5,1,1,61989163,57276163,38796083,12898355,25897728,18480080,4713000,40045944,35241844,4804100,57185063,21943219,22155250,9256895,15827728,22022448,6194720,10070000,10070000,0,18190000,63945000,768736080,772555100,1643880,3000000,122.354838709677
5052,5,35,3,8,1,1,30679164.5,28498226,7748466,-3382952,11131418,20749760,2180938.5,29389500,27201122,2188378,28490786.5,1289664.5,2336843,5719795,8434318,15915651,7481333,2697100,2697100,0,11700000,1450000,357427713,289538800,1678713,2500000,124.117647058824
5053,4,35,3,5,1,2,101202446,99382446,95507446,87755475,7751971,3875000,1820000,48399864,42201394,6198470,95003976,52802582,110739000,22983525,7001971,35021975,28020004,750000,750000,0,10600000,300000,689553548,760506000,2455148,2500000,122.354838709677
5054,5,35,3,5,1,1,29647056,25994901,9668701,2222444,7446257,16326200,3652155,23022879,21591719,1431160,28215896,6624177,5975750,3753306,7067716,19914380,12846664,378541,378541,0,12200000,3960000,476591200,471812800,2066900,2500000,122.354838709677
5055,5,35,3,8,1,1,32930531.6,31946000,20830620,-453495,21284115,11115380,984531.6,14274642,14223222,51420,32879111.6,18655889.6,1085450,1538945,21284115,75782485,54498370,0,0,0,1000000,35342000,191475731,233324500,1922931,2500000,124.117647058824
5056,4,35,2,8,1,1,41780409.3,39790354,22327414,4117940,18209474,17462940,1990055.3,21983448,17657468,4325980,37454429.3,19796961.3,7477050,3359110,2609474,8985900,6376426,15600000,15600000,0,0,56000,345102546,324481400,1621346,1500000,124.117647058824
5057,4,35,3,8,2,1,71008958,67514958,8877378,-8717520,17594898,58637580,3494000,100063882,46169598,53894284,17114674,-29054924,26451480,35169000,16580006,23126756,6546750,1014892,1014892,0,1150000,7980000,1099094898,1053361500,2446698,8000000,124.117647058824
5059,4,35,3,2,1,1,24222260,24222260,18942260,121500,18820760,5280000,0,22942360,20824360,2118000,22104260,1279900,2980500,2859000,18820760,20779760,1959000,0,0,0,4200000,0,581406780,536572200,2167080,3000000,129.307692307692
5060,5,35,2,6,1,1,44273524.4,40983097,14303177,-5328800,19631977,26679920,3290427.4,30726870,19741810,10985060,33288464.4,13546654.4,6556100,11884900,16207233,29917163,13709930,3424744,3424744,0,60764472,37481940,243178728,190173000,1864496,5000000,24.1666666666667
5061,5,35,3,1,1,1,76417790,76075890,61884090,1880670,60003420,14191800,341900,18847465,18747465,100000,76317790,57570325,2390000,509330,60003420,71299330,11295910,0,0,0,13650000,1200000,155687728,137538400,2589328,3000000,63.2
5062,5,35,3,8,1,1,-39543379,-39543379,-52780989,5061005,-57841994,13237610,0,39862931,37681321,2181610,-41724989,-79406310,7229000,2167995,-59151994,1531150,60683144,1310000,1310000,0,142627750,68080000,1037540565,1032878500,1505915,5000000,124.117647058824
5063,5,35,3,1,1,1,110194180,109804180,97388180,8229590,89158590,12416000,390000,21713650,18930650,2783000,107411180,88480530,9155000,925410,88348590,101306790,12958200,810000,810000,0,3700000,74970000,183624360,227608900,2417160,5000000,63.2
5064,4,35,2,7,1,2,92299306,92299306,92299306,114429080,-22129774,0,0,51644432,39871252,11773180,80526126,40654874,130058000,15628920,-22129774,66284700,88414474,0,0,0,157879000,114079000,1126101210,1304782800,1457510,5000000,39
5065,4,35,2,7,1,2,54921624,51931624,36945424,27619610,9325814,14986200,2990000,32442310,29183180,3259130,51662494,22479314,40330000,12710390,255814,5741414,5485600,9070000,9070000,0,18300000,16545000,1483427700,1471331800,2430300,5000000,39
5066,4,35,3,8,1,1,35400848,34541990,19263840,4940640,14323200,15278150,858858,30176500,26157780,4018720,31382128,5224348,30196700,25256060,11957100,21867670,9910570,2366100,2366100,0,19100000,35400000,392699344,377746000,1621944,2000000,124.117647058824
5067,4,35,3,8,1,2,31748631,31748631,20489111,6048240,14440871,11259520,0,25217458,24556498,660960,31087671,6531173,10317760,4269520,14440871,15959221,1518350,0,0,0,30000000,28103000,273114102,232718500,1802502,2000000,124.117647058824
