"fno_임가_번호","age_연령별","ara1_지역별","de2_전/겸업별","jong_업종별","de2_1_가구원수별","ffsize_임지규모별","FOI_임가소득","OI_경상소득","FONP_임가순소득","FMI_임업소득","EFMI_임업외소득","TI_이전소득","NOI_비경상소득","HE_가계지출","CE_소비지출","NLE_비소비지출","FODI_임가처분가능소득","FOES_임가경제잉여","FMGR_임업총수입","FMOC_임업경영비","SJI_겸업소득","SJR_겸업수입","SJE_겸업지출","NBI_사업외소득","NBR_사업외수입","NBE_사업외지출","PR_재산적수입","PE_재산적지출","capt_b_기초_자본(순재산)","capt_e_기말_자본(순재산)","a00011_연초보유","a00012_연말보유","wt21_가중치"
4023,5,34,2,7,2,2,8918166,8918166,4598166,1485728,3112438,4320000,0,53540906,50854796,2686110,6232056,-44622740,14062500,12576772,3112438,10340140,7227702,0,0,0,10000000,6500000,747898300,687392900,1715500,2199000,105.090909090909
4024,5,34,3,7,1,1,27719419,26029419,10077149,4578850,5498299,15952270,1690000,14119950,14119950,0,27719419,13599469,6000000,1421150,1148899,28755550,27606651,4349400,4349400,0,0,38250000,177703000,178319342,1285500,2199042,105.090909090909
4025,4,34,1,7,1,1,335716840,335241040,328269540,314173760,14095780,6971500,475800,59303821,50349811,8954010,326762830,276413019,369499330,55325570,2123515,6334545,4211030,11972265,11972265,0,0,73993000,574887100,619548025,1547000,1706425,25.2727272727273
4026,5,34,3,7,1,1,35583318,35583318,33300948,-779260,34080208,2282370,0,41426300,35136380,6289920,29293398,-5842982,0,779260,2223688,16765450,14541762,31856520,33770000,1913480,0,3020000,941462200,898585150,1573800,2092650,105.090909090909
4027,4,34,3,6,1,1,78726317.2,69858493,49244933,19931072,29313861,20613560,8867824.2,42402533,39405183,2997350,75728967.2,36323784.2,24601551,4670479,1123485,3914851,2791366,28190376,28190376,0,15726926,39870000,408803726,419030821,1493400,1772521,50
4028,5,34,2,6,1,1,16316609,15991609,12281609,12305609,-24000,3710000,325000,10245294,8809294,1436000,14880609,6071315,48604139,36298530,-24000,0,24000,0,0,0,0,4000000,232412900,248291914,1401600,2183814,50
4029,4,34,3,3,2,1,26691934,26691934,23991934,2130203,21861731,2700000,0,24107684,21207234,2900450,23791484,2584250,8000000,5869797,21861731,36900000,15038269,0,0,0,7000000,230400,649657000,617325392,1122300,1634092,63.2083333333333
4030,4,34,2,3,1,1,135793710.2,64392343,59258453,36667562,22590891,5133890,71401367.2,51278399,48490849,2787550,133006160.2,84515311.2,60203280,23535718,20992488,24741390,3748902,1598403,1598403,0,300000,33400000,700200000,704705108,1210600,2448708,63.2083333333333
4031,4,34,3,1,1,3,21833474,21833474,9663824,39050970,-29387146,12169650,0,29560565,17448104,12112461,9721013,-7727091,50000000,10949030,-29387146,24892881,54280027,0,0,0,115922961,89915819,862204900,870972642,1569500,1722942,68.8
4032,3,34,2,1,3,2,231929576.4,211138757,189249907,17877241,171372666,21888850,20790819.4,95306467,79055706,16250761,215678815.4,136623109.4,41940000,24062759,166683364,258208216,91524852,4689302,4689302,0,80074016,206690310,1274380100,1345634926,1299500,1598126,51.1428571428571
4045,5,34,2,1,1,2,24410075,20246575,8868475,1324220,7544255,11378100,4163500,25098940,20049950,5048990,19361085,-688865,4353200,3028980,5413775,8424450,3010675,2130480,2130480,0,0,15350000,547065700,554368282,1499200,2144182,51.1428571428571
4046,4,34,3,1,2,1,48590800,48590800,48390800,15904800,32486000,200000,0,64471972,48864352,15607620,32983180,-15881172,22481000,6576200,5097940,6560000,1462060,27388060,27638060,250000,0,12105000,352551500,342992300,1464100,1825900,51.1428571428571
4048,4,34,2,3,1,4,103067794,101554594,86036506,72840066,13196440,15518088,1513200,24196719,20959500,3237219,99830575,78871075,104932450,32092384,7746440,8864325,1117885,5450000,5450000,0,4000000,168550,964141150,933754328,1738200,1629428,63.2083333333333
4049,5,34,2,1,1,3,-7362150,-7362150,-12062150,-22043480,9981330,4700000,0,36872684,36872684,0,-7362150,-44234834,27000000,49043480,9981330,15000000,5018670,0,0,0,6000000,27000000,1104999300,1097484120,1220500,1703920,68.8
4050,5,34,3,5,1,2,19158300,8420300,-1999700,-1289900,-709800,10420000,10738000,11188130,10916590,271540,18886760,7970170,850000,2139900,-709800,0,709800,0,0,0,0,9000000,270276200,269634601,1501700,1983301,107.166666666667
4051,4,34,3,3,1,1,14517637,11418549,-325021,872019,-1197040,11743570,3099088,53090700,49119130,3971570,10546067,-38573063,3675880,2803861,-4635960,36319000,40954960,3438920,3438920,0,16580000,11351290,547013600,566776670,1631300,1522970,63.2083333333333
4052,4,34,3,3,2,1,15462460,14232220,4916940,7230210,-2313270,9315280,1230240,22563390,20293440,2269950,13192510,-7100930,8800000,1569790,-2313270,708500,3021770,0,0,0,3000000,0,359831700,350488250,1144600,1471350,63.2083333333333
4053,4,34,3,3,1,1,61641979,61641979,53995519,6486660,47508859,7646460,0,29867076,27286036,2581040,59060939,31774903,13443000,6956340,40876803,64759690,23882887,6632056,6632056,0,7000000,11490000,498194200,490269706,1142100,1733606,63.2083333333333
4055,4,34,2,6,1,1,10038261,10038261,10038261,-4719300,14757561,0,0,19286528,17342738,1943790,8094471,-9248267,58127910,62847210,-182250,788550,970800,14939811,14939811,0,0,23900000,648640200,637066289,1720800,2198989,41.4761904761905
4056,4,34,2,6,1,1,-14738302,-14738302,-14738302,-14105562,-632740,0,0,31882188,27941378,3940810,-18679112,-46620490,17296000,31401562,-632740,1591000,2223740,0,0,0,3000000,7580000,473593300,437837450,1900000,1654250,41.4761904761905
4057,4,34,3,3,1,1,43696968,43561768,34143898,4254495,29889403,9417870,135200,51509918,49039748,2470170,41226798,-7812950,6792675,2538180,29625030,48624585,18999555,264373,264373,0,0,10746400,489543500,476095879,1639600,1569979,63.2083333333333
4059,4,34,3,3,2,2,32460986,19126366,10427196,5827348,4599848,8699170,13334620,26670893,20860063,5810830,26650156,5790093,18648400,12821052,-502085,5510514,6012599,5101933,5101933,0,936130,37013000,776836230,773708636,1705000,1606636,63.2083333333333
4060,4,34,1,3,1,1,30269896,30269896,26029896,26745630,-715734,4240000,0,43021889,40647589,2374300,27895596,-12751993,49308750,22563120,-2515734,1235240,3750974,1800000,1800000,0,9000000,4700000,426070100,399375457,1805200,2162857,63.2083333333333
4061,5,34,3,1,1,3,-15861404,-15861404,-24041404,-24092064,50660,8180000,0,36746902,32235902,4511000,-20372404,-52608306,2800000,26892064,50660,8631500,8580840,0,0,0,6500000,915000,327133700,293185410,1097000,1711410,68.8
4063,4,34,3,1,1,2,61194485,53957605,51957605,14002740,37954865,2000000,7236880,38048383,30362713,7685670,53508815,23146102,30536700,16533960,1581445,3568645,1987200,36373420,36373420,0,2000000,1790566,581255500,550159800,1210300,1547000,51.1428571428571
4064,3,34,1,1,2,4,618620550,618128630,618128630,618128630,0,0,491920,234098816,181873256,52225560,566394990,384521734,1323286000,705157370,0,0,0,0,0,0,109530360,308750000,371995200,583701511,1271000,2496511,10.9
4065,4,34,2,3,1,1,28174757,26484757,15082181,12588131,2494050,11402576,1690000,26150133,21036763,5113370,23061387,2024624,19745140,7157009,2494050,4519800,2025750,0,0,0,0,7528000,645849200,642498874,1659200,2246374,63.2083333333333
4066,5,34,3,1,1,2,15528776,14878776,6692376,9941787,-3249411,8186400,650000,24087120,23871120,216000,15312776,-8558344,21000000,11058213,-3249411,0,3249411,0,0,0,6671204,593000,428472604,401292910,1446900,2216610,51.1428571428571
4067,4,34,2,1,1,1,57908685,57063685,56613685,48351956,8261729,450000,845000,41072590,35022014,6050576,51858109,16836095,71805000,23453044,8261729,8705000,443271,0,0,0,8400000,0,389250000,394207082,1418700,2529482,15.3076923076923
4068,4,34,2,6,2,3,55739357,52879357,39475227,-4693490,44168717,13404130,2860000,46823080,38809930,8013150,47726207,8916277,19423800,24117290,43943717,44575200,631483,225000,225000,0,22704270,5472000,830534870,716425770,1900000,2308270,41.4761904761905
4069,4,34,2,5,1,1,24890672,24890672,20707672,14018958,6688714,4183000,0,30620180,26636090,3984090,20906582,-5729508,45470000,31451042,6603014,19890000,13286986,85700,85700,0,23500000,93860000,1043216000,1047287130,1439300,1307830,102.9
4070,4,34,2,3,1,2,48496100,48496100,44946100,62153855,-17207755,3550000,0,11457350,8839690,2617660,45878440,37038750,83050000,20896145,-17207755,1707500,18915255,0,0,0,11000000,6045000,404410300,383303492,1752700,1722992,63.2083333333333
4071,4,34,2,6,1,1,93443700,93443700,87439780,83306305,4133475,6003920,0,36654823,35094223,1560600,91883100,56788877,180845000,97538695,4133475,13500000,9366525,0,0,0,9000000,800000,963625100,731907343,1556900,1246743,41.4761904761905
4072,3,34,2,3,1,1,10509192,10119192,10119192,12397030,-2277838,0,390000,28416145,27286945,1129200,9379992,-17906953,35000000,22602970,-2277838,198000,2475838,0,0,0,4000000,2600000,208491400,198225234,1604300,2226334,63.2083333333333
4073,4,34,2,3,1,1,23022400,22242400,13327400,20342200,-7014800,8915000,780000,16809060,15612960,1196100,21826300,6213340,22556100,2213900,-7014800,0,7014800,0,0,0,6950000,5000000,351560100,334777150,1582100,1586050,63.2083333333333
4074,3,34,2,6,1,1,6895,6895,6895,55895,-49000,0,0,60047120,36571990,23475130,-23468235,-60040225,74215995,74160100,-49000,0,49000,0,0,0,13200000,210880000,164778600,323972526,1789700,2332026,17.6451612903226
4075,3,34,2,6,1,1,-14349704,-14349704,-14349704,-12599504,-1750200,0,0,59207180,50717440,8489740,-22839444,-73556884,161903026,174502530,-1750200,100000,1850200,0,0,0,8000000,89923000,623684500,741684450,1997500,2060650,17.6451612903226
4076,4,34,2,3,1,2,106489038.3,105390630,81441060,86343228,-4902168,23949570,1098408.3,19006572,15550892,3455680,103033358.3,87482466.3,108787800,22444572,-4902168,14898750,19800918,0,0,0,47930000,70750000,644681000,702238345,1900000,2311045,63.2083333333333
4077,5,34,2,3,1,2,18322690,10457690,2385290,2150850,234440,8072400,7865000,22956197,15160977,7795220,10527470,-4633507,4286300,2135450,-825560,1654250,2479810,1060000,1060000,0,3447587,1100000,189686587,186230500,1424400,2000000,63.2083333333333
4078,5,34,2,3,1,2,38502540,38502540,32502340,35808970,-3306630,6000200,0,5323002,5323002,0,38502540,33179538,40000000,4191030,-3306630,0,3306630,0,0,0,15000000,12000000,246151800,241548160,1306100,2099160,63.2083333333333
4079,4,34,2,3,1,4,79754005,78026005,68578005,32246770,36331235,9448000,1728000,31580510,21922410,9658100,70095905,48173495,47940000,15693230,35196235,54786600,19590365,1135000,1135000,0,20420000,211040000,880537500,1027785070,1690600,1512470,63.2083333333333
4080,5,34,2,3,1,1,25720720,25720720,17229180,16058600,1170580,8491540,0,13010310,12622710,387600,25333120,12710410,19170100,3111500,1000580,4448580,3448000,170000,170000,0,400000,7100000,153100900,156313825,1590700,2240325,63.2083333333333
4081,5,34,2,3,1,2,24718160.6,24382919,11104969,5376514,5728455,13277950,335241.6,12646902,11081512,1565390,23152770.6,12071258.6,10611024,5234510,4335363,11442119,7106756,1393092,1393092,0,0,14640000,268741400,254988661,1932900,1496161,63.2083333333333
4082,5,34,2,3,1,1,16589288,16199288,4026888,312948,3713940,12172400,390000,14179583,13667973,511610,16077678,2409705,2000000,1687052,3713940,4889000,1175060,0,0,0,3700000,26200000,195094000,205586752,1504300,1586852,63.2083333333333
4083,4,34,2,6,1,1,4869270,4869270,913270,640,912630,3956000,0,25075690,24085110,990580,3878690,-20206420,16755000,16754360,-1587370,0,1587370,2500000,2500000,0,10000000,2320000,198022100,143564680,1376800,2543480,41.4761904761905
4084,5,34,3,3,1,1,32896809,32896809,23311509,-1078200,24389709,9585300,0,18431280,18305280,126000,32770809,14465529,1000000,2078200,6429709,14300000,7870291,17960000,17960000,0,5152900,119000,395220300,378689390,1488200,2009790,63.2083333333333
4085,4,34,3,3,1,1,48585330.8730159,25022315,9083115,3678730,5404385,15939200,23563015.8730159,37324972,32657812,4667160,43918170.8730159,11260358.8730159,15388010,11709280,-967615,4976950,5944565,6372000,6372000,0,0,5012660,356596940,352329201,1757200,1649701,63.2083333333333
4089,5,34,2,6,1,1,27167790,26300790,14132190,12898700,1233490,12168600,867000,21668793,20032333,1636460,25531330,5498997,16848000,3949300,1233490,3202500,1969010,0,0,0,0,1375000,334950200,320949464,2095200,2426664,41.4761904761905
4090,3,34,3,3,3,1,42705176.2,27196154,24286154,3024860,21261294,2910000,15509022.2,40569627,34651243,5918384,36786792.2,2135549.2,7769400,4744540,20747984,33198284,12450300,513310,513310,0,16851770,13225160,362360670,337766230,1510800,2415030,63.2083333333333
4091,4,34,3,8,1,1,84173916.5,79661233,60159373,-13086452,73245825,19501860,4512683.5,49235676,38516606,10719070,73454846.5,34938240.5,10960619,24047071,60669055,96032080,35363025,12576770,12576770,0,28000000,34300000,708217800,727392345,1838200,2304345,228.5
4092,4,34,2,7,1,1,21015645,18303925,6627115,2652810,3974305,11676810,2711720,10291926,9566894,725032,20290613,10723719,11681250,9028440,3843960,3979000,135040,130345,130345,0,2000000,11000000,181066000,181864931,1706300,1650431,25.2727272727273
4093,5,34,1,3,1,1,59706647,57499047,39674637,8752750,30921887,17824410,2207600,25612530,22759540,2852990,56853657,34094117,10947500,2194750,19142887,26167950,7025063,11779000,11779000,0,0,14000000,415869900,405423550,1381200,1902350,63.2083333333333
4094,4,34,2,3,1,3,6200125,4705125,-6673155,-6294350,-378805,11378280,1495000,23014720,15249170,7765550,-1565425,-16814595,6336600,12630950,-578805,1223740,1802545,200000,200000,0,3892065,19050000,553702265,549991887,1323300,1632487,63.2083333333333
4095,5,34,2,3,1,2,10716806,9936806,5991736,2831571,3160165,3945070,780000,11541068,10563568,977500,9739306,-824262,5744791,2913220,1565145,3854950,2289805,1595020,1595020,0,3050000,3000000,394119900,385597990,1586100,2274090,63.2083333333333
4096,5,34,2,3,1,1,29008005,29008005,2768005,2740000,28005,26240000,0,27500180,25487380,2012800,26995205,1507825,4000000,1260000,28005,603300,575295,0,0,0,2000000,620000,285397600,274091200,1402400,1515700,63.2083333333333
4098,4,34,2,3,1,3,51085100,35460100,25260100,13095350,12164750,10200000,15625000,14446280,13517280,929000,50156100,36638820,20200000,7104650,12164750,17275000,5110250,0,0,0,13900000,56500000,222432500,246402560,1587900,2469960,63.2083333333333
4099,4,34,2,3,1,1,1415759,1155759,1155759,50096620,-48940861,0,260000,26862061,26220825,641236,774523,-25446302,87120000,37023380,-48940861,0,48940861,0,0,0,22000000,3762361,937985300,894593227,1900000,1211027,63.2083333333333
4100,4,34,2,8,2,1,-10480235,-11000235,-17297885,256430,-17554315,6297650,520000,25819762,21915992,3903770,-14384005,-36299997,11649690,11393260,-17554315,12756000,30310315,0,0,0,23077850,20530000,582779650,488407300,1782200,2000000,197.625
4101,4,34,2,6,5,1,101117632,36117632,15488502,-5536471,21024973,20629130,65000000,37023082,36201582,821500,100296132,64094550,157119239,162655710,20984973,22056293,1071320,40000,40000,0,0,75000000,1151661800,1069420012,1505800,2103212,41.4761904761905
4102,2,34,2,3,4,1,77065877,73789877,63589317,2380700,61208617,10200560,3276000,41621908,39682048,1939860,75126017,35443969,9676050,7295350,58308311,88768941,30460630,2900306,2900306,0,15824590,1400000,137583000,84889150,1510000,2018750,63.2083333333333
4103,4,34,3,8,2,3,94704838,90989838,64589838,18246900,46342938,26400000,3715000,38686492,36256452,2430040,92274798,56018346,23000000,4753100,46342938,53730000,7387062,0,0,0,0,178020000,566590100,675613561,1636000,1733761,228.5
4104,4,34,2,5,1,1,-5148445,-5148445,-6378445,-889270,-5489175,1230000,0,12424418,11168618,1255800,-6404245,-17572863,8985000,9874270,-5489175,3464375,8953550,0,0,0,8500000,390000,324034800,297496902,1342600,1530502,68.875
4105,3,34,2,3,2,5,109175484,109175484,109175484,114801981,-5626497,0,0,36104960,32503460,3601500,105573984,73070524,326201100,211399119,-5626497,51734075,57360572,0,0,0,20000000,64365000,2323753100,2377641300,1151400,2087600,63.2083333333333
4106,5,34,2,8,1,1,27841240,27061240,20921240,21298440,-377200,6140000,780000,24043340,17677340,6366000,21475240,3797900,25421150,4122710,-377200,1000000,1377200,0,0,0,0,2780000,325093100,324275600,1432800,1790600,228.5
4107,5,34,2,8,1,2,28201300,27031300,17245100,19757100,-2512000,9786200,1170000,22091700,19873700,2218000,25983300,6109600,25720750,5963650,-2512000,30000,2542000,0,0,0,2000000,0,753457900,748378070,1708500,1826070,228.5
4108,4,34,2,3,1,1,30233190,30233190,30233190,19593002,10640188,0,0,33370629,28966262,4404367,25828823,-3137439,46627350,27034348,10640188,73504000,62863812,0,0,0,44610000,2710000,400414100,430213318,2101400,1500918,63.2083333333333
4109,3,34,2,3,4,2,103529886,95454286,78677666,53517862,25159804,16776620,8075600,59309955,38837265,20472690,83057196,44219931,76967045,23449183,-1070270,2189030,3259300,26230074,26230074,0,96439763,116100000,302791300,308733387,1671900,2313087,63.2083333333333
4110,5,34,2,3,1,1,48925213,47820213,33829573,13055700,20773873,13990640,1105000,14267398,13256998,1010400,47914813,34657815,13901300,845600,20773873,24601091,3827218,0,0,0,0,12000000,429163500,436934104,1459900,2206904,63.2083333333333
4112,5,34,3,3,1,2,16541650,15761650,10616450,10636640,-20190,5145200,780000,26995840,25103440,1892400,14649250,-10454190,13000000,2363360,-3740190,0,3740190,3720000,3720000,0,5000000,400000,972312000,964919797,1311300,1849497,63.2083333333333
4114,3,34,3,6,1,1,22593026,21447726,21447726,689149,20758577,0,1145300,39576743,33388323,6188420,16404606,-16983717,24677509,23988360,20543630,37115537,16571907,214947,214947,0,10000000,21760100,298579400,257757318,1425000,1920518,41.4761904761905
4115,4,34,3,3,1,1,36291699.8,34526052,24844602,19483080,5361522,9681450,1765647.8,29588126,19147256,10440870,25850829.8,6703573.8,25369300,5886220,4811522,13067418,8255896,550000,550000,0,2800000,19385000,291209800,297550681,1215700,1064981,63.2083333333333
4116,4,34,1,3,1,2,8548477.4,6567251,-5121893,26414028,-31535921,11689144,1981226.4,55224443,28707494,26516949,-17968471.6,-46675965.6,35649728,9235700,-31702202,16736716,48438918,166281,166281,0,113943289,6367333,994464938,925612200,1609500,2000000,63.2083333333333
4118,5,34,3,8,1,2,14637958,12037958,6757958,-1002235,7760193,5280000,2600000,20042159,16431409,3610750,11027208,-5404201,2221455,3223690,5060193,7314631,2254438,2700000,2700000,0,4112360,16770000,196072060,203380600,1307000,2000000,228.5
4119,4,34,3,6,3,2,61370922,61370922,53899922,26329187,27570735,7471000,0,13831609,13196939,634670,60736252,47539313,42326277,15997090,27570735,36770300,9199565,0,0,0,360000,14000000,331031100,318708118,1498400,2014918,41.4761904761905
4120,5,34,3,3,1,1,15397320,12999080,2228780,2173138,55642,10770300,2398240,12012814,11519074,493740,14903580,3384506,6550438,4377300,15642,1520575,1504933,40000,40000,0,11336120,3100000,62868320,48397400,1457100,2000000,63.2083333333333
4121,4,34,3,6,1,1,-4461400,-5111400,-12805400,-13600950,795550,7694000,650000,27423690,23923690,3500000,-7961400,-31885090,11158650,24759600,-267450,0,267450,1063000,1063000,0,0,15650000,509441100,463901430,1585400,1667330,41.4761904761905
4124,5,40,3,1,1,2,28110750,28110750,2289040,-849802,3138842,25821710,0,24775359,21520899,3254460,24856290,3335391,432000,1281802,2713299,8402462,5689163,425543,425543,0,0,0,4176119800,4168707004,1999900,2067404,109.438596491228
4125,5,40,3,2,1,1,82531414,43011414,30810284,-254410,31064694,12201130,39520000,43900758,40734298,3166460,79364954,38630656,580750,835160,30960399,43848090,12887691,104295,104295,0,22019000,38592150,177013900,153309135,1330600,2111935,109.438596491228
4126,4,40,3,2,1,3,-49415481,-53965481,-61465481,-60900141,-565340,7500000,4550000,20930574,17056802,3873772,-53289253,-70346055,0,60900141,-1565340,0,1565340,1000000,1000000,0,2000000,19439800,561868300,514603970,1319600,2118070,109.438596491228
4127,4,34,2,3,1,4,-9392733,-9782733,-15083253,-7257000,-7826253,5300520,390000,28621401,25477381,3144020,-12536753,-38014134,42001200,49258200,-7826253,0,7826253,0,0,0,13000000,8205000,685828700,646691322,1829700,2072822,63.2083333333333
4128,4,34,3,3,1,2,64358075,51993075,43481545,16154360,27327185,8511530,12365000,38471864,33148089,5323775,59034300,25886211,24804200,8649840,26877185,40195035,13317850,450000,450000,0,0,9550000,855991400,773324920,1525600,2030620,63.2083333333333
4129,4,34,3,8,1,1,4162594,4162594,-5929029,285420,-6214449,10091623,0,17646820,16863820,783000,3379594,-13484226,13856310,13570890,-7247629,9533230,16780859,1033180,1033180,0,99703874,39060000,480360485,425048833,1339800,1577933,197.625
4131,3,40,2,3,3,3,276640785,276640785,276640785,215371505,61269280,0,0,74227421,65116877,9110544,267530241,202413364,297138725,81767220,52719280,57880000,5160720,8550000,8550000,0,1000000,140555830,1352894600,1446692683,1228500,2733183,109.438596491228
4132,3,40,3,3,1,1,29232725,29232725,29232725,23814575,5418150,0,0,13481664,11280280,2201384,27031341,15751061,41468750,17654175,5418150,11254450,5836300,0,0,0,3785900,4671350,948699000,948135900,1315800,2000000,109.438596491228
4134,5,34,1,3,1,1,14769328.5,13823353,1490903,-5276410,6767313,12332450,945975.5,23385645,17849159,5536486,9232842.5,-8616316.5,13410000,18686410,6669608,23306706,16637098,97705,97705,0,12200000,8310000,337124000,308272808,1422300,2021908,63.2083333333333
4135,5,34,3,6,1,3,-47077520,-47077520,-51249380,-50661640,-587740,4171860,0,14090763,13600260,490503,-47568023,-61168283,29850000,80511640,-587740,0,587740,0,0,0,18000000,0,1076697200,1000777100,1340900,2017300,41.4761904761905
4137,4,34,3,3,1,1,49524862,49509834,40438894,5019706,35419188,9070940,15028,21468086,19474086,1994000,47530862,28056776,12672676,7652970,35419188,46079058,10659870,0,0,0,0,11500000,484686800,467168438,1522000,1719838,63.2083333333333
4138,3,34,2,1,4,1,33060494,33060494,33060494,15060494,18000000,0,0,90298166,85150621,5147545,27912949,-57237672,132005454,116944960,0,0,0,18000000,18000000,0,0,4134000,313230700,334891300,1155300,0,10.9
4143,4,34,2,7,1,1,7988851,7988851,7988851,-9698960,17687811,0,0,22658088,20364088,2294000,5694851,-14669237,-6000000,3698960,17687811,18600000,912189,0,0,0,10000000,4650000,1049187400,1034099550,1467200,2404250,105.090909090909
4145,2,34,3,6,3,1,-3688161,-4988161,-4988161,-2642011,-2346150,0,1300000,28692820,26979820,1713000,-5401161,-32380981,37866539,40508550,-2346150,0,2346150,0,0,0,0,5200000,304556000,242477910,988700,2118710,41.4761904761905
4146,3,40,3,3,1,4,46428571,43881390,41481390,2496780,38984610,2400000,2547181,58790616,35160246,23630370,22798201,-12362045,4792000,2295220,-82300,0,82300,39066910,39066910,0,20748490,9357980,728857390,714930170,1187900,1639070,109.438596491228
4147,4,34,3,6,1,1,74378621.4,71354824,55070764,48463476,6607288,16284060,3023797.4,41142738,29585328,11557410,62821211.4,33235883.4,75192172,26728696,-1695675,4218000,5913675,8302963,8302963,0,0,26300000,218387500,209053383,1203100,1650783,41.4761904761905
4148,3,34,2,6,1,1,9152320,9152320,9152320,9050950,101370,0,0,39450520,35902600,3547920,5604400,-30298200,58026900,48975950,101370,101370,0,0,0,0,10000000,0,588816400,548067710,1348100,1852310,17.6451612903226
4149,5,34,3,4,1,1,41424175,39019175,25369175,8347520,17021655,13650000,2405000,59831570,53765980,6065590,35358585,-18407395,18893500,10545980,17021655,26642775,9621120,0,0,0,13000000,2111440,289752800,260522090,1728200,1816690,132.307692307692
4150,5,34,2,7,1,3,39342900,28942900,20605440,17275710,3329730,8337460,10400000,23411236,22068680,1342556,38000344,15931664,49050000,31774290,-1010270,2374500,3384770,4340000,4340000,0,2370000,9912000,504798000,562980000,1622500,2138000,25.2727272727273
4152,3,40,3,5,2,1,28262517,28262517,28262517,1065200,27197317,0,0,52895236,39856291,13038945,15223572,-24632719,3960000,2894800,27197317,42600000,15402683,0,0,0,19000000,7892460,993638900,963781510,1828400,2542010,109.438596491228
4155,3,40,2,5,4,4,44001797,44001797,44001797,1309340,42692457,0,0,35615403,22860689,12754714,31247083,8386394,2200000,890660,-292983,0,292983,42985440,42985440,0,2000000,0,1448000800,1424846488,1661700,1329288,109.438596491228
4156,4,40,3,5,2,1,51734440,50759440,44272040,-377960,44650000,6487400,975000,28056650,15110130,12946520,38787920,23677790,2200000,2577960,40800000,40800000,0,3850000,3850000,0,0,6000000,502446800,463533750,1441300,1570750,109.438596491228
4157,5,40,3,5,1,1,3154375,2665575,-3613545,1647400,-5260945,6279120,488800,172561850,24498850,148063000,-144908625,-169407475,2200000,552600,-5360945,2143700,7504645,100000,100000,0,913680400,752300000,482219700,308943860,1803600,1916460,109.438596491228
4158,3,34,2,3,4,5,73095225,70491442,65114632,61553925,3560707,5376810,2603783,92937723,60561577,32376146,40719079,-19842498,93632300,32078375,1289766,60065900,58776134,2270941,2270941,0,10209323,27192000,1067090300,1094366120,2120400,2182620,63.2083333333333
4160,5,34,2,3,1,2,16980080,16980080,11618055,13627430,-2009375,5362025,0,5488202,5378202,110000,16870080,11491878,15000000,1372570,-2009375,0,2009375,0,0,0,0,3000000,312792200,306922820,1324900,2062620,63.2083333333333
4161,2,40,3,6,5,3,47551860,47551860,47551860,-17069310,64621170,0,0,110280494,57671775,52608719,-5056859,-62728634,10350000,27419310,-238830,0,238830,64860000,64860000,0,12000000,0,2826162100,2771080106,1704500,2460706,109.438596491228
4162,4,40,3,3,1,1,85536383,84025219,68533919,9861343,58672576,15491300,1511164,29362398,27675108,1687290,83849093,56173985,12925683,3064340,53242576,58192694,4950118,5430000,5430000,0,14576300,32890000,831229900,835346009,1462800,1818409,109.438596491228
4163,2,34,1,6,2,1,-22724880,-22724880,-22724880,-22794880,70000,0,0,14266921,12130341,2136580,-24861460,-36991801,22323000,45117880,70000,70000,0,0,0,0,0,5810000,183977700,144330560,1862700,2117160,21.1428571428571
4164,5,34,2,6,1,1,82436389.6,74244674,68371324,12921381,55449943,5873350,8191715.6,23497345,21047735,2449610,79986779.6,58939044.6,71223705,58302324,55296250,66619000,11322750,153693,153693,0,45000000,15500000,815479900,726751916,1366300,2307116,41.4761904761905
4165,4,34,3,3,2,1,51701370,49556370,49556370,28339220,21217150,0,2145000,17461490,15254890,2206600,49494770,34239880,40500000,12160780,21217150,31820000,10602850,0,0,0,5000000,0,201216700,195486600,1160700,1280400,63.2083333333333
4166,4,34,3,7,2,1,20198658,20068658,15627758,7936460,7691298,4440900,130000,27690260,25719910,1970350,18228308,-7491602,21252650,13316190,6841298,12960000,6118702,850000,850000,0,3000000,2604000,192593400,171303947,1425200,1756247,105.090909090909
4167,4,34,2,6,1,1,-20369860,-20369860,-20769860,-23854760,3084900,400000,0,36929110,32719710,4209400,-24579260,-57298970,81007500,104862260,-115100,0,115100,3200000,3200000,0,7000000,45000000,410084300,374094410,1302600,1601510,21.1428571428571
4168,3,34,2,3,2,1,24936070,11172070,8322070,18828235,-10506165,2850000,13764000,47190785,43875785,3315000,21621070,-22254715,39037555,20209320,-10506165,0,10506165,0,0,0,16340000,28495000,436155700,422298900,1201600,1925300,63.2083333333333
4169,4,34,3,3,1,2,3972440,3972440,831440,3384710,-2553270,3141000,0,25956950,23122780,2834170,1138270,-21984510,9000000,5615290,-2553270,0,2553270,0,0,0,5500000,7480000,991475400,930678380,1156700,1911580,63.2083333333333
4171,3,34,2,7,4,2,353163135,353163135,351963135,341865735,10097400,1200000,0,28364192,24965002,3399190,349763945,324798943,371525000,29659265,9797400,11424000,1626600,300000,300000,0,5000000,960000,436816500,737593170,1293500,2468570,25.2727272727273
4173,4,34,2,6,2,2,-72145615,-72145615,-72145615,-50761750,-21383865,0,0,44797392,38621752,6175640,-78321255,-116943007,44924250,95686000,-21383865,1240200,22624065,0,0,0,6500000,4380000,459865200,431269560,1558100,1715260,17.6451612903226
