"연령별","지역별","규모별","조성비","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","골목본수_계","전/겸업별","농약비_만본당","수도광열비_만본당","제재료비_만본당","소농구비_만본당","수선비_만본당","임차료_만본당","위탁영농비_만본당","기타비용_만본당","기계_감가상각비_만본당","시설물_감가상각비_만본당","감가상각비_만본당","자동차비_만본당","자가토지용역비_만본당","임차토지용역비_만본당","토지용역비_만본당","자가노동비_만본당","고용노동비_만본당","급식물비_만본당","노동비_만본당","경영비","고정자본용역비_만본당","유동자본용역비_만본당","자본용역비_만본당","생표고_소계 수량_만본당","건표고_소계(생표고 기준) 수량_만본당","총 생산량(생표고 기준)_만본당","생표고_소계(생표고 기준) 평가액_만본당","건표고_소계(생표고 기준) 평가액_만본당","총 평가액(생표고 기준)_만본당","부산물 생산량_만본당","총 노동시간_보통자가_만본당","총 노동시간_보통자가_남_만본당","총 노동시간_보통자가_여_만본당","총 노동시간_보통고용_만본당","총 노동시간_보통고용_남_만본당","총 노동시간_보통고용_여_만본당","총 노동시간_특수자가_만본당","총 노동시간_특수고용_만본당","총 노동시간_합계_만본당","간벌_시간_만본당","건조_시간_만본당","경운_시간_만본당","관수(살수)_시간_만본당","두둑_시간_만본당","멀칭_시간_만본당","배수로 정비 및 관리_시간_만본당","병해충방제_시간_만본당","보식작업_시간_만본당","선별_시간_만본당","수확 및 운반_시간_만본당","시비_시간_만본당","시설물 보수_시간_만본당","식재(조림)_시간_만본당","열매솎기(적과)_시간_만본당","인공교배 또는 수정_시간_만본당","재배지 정리_시간_만본당","전정_시간_만본당","접목 및 관리_시간_만본당","정지_시간_만본당","제초_시간_만본당","종묘 이식_시간_만본당","차광막 설치_시간_만본당","채종_시간_만본당","꽃눈솎기(적뢰)_시간_만본당","출하_시간_만본당","지주세우기_시간_만본당","일반관리_시간_만본당","파종_시간_만본당","표고목 눕히기_시간_만본당","표고목 뒤집기_시간_만본당","표고목 벌채_시간_만본당","표고목 세우기_시간_만본당","표고목 폐기_시간_만본당","버섯발생작업_시간_만본당","재배장 소독_시간_만본당","종균접종_시간_만본당","천공작업_시간_만본당","표고세척_시간_만본당","기타_시간_만본당","내급비","소득","직접생산비","간접생산비","생산비 합계_만본당","순수익","가중치"
3,99,1,16652231,0.32,0,0.32,0,0,0.32,0,0.32,0,0,0,0,0,0,0,4000,2,0,25000,0,0,5000,0,0,50000,97500,150000,247500,300000,1100000,0,1100000,5210930,7200000,775000,13185930,24929334.6960969,206614.744875,143824.5699845,350439.3148595,1375,0,1375,18525000,0,18525000,0,310,310,0,620,100,520,15,0,945,0,0,0,10,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,55,0,40,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,6986765.61876259,-6404334.69609691,30465661,1450439.3148595,31916100.3148595,-13391100.3148595,12.9166666666667
3,99,1,16652231,0.33,0,0,0,0.33,0.33,0,0,0,0.33,0,0,0,0,0,4000,2,0,0,0,0,0,0,0,0,14500,0,14500,810000,1361250,0,1361250,3156660,0,0,3156660,17476731,80613.088575,34223.402889,114836.491464,375,4462.5,4837.5,4125000,49087500,53212500,0,225,140,85,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4632746.491464,35735769,20633391,1476086.491464,22109477.491464,31103022.508536,12.9166666666667
3,99,1,16652231,0.4,0,0,0.4,0,0,0,0,0,0,0.4,0,0,0.4,0,5000,2,0,0,0,0,0,0,0,0,160200,76160,236360,1080000,0,1300000,1300000,3132018,0,0,3132018,19268591,171693.7034918,33956.2429497,205649.9464415,792,2056.32,2848.32,11016000,22619520,33635520,0,226,118,108,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.9464415,14366929,21100609,1505649.9464415,22606258.9464415,11029261.0535585,12.9166666666667
3,99,1,16652231,0.4,0,0,0.4,0,0,0,0,0,0,0.4,0,0,0.4,0,6000,2,0,0,0,0,0,0,0,0,66666.6666666667,68000,134666.666666667,1277777.77777778,0,100000,100000,4218416.66666667,0,0,4218416.66666667,18164675.4444444,155174.36812,45734.5970541667,200908.965174167,2000,0,2000,21800000,0,21800000,0,266.666666666667,266.666666666667,0,0,0,0,0,0,266.666666666667,0,0,0,0,0,0,0,0,0,0,266.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4419325.63184083,3635324.55555556,22283092.1111111,300908.965174167,22584001.0762853,-784001.07628528,12.9166666666667
3,99,1,16652231,0.628,0,0.628,0,0,0,0,0,0,0,0.628,0,0.628,0,0,5000,2,0,20000,0,0,4000,0,0,0,78000,73600,151600,240000,0,800000,800000,4159472,3360000,360000,7879472,21388693.3584209,114237.165052,85686.6772088,199923.8422608,408,0,408,4776000,0,4776000,0,272,168,104,272,80,192,12,0,556,0,0,0,8,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,4558533.48383989,-16612693.3584209,24947303,999923.8422608,25947226.8422608,-21171226.8422608,12.9166666666667
3,99,1,16652231,0.66,0,0,0.66,0,0.66,0,0,0.66,0,0,0,0,0,0,5000,2,0,0,0,0,0,0,0,0,218400,179200,397600,864000,1089000,0,1089000,2945912,0,0,2945912,17913831,269662.19212,31938.5468348,301600.7389548,1920,0,1920,21360000,0,21360000,0,208,128,80,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4336512.7389548,3446169,20859743,1390600.7389548,22250343.7389548,-890343.738954801,12.9166666666667
3,99,2,16652231,1.47,0,0.06,1.34,0.07,1.47,0,0.06,1.34,0.07,0,0,0,0,0,15500,2,0,0,0,0,0,0,0,0,21677.4193548387,17548.3870967742,39225.8064516129,201290.322580645,281032.258064516,0,281032.258064516,2832683.87096774,0,0,2832683.87096774,16892747.1290323,38512.3386451613,30710.9670896774,69223.3057348387,309.677419354839,1381.93548387097,1691.61290322581,3561290.32258065,15201290.3225806,18762580.6451613,0,206.451612903226,103.225806451613,103.225806451613,0,0,0,0,0,206.451612903226,0,0,0,0,0,0,0,0,0,0,180.645161290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8064516129032,0,0,0,0,0,0,3182939.4347671,1869833.51612904,19725431,350255.563799355,20075686.5637994,-1313105.91863806,12.9166666666667
4,34,1,16652231,0.3,0,0,0.3,0,0,0,0,0,0,0.3,0,0,0.3,0,3500,2,0,200000,0,0,0,0,0,4881428.57142857,257337.142857143,153624.060150376,410961.203007519,1371428.57142857,0,622285.714285714,622285.714285714,8335022.85714286,0,0,8335022.85714286,24138335.0601504,341439.960358827,145456.470630571,486896.430989399,0,1632,1632,0,17952000,17952000,0,525.714285714286,240,285.714285714286,0,0,0,51.4285714285714,0,577.142857142857,0,0,0,5.71428571428571,0,0,0,0,0,0,102.857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.4285714285714,91.4285714285714,0,182.857142857143,0,102.857142857143,0,0,0,0,0,8821919.28813225,-6186335.06015037,31851072.2030075,1109182.14527511,32960254.3482826,-15008254.3482826,21.3
4,34,3,16652231,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,25000,2,0,251600,0,0,0,0,0,0,49020,47903.744,96923.744,533333.333333333,0,308000,308000,4117909.2,560564,0,4678473.2,18402652.0773333,117783.185484804,53450.12810878,171233.313593584,1108,0,1108,14776000,0,14776000,0,244.4,163.2,81.2,36,36,0,24,0,304.4,0,0,0,0,0,0,0,0,0,57.6,222.8,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4289142.51359358,-3626652.07733333,22212561.2773333,479233.313593584,22691794.5909269,-7915794.59092692,21.3
4,36,1,16652231,0.09,0,0,0.09,0,0,0,0,0,0,0.09,0,0,0.09,0,8000,2,0,208000,0,0,8750,0,48150,0,328940,183733.333333333,512673.333333333,0,0,1100000,1100000,4348948.75,0,0,4348948.75,18529804.3333333,177137.267045733,50021.7333004375,227159.000346171,188.75,3213,3401.75,2042681.25,35343000,37385681.25,0,232.5,232.5,0,0,0,0,30,0,262.5,0,0,0,0,0,0,0,0,0,22.5,85,0,0,0,0,0,0,0,0,0,67.5,0,0,0,0,25,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,4576107.75034617,18855876.9166667,21778753.0833333,1327159.00034617,23105912.0836795,14279769.1663205,5.30769230769231
4,36,1,16652231,0.12,0,0,0.12,0,0.12,0,0,0.12,0,0,0,0,0,0,5000,2,0,60000,0,0,0,0,0,0,124240,3840,128080,240000,480000,0,480000,2159876,0,0,2159876,17080311,40524.353036,24067.1186354,64591.4716714,336,314.16,650.16,3404304,3455760,6860064,0,140,140,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,0,0,0,0,0,0,2704467.4716714,-10220247,19240187,544591.4716714,19784778.4716714,-12924714.4716714,5.30769230769231
4,36,1,16652231,0.23,0.09,0.14,0,0,0.23,0.09,0.14,0,0,0,0,0,0,0,6000,2,0,63333.3333333333,0,0,95833.3333333333,0,0,0,331733.333333333,102175.438596491,433908.771929825,24000,966666.666666667,0,966666.666666667,4995120,0,0,4995120,17269306.4385965,107147.783488386,55880.9720396667,163028.755528053,0,3986.5,3986.5,0,43375500,43375500,0,260,233.333333333333,26.6666666666667,0,0,0,40,0,300,0,0,0,0,0,0,0,0,0,0,136.666666666667,0,16.6666666666667,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,66.6666666666667,0,0,40,0,0,0,0,0,0,0,6124815.42219472,26106193.5614035,22264426.4385965,1129695.42219472,23394121.8607912,19981378.1392088,5.30769230769231
4,36,1,16652231,0.8,0,0,0.8,0,0.8,0,0,0.8,0,0,0,0,0,0,8000,2,0,155000,4375,0,0,0,0,93750,134000,100000,234000,0,122987.5,0,122987.5,4850812.5,204687.5,0,5055500,17344043.5,60921.39968,57554.25423125,118475.65391125,22.5,1918.875,1941.375,225000,21107625,21332625,0,362.5,175,187.5,12.5,12.5,0,0,0,375,0,0,0,0,0,0,12.5,0,0,90,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5092275.65391125,3988581.5,22194856,241463.15391125,22436319.1539113,-1103694.15391125,5.30769230769231
4,36,1,16652231,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,0,0,0,0,9550,2,0,620418.848167539,0,0,10471.2041884817,0,230628.272251309,57591.6230366492,156942.408376963,132020.942408377,288963.35078534,0,148691.09947644,0,148691.09947644,5719992.67015707,293193.717277487,83769.6335078534,6096956.02094241,18157582.4941614,118680.852004398,76065.7316083246,194746.583612723,499.476439790576,3551.30890052356,4050.78534031414,4152879.58115183,38929821.9895288,43082701.5706806,0,323.560209424084,196.858638743455,126.701570680628,33.5078534031414,0,33.5078534031414,50.261780104712,0,407.329842931937,0,0,0,0,0,0,0,0,0,33.5078534031414,187.434554973822,0,0,0,0,0,0,0,0,0,50.261780104712,0,0,0,0,27.2251308900524,0,0,0,0,0,0,108.900523560209,0,0,0,0,0,0,0,6143115.50829946,24925119.0765192,23957260.3193717,343437.683089162,24300698.0024609,18782003.5682197,5.30769230769231
4,36,2,16652231,0.33,0,0,0.33,0,0.33,0,0,0.33,0,0,0,0,0,0,12300,2,0,226016.260162602,12195.1219512195,0,0,11382.1138211382,244959.349593496,22764.2276422764,64390.243902439,102504.06504065,166894.308943089,803902.43902439,74951.2195121951,0,74951.2195121951,2745982.92682927,691056.910569106,40650.406504065,3477690.24390244,18839574.9696275,164691.891266667,43312.4710791463,208004.362345813,408.130081300813,499.219512195122,907.349593495935,3902469.91869919,5462390.24390244,9364860.16260163,0,211.382113821138,82.9268292682927,128.455284552846,0,0,0,0,32.520325203252,243.90243902439,0,0,0,0,0,0,0,0,0,24.390243902439,115.447154471545,0,0,0,0,0,0,0,0,0,32.520325203252,0,0,0,0,22.7642276422764,0,0,0,0,0,0,48.780487804878,0,0,0,0,0,0,0,3061415.6772712,-9474714.80702584,21618035.0650406,282955.581858008,21900990.6468987,-12536130.484297,5.30769230769231
4,36,3,16652231,2.1,0,0,2.1,0,2.1,0,0,2.1,0,0,0,0,0,0,21000,2,0,26428.5714285714,427047.619047619,0,166666.666666667,642857.142857143,0,283195.238095238,33961.9047619048,43404.5112781955,77366.4160401002,240000,150000,0,150000,1174790.47619048,3159471.42857143,0,4334261.9047619,21675264.0827068,47231.9530954587,63753.8581828571,110985.811278316,373.809523809524,3192.6,3566.40952380952,2990476.19047619,35118600,38109076.1904762,2857.14285714286,66.6666666666667,0,66.6666666666667,167.142857142857,159.52380952381,7.61904761904762,16.6666666666667,17.1428571428571,267.619047619048,0,0,0,0,0,0,0,0,0,0,147.142857142857,0,0,0,0,0,0,0,0,0,16.6666666666667,0,0.952380952380952,0,0,0,0,0,0,19.047619047619,0,0,57.1428571428571,26.6666666666667,0,0,0,0,0,0,1435776.28746879,16433812.1077694,22850054.5588972,260985.811278316,23111040.3701756,14998035.8203006,5.30769230769231
4,36,3,16652231,2.21,0,0,2.21,0,2.21,0,0,2.21,0,0,0,0,0,0,35000,2,0,27857.1428571429,0,0,0,0,0,250254.285714286,581904.761904762,77112.7819548872,659017.543859649,337142.857142857,79857.1428571429,0,79857.1428571429,919697.142857143,480000,85714.2857142857,1485411.42857143,18435896.9434026,96843.5521768421,20048.7818698571,116892.334046699,133.714285714286,3847.44,3981.15428571429,1337142.85714286,42311640,43648782.8571429,0,68.5714285714286,28.5714285714286,40,74.2857142857143,11.4285714285714,62.8571428571429,0,0,142.857142857143,0,0,0,0,0,0,0,0,0,5.71428571428571,137.142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172766.79164656,25212885.9137402,19411914.2581454,196749.476903842,19608663.7350492,24040119.1220937,5.30769230769231
4,36,3,16652231,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,42300,2,0,18321.5130023641,0,0,0,78014.1843971631,23640.6619385343,833543.735224586,115524.034672971,18837.8748289163,134361.909501887,144996.059889677,49645.390070922,0,49645.390070922,1818771.15839243,1693853.42789598,139007.092198582,3651631.678487,19645994.3177224,28597.5576785285,49927.4437202836,78525.0013988121,2.83687943262411,5354.15602836879,5356.99290780142,56737.5886524823,58895716.3120567,58952453.9007092,0,109.929078014184,56.2647754137116,53.6643026004728,132.151300236407,63.1205673758865,69.0307328605201,11.8203309692671,1.89125295508274,255.791962174941,0,0,0,0,0,0,0,0,0,24.113475177305,161.229314420804,0,0,0,0,0,0,0,0,0,11.8203309692671,0,0,0,0,0,0,1.89125295508274,0,0,0,0,56.7375886524823,0,0,0,0,0,0,0,2018916.81618857,39306459.5829868,21536740.7424412,128170.391469734,21664911.1339109,37287542.7667983,5.30769230769231
4,37,1,16652231,0.26,0,0.26,0,0,0,0,0,0,0,0.26,0,0.26,0,0,6000,2,0,83333.3333333333,0,0,0,0,0,25000,564000,252171.228070175,816171.228070175,440000,0,1833333.33333333,1833333.33333333,4595516.66666667,0,0,4595516.66666667,19850068.8947368,322307.468011035,50997.4953525,373304.963363535,1790,0,1790,14590000,0,14590000,0,303.333333333333,250,53.3333333333333,0,0,0,0,0,303.333333333333,0,0,0,0,0,0,0,0,0,53.3333333333333,206.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4968821.6300302,-5260068.89473684,22612252.2280702,2206638.29669687,24818890.524767,-10228890.524767,11.2
