"연령별","지역별","규모별","조성비","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","골목본수_계","전/겸업별","농약비_만본당","수도광열비_만본당","제재료비_만본당","소농구비_만본당","수선비_만본당","임차료_만본당","위탁영농비_만본당","기타비용_만본당","기계_감가상각비_만본당","시설물_감가상각비_만본당","감가상각비_만본당","자동차비_만본당","자가토지용역비_만본당","임차토지용역비_만본당","토지용역비_만본당","자가노동비_만본당","고용노동비_만본당","급식물비_만본당","노동비_만본당","경영비","고정자본용역비_만본당","유동자본용역비_만본당","자본용역비_만본당","생표고_소계 수량_만본당","건표고_소계(생표고 기준) 수량_만본당","총 생산량(생표고 기준)_만본당","생표고_소계(생표고 기준) 평가액_만본당","건표고_소계(생표고 기준) 평가액_만본당","총 평가액(생표고 기준)_만본당","부산물 생산량_만본당","총 노동시간_보통자가_만본당","총 노동시간_보통자가_남_만본당","총 노동시간_보통자가_여_만본당","총 노동시간_보통고용_만본당","총 노동시간_보통고용_남_만본당","총 노동시간_보통고용_여_만본당","총 노동시간_특수자가_만본당","총 노동시간_특수고용_만본당","총 노동시간_합계_만본당","간벌_시간_만본당","건조_시간_만본당","경운_시간_만본당","관수(살수)_시간_만본당","두둑_시간_만본당","멀칭_시간_만본당","배수로 정비 및 관리_시간_만본당","병해충방제_시간_만본당","보식작업_시간_만본당","선별_시간_만본당","수확 및 운반_시간_만본당","시비_시간_만본당","시설물 보수_시간_만본당","식재(조림)_시간_만본당","열매솎기(적과)_시간_만본당","인공교배 또는 수정_시간_만본당","재배지 정리_시간_만본당","전정_시간_만본당","접목 및 관리_시간_만본당","정지_시간_만본당","제초_시간_만본당","종묘 이식_시간_만본당","차광막 설치_시간_만본당","채종_시간_만본당","꽃눈솎기(적뢰)_시간_만본당","출하_시간_만본당","지주세우기_시간_만본당","일반관리_시간_만본당","파종_시간_만본당","표고목 눕히기_시간_만본당","표고목 뒤집기_시간_만본당","표고목 벌채_시간_만본당","표고목 세우기_시간_만본당","표고목 폐기_시간_만본당","버섯발생작업_시간_만본당","재배장 소독_시간_만본당","종균접종_시간_만본당","천공작업_시간_만본당","표고세척_시간_만본당","기타_시간_만본당","내급비","소득","직접생산비","간접생산비","생산비 합계_만본당","순수익","가중치"
2,99,2,16652231,0.15,0.15,0,0,0,0.15,0.15,0,0,0,0,0,0,0,0,11000,2,0,0,0,0,0,0,0,0,24545.4545454545,18909.0909090909,43454.5454545455,455757.575757576,217800,0,217800,4072498.18181818,0,0,4072498.18181818,17151443.1212121,69582.6953045454,44152.5999129091,113735.295217455,490.909090909091,1947.27272727273,2438.18181818182,6272727.27272727,21420000,27692727.2727273,0,298.181818181818,149.090909090909,149.090909090909,0,0,0,0,0,298.181818181818,0,0,0,0,0,0,0,0,0,0,298.181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4404033.47703564,10541284.1515152,21223941.3030303,331535.295217455,21555476.5982478,6137250.67447952,12.9166666666667
2,99,2,16652231,0.66,0,0,0.66,0,0,0,0,0,0,0.66,0,0,0.66,0,15000,1,0,0,0,0,0,0,0,0,72800,21333.3333333333,94133.3333333333,360000,0,726000,726000,3701800,0,0,3701800,17832364.3333333,52542.97256,40133.61997,92676.59253,408,742.56,1150.56,5768000,7882560,13650560,0,253.333333333333,186.666666666667,66.6666666666667,0,0,0,0,0,253.333333333333,0,0,0,0,0,0,0,0,0,0,253.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3794476.59253,-4181804.33333334,20808164.3333333,818676.59253,21626840.9258633,-7976280.92586334,12.9166666666667
3,34,1,16652231,0.23,0,0.23,0,0,0.23,0,0.23,0,0,0,0,0,0,0,5000,2,0,240000,0,0,0,0,0,0,380866.666666667,39168,420034.666666667,244800,326700,0,326700,12135220,1920000,208000,14263220,19505479.3094271,81936.6950291333,157238.835113,239175.530142133,1552,0,1552,6003840,0,6003840,0,748,748,0,128,128,0,0,0,876,0,0,0,0,0,0,0,0,0,124,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,12880681.8873817,-13501639.3094271,31820285.6666667,565875.530142133,32386161.1968088,-26382321.1968088,21.3
3,34,1,16652231,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9000,2,0,544444.444444444,0,0,0,0,0,0,308626.666666667,99097.0760233918,407723.742690059,2652003.7037037,0,110000,110000,3164438.88888889,0,0,3164438.88888889,20366402.8908382,323000.112329807,40210.4149908333,363210.52732064,986.666666666667,1142.4,2129.06666666667,16133333.3333333,11424000,27557333.3333333,0,201.111111111111,131.111111111111,70,0,0,0,11.1111111111111,0,212.222222222222,0,0,0,0,0,0,0,0,0,27.7777777777778,173.333333333333,0,0,0,0,0,0,0,0,0,11.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3527649.41620953,7190930.44249512,23420841.7797271,473210.52732064,23894052.3070477,3663281.0262856,21.3
3,34,1,16652231,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6000,2,0,41666.6666666667,0,0,0,0,0,80833.3333333333,334666.666666667,19584,354250.666666667,200000,0,2359516.66666667,2359516.66666667,2804266.66666667,0,0,2804266.66666667,19688498.3333333,52192.8595426667,31730.9798316667,83923.8393743333,0,142.8,142.8,0,1570800,1570800,0,200,133.333333333333,66.6666666666667,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2888190.506041,-18117698.3333333,20133248.3333333,2443440.506041,22576688.8393743,-21005888.8393743,21.3
3,34,1,16652231,3.92,0,0,3.92,0,0,0,0,0,0,3.92,0,0,3.92,0,5200,2,0,57692.3076923077,0,0,0,0,0,0,264294.871794872,269230.769230769,533525.641025641,0,0,315201.923076923,315201.923076923,2519230.76923077,0,0,2519230.76923077,17558650.8717949,293278.44711859,27938.0980769231,321216.545195513,738.461538461539,0,738.461538461539,2263384.61538462,0,2263384.61538462,0,153.846153846154,153.846153846154,0,0,0,0,0,0,153.846153846154,0,0,0,0,0,0,0,0,0,0,153.846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2840447.31442628,-15295266.2564103,19762679.7179487,636418.468272436,20399098.1862212,-18135713.5708365,21.3
3,36,1,16652231,0.62,0,0,0.62,0,0.62,0,0,0.62,0,0,0,0,0,0,9500,1,0,10526.3157894737,0,0,0,0,0,31578.9473684211,115705.263157895,175335.180055402,291040.443213296,0,200000,0,200000,2711848.42105263,773692.631578947,0,3485541.05263158,17759069.3379501,134947.883154704,38245.5066795789,173193.389834283,76.8421052631579,3682.73684210526,3759.57894736842,1022024.21052632,40329726.3157895,41351750.5263158,0,227.368421052632,25.2631578947368,202.105263157895,58.9473684210526,16.8421052631579,42.1052631578947,0,0,286.315789473684,0,0,0,0,0,0,0,0,0,58.9473684210526,210.526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8421052631579,0,0,0,0,0,0,0,3085041.81088691,23592681.1883656,20470917.7590028,373193.389834283,20844111.1488371,20507639.3774787,5.30769230769231
3,36,1,16652231,0.84,0,0,0.84,0,0.84,0,0,0.84,0,0,0,0,0,0,5000,2,0,482000,0,0,14000,0,66560,56000,105866.666666667,222315.789473684,328182.456140351,1173333.33333333,500000,0,500000,5083358,0,0,5083358,18772306.7894737,312129.490566807,61818.1992847,373947.689851507,48,3884.16,3932.16,342000,42725760,43067760,0,338,10,328,0,0,0,48,0,386,0,0,0,0,0,0,0,0,0,52,230,0,0,0,0,0,0,0,0,0,48,0,16,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5957305.68985151,24295453.2105263,23855664.7894737,873947.689851507,24729612.4793252,18338147.5206748,5.30769230769231
3,36,1,16652231,1.01,0,0,1.01,0,1.01,0,0,1.01,0,0,0,0,0,0,6800,2,0,0,0,0,0,0,0,916735.294117647,88000,183034.055727554,271034.055727554,926470.588235294,113235.294117647,0,113235.294117647,3139941.17647059,0,0,3139941.17647059,18766470.9380805,242224.829035789,43981.0664573529,286205.895493142,132.352941176471,3160.5,3292.85294117647,1720588.23529412,34765500,36486088.2352941,0,197.058823529412,197.058823529412,0,0,0,0,0,0,197.058823529412,0,0,0,0,0,0,0,0,0,0,197.058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3539382.36608138,17719617.2972136,21906412.1145511,399441.189610789,22305853.3041619,14180234.9311322,5.30769230769231
3,36,2,16652231,0.35,0,0,0.35,0,0.35,0,0,0.35,0,0,0,0,0,0,10000,2,0,20000,0,0,0,0,0,0,161400,119781.052631579,281181.052631579,24480,108900,0,108900,2341940,0,0,2341940,16977892.0526316,112457.283382916,25607.326801,138064.610183916,30,499.8,529.8,360000,5069400,5429400,0,170,110,60,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,60,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2588904.61018392,-11548492.0526316,19319832.0526316,246964.610183916,19566796.6628155,-14137396.6628155,5.30769230769231
3,36,2,16652231,0.48,0.48,0,0,0,0.48,0.48,0,0,0,0,0,0,0,0,10300,1,0,63106.7961165049,0,0,29126.213592233,0,0,25135.9223300971,126990.291262136,52488.5028104241,179478.79407256,1165048.54368932,308737.86407767,0,308737.86407767,3230784.46601942,261572.815533981,0,3492357.2815534,18375700.0853347,-73976.7273602453,39135.3882035922,-34841.339156653,110.679611650485,2481.66990291262,2592.34951456311,1106796.11650485,27270640.776699,28377436.8932039,0,77.6699029126214,77.6699029126214,0,19.4174757281553,19.4174757281553,0,85.4368932038835,0,182.52427184466,0,0,0,0,0,0,0,0,0,0,97.0873786407767,0,0,0,0,0,0,0,0,0,85.4368932038835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3504680.99094043,10001736.8078692,21606484.5513541,273896.524921017,21880381.0762751,6497055.81692875,5.30769230769231
3,36,2,16652231,0.57,0,0,0.57,0,0.57,0,0,0.57,0,0,0,0,0,0,11700,2,0,34188.0341880342,0,0,0,0,0,2564.10256410256,178632.478632479,41025.641025641,219658.11965812,344615.384615385,45277.7777777778,0,45277.7777777778,1886170.94017094,0,0,1886170.94017094,17253256.6410256,90092.6288811966,20847.6589769231,110940.28785812,51.2820512820513,1318.15384615385,1369.4358974359,512820.512820513,13474461.5384615,13987282.051282,0,119.65811965812,119.65811965812,0,0,0,0,0,0,119.65811965812,0,0,0,0,0,0,0,0,0,25.6410256410256,68.3760683760684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0940170940171,0,0,0,0,0,0,8.54700854700855,0,0,0,0,0,0,0,2042389.00580684,-3265974.58974359,19139427.5811966,156218.065635897,19295645.6468325,-5308363.59555043,5.30769230769231
3,36,2,16652231,0.65,0,0,0.65,0,0.65,0,0,0.65,0,0,0,0,0,0,11100,1,0,0,0,0,0,0,0,27027.027027027,62270.2702702703,34594.5945945946,96864.8648648649,0,131531.531531532,0,131531.531531532,3390504.5045045,0,0,3390504.5045045,16776122.8918919,37272.7722508108,37051.6807288288,74324.4529796396,0,1318.64864864865,1318.64864864865,0,14350756.7567568,14350756.7567568,0,252.252252252252,108.108108108108,144.144144144144,0,0,0,0,0,252.252252252252,0,0,0,0,0,0,0,0,0,0,252.252252252252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3596360.48901568,-2425366.13513514,20166627.3963964,205855.984511171,20372483.3809076,-6021726.62415081,5.30769230769231
3,36,2,16652231,0.73,0,0,0.73,0,0.73,0,0,0.73,0,0,0,0,0,0,10500,1,0,0,145333.333333333,9523.80952380952,0,371428.571428571,0,595419.047619048,80571.4285714286,64160.4010025062,144731.829573935,1713650.79365079,121809.523809524,0,121809.523809524,2263388.57142857,1247380.95238095,45714.2857142857,3556483.80952381,20895941.6823482,146602.367279198,50719.2831254286,197321.650404627,148.571428571429,3801.2,3949.77142857143,1188571.42857143,41650000,42838571.4285714,0,161.904761904762,91.4285714285714,70.4761904761905,57.1428571428571,0,57.1428571428571,0,19.047619047619,238.095238095238,0,0,0,0,0,0,0,0,0,28.5714285714286,160,0,0,0,0,0,0,0,0,0,7.61904761904762,0,0,0,0,0,0,0,0,11.4285714285714,0,0,30.4761904761905,0,0,0,0,0,0,0,2611991.68651922,21942629.7462232,23188802.1946533,319131.17421415,23507933.3688674,19330638.059704,5.30769230769231
3,36,2,16652231,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,0,0,0,0,18000,1,0,27500,0,0,0,333333.333333333,0,203272.222222222,108600,59583.6257309942,168183.625730994,1324444.44444444,101111.111111111,0,101111.111111111,4042837.77777778,316666.666666667,36666.6666666667,4396171.11111111,19028294.6939973,32601.0469707368,61306.5071342778,93907.5541050146,776.111111111111,1765.16666666667,2541.27777777778,6091944.44444444,19416833.3333333,25508777.7777778,0,227.777777777778,196.666666666667,31.1111111111111,16.1111111111111,16.1111111111111,0,22.2222222222222,0,266.111111111111,0,0,0,0,0,0,0,0,0,8.88888888888889,140,0,0,0,0,0,0,0,0,0,22.2222222222222,0,0,0,0,0,8.88888888888889,31.1111111111111,0,0,8.33333333333333,0,46.6666666666667,0,0,0,0,0,0,0,4271859.7080609,6480483.08378044,23105135.7368421,195018.665216126,23300154.4020582,2208623.37571954,5.30769230769231
3,36,2,16652231,1.3,0,0,1.3,0,0,0,0,0,0,1.3,0,0,1.3,0,19700,2,0,311979.695431472,25380.7106598985,0,13705.5837563452,0,181695.431472081,14213.1979695431,124781.725888325,50355.3299492386,175137.055837563,182741.116751269,0,92893.4010152284,92893.4010152284,2784894.92385787,203045.685279188,30456.8527918782,3018397.46192893,17855092.5754509,58777.5046678173,38654.5162243401,97432.0208921574,24.3654822335025,5262.57868020305,5286.94416243655,255837.563451777,56627086.2944162,56882923.857868,0,168.527918781726,80.2030456852792,88.3248730964467,0,0,0,20.3045685279188,16.243654822335,205.07614213198,0,0,0,0,0,0,0,0,0,7.61421319796954,92.8934010152284,0,0,0,0,0,0,0,0,0,36.5482233502538,0,0,0,0,7.10659898477157,0,0,0,0,60.9137055837563,0,0,0,0,0,0,0,0,0,2910714.10026356,39027831.2824171,20575481.2538071,190325.421907386,20765806.6757145,36117117.1821535,5.30769230769231
3,36,2,16652231,1.32,0,0,1.32,0,1.32,0,0,1.32,0,0,0,0,0,0,16000,2,0,34687.5,0,0,0,0,0,903681.25,379166.666666667,6000,385166.666666667,400000,437500,0,437500,3829667.5,0,0,3829667.5,18375766.4166667,99138.8483595833,51693.3802098125,150832.228569396,48.75,2222.325,2271.075,355961.25,24365250,24721211.25,0,227.5,97.5,130,0,0,0,35,0,262.5,0,0,0,0,0,0,0,0,0,42.5,185,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4417999.7285694,6345444.83333333,22205433.9166667,588332.228569396,22793766.1452361,1927445.10476394,5.30769230769231
3,36,2,16652231,1.34,0,0,1.34,0,1.34,0,0,1.34,0,0,0,0,0,0,17000,2,0,48529.4117647059,0,0,0,0,0,270588.235294118,98431.3725490196,69944.2724458204,168375.64499484,658823.529411765,470588.235294118,0,470588.235294118,1920423.52941176,995882.352941177,58823.5294117647,2975129.41176471,18814517.6814248,134970.160080826,35715.0736252941,170685.23370612,610.588235294118,1713.6,2324.18823529412,6147691.76470588,18673200,24820891.7647059,0,94.1176470588235,65.8823529411765,28.2352941176471,84.7058823529412,61.1764705882353,23.5294117647059,23.5294117647059,0,202.352941176471,0,0,0,0,0,0,0,0,0,14.1176470588235,164.705882352941,0,0,0,0,0,0,0,0,0,23.5294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600433.0208056,6006374.08328111,20773677.2332301,641273.469000237,21414950.7022304,3405941.06247551,5.30769230769231
3,36,2,16652231,1.98,0,1.98,0,0,1.98,0,1.98,0,0,0,0,0,0,0,19000,2,0,0,368421.052631579,0,0,0,0,276784.210526316,98596.4912280702,17551.2465373961,116147.737765466,403508.771929824,157894.736842105,0,157894.736842105,3796003.15789474,0,0,3796003.15789474,17817092.7728532,48474.7690325023,48150.0272781052,96624.7963106076,4.21052631578947,3073.95789473684,3078.16842105263,45991.5789473684,33629400,33675391.5789474,0,274.736842105263,146.315789473684,128.421052631579,0,0,0,0,0,274.736842105263,0,0,0,0,0,0,0,0,0,37.8947368421053,195.789473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0526315789474,0,0,0,0,0,0,0,4050522.69104745,15858298.8060942,21613095.9307479,254519.533152713,21867615.4639006,11807776.1150467,5.30769230769231
3,36,2,16652231,3.73,0,0,3.73,0,3.73,0,0,3.73,0,0,0,0,0,0,17100,2,0,70175.4385964912,0,0,5847.95321637427,0,0,5847.95321637427,1023079.92202729,318325.638658049,1341405.56068534,491228.070175439,154058.479532164,0,154058.479532164,3380170.76023392,549146.198830409,0,3929316.95906433,19115882.1747204,409036.841165528,43487.899677076,452524.740842604,764.912280701755,501.052631578947,1265.9649122807,15508771.9298246,5060631.57894737,20569403.5087719,0,237.426900584795,123.976608187135,113.450292397661,33.9181286549708,33.9181286549708,0,4.67836257309942,0,276.023391812865,0,0,0,0,0,0,0,0,0,58.4795321637427,173.099415204678,0,0,0,0,0,0,0,0,0,4.67836257309942,0,0,0,0,10.5263157894737,0,0,0,0,0,0,29.2397660818713,0,0,0,0,0,0,0,3986753.98060869,1453521.3340515,22496052.9349543,606583.220374768,23102636.1553291,-2533232.64655718,5.30769230769231
3,36,3,16652231,0.98,0,0,0,0.98,0.98,0,0,0,0.98,0,0,0,0,0,25000,2,0,29800,0,0,0,0,0,138784,313776,83617.6842105263,397393.684210526,1840000,194000,0,194000,2887802,989014,0,3876816,20047222.6842105,131936.734311554,43858.81091,175795.545221554,11.6,2584.68,2596.28,144527.6,28420056,28564583.6,0,174.4,94,80.4,75.2,35.6,39.6,19.2,0,268.8,0,0,0,0,0,0,0,0,0,36.4,202.8,0,0,0,0,0,0,0,0,0,19.2,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3257597.54522155,8517360.91578947,22935024.6842105,369795.545221554,23304820.2294321,5259763.37056792,5.30769230769231
3,36,3,16652231,1.4,0,0,1.4,0,1.4,0,0,1.4,0,0,0,0,0,0,30500,1,0,34754.0983606557,163934.426229508,0,0,432786.885245902,0,233078.68852459,52555.1912568306,87247.6272648835,139802.818521714,326229.508196721,170491.803278689,0,170491.803278689,3179440,1036065.57377049,52459.0163934426,4267964.59016393,19031776.1097631,77351.6795996802,56942.4146000984,134294.094199779,49.5081967213115,2579.76393442623,2629.27213114754,576770.491803279,27988800,28565570.4918033,3278.68852459016,174.426229508197,98.3606557377049,76.0655737704918,39.344262295082,39.344262295082,0,31.4754098360656,15.7377049180328,260.983606557377,0,0,0,0,0,0,0,0,0,0,152.131147540984,0,0,0,0,0,2.62295081967213,0,0,0,23.6065573770492,0,0,0,0,0,0,0,0,18.3606557377049,0,0,47.2131147540984,17.0491803278689,0,0,0,0,0,0,3523791.80295841,9533794.38204018,22250782.015243,304785.897478467,22555567.9127215,6010002.57908178,5.30769230769231
3,36,3,16652231,1.68,0,0,1.68,0,1.68,0,0,1.68,0,0,0,0,0,0,38000,2,0,2631.57894736842,0,0,0,221052.631578947,0,164707.894736842,37547.3684210526,21673.1301939058,59220.4986149585,290526.315789474,67894.7368421053,0,67894.7368421053,1275084.21052632,932796.052631579,95789.4736842105,2303669.73684211,18363635.5776611,20038.7748595845,29186.3922704605,49225.167130045,0,2857.87894736842,2857.87894736842,0,31436668.4210526,31436668.4210526,4736.84210526316,71.5789473684211,71.5789473684211,0,111.315789473684,27.1052631578947,84.2105263157895,6.31578947368421,18.9473684210526,208.157894736842,0,0,0,0,0,0,0,0,0,0,157.631578947368,0,0,0,0,0,0,0,0,0,6.31578947368421,0,0,0,0,0,0,0,0,12.6315789473684,0,0,25.2631578947368,6.31578947368421,0,0,0,0,0,0,1447523.98282079,13073032.8433916,19694039.6565097,117119.90397215,19811159.5604818,11625508.8605708,5.30769230769231
3,36,3,16652231,2.88,0,0,2.88,0,2.88,0,0,2.88,0,0,0,0,0,0,33000,2,0,3030.30303030303,0,0,0,1472727.27272727,0,7845.45454545455,497575.757575758,82847.8468899522,580423.60446571,343636.363636364,286363.636363636,0,286363.636363636,1621969.39393939,2050719.6969697,143636.363636364,3816325.45454545,21190815.9430519,142660.697069952,57459.9696577576,200120.66672771,0,1990.54545454545,1990.54545454545,0,21883018.1818182,21883018.1818182,0,88.7878787878788,47.5757575757576,41.2121212121212,41.5151515151515,41.5151515151515,0,16.969696969697,101.818181818182,249.090909090909,0,0,0,0,0,0,0,0,0,0,74.5454545454545,0,0,0,0,0,0,0,0,0,2.42424242424242,0,0,0,0,0,0,0,0,0,7.27272727272727,135.757575757576,26.6666666666667,2.42424242424242,0,0,0,0,0,0,2171887.81298997,692202.238766253,22876219.4529506,486484.303091346,23362703.7560419,-1479685.57422372,5.30769230769231
3,36,3,16652231,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,45000,1,0,47142.2222222222,54577.7777777778,0,0,0,0,5753.33333333333,23866.6666666667,50750.8771929825,74617.5438596491,252000,66666.6666666667,0,66666.6666666667,1696160.44444444,591111.111111111,51555.5555555556,2338827.11111111,17690756.7502572,42033.3433361404,26521.9332135111,68555.2765496515,21.3333333333333,2881.38666666667,2902.72,324608.888888889,31322386.6666667,31646995.5555556,0,106,68.4444444444444,37.5555555555556,64,46.2222222222222,17.7777777777778,6.66666666666667,0,176.666666666667,0,0,0,0,0,0,0,0,0,24.2222222222222,109.333333333333,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,36.4444444444444,0,0,0,0,0,0,0,1869614.18126318,13956238.8052983,19425148.9883041,135221.943216318,19560370.9315204,12086624.6240351,5.30769230769231
3,37,1,16652231,0.1,0.02,0.08,0,0,0.1,0.02,0.08,0,0,0,0,0,0,0,5100,2,0,36960.7843137255,0,0,0,0,0,11372.5490196078,79769.9346405229,138699.690402477,218469.625043,324000,2007176.47058824,0,2007176.47058824,5245458.82352941,0,0,5245458.82352941,17243033.9583763,151836.129579527,57393.441737451,209229.571316978,1541.17647058824,0,1541.17647058824,13753882.3529412,0,13753882.3529412,0,413.725490196078,103.921568627451,309.803921568627,0,0,0,0,0,413.725490196078,0,0,0,0,0,0,0,0,0,60.7843137254902,245.098039215686,0,0,0,0,0,0,0,0,0,62.7450980392157,0,0,0,0,45.0980392156863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7461864.86543462,-3489151.60543516,22488492.7819057,2216406.04190521,24704898.823811,-10951016.4708698,11.2
3,37,1,16652231,0.16,0,0.16,0,0,0.16,0,0.16,0,0,0,0,0,0,0,5000,2,0,202000,0,0,0,0,0,26000,154426.666666667,151188.48,305615.146666667,2053333.33333333,217800,0,217800,7435060,0,0,7435060,19239179.48,416224.238427473,83080.214449,499304.452876473,1600,0,1600,12000000,0,12000000,0,488,300,188,0,0,0,18,0,506,0,0,0,0,0,0,0,0,0,40,424,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,8152164.45287647,-7239179.48,26674239.48,717104.452876473,27391343.9328765,-15391343.9328765,11.2
3,37,1,16652231,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,6000,1,0,0,0,0,0,0,0,8333.33333333333,108888.888888889,359898.947368421,468787.83625731,0,916666.666666667,0,916666.666666667,5204703.33333333,0,0,5204703.33333333,17129352.1695906,219986.067305675,56517.9189771667,276503.986282841,1733.33333333333,0,1733.33333333333,22320000,0,22320000,0,383.333333333333,180,203.333333333333,0,0,0,0,0,383.333333333333,0,0,0,0,0,0,0,0,0,53.3333333333333,186.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,133.333333333333,0,0,0,0,0,0,0,6397873.98628284,5190647.83040936,22334055.502924,1193170.65294951,23527226.1558735,-1207226.15587348,11.2
3,37,2,16652231,0.16,0,0.16,0,0,0.16,0,0.16,0,0,0,0,0,0,0,10000,2,0,148000,0,0,0,0,0,22000,152400,35200,187600,1026666.66666667,81675,0,81675,3843684,0,0,3843684,18036497.6666667,173049.357863333,43514.9571386,216564.315001933,1200,1285.2,2485.2,9600000,14137200,23737200,0,270,108,162,0,0,0,9,0,279,0,0,0,0,0,0,0,0,0,24,228,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4141923.31500193,5700702.33333333,21880181.6666667,298239.315001933,22178420.9816686,1558779.0183314,11.2
3,37,3,16652231,3.62,0,3.62,0,0,3.62,0,3.62,0,0,0,0,0,0,0,24800,2,0,27883.064516129,0,0,0,0,0,5443.54838709677,38544.0860215054,177161.56196944,215705.647990945,128322.580645161,371048.387096774,0,371048.387096774,3213316.12903226,2183723.38709677,165322.580645161,5562362.09677419,19280201.232056,174778.01506157,60666.4984992742,235444.513560844,1674.1935483871,0,1674.1935483871,15567000,0,15567000,0,235.08064516129,116.935483870968,118.145161290323,184.677419354839,86.2903225806452,98.3870967741935,0,0,419.758064516129,0,0,0,0,0,0,3.2258064516129,0,0,56.8548387096774,328.225806451613,0,0,0,0,0,0,0,0,0,23.3870967741936,0,0,0,0,8.06451612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3918239.60691518,-3713201.23205597,22591947.9383135,606492.900657618,23198440.8389711,-7631440.83897115,11.2
3,99,1,16652231,0.16,0.16,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,4000,2,0,0,0,0,0,0,0,0,26100,0,26100,540000,680625,0,680625,4437325,0,0,4437325,17218331,61101.37107,48107.92458625,109209.29565625,375,5015.85,5390.85,4125000,55174350,59299350,0,325,175,150,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5227159.29565625,42081019,21655656,789834.29565625,22445490.2956562,36853859.7043438,12.9166666666667
3,99,1,16652231,0.17,0,0,0.17,0,0.17,0,0,0.17,0,0,0,0,0,0,5000,1,0,0,0,0,0,0,0,0,24640,23500.8,48140.8,0,1089000,0,1089000,5023348,0,0,5023348,16700371.8,26145.036213056,54461.3808442,80606.417057256,648,0,648,9504000,0,9504000,0,360,180,180,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6192954.41705726,-7196371.8,21723719.8,1169606.41705726,22893326.2170573,-13389326.2170573,12.9166666666667
