"조성비","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","골목본수_계","농약비_만본당","수도광열비_만본당","제재료비_만본당","소농구비_만본당","수선비_만본당","임차료_만본당","위탁영농비_만본당","기타비용_만본당","기계_감가상각비_만본당","시설물_감가상각비_만본당","감가상각비_만본당","자동차비_만본당","자가토지용역비_만본당","임차토지용역비_만본당","토지용역비_만본당","자가노동비_만본당","고용노동비_만본당","급식물비_만본당","노동비_만본당","경영비","고정자본용역비_만본당","유동자본용역비_만본당","자본용역비_만본당","생표고_소계 수량_만본당","건표고_소계(생표고 기준) 수량_만본당","총 생산량(생표고 기준)_만본당","생표고_소계(생표고 기준) 평가액_만본당","건표고_소계(생표고 기준) 평가액_만본당","총 평가액(생표고 기준)_만본당","부산물 생산량_만본당","총 노동시간_보통자가_만본당","총 노동시간_보통자가_남_만본당","총 노동시간_보통자가_여_만본당","총 노동시간_보통고용_만본당","총 노동시간_보통고용_남_만본당","총 노동시간_보통고용_여_만본당","총 노동시간_특수자가_만본당","총 노동시간_특수고용_만본당","총 노동시간_합계_만본당","간벌_시간_만본당","건조_시간_만본당","경운_시간_만본당","관수(살수)_시간_만본당","두둑_시간_만본당","멀칭_시간_만본당","배수로 정비 및 관리_시간_만본당","병해충방제_시간_만본당","보식작업_시간_만본당","선별_시간_만본당","수확 및 운반_시간_만본당","시비_시간_만본당","시설물 보수_시간_만본당","식재(조림)_시간_만본당","열매솎기(적과)_시간_만본당","인공교배 또는 수정_시간_만본당","재배지 정리_시간_만본당","전정_시간_만본당","접목 및 관리_시간_만본당","정지_시간_만본당","제초_시간_만본당","종묘 이식_시간_만본당","차광막 설치_시간_만본당","채종_시간_만본당","꽃눈솎기(적뢰)_시간_만본당","출하_시간_만본당","지주세우기_시간_만본당","일반관리_시간_만본당","파종_시간_만본당","표고목 눕히기_시간_만본당","표고목 뒤집기_시간_만본당","표고목 벌채_시간_만본당","표고목 세우기_시간_만본당","표고목 폐기_시간_만본당","버섯발생작업_시간_만본당","재배장 소독_시간_만본당","종균접종_시간_만본당","천공작업_시간_만본당","표고세척_시간_만본당","기타_시간_만본당","내급비","소득","직접생산비","간접생산비","생산비 합계_만본당","순수익","가중치"
16438530,0.03,0,0,0.03,0,0,0,0,0,0,0.03,0,0,0.03,0,5100,0,128352.941176471,0,0,0,0,0,0,3279218.3006536,259374.035087719,3538592.33574131,767345.588235294,0,883941.176470588,883941.176470588,11896776.4705882,0,0,11896776.4705882,21756762.0416237,759817.216971362,146105.322352941,905922.539324304,2594.11764705882,0,2594.11764705882,30599286.2745098,0,30599286.2745098,0,807.843137254902,807.843137254902,0,0,0,0,0,0,807.843137254902,0,0,0,31.3725490196078,0,0,0,0,0,78.4313725490196,241.176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7647058823529,0,0,0,0,147.058823529412,0,298.039215686275,0,0,0,0,0,0,0,12802699.0099125,8842524.23288614,32769597.3357413,1789863.71579489,34559461.0515362,-3960174.77702641,11.2
16438530,0.06,0,0.06,0,0,0.06,0,0.06,0,0,0,0,0,0,0,5000,0,1393520,0,0,54560,0,209720,57680,1522767,414528.6,1937295.6,1275498.66666667,223120,0,223120,9252178,0,0,9252178,21366804.2666667,831882.1703958,133257.0447,965139.2150958,154,7554.12,7708.12,1230222,69112643.88,70342865.88,0,534,250,284,0,0,0,100,0,634,0,0,0,0,0,0,0,0,0,54,272,0,0,0,0,0,0,0,0,0,126,0,0,0,0,20,0,0,0,0,0,0,162,0,0,0,0,0,0,0,10440437.2150958,48976061.6133333,30618982.2666667,1188259.2150958,31807241.4817625,38535624.3982375,5.175
16438530,0.1,0.05,0.05,0,0,0.1,0.05,0.05,0,0,0,0,0,0,0,5100,0,48137.2549019608,0,0,0,0,0,9941.17647058824,87768.1699346405,167177.590299278,254945.760233918,352211.764705882,2239156.8627451,0,2239156.8627451,2497829.41176471,0,0,2497829.41176471,17103765.9563124,202954.929129334,31054.2802941176,234009.209423452,2047.05882352941,0,2047.05882352941,16890919.6078431,0,16890919.6078431,0,227.450980392157,19.6078431372549,207.843137254902,0,0,0,0,0,227.450980392157,0,0,0,7.84313725490196,0,0,0,0,0,27.4509803921569,145.098039215686,0,0,0,0,0,0,0,0,0,25.4901960784314,0,0,0,0,21.5686274509804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4970995.48393326,-212846.348469213,19601595.3680771,2473166.07216855,22074761.4402456,-5183841.83240247,11.2
16438530,0.11,0,0,0.11,0,0.11,0,0,0.11,0,0,0,0,0,0,5060,0,174169.960474308,0,0,323537.549407115,0,0,12964.4268774704,135078.590250329,106715.711462451,241794.30171278,257803.689064559,610671.936758893,0,610671.936758893,2572942.68774704,0,0,2572942.68774704,17448799.9275362,106902.874823123,37465.917687747,144368.79251087,264.822134387352,0,264.822134387352,2324972.33201581,0,2324972.33201581,0,29.6442687747036,29.6442687747036,0,0,0,0,84.9802371541502,0,114.624505928854,0,0,0,0,0,0,0,0,0,0,29.6442687747036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.9802371541502,0,0,0,0,0,0,0,0,3327983.4170168,-15123827.5955204,20021742.6152833,755040.729269763,20776783.344553,-18451811.0125372,5.175
16438530,0.12,0,0,0.12,0,0,0,0,0,0,0.12,0,0,0.12,0,10000,0,561550,0,0,13640,0,108720,0,285581.85,200849.536842105,486431.386842105,0,0,409120,409120,2888321,0,0,2888321,18017991.3868421,194997.029950658,43402.60665,238399.636600658,21,4612.44,4633.44,190974,42199213.56,42390187.56,0,161,161,0,0,0,0,20,0,181,0,0,0,0,0,0,0,0,0,19,116,0,0,0,0,0,0,0,0,0,40,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3126720.63660066,24372196.1731579,20497192.3868421,647519.636600658,21144712.0234428,21245475.5365572,5.175
16438530,0.15,0,0.15,0,0,0.15,0,0.15,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,17480,19805,0,19805,260897.5,669340,0,669340,1442868,0,0,1442868,16736712.5,39253.5608625,17743.2282,56996.7890625,144,0,144,1320078,0,1320078,0,106,76,30,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2169204.7890625,-15416634.5,18179580.5,726336.7890625,18905917.2890625,-17585839.2890625,12.9166666666667
16438530,0.15,0,0.15,0,0,0.15,0,0.15,0,0,0,0,0,0,0,5000,0,100720,0,0,0,0,0,17480,19805,0,19805,521795,557780,0,557780,2688178,0,0,2688178,17098330,71903.5785,34097.4927,106001.0712,382,0,382,3442648,0,3442648,0,180,180,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3351959.0712,-13655682,19786508,663781.0712,20450289.0712,-17007641.0712,12.9166666666667
16438530,0.15,0.15,0,0,0,0.15,0.15,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,23836.3636363636,27006.4393939394,22791.5,49797.9393939394,284615.454545455,242972.727272727,0,242972.727272727,2722740.90909091,0,0,2722740.90909091,16796779.7575758,64533.3125625,33370.9138636364,97904.2264261364,561.818181818182,2408.12727272727,2969.94545454546,5753299.09090909,22031956.4181818,27785255.5090909,0,213.636363636364,108.181818181818,105.454545454545,0,0,0,0,0,213.636363636364,0,0,0,0,0,0,0,0,0,0,213.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3063617.86278977,10988475.7515151,19519520.6666667,340876.953698864,19860397.6203655,7924857.88872537,12.9166666666667
16438530,0.16,0,0.16,0,0,0.16,0,0.16,0,0,0,0,0,0,0,10000,0,414240,0,0,0,0,0,0,167682.333333333,42427.3,210109.633333333,547884.75,91110,0,91110,8815036,0,0,8815036,17610764.3833333,107524.25676,112135.7034,219659.96016,2846,2077.74,4923.74,18055020,19009243.26,37064263.26,0,648,329,319,0,0,0,16,0,664,0,0,0,0,0,0,0,0,0,67,581,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9125805.96016,19453498.8766667,26425800.3833333,310769.96016,26736570.3434933,10327692.9165067,11.2
16438530,0.16,0,0.16,0,0,0.16,0,0.16,0,0,0,0,0,0,0,5000,0,307220,0,0,0,0,0,0,169910.466666667,182230.6,352141.066666667,1117685.33333333,242960,0,242960,13775642,0,0,13775642,18215576.4,311527.069686,171106.7733,482633.842986,3726,3784.2,7510.2,22836654,34621645.8,57458299.8,0,1020,590,430,0,0,0,8,0,1028,0,0,0,0,0,0,0,0,0,116,904,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14501235.842986,39242723.4,31991218.4,725593.842986,32716812.242986,24741487.557014,11.2
