"경영주 연령","연령별","농약비_살균제_지출액","농약비_살충제_지출액","농약비_제초제_지출액","농약비_전착제_지출액","농약비_항공방제_지출액","농약비_기타_지출액","수도광열비_임업전기료_지출액","수도광열비_휘발유_지출액","수도광열비_등유_지출액","수도광열비_경유_지출액","수도광열비_가스_지출액","수도광열비_수돗물_지출액","수도광열비_기타_지출액","기타재료비_차광막_지출액","기타재료비_비닐_지출액","기타재료비_호스_지출액","기타재료비_목재_지출액","기타재료비_철사_지출액","기타재료비_철망_지출액","기타재료비_마대_지출액","기타재료비_골판지 상자_지출액","기타재료비_지주_지출액","기타재료비_부직포_지출액","기타재료비_묘상용 흙(상토)_지출액","기타재료비_친환경농업자재_지출액","기타재료비_새끼_지출액","기타재료비_볏짚_지출액","기타재료비_묘상의 열낼재료_지출액","기타재료비_낙엽_지출액","기타재료비_허수아비_지출액","기타재료비_화약_지출액","기타재료비_딱총_지출액","기타재료비_포트_지출액","기타재료비_철죽_지출액","기타재료비_포장상자_지출액","기타재료비_기타_지출액","수선비_모터싸이클_지출액","수선비_일반승용차_지출액","수선비_다목적승용차_지출액","수선비_화물트럭_지출액","수선비_소형승합차_지출액","수선비_기타자동차_지출액","exp611","exp612","exp613","exp6211","exp6212","exp6213","exp6214","exp6215","exp6216","임차료_기계/대농구_지출액","임차료_건물/시설물_지출액","임차료_수리시설물_지출액","소농구비_괭이_지출액","소농구비_삽_지출액","소농구비_호미_지출액","소농구비_낫_지출액","소농구비_모종삽_지출액","소농구비_갈퀴_지출액","소농구비_물뿌리개_지출액","소농구비_톱_지출액","소농구비_도끼_지출액","소농구비_망치_지출액","소농구비_물장화_지출액","소농구비_우의_지출액","소농구비_장화_지출액","소농구비_자급 소농구_지출액","소농구비_임차 소농구_지출액","소농구비_기타 소농구_지출액","위탁비_위탁 영농비_지출액","위탁비_재배장 관리_지출액","위탁비_비료 주기_지출액","위탁비_제초 작업_지출액","위탁비_병충해방제_지출액","위탁비_수확 작업_지출액","위탁비_수확물운반_지출액","위탁비_건조 작업_지출액","위탁비_기타직접노동_지출액","기타비용_임업부담금_지출액","기타비용_세금_지출액","기타비용_보험료_지출액","기타비용_이자 비용_지출액","기타비용_인력 수송비_지출액","기타비용_토지 임차료_지출액","기타비용_검사수수료_지출액","기타비용_협회비_지출액","기타비용_등기료_지출액","기타비용_측량비_지출액","기타비용_객토비_지출액","기타비용_영농교육참가비_지출액","기타비용_기타_지출액","농약비_지출액","수도광열비_지출액","기타재료비_지출액","자동차비_수선비_지출액","자동차비_임차료_지출액","수선비_지출액","임차료_지출액","소농구비_지출액","위탁영농비_지출액","세금및부담금_지출액","이자비용_지출액","보험금및기타_지출액","기타비용_지출액","노동시간_경영주","노동시간_배우자","노동인원_기타가족_남","노동시간_기타가족_남","노동인원_기타가족_여","노동시간_기타가족_여","노동인원_보통고용_남","노동시간_보통고용_남_1","노동비_보통고용_남","노동인원_보통고용_여","노동시간_보통고용_여_1","노동비_보통고용_여","노동인원_일손돕기_남","노동시간_일손돕기_남","노동인원_일손돕기_여","노동시간_일손돕기_여","노동인원_특수자가","노동시간_특수자가","노동인원_특수고용","노동시간_특수고용","노동비_특수고용","인력수송비","급여물비_주식","급여물비_간식","급여물비_기타","임금단가_남","임금단가_여","임금단가_특수","노동비_보통자가_남","노동비_보통자가기타_남","노동비_보통자가_여","노동비_보통자가기타_여","노동비_일손돕기_남","노동비_일손돕기_여","노동비_특수자가","노동비_자가","노동비_고용","노동시간_보통자가_남","노동시간_보통자가_여","노동시간_보통자가_합","노동시간_보통고용_남_2","노동시간_보통고용_여_2","노동시간_보통고용_합","노동시간_자가","노동시간_고용","노동시간_합계","급식물비","노동비용","간벌","건조","경운","관수(살수)","두둑","멀칭","배수로 정비 및 관리","병해충방제","보식작업","선별","수확 및 운반","시비","시설물 보수","식재(조림)","열매솎기(적과)","인공교배 또는 수정","재배지 정리","전정","접목 및 관리","정지","제초","종묘 이식","차광막 설치","채종","꽃눈솎기(적뢰)","출하","지주세우기","일반관리","파종","표고목 눕히기","표고목 뒤집기","표고목 벌채","표고목 세우기","표고목 폐기","버섯발생작업","재배장 소독","종균접종","천공작업","표고세척","기타","수확량","판매량","평가액","생표고_상품 수확량","생표고_상품 판매량","생표고_상품 판매금액","생표고_중품 수확량","생표고_중품 판매량","생표고_중품 판매금액","생표고_하품 수확량","생표고_하품 판매량","생표고_하품 판매금액","생표고_4 수확량","생표고_4 판매량","생표고_4 판매금액","생표고_5 수확량","생표고_5 판매량","생표고_5 판매금액","건표고_화고 수확량","건표고_화고 판매량","건표고_화고 판매금액","건표고_동고 수확량","건표고_동고 판매량","건표고_동고 판매금액","건표고_향고 수확량","건표고_향고 판매량","건표고_향고 판매금액","건표고_향신 수확량","건표고_향신 판매량","건표고_향신 판매금액","건표고_등외 수확량","건표고_등외 판매량","건표고_등외 판매금액","생표고_상품(생표고 기준) 판매금액","생표고_중품(생표고 기준) 판매금액","생표고_하품(생표고 기준) 판매금액","생표고_4(생표고 기준) 판매금액","생표고_5(생표고 기준) 판매금액","건표고_화고(생표고 기준) 판매금액","건표고_동고(생표고 기준) 판매금액","건표고_향고(생표고 기준) 판매금액","건표고_향신(생표고 기준) 판매금액","건표고_등외(생표고 기준) 판매금액","타용도 소비량","지역별","규모별","조성비","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","골목본수_계","토지용역비","자가_토지용역비","임차_토지용역비","신규취득가격_기계기구","감가상각비_기계기구","자본용역비_기계기구","신규취득가격_시설물","감가상각비_시설물","자본용역비_시설물","전/겸업별","생산량","농약비_만본당","수도광열비_만본당","제재료비_만본당","소농구비_만본당","수선비_만본당","임차료_만본당","수선비(자동차)_만본당","임차료(자동차)_만본당","위탁영농비_만본당","기타비용_만본당","기타_만본당","기계(자동차)_감가상각비_만본당","기계_감가상각비_만본당","시설물_감가상각비_만본당","감가상각비_만본당","자동차비_만본당","중간재비","자가토지용역비_만본당","임차토지용역비_만본당","토지용역비_만본당","임차료","자가노동비_만본당","고용노동비_만본당","급식물비_만본당","노동비_만본당","자가노동비(급식물 포함)_만본당","고용노동비(급식물 포함)_만본당","경영비","고정자본용역비_만본당","유동자본용역비_만본당","자본용역비_만본당","총 생산량_만본당","총 평가액_만본당","생표고_상품 수량_만본당","생표고_중품 수량_만본당","생표고_하품 수량_만본당","생표고_4 수량_만본당","생표고_5 수량_만본당","생표고_소계 수량_만본당","건표고_화고 수량_만본당","건표고_동고 수량_만본당","건표고_향고 수량_만본당","건표고_향신 수량_만본당","건표고_등외 수량_만본당","건표고_소계(생표고 기준) 수량_만본당","총 생산량(생표고 기준)_만본당","생표고_상품(생표고 기준) 평가액_만본당","생표고_중품(생표고 기준) 평가액_만본당","생표고_하품(생표고 기준) 평가액_만본당","생표고_4(생표고 기준) 평가액_만본당","생표고_5(생표고 기준) 평가액_만본당","생표고_소계(생표고 기준) 평가액_만본당","건표고_화고(생표고 기준) 평가액_만본당","건표고_동고(생표고 기준) 평가액_만본당","건표고_향고(생표고 기준) 평가액_만본당","건표고_향신(생표고 기준) 평가액_만본당","건표고_등외(생표고 기준) 평가액_만본당","건표고_소계(생표고 기준) 평가액_만본당","총 평가액(생표고 기준)_만본당","부산물 생산량_만본당","총 노동시간_보통자가_만본당","총 노동시간_보통자가_남_만본당","총 노동시간_보통자가_여_만본당","총 노동시간_보통고용_만본당","총 노동시간_보통고용_남_만본당","총 노동시간_보통고용_여_만본당","총 노동시간_특수자가_만본당","총 노동시간_특수고용_만본당","총 노동시간_합계_만본당","간벌_시간_만본당","건조_시간_만본당","경운_시간_만본당","관수(살수)_시간_만본당","두둑_시간_만본당","멀칭_시간_만본당","배수로 정비 및 관리_시간_만본당","병해충방제_시간_만본당","보식작업_시간_만본당","선별_시간_만본당","수확 및 운반_시간_만본당","시비_시간_만본당","시설물 보수_시간_만본당","식재(조림)_시간_만본당","열매솎기(적과)_시간_만본당","인공교배 또는 수정_시간_만본당","재배지 정리_시간_만본당","전정_시간_만본당","접목 및 관리_시간_만본당","정지_시간_만본당","제초_시간_만본당","종묘 이식_시간_만본당","차광막 설치_시간_만본당","채종_시간_만본당","꽃눈솎기(적뢰)_시간_만본당","출하_시간_만본당","지주세우기_시간_만본당","일반관리_시간_만본당","파종_시간_만본당","표고목 눕히기_시간_만본당","표고목 뒤집기_시간_만본당","표고목 벌채_시간_만본당","표고목 세우기_시간_만본당","표고목 폐기_시간_만본당","버섯발생작업_시간_만본당","재배장 소독_시간_만본당","종균접종_시간_만본당","천공작업_시간_만본당","표고세척_시간_만본당","기타_시간_만본당","내급비","조수입","소득","부가가치","소득률","노동생산성","자본생산성","토지생산성","자가노동비율","직접생산비","간접생산비","생산비 합계_만본당","순수익","가중치"
44,1,0,0,0,0,0,0,197030,0,0,321100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518130,0,0,0,0,0,0,0,0,0,0,0,225,79,0,0,0,0,0,0,0,6,24,180000,10,80,10,80,0,0,0,0,0,0,60000,18000,0,157816,107873,206195,3230509,0,765905,0,1140480,775600,0,3996414,2096080,225,79,304,80,104,184,304,184,488,78000,6170494,0,0,0,16,0,0,0,0,0,79,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,959,959,12945058,0,0,0,625,625,2812500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,334,10132558,0,0,0,0,0,0,0,2812500,0,0,0,0,0,21126588.84,0,0,0,34,1,16067060,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,5000,55000,55000,0,14456800,58650,232050,23256000,1377000,14886900,2,1918,0,1036260,0,0,0,0,0,0,0,0,0,1133333.33333333,117300,2754000,2871300,1133333.33333333,21107953.3333333,110000,0,110000,0,7992828,4192160,156000,12340988,8095157.28977854,4245830.71022146,25353784.0435548,388557.015,171897.6368,560454.6518,1918,25890116,0,1250,0,0,0,1250,0,0,668,0,0,4769.52,6019.52,0,5625000,0,0,0,5625000,0,0,42253177.68,0,0,42253177.68,47878177.68,0,608,450,158,368,160,208,0,0,976,0,0,0,32,0,0,0,0,0,158,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,8765611.94157854,47878177.68,22524393.6364452,26770224.3466667,47.0452191956634,54857.0171038251,68.8965153458024,53540448.6933333,62.2950819672131,33448941.3333333,670454.6518,34119395.9851333,13758781.6948667,13.3125
45,1,0,0,0,0,0,0,276062,22800,0,0,0,0,0,0,0,0,0,348000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114500,93690,480000,0,0,0,0,0,0,0,0,0,0,0,298862,696000,0,0,0,0,0,0,208190,0,480000,688190,204,164,1,7,10,93,18,144,2080000,7,63,420000,0,0,0,0,0,14,4,24,440000,0,215000,130400,0,100318,68503,131215,2918315,101129,1609606,911625,0,0,262430,5803105,2940000,211,257,468,144,63,207,482,231,713,345400,9088505,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,2551,2465,16347399,0,0,0,85,0,685015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2466,2465,15662384,0,685015,0,0,0,0,0,0,0,155982539.16,97,36,3,16067060,1.65,0,0,1.65,0,1.65,0,0,1.65,0,0,0,0,0,0,35000,275000,275000,0,129067400,2094162,31757409.8666667,7650000,203490,3919095,2,728.857142857143,0,85389.1428571429,198857.142857143,0,0,0,0,0,0,196625.714285714,196625.714285714,783619.047619048,598332,58140,656472,783619.047619048,17988023.047619,78571.4285714286,0,78571.4285714286,0,1658030,840000,98685.7142857143,2596715.71428571,1723531.16486077,873184.549424947,18861207.597044,130983.73929619,39547.0021285714,170530.741424762,728.857142857143,4670685.42857143,0,24.2857142857143,0,0,0,24.2857142857143,0,0,0,0,704.571428571429,5030.64,5054.92571428571,0,195718.571428571,0,0,0,195718.571428571,0,0,0,0,44566439.76,44566439.76,44762158.3314286,0,133.714285714286,60.2857142857143,73.4285714285714,59.1428571428571,41.1428571428571,18,4,6.85714285714286,203.714285714286,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,10.8571428571429,0,0,0,0,0,0,0,0,0,0,0,70.8571428571429,0,0,0,0,0,0,0,1972633.33485696,44762158.3314286,25900950.7343846,26774135.2838095,57.8634983206315,37551.3818847258,204.408084756733,7649752.93823129,67.601683029453,20584738.7619048,249102.16999619,20833840.931901,23928317.3995276,7.39285714285714
47,1,0,0,0,0,0,0,587100,0,0,1236900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38000,700000,0,0,0,0,0,0,0,0,0,0,0,1824000,0,981600,0,0,0,0,0,38000,0,700000,738000,871,277,0,0,0,0,0,0,0,2,8,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,400952,273550,524860,12457573,0,2724193,0,0,0,0,15181766,68000,871,277,1148,0,8,8,1148,8,1156,0,15249766,0,0,0,16,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,171,0,261,0,0,0,0,0,0,0,1557,1557,8299500,0,0,0,1542,1542,7849500,0,0,0,0,0,0,0,0,0,0,0,0,15,15,450000,0,0,0,0,0,0,0,0,0,0,7849500,0,0,0,0,948798.9,0,0,0,0,34,1,16067060,1.3,0,0,1.3,0,1.3,0,0,1.3,0,0,0,0,0,0,8000,132000,132000,0,14749200,82518,2685700.8,27540000,137700,12806100,2,1946.25,0,2280000,0,0,0,0,1227000,0,0,922500,922500,255000,103147.5,172125,275272.5,1482000,21026832.5,165000,0,165000,0,18977207.5,85000,0,19062207.5,18977207.5,85000,21111832.5,248837.05035,301868.441375,550705.491725,1946.25,10374375,0,1927.5,0,0,0,1927.5,0,18.75,0,0,0,133.875,2061.375,0,9811875,0,0,0,9811875,0,1185998.625,0,0,0,1185998.625,10997873.625,0,1435,1088.75,346.25,10,0,10,0,0,1445,0,0,0,20,0,0,0,0,0,0,588.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.25,213.75,0,326.25,0,0,0,0,0,0,0,19692912.991725,10997873.625,-10113958.875,-10028958.875,-91.9628577292367,-8675.56996107266,-40.3033184202025,-12536198.59375,99.3079584775086,40089040,715705.491725,40804745.491725,-29806871.866725,13.3125
47,1,0,0,0,0,0,0,657210,0,0,547200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,1204410,0,0,0,0,0,0,0,24000,0,0,24000,108,7,0,0,0,0,0,0,0,0,0,0,1,10,1,10,0,0,0,0,0,0,0,0,0,127734,86475,168705,1526420,0,65667,0,140180,93810,0,1592087,233990,108,7,115,10,10,20,115,20,135,0,1826077,0,0,0,1,0,0,0,0,0,22,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,575,4277000,338,338,2197000,56,56,308000,0,0,0,0,0,0,0,0,0,0,0,0,3,5,129000,180,75,900000,30,75,600000,31,26,143000,2197000,308000,0,0,0,0,189759.78,11385586.8,1897597.8,1960851.06,20,36,2,16067060,0.47,0,0,0.47,0,0.47,0,0,0.47,0,0,0,0,0,0,11000,82500,82500,0,15361200,183192,3073464,10159200,88944,6421430.4,2,580,0,1094918.18181818,0,0,0,0,0,0,0,21818.1818181818,21818.1818181818,231818.181818182,166538.181818182,80858.1818181818,247396.363636364,231818.181818182,17663010.9090909,75000,0,75000,0,1447351.81818182,212718.181818182,0,1660070,1447351.81818182,212718.181818182,17875729.0909091,110917.630036364,35681.9617727273,146599.591809091,580,3888181.81818182,307.272727272727,50.9090909090909,0,0,0,358.181818181818,0,2.72727272727273,163.636363636364,27.2727272727273,28.1818181818182,1583.78181818182,1941.96363636364,1997272.72727273,280000,0,0,0,2277272.72727273,0,172508.890909091,10350533.4545455,1725088.90909091,1782591.87272727,14030723.1272727,16307995.8545455,0,104.545454545455,98.1818181818182,6.36363636363636,18.1818181818182,9.09090909090909,9.09090909090909,0,0,122.727272727273,0,0,0,0.909090909090909,0,0,0,0,0,20,94.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668951.40999091,16307995.8545455,-1567733.23636364,-1355015.05454546,-9.61327958595645,-10037.1485521886,-12.2164082851502,-1231831.8677686,85.1851851851852,19323080.9090909,221599.591809091,19544680.5009,-3236684.64635455,7.39285714285714
48,1,0,0,0,0,0,0,0,117534,0,369360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486894,0,0,0,0,0,0,0,0,0,0,0,108,24,2,15,2,15,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,99790,67827,131215,1522512,211698,232680,142599,0,0,412390,2521879,0,123,39,162,0,0,0,184,0,184,0,2521879,0,0,0,0,0,0,0,0,0,19,49,0,0,0,0,0,0,0,0,0,22,0,0,0,0,4,0,0,0,90,0,0,0,0,0,0,0,0,0,0,510,510,1785000,0,0,0,510,510,1785000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785000,0,0,0,0,0,0,0,0,0,37,2,16067060,0.28,0,0.28,0,0,0.28,0,0.28,0,0,0,0,0,0,0,10000,660000,660000,0,19658800,89413.2,5004446.62666667,8568000,73729.8947368421,5435313.72631579,2,510,0,486894,0,0,0,0,0,0,0,0,0,566666.666666667,89413.2,73729.8947368421,163143.094736842,566666.666666667,17283763.7614035,660000,0,660000,0,2521879,0,0,2521879,2521879,0,17283763.7614035,134150.920535825,38662.73305,172813.653585825,510,1785000,0,510,0,0,0,510,0,0,0,0,0,0,510,0,1785000,0,0,0,1785000,0,0,0,0,0,0,1785000,0,162,123,39,0,0,0,22,0,184,0,0,0,0,0,0,0,0,0,19,49,0,0,0,0,0,0,0,0,0,22,0,0,0,0,4,0,0,0,90,0,0,0,0,0,0,0,0,0,0,3354692.65358582,1785000,-15498763.7614035,-15498763.7614035,-868.278081871345,-84232.4117467582,-115.532295264904,-15498763.7614035,100,19805642.7614035,832813.653585825,20638456.4149893,-18853456.4149893,11.2
50,2,0,0,0,0,0,0,45600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45600,0,0,0,0,0,0,0,0,0,0,0,278,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99816,67851,131215,3954775,0,2074166,0,0,0,0,6028941,0,278,214,492,0,0,0,492,0,492,0,6028941,0,0,0,25,0,0,0,0,0,72,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,1951,26550500,0,0,0,1313,1313,11160500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,638,15390000,0,0,0,0,0,0,0,11160500,0,0,0,0,0,40355579.88,0,0,0,99,2,16067060,0.15,0.15,0,0,0,0.15,0.15,0,0,0,0,0,0,0,0,11000,242000,242000,0,8710800,36720,3093184,0,0,0,2,1773.63636363636,0,41454.5454545455,0,0,0,0,0,0,0,0,0,247272.727272727,33381.8181818182,0,33381.8181818182,247272.727272727,16389169.0909091,220000,0,220000,0,5480855.45454545,0,0,5480855.45454545,5480855.45454545,0,16389169.0909091,36134.0130909091,70961.6835,107095.696590909,1773.63636363636,24136818.1818182,0,1193.63636363636,0,0,0,1193.63636363636,0,0,580,0,0,4141.2,5334.83636363636,0,10145909.0909091,0,0,0,10145909.0909091,0,0,36686890.8,0,0,36686890.8,46832799.8909091,0,447.272727272727,252.727272727273,194.545454545455,0,0,0,0,0,447.272727272727,0,0,0,22.7272727272727,0,0,0,0,0,65.4545454545455,359.090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5807951.15113636,46832799.8909091,30443630.8,30443630.8,65.0049343001368,61877.2983739837,842.520057858153,27676028,100,21870024.5454545,327095.696590909,22197120.2420455,24635679.6488636,14.0909090909091
51,2,0,0,0,0,0,0,114000,15200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129200,0,0,0,0,0,0,0,0,0,0,0,230,238,0,0,0,0,20,160,2600000,0,0,0,0,0,0,0,0,1,0,0,0,0,160000,80000,0,85871,58570,112470,3279163,0,2311130,0,0,0,18745,5609038,2600000,230,238,468,160,0,160,469,160,629,240000,8449038,0,0,0,0,0,0,0,0,0,46,582,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,2629,58666500,0,0,0,1563,1563,17974500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,1003,39117000,63,63,1575000,0,0,0,0,17974500,0,0,0,0,0,63443019.78,3984955.38,0,0,99,3,16067060,0.66,0,0,0.66,0,0,0,0,0,0,0.66,0,0,0.66,0,25000,1100000,0,1100000,13268160,88740,3922920,5202000,26010,2561985,1,1051.6,0,51680,0,0,0,0,0,0,0,0,0,204000,35496,10404,45900,204000,16368640,0,440000,440000,440000,2243615.2,1040000,96000,3379615.2,2309209.6884163,1070405.5115837,17879045.5115837,33332.4117,44092.14332,77424.55502,1051.6,23466600,0,625.2,0,0,0,625.2,0,0,401.2,25.2,0,3044.496,3669.696,0,7189800,0,0,0,7189800,0,0,25377207.912,1593982.152,0,26971190.064,34160990.064,0,187.2,92,95.2,64,64,0,0.4,0,251.6,0,0,0,0,0,0,0,0,0,18.4,232.8,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2386634.2434363,34160990.064,16281944.5524163,17792350.064,47.6623907032916,28286.7250620032,533.785260548669,7116940.0256,74.5627980922099,19748255.2,517424.55502,20265679.75502,13895310.30898,14.0909090909091
53,2,0,0,0,0,0,0,238830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27500,0,0,0,0,0,0,0,0,0,0,0,0,0,238830,0,0,0,16000,40000,0,0,27500,0,0,27500,160,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128399,87303,168705,2285223,0,178239,0,0,0,0,2463462,0,160,19,179,0,0,0,179,0,179,0,2463462,0,0,0,1,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,1273,1273,6793500,63,63,787500,113,113,960500,25,25,87500,1072,1072,4958000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787500,960500,87500,4958000,0,0,0,0,0,0,0,34,1,16067060,0.32,0,0.32,0,0,0,0,0,0,0,0.32,0,0.32,0,0,7000,660000,0,660000,16405000,13872,2855610.13333333,0,0,0,2,1818.57142857143,0,341185.714285714,0,0,22857.1428571429,57142.8571428571,0,0,0,39285.7142857143,39285.7142857143,372380.952380952,19817.1428571429,0,19817.1428571429,372380.952380952,16862586.6666667,0,942857.142857143,942857.142857143,1000000,3519231.42857143,0,0,3519231.42857143,3519231.42857143,0,17862586.6666667,52420.8431619048,51139.1817142857,103560.02487619,1818.57142857143,9705000,90,161.428571428571,35.7142857142857,1531.42857142857,0,1818.57142857143,0,0,0,0,0,0,1818.57142857143,1125000,1372142.85714286,125000,7082857.14285714,0,9705000,0,0,0,0,0,0,9705000,0,255.714285714286,228.571428571429,27.1428571428571,0,0,0,0,0,255.714285714286,0,0,0,1.42857142857143,0,0,0,0,0,0,187.142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.1428571428571,0,0,0,0,0,0,0,3622791.45344762,9705000,-8157586.66666667,-7157586.66666667,-84.0555040357204,-39986.5176908752,-136.540853502872,-10225123.8095238,100,20438960.952381,1046417.16773333,21485378.1201143,-11780378.1201143,13.3125
