"▣ 연령별","▣ 지역별","▣ 규모별","조성비","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","골목본수_계","▣ 전/겸업별","농약비_만본당","수도광열비_만본당","제재료비_만본당","소농구비_만본당","수선비_만본당","임차료_만본당","위탁영농비_만본당","기타비용_만본당","기계_감가상각비_만본당","시설물_감가상각비_만본당","감가상각비_만본당","자동차비_만본당","자가토지용역비_만본당","임차토지용역비_만본당","토지용역비_만본당","자가노동비_만본당","고용노동비_만본당","급식물비_만본당","노동비_만본당","경영비","고정자본용역비_만본당","유동자본용역비_만본당","자본용역비_만본당","생표고_소계 수량_만본당","건표고_소계(생표고 기준) 수량_만본당","총 생산량(생표고 기준)_만본당","생표고_소계(생표고 기준) 평가액_만본당","건표고_소계(생표고 기준) 평가액_만본당","총 평가액(생표고 기준)_만본당","부산물 생산량_만본당","총 노동시간_보통자가_만본당","총 노동시간_보통자가_남_만본당","총 노동시간_보통자가_여_만본당","총 노동시간_보통고용_만본당","총 노동시간_보통고용_남_만본당","총 노동시간_보통고용_여_만본당","총 노동시간_특수자가_만본당","총 노동시간_특수고용_만본당","총 노동시간_합계_만본당","간벌_시간_만본당","건조_시간_만본당","경운_시간_만본당","관수(살수)_시간_만본당","두둑_시간_만본당","멀칭_시간_만본당","배수로 정비 및 관리_시간_만본당","병해충방제_시간_만본당","보식작업_시간_만본당","선별_시간_만본당","수확 및 운반_시간_만본당","시비_시간_만본당","시설물 보수_시간_만본당","식재(조림)_시간_만본당","열매솎기(적과)_시간_만본당","인공교배 또는 수정_시간_만본당","재배지 정리_시간_만본당","전정_시간_만본당","접목 및 관리_시간_만본당","정지_시간_만본당","제초_시간_만본당","종묘 이식_시간_만본당","차광막 설치_시간_만본당","채종_시간_만본당","꽃눈솎기(적뢰)_시간_만본당","출하_시간_만본당","지주세우기_시간_만본당","일반관리_시간_만본당","파종_시간_만본당","골목 눕히기_시간_만본당","골목 뒤집기_시간_만본당","골목 벌채_시간_만본당","골목 세우기_시간_만본당","골목 폐기_시간_만본당","버섯발생작업_시간_만본당","재배장 소독_시간_만본당","종균접종_시간_만본당","천공작업_시간_만본당","표고세척_시간_만본당","기타_시간_만본당","내급비","소득","직접생산비","간접생산비","생산비 합계_만본당","순수익","가중치"
3,34,1,17169283,0.23,0,0.23,0,0,0.23,0,0.23,0,0,0,0,0,0,0,5000,2,0,50400,0,0,0,0,0,0,553615.833333333,93600,647215.833333333,489866.666666667,575000,0,575000,10235040,0,0,10235040,18356765.5,215207.58,127539.456,342747.036,1910,171.36,2081.36,6494000,2159136,8653136,0,576,576,0,0,0,0,0,0,576,0,76,0,2,0,0,0,0,0,48,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11152787.036,-9703629.5,28591805.5,917747.036,29509552.536,-20856416.536,19.3636363636364
3,34,1,17169283,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9000,2,0,307777.777777778,0,0,0,0,0,0,212032.87037037,61841.7543859649,273874.624756335,272129.62962963,0,121000,121000,5709928.88888889,0,0,5709928.88888889,18144065.0321637,117439.631610916,74619.5626666667,192059.194277583,291.111111111111,452.2,743.311111111111,4458111.11111111,4657660,9115771.11111111,0,334.444444444444,201.111111111111,133.333333333333,0,0,0,17.7777777777778,0,352.222222222222,0,0,0,0,0,0,0,0,0,25.5555555555556,308.888888888889,0,0,0,0,0,0,0,0,0,17.7777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5901988.08316647,-9028293.92105263,23732993.9210526,313059.194277583,24046053.1153302,-14930282.0042191,19.3636363636364
3,34,1,17169283,3.92,0,0,3.92,0,0,0,0,0,0,3.92,0,0,3.92,0,5200,2,0,129230.769230769,0,0,0,0,0,0,747580.128205128,210000,957580.128205128,0,0,346923.076923077,346923.076923077,12204478.8461538,0,0,12204478.8461538,18603016.974359,305122.269230769,152937.999230769,458060.268461538,115.384615384615,1839.92307692308,1955.30769230769,392307.692307692,18583223.0769231,18975530.7692308,0,736.538461538462,576.923076923077,159.615384615385,0,0,0,0,0,736.538461538462,0,126.923076923077,0,0,0,0,0,0,0,92.3076923076923,517.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12662539.1146154,372513.794871796,30460572.7435897,804983.345384615,31265556.0889744,-12290025.3197436,19.3636363636364
3,34,2,17169283,0.23,0,0,0.23,0,0.23,0,0,0.23,0,0,0,0,0,0,10000,2,0,124600,0,0,0,0,0,0,290829.166666667,59856,350685.166666667,21816.6666666667,243900,0,243900,1896777,0,0,1896777,17666384.8333333,96308.7649533333,25065.0748,121373.839753333,177,0,177,2527800,0,2527800,0,95,54,41,0,0,0,20,0,115,0,0,0,0,0,0,0,0,0,16,79,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262050.83975333,-15138584.8333333,19563161.8333333,365273.839753333,19928435.6730867,-17400635.6730867,19.3636363636364
3,34,3,17169283,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,50000,2,0,438780,199940,0,0,0,0,0,559206.916666667,8985.6,568192.516666667,0,0,110000,110000,3489840.6,7024746.2,60000,10574586.8,25551027.4356794,76117.480786,139045.00432,215162.485106,498.4,2450.448,2948.848,6916800,27207541.2,34124341.2,0,183,119.8,63.2,474.2,210.2,264,23.8,6.8,687.8,0,4.8,0,1.2,0,0,0,0,0,95.6,385.2,0,0,0,0,0,0,0,0,0,30.6,0,0,0,0,0,0,0,0,0,0,0,170.4,0,0,0,0,0,0,0,3724917.36609325,8573313.76432059,28950782.3166667,325162.485106,29275944.8017727,4848396.39822734,19.3636363636364
3,36,1,17169283,0.28,0,0,0.28,0,0.28,0,0,0.28,0,0,0,0,0,0,8000,2,0,80625,0,0,1750,0,0,0,184570.833333333,86805.7894736842,271376.622807018,230645.833333333,191500,0,191500,839615,0,0,839615,17753680.4561404,133643.214433333,11432.676,145075.890433333,0,383.775,383.775,0,3012187.5,3012187.5,0,45,25,20,0,0,0,6.25,0,51.25,0,1.25,0,0,0,0,0,0,0,2.5,40,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176190.89043333,-14741492.9561404,18593295.4561404,336575.890433333,18929871.3465737,-15917683.8465737,4
3,36,1,17169283,0.41,0,0,0.41,0,0.41,0,0,0.41,0,0,0,0,0,0,7100,2,0,73661.9718309859,6901.40845070423,0,12535.2112676056,0,0,0,236129.107981221,21971.8309859155,258100.938967136,800309.85915493,100985.915492958,0,100985.915492958,2978861.97183099,0,0,2978861.97183099,18320792.3896714,139475.406666667,38092.3109859155,177567.717652582,205.633802816901,261.464788732394,467.098591549296,1744366.1971831,2774543.66197183,4518909.85915493,0,147.887323943662,147.887323943662,0,0,0,0,19.7183098591549,0,167.605633802817,0,2.8169014084507,0,1.40845070422535,0,0,0,0,0,8.45070422535211,95.774647887324,0,0,0,0,0,0,0,0,0,7.04225352112676,0,4.22535211267606,0,0,1.40845070422535,0,0,0,30.9859154929577,0,12.6760563380282,0,0,0,0,0,0,0,2.8169014084507,3257415.60497653,-13801882.5305164,21299654.3615023,278553.63314554,21578207.9946479,-17059298.135493,4
3,36,1,17169283,0.62,0,0,0.62,0,0.62,0,0,0.62,0,0,0,0,0,0,9500,1,0,92842.1052631579,0,0,0,0,0,0,125677.192982456,128722.71468144,254399.907663897,0,352000,0,352000,463724.210526316,0,0,463724.210526316,17516525.0129271,117544.381385042,6901.42231578947,124445.803700831,25.2631578947368,1931.55789473684,1956.82105263158,377263.157894737,22804408.4210526,23181671.5789474,0,32.6315789473684,6.31578947368421,26.3157894736842,0,0,0,0,0,32.6315789473684,0,2.10526315789474,0,0,0,0,0,0,0,2.10526315789474,28.4210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940170.014227147,5665146.56602031,17980249.2234534,476445.803700831,18456695.0271542,4724976.55179317,4
3,36,1,17169283,0.84,0,0,0.84,0,0.84,0,0,0.84,0,0,0,0,0,0,5000,2,0,625600,0,0,8400,33000,0,151000,237500,188382.315789474,425882.315789474,751100,880000,0,880000,12068996,0,0,12068996,19164265.3157895,319995.216181053,159798.7504,479793.966581053,330,2998.8,3328.8,3355600,32087160,35442760,0,354,174,180,0,0,0,306,0,660,0,12,0,0,0,0,0,0,0,40,256,0,0,0,0,0,0,0,0,0,306,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13428789.9665811,16278494.6842105,31233261.3157895,1359793.96658105,32593055.2823705,2849704.71762947,4
3,36,1,17169283,1.01,0,0,1.01,0,1.01,0,0,1.01,0,0,0,0,0,0,6800,2,0,40441.1764705882,0,0,0,80882.3529411765,0,1815294.11764706,1895352.94117647,149647.445820433,2045000.3869969,1500796.56862745,199264.705882353,0,199264.705882353,550041.176470588,0,0,550041.176470588,22651697.6026832,498198.159133127,30834.5694117647,529032.728544892,0,2457,2457,0,23988300,23988300,0,33.8235294117647,22.0588235294118,11.7647058823529,0,0,0,0,0,33.8235294117647,0,2.94117647058824,0,0,0,0,0,0,0,0,30.8823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278338.61089783,1336602.39731682,23201738.7791538,728297.434427245,23930036.213581,58263.7864189893,4
3,36,1,17169283,1.98,0,0,1.98,0,1.98,0,0,1.98,0,0,0,0,0,0,8000,2,0,542500,28500,0,0,0,0,66000,166750,75884.5394736842,242634.539473684,2551354.16666667,660000,0,660000,2626493.75,0,0,2626493.75,20600271.7061404,351362.99,40467.3225,391830.3125,287.5,9790.725,10078.225,3682375,111145702.5,114828077.5,0,181.25,35,146.25,0,0,0,0,0,181.25,0,2.5,0,0,0,0,0,0,0,20,156.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3678324.0625,94227805.7938596,23226765.4561404,1051830.3125,24278595.7686404,90549481.7313596,4
3,36,2,17169283,0.48,0.48,0,0,0,0.48,0.48,0,0,0,0,0,0,0,0,10300,1,0,41165.0485436893,0,0,0,0,0,110679.611650485,163333.333333333,58939.4481349004,222272.781468234,1981634.30420712,512621.359223301,0,512621.359223301,0,220194.174757282,0,220194.174757282,19745228.9206268,-129392.832549821,4613.28155339806,-124779.550996423,33.0097087378641,970.485436893204,1003.49514563107,346601.941747573,11063533.9805825,11410135.9223301,0,0,0,0,24.2718446601942,0,24.2718446601942,0,0,24.2718446601942,0,0,0,0,0,0,0,0,0,0,24.2718446601942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387841.808226878,-8335092.99829672,19745228.9206268,387841.808226878,20133070.7288537,-8722934.8065236,7.125
3,36,2,17169283,0.73,0,0,0.73,0,0.73,0,0,0.73,0,0,0,0,0,0,10500,1,0,242190.476190476,0,0,0,0,0,1064666.66666667,82285.7142857143,78195.4887218045,160481.203007519,1113444.44444444,333523.80952381,0,333523.80952381,1663723.80952381,963038.095238095,0,2626761.9047619,20713103.8855472,217299.644912281,48776.8761904762,266076.521102757,0,6426,6426,0,69051960,69051960,0,115.238095238095,28.5714285714286,86.6666666666667,75.2380952380952,8.57142857142857,66.6666666666667,0,0,190.47619047619,0,0.952380952380952,0,0,0,0,0,0,0,15.2380952380952,168.571428571429,0,0,0,0,0,0,0,0,0,3.80952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9047619047619,2263324.14015038,48338856.1144528,22376827.695071,599600.330626566,22976428.0256976,46075531.9743024,7.125
3,36,2,17169283,1.3,0,0,1.3,0,0,0,0,0,0,1.3,0,0,1.3,0,19700,2,0,324314.720812183,0,0,16751.269035533,0,0,284974.61928934,135616.751269036,71981.7258883249,207598.47715736,285951.776649746,0,102182.741116751,102182.741116751,2589154.82233503,219289.340101523,76142.1319796954,2884586.29441624,18616291.285038,102512.48564467,43531.7736040609,146044.259248731,1.52284263959391,993.07614213198,994.598984771574,28477.1573604061,10896654.822335,10925131.9796954,0,125.888324873096,58.3756345177665,67.51269035533,0,0,0,32.48730964467,17.258883248731,175.634517766497,0,4.56852791878173,0,3.55329949238579,0,0,7.61421319796954,0,0,9.13705583756345,97.4619289340102,0,0,0,0,0,0,0,0,0,49.746192893401,0,0,0,1.01522842639594,1.52284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01522842639594,2805395.87268786,-7691159.3053426,21173460.1573604,248227.000365482,21421687.1577259,-10496555.1780305,7.125
3,36,2,17169283,1.32,0,0,1.32,0,1.32,0,0,1.32,0,0,0,0,0,0,15000,2,0,120400,0,0,0,0,0,1939200,426500,5241.33333333333,431741.333333333,5442777.77777778,352000,0,352000,2123657.33333333,2266666.66666667,800000,5190324,27783098.279321,746449.823911111,89899.0576,836348.881511111,0,923.44,923.44,0,9877476,9877476,0,92.6666666666667,67.3333333333333,25.3333333333333,0,0,0,29.3333333333333,82.6666666666667,204.666666666667,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,127.333333333333,0,0,0,0,0,0,0,1.33333333333333,3698976.7133012,-17905622.279321,30293726.1111111,1188348.88151111,31482074.9926222,-21604598.9926222,7.125
3,36,3,17169283,0.98,0,0,0,0.98,0.98,0,0,0,0.98,0,0,0,0,0,24000,2,0,72083.3333333333,0,0,0,0,0,0,270431.944444444,72235.8771929825,342667.821637427,2976527.77777778,355666.666666667,0,355666.666666667,860005.833333333,120948.75,0,980954.583333333,20681510.6827485,274874.913582164,13057.6701666667,287932.58374883,14.5833333333333,874.65,889.233333333333,300250,9198105,9498355,0,56.6666666666667,24.1666666666667,32.5,7.91666666666667,4.16666666666667,3.75,0,0,64.5833333333333,0,1.25,0,0,0,0,0,0,0,14.5833333333333,47.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,1503605.08374883,-11183155.6827485,21541516.5160819,643599.250415497,22185115.7664974,-12686760.7664974,4.94736842105263
3,36,3,17169283,1.6,0,0,1.6,0,1.6,0,0,1.6,0,0,0,0,0,0,22000,1,0,199045.454545455,0,0,6818.18181818182,720000,0,460909.090909091,87237.8787878788,38711.3397129187,125949.218500797,834988.636363636,184000,0,184000,2265727.27272727,756363.636363636,109090.909090909,3131181.81818182,20300660.3007628,28028.9727559809,56022.6363636364,84051.6091196172,237.727272727273,3910.77272727273,4148.5,2146318.18181818,39578642.7272727,41724960.9090909,0,111.363636363636,111.363636363636,0,14.5454545454545,14.5454545454545,0,14.5454545454545,20.4545454545455,160.909090909091,0,1.36363636363636,0,0,0,0,0,0,0,6.81818181818182,98.1818181818182,0,0,0,0,0,0.909090909090909,0,0,0,14.5454545454545,0,0,0,0,0,0,0,0,0,0,0,36.8181818181818,0,0,0,0,0,0,2.27272727272727,2615566.70867578,21424300.6083281,22648175.400319,268051.609119617,22916227.0094386,18808733.8996523,4.94736842105263
3,36,3,17169283,1.7,0,0,1.7,0,1.7,0,0,1.7,0,0,0,0,0,0,32000,1,0,94062.5,0,0,0,0,0,466937.5,54027.0833333333,70815.7894736842,124842.872807018,318919.270833333,330031.25,0,330031.25,818442.8125,0,0,818442.8125,18174045.1436404,93408.0963388158,17105.090875,110513.187213816,10.9375,1814.00625,1824.94375,269437.5,20660482.5,20929920,0,51.875,29.375,22.5,0,0,0,0,0,51.875,0,0.9375,0,0,0,0,0,0,0,0,50.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1258987.24971382,2755874.85635965,18992487.9561404,440544.437213816,19433032.3933542,1496887.60664583,4.94736842105263
3,36,3,17169283,2.06,0,0,2.06,0,2.06,0,0,2.06,0,0,0,0,0,0,41000,2,0,62682.9268292683,0,0,0,225365.853658537,0,522878.048780488,33352.8455284553,19813.1578947368,53166.0034231921,398260.162601626,171707.317073171,0,171707.317073171,582841.951219512,595219.512195122,187804.87804878,1365866.34146341,19121744.55307,31238.7362396234,26992.2353170732,58230.9715566966,0,1574.28292682927,1574.28292682927,0,18394903.902439,18394903.902439,0,30.4878048780488,30.4878048780488,0,39.2682926829268,9.75609756097561,29.5121951219512,2.19512195121951,7.07317073170732,79.0243902439024,0,0.975609756097561,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0487804878049,0,0,0,0,0,0,0,905696.072316406,-726840.650630966,19797502.3367565,229938.288629867,20027440.6253864,-1632536.72294737,4.94736842105263
3,36,3,17169283,2.34,0,0,2.34,0,0,0,0,0,0,2.34,0,0,2.34,0,46000,2,0,148260.869565217,42391.3043478261,0,5695.65217391304,21521.7391304348,0,0,68163.0434782609,10352.4027459954,78515.4462242563,191684.782608696,0,54695.652173913,54695.652173913,3648341.73913043,908949.565217391,27173.9130434783,4584465.2173913,18626417.835367,33378.6050297483,59548.9513043478,92927.5563340961,0,3605.7,3605.7,0,34162261.3043478,34162261.3043478,0,197.608695652174,166.304347826087,31.304347826087,71.304347826087,3.47826086956522,67.8260869565217,16.7391304347826,6.95652173913044,292.608695652174,0,0.434782608695652,0,0,0,0,0,0,0,5.21739130434783,182.173913043478,0,0,0,0,0,0,0,0,0,3.69565217391304,0,9.56521739130435,0,0,1.30434782608696,0,0,0,27.8260869565217,0,13.0434782608696,48.2608695652174,0,0,0,0,0,0,1.08695652173913,3763023.38458265,15535843.4689808,22241818.0114416,147623.208508009,22389441.2199497,11772820.0843982,4.94736842105263
3,36,3,17169283,2.88,0,0,2.88,0,2.88,0,0,2.88,0,0,0,0,0,0,31000,2,0,97354.8387096774,0,0,0,0,0,260516.129032258,507330.64516129,70239.7283531409,577570.373514431,592572.580645161,113548.387096774,0,113548.387096774,325684.516129032,436280.64516129,0,761965.161290323,19133577.5670628,178044.546105263,13885.968,191930.514105263,0,2651.01290322581,2651.01290322581,0,35074904.516129,35074904.516129,0,22.258064516129,5.48387096774194,16.7741935483871,27.4193548387097,15.8064516129032,11.6129032258065,0,0,49.6774193548387,0,1.61290322580645,0,0,0,0,0,0,0,0,47.4193548387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645161290322581,631163.41733107,15941326.9490662,19459262.0831919,305478.901202037,19764740.9843939,15310163.5317351,4.94736842105263
3,36,3,17169283,2.9,0,0,2.9,0,2.9,0,0,2.9,0,0,0,0,0,0,36000,1,0,190000,32500,0,0,110000,0,768333.333333333,32583.3333333333,52628.3625730994,85211.6959064328,656937.5,146666.666666667,0,146666.666666667,2204350,566111.111111111,168888.888888889,2939350,19612887.0964478,62061.5069005847,51916.94,113978.446900585,0,3927,3927,0,42078400,42078400,0,118.888888888889,103.055555555556,15.8333333333333,23.8888888888889,10,13.8888888888889,8.05555555555556,8.05555555555556,158.888888888889,0,0.833333333333333,0,0,0,0,0,0,0,15.8333333333333,106.388888888889,0,0,0,0,0,0,0,0,0,8.05555555555556,0,0,0,0,0,0,0,0,0,0,0,27.2222222222222,0,0,0,0,0,0,0.555555555555556,2599373.54635923,22465512.9035522,21951615.5292398,260645.113567251,22212260.642807,19866139.357193,4.94736842105263
3,36,3,17169283,3.85,0,0,3.85,0,3.85,0,0,3.85,0,0,0,0,0,0,20100,2,0,40696.5174129353,86567.1641791045,0,38855.7213930348,0,0,0,793927.860696517,190516.88923802,984444.749934538,511795.190713101,244825.870646766,0,244825.870646766,2390278.60696517,746515.422885572,0,3136794.02985075,19578157.7665183,327518.079057345,40956.1265671642,368474.205624509,556.218905472637,444.029850746269,1000.24875621891,7215074.62686567,5796543.28358209,13011617.9104478,0,142.28855721393,104.975124378109,37.3134328358209,43.7810945273632,43.7810945273632,0,3.98009950248756,0,190.049751243781,0,0.497512437810945,0,0,0,0,0,0,0,8.95522388059701,107.462686567164,0,0,0,0,0,0,0,0,0,3.98009950248756,0,9.45273631840796,0,0,5.97014925373134,0,0,0,52.7363184079602,0,0,0,0,0,0,0,0,0,0.99502487562189,3003578.68323645,-6566539.85607052,21968436.3734835,613300.076271275,22581736.4497547,-9570118.53930698,4.94736842105263
3,36,3,17169283,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,39000,1,0,113051.282051282,0,0,0,0,0,384230.769230769,187957.264957265,31355.5330634278,219312.798020693,293072.64957265,451282.051282051,0,451282.051282051,718867.435897436,22769.2307692308,25641.0256410256,767277.692307692,18202506.9431903,71902.2682231219,15680.5408205128,87582.8090436347,16.9230769230769,2030.32307692308,2047.24615384615,196307.692307692,22339961.5384615,22536269.2307692,0,45.6410256410256,26.4102564102564,19.2307692307692,2.56410256410256,0,2.56410256410256,0,0,48.2051282051282,0,0.769230769230769,0,0,0,0,0,0,0,9.74358974358974,37.4358974358974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410256410256,1282586.10831846,4333762.28757891,18946228.1911831,538864.860325686,19485093.0515088,3051176.17926046,4.94736842105263
3,37,1,17169283,0.1,0.02,0.08,0,0,0.1,0.02,0.08,0,0,0,0,0,0,0,5100,2,0,29803.9215686275,0,0,0,0,0,103529.411764706,37460.7843137255,23595.0464396285,61055.830753354,105800.653594771,3532549.01960784,0,3532549.01960784,3115933.33333333,0,0,3115933.33333333,17469472.8176815,42746.2743887169,40290.9066666667,83037.1810553836,1098.03921568627,0,1098.03921568627,8153725.49019608,0,8153725.49019608,0,221.56862745098,45.0980392156863,176.470588235294,0,0,0,0,0,221.56862745098,0,0,0,13.7254901960784,0,0,0,0,0,13.7254901960784,143.137254901961,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,17.6470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6731519.53399656,-9315747.32748538,20585406.1510148,3615586.20066323,24200992.351678,-16047266.8614819,12.4444444444444
3,37,1,17169283,0.12,0,0,0.12,0,0,0,0,0,0,0.12,0,0,0.12,0,5100,2,0,49411.7647058824,0,0,0,0,0,40000,2702132.35294118,167850.877192982,2869983.23013416,864460.784313725,0,1294117.64705882,1294117.64705882,3275560.78431373,0,0,3275560.78431373,22287256.4262126,606897.84626763,41725.6596078431,648623.505875473,1615.6862745098,0,1615.6862745098,26264901.9607843,0,26264901.9607843,0,190.196078431373,190.196078431373,0,0,0,0,0,0,190.196078431373,0,0,0,0,0,0,0,0,0,19.6078431372549,156.862745098039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7254901960784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3924184.2901892,3977645.53457173,24268699.5634675,1942741.1529343,26211440.7164018,53461.244382523,12.4444444444444
3,37,1,17169283,0.16,0,0.16,0,0,0.16,0,0.16,0,0,0,0,0,0,0,5000,2,0,243600,0,0,0,0,0,0,106413.333333333,94340,200753.333333333,2011683.33333333,383200,0,383200,14998036,0,0,14998036,19625319.6666667,401666.028666667,188996.2864,590662.315066667,4496,0,4496,45042000,0,45042000,0,872,486,386,0,0,0,46,0,918,0,0,0,0,0,0,0,0,0,84,798,0,0,0,0,0,0,0,0,0,20,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15971898.3150667,25416680.3333333,34623355.6666667,973862.315066667,35597217.9817333,9444782.01826667,12.4444444444444
3,37,1,17169283,0.28,0,0.28,0,0,0.28,0,0.28,0,0,0,0,0,0,0,7000,2,0,201000,0,0,0,0,0,0,75638.0952380953,42792.8571428571,118430.952380952,933035.714285714,1642857.14285714,0,1642857.14285714,9951987.14285714,0,0,9951987.14285714,18421749.6666667,177509.151371429,125897.040571429,303406.191942857,1791.42857142857,0,1791.42857142857,21846857.1428571,0,21846857.1428571,0,604.285714285714,324.285714285714,280,0,0,0,14.2857142857143,0,618.571428571429,0,0,0,0,0,0,0,0,0,64.2857142857143,517.142857142857,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0,22.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11898250.4776571,3425107.47619048,28373736.8095238,1946263.3348,30320000.1443238,-8473143.00146667,12.4444444444444
3,37,1,17169283,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,6000,2,0,0,0,0,0,0,0,17000,95277.7777777778,350918.421052632,446196.198830409,0,1613166.66666667,0,1613166.66666667,5786906.66666667,0,0,5786906.66666667,17632479.1988304,243920.072233918,71968.4426666667,315888.514900585,1643.33333333333,0,1643.33333333333,23171000,0,23171000,0,373.333333333333,180,193.333333333333,0,0,0,0,0,373.333333333333,0,0,0,0,0,0,0,0,0,0,353.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7715961.84823392,5538520.80116959,23419385.8654971,1929055.18156725,25348441.0470643,-2177441.04706433,12.4444444444444
3,37,2,17169283,0.16,0,0.16,0,0,0.16,0,0.16,0,0,0,0,0,0,0,10000,1,0,144900,0,0,0,0,0,0,104563.333333333,21965,126528.333333333,1005841.66666667,143700,0,143700,7957498,0,0,7957498,18446553,175782.555,100469.7352,276252.2902,3221,0,3221,33024400,0,33024400,0,489,252,237,0,0,0,10,0,499,0,0,0,0,0,0,0,0,0,73,384,0,0,0,0,0,0,0,0,0,10,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8377450.2902,14577847,26404051,419952.2902,26824003.2902,6200396.7098,12.4444444444444
3,37,3,17169283,3.62,0,3.62,0,0,3.62,0,3.62,0,0,0,0,0,0,0,24000,2,0,25166.6666666667,0,0,2500,0,0,21333.3333333333,27365.2777777778,43660.3728070175,71025.6505847953,86611.1111111111,674833.333333333,0,674833.333333333,4188590,2039933.33333333,427083.333333333,6655606.66666667,19555729.1910399,57043.5916309942,83137.1226666667,140180.714297661,2550.41666666667,35.7,2586.11666666667,21222583.3333333,496230,21718813.3333333,0,272.083333333333,155.416666666667,116.666666666667,165.833333333333,55.8333333333333,110,0,0,437.916666666667,0,1.66666666666667,0,15,0,0,0,0,0,71.25,313.75,0,0,0,0,0,0,0,0,0,26.6666666666667,0,0,0,0,9.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5290811.2849537,2163084.14229346,24031526.4283626,815014.047630994,24846540.4759936,-3127727.14266024,12.4444444444444
3,99,1,17169283,0.15,0,0.15,0,0,0,0,0,0,0,0.15,0,0.15,0,0,5000,2,0,8400,0,0,0,0,0,0,233466.666666667,62400,295866.666666667,326566.666666667,0,1650000,1650000,3315542,900000,0,4215542,20350116.3333333,145410.418666667,52376.8808,197787.299466667,504,0,504,6319200,0,6319200,0,198,146,52,96,96,0,0,0,294,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,3513329.29946667,-14030916.3333333,22015658.3333333,1847787.29946667,23863445.6328,-17544245.6328,19.375
