"지역","업종구분","경영형태","경영주 성별","연령","종사 기간별","전겸업 여부","겸업 주 업종","산림 소유 여부","산림 규모별","산림 임차 여부","임차한 산림 면적","재배장 면적 노지재배지_본인 소유","재배장 면적 노지재배지_임차","재배장 면적 시설재배사_본인 소유","재배장 면적  시설재배사_임차","재배장 면적 시설(톱밥) 재배사_본인 소유","재배장 면적 시설(톱밥) 재배사_임차","표고버섯 평균 재배본수","톱밥배지 표고 재배 전향 의향 여부","톱밥배지 표고 재배형태","톱밥배지 평균 중량","톱밥배지 수량","가구 총 수입","임업 총 수입","생표고_생산량","생표고_생산량_없음","생표고_생산량_포전판매","생표고 판매량_원물","생표고 판매량_원물_없음","생표고 판매량_원물_포전판매","생표고 판매량_가공","생표고 판매량_가공_없음","생표고 판매량_가공_포전판매","생표고 판매 수입_원물","생표고 판매 수입_원물_없음","생표고 판매 수입_원물_포전판매","생표고 판매 수입_가공","생표고 판매 수입_가공_없음","생표고 판매 수입_가공_포전판매","건표고_생산량","건표고_생산량_없음","건표고_생산량_포전판매","건표고 판매량_원물","건표고 판매량_원물_없음","건표고 판매량_원물_포전판매","건표고 판매량_가공","건표고 판매량_가공_없음","건표고 판매량_가공_포전판매","건표고 판매 수입_원물","건표고 판매 수입_원물_없음","건표고 판매 수입_원물_포전판매","건표고 판매 수입_가공","건표고 판매 수입_가공_없음","건표고 판매 수입_가공_포전판매","톱밥배지_생산량","톱밥배지_생산량_없음","톱밥배지_생산량_포전판매","톱밥배지 판매량_원물","톱밥배지 판매량_원물_없음","톱밥배지 판매량_원물_포전판매","톱밥배지 판매량_가공","톱밥배지 판매량_가공_없음","톱밥배지 판매량_가공_포전판매","톱밥배지 판매 수입_원물","톱밥배지 판매 수입_원물_없음","톱밥배지 판매 수입_원물_포전판매","톱밥배지 판매 수입_가공","톱밥배지 판매 수입_가공_없음","톱밥배지 판매 수입_가공_포전판매","가장 많이 판매한 가공품 1","가장 많이 판매한 가공품 2","가장 많이 판매한 가공품 3","작년 생산한 임산물 중 재고여부","작년 생산한 임산물 재고량","주요 판매처 비율_농협","주요 판매처 비율_산림조합","주요 판매처 비율_수집상","주요 판매처 비율_가공업체","주요 판매처 비율_도소매상","주요 판매처 비율_직거래","주요 판매처 비율_기타","직거래 임산물 판매방법_전화 주문","직거래 임산물 판매방법_인터넷 주문","직거래 임산물 판매방법_온라인 판매_기타","직거래 임산물 판매방법_온라인 판매_기타항목","직거래 임산물 판매방법_직접 판매","직거래 임산물 판매방법_임산물 축제","직거래 임산물 판매방법_오프라인 판매_기타","직거래 임산물 판매방법_오프라인 판매_기타항목","코로나 온라인 판매량","작년 판매대금 결제방법_1개월 이내 현금","작년 판매대금 결제방법_후불(어음 또는 1개월 이후 현금)","작년 판매대금 결제방법_선도금","작년 판매대금 결제방법_기타","생표고 평균 저장개월","폐골목 처리 방법","투입비용_표고지목 구입비(원목)/톱밥배지 구입비(톱밥)","투입비용_종균비","투입비용_기타재료비","투입비용_수도광열비","투입비용_임차료","투입비용_수선비","투입비용_인건비","투입비용_기타","보유시설 및 장비_건조기","보유시설 및 장비_기계톱","보유시설 및 장비_저온 저장고","보유시설 및 장비_드릴","보유시설 및 장비_천공기","보유시설 및 장비_자동 접종기","보유시설 및 장비_종균 성형기","보유시설 및 장비_소형 화물차","보유시설 및 장비_경운기","보유시설 및 장비_양수기","보유시설 및 장비_예취기","보유시설 및 장비_기타","총 인원 수-고용남성(男)","총 인원 수-고용여성(女)","총 인원 수-자가남성(男)","총 인원 수-자가여성(女)","1인당 평균 작업 일 수-고용남성(男)","1인당 평균 작업 일 수-고용여성(女)","1인당 평균 작업 일 수-자가남성(男)","1인당 평균 작업 일 수-자가여성(女)","1인당 하루 평균 노동비 (간식^ 현물 등 포함)-고용남성(男)","1인당 하루 평균 노동비 (간식^ 현물 등 포함)-고용여성(女)","1인당 하루 평균 노동비 (간식^ 현물 등 포함)-자가남성(男)","1인당 하루 평균 노동비 (간식^ 현물 등 포함)-자가여성(女)","고용노동력 확보지역","작년 생산비 조달 방법_자부담","작년 생산비 조달 방법_정부 보조","작년 생산비 조달 방법_정부 융자","작년 생산비 조달 방법_금융기관 융자","작년 생산비 조달 방법_수집상 선도금","작년 생산비 조달 방법_기타","버섯 재배업 전망","버섯 재배업 전망이유_긍정","버섯 재배업 전망이유_부정","3년간 생산량 변화","3년간 소득 변화","버섯 재배업 재배계획","버섯 재배 늘리려는 이유","버섯 재배 줄이려는 이유","버섯 재배업 애로사항","버섯 재배업 개선 필요 사항","가장 시급한 산림정책","공식 인증 여부","받은 공식인증_친환경 인증","받은 공식인증_지리적 표시제","받은 공식인증_GAP(추진이력제)","받은 공식인증_품질 인증","받은 공식인증_기타","사업 정보 획득 경로","임업경영체 등록여부","임업관련 지원금 수혜여부_산림경영기반조성(숲가꾸기 및 임도시설)","임업관련 지원금 수혜여부_산림경영기반조성(전문임업인기반조성)","임업관련 지원금 수혜여부_산양삼 생산","임업관련 지원금 수혜여부_귀산촌인 창업 및 주택구입 지원","임업관련 지원금 수혜여부_단기산림소득지원","임업관련 지원금 수혜여부_단기산림소득지원 관련 보조수반 융자사업","임업관련 지원금 수혜여부_조림목 묘목 생산","임업관련 지원금 수혜여부_목재이용활성화 지원","임업관련 지원금 수혜여부_임업인경영자금 지원","임업관련 지원금 수혜여부_임업인 재해복구 긴급지원","임업관련 지원금 수혜여부_산림소득 유통분야 공모사업","임업관련 지원금 수혜여부_임산물 수출지원","임업관련 지원금 수혜여부_임산물 판로지원 사업","임업관련 지원금 수혜여부_없음","산림청에 바라는 점","산림청에 바라는 점_없음","가중치"
12,3,1,1,1,1,1,,2,,2,0,0,0,5610,0,,,15000,2,,,,0,0,21000,,,21000,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,,,,,2,1,0,0,20,20,0,0,0,0,,2,3,4,,,,8,,,,,0,0,1,1,0,0,240,180,0,0,0,0,,100,0,0,0,0,0,3,,,2,2,2,,,9997,5,5,2,,,,,,2,1,,,,,,,,,,,,,,9998,98,9998,7.61538
12,3,1,1,2,2,1,,2,,2,0,0,0,3300,4950,,,30000,1,,,,7000,7000,8750,,,8700,,,50,,,6960,,,40,,,5,,,6960,,,5,,,5,,,0,,,,,,,,,,,,,,,,,,1,,,2,,0,0,100,0,0,0,0,,,,,,,,,,100,0,0,0,1,4,5000,580,30,5,50,50,2500,0,1,2,3,4,,,,8,,,,,4,8,2,2,10,10,120,100,200,60,0,0,3,70,30,0,0,0,0,4,,4,3,3,3,,3,3,5,2,1,1,,,,,2,1,,,,,5,,,,,,,,,,98,9998,7.61538
12,3,1,1,4,2,1,,2,,2,0,0,0,3000,0,,,15000,2,,,,590.87,524.62,3000,,,1000,,,,1,,1000,,,1500,,,1000,,,1000,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,1,,,2,,30,20,0,0,0,50,0,50,0,0,,50,0,0,,2,100,0,0,0,2,3,0,0,100,50,0,200,0,0,1,2,3,4,,,7,8,,,,,0,0,1,1,0,0,180,30,0,0,0,0,,100,0,0,0,0,0,2,1,,3,3,2,,,3,6,2,2,,,,,,6,2,,,,,,,,,,,,,,9998,533,,7.61538
12,3,1,1,5,5,1,,2,,1,3,0,0,0,9000,,,40000,2,,,,5200,4800,,1,,,1,,,1,,,1,,,1,,1700,,,1700,,,,1,,4800,,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,100,0,0,0,1,4,2250,416,30,100,90,30,407,0,1,2,3,4,,,,8,,,,,1,2,1,1,22,22,350,350,120,65,0,0,2,100,0,0,0,0,0,3,,,2,2,2,,,1,5,2,1,1,,,,,6,1,,,,,,,,,,,,,,9998,98,9998,7.61538
12,3,1,1,5,5,1,,2,,2,0,0,0,2310,0,,,5000,2,,,,0,0,576,,,576,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,100,0,0,,,,,,,,,,,,,,1,4,0,0,0,84,0,0,0,0,,2,3,4,,,,,,,,,0,0,1,0,0,0,180,0,0,0,0,0,,100,0,0,0,0,0,5,,4,3,3,4,,3,3,5,6,2,,,,,,2,2,,,,,,,,,,,,,,9998,98,9998,7.61538
12,3,2,1,1,1,2,6,2,,2,0,0,0,0,5214,,,8000,2,,,,0,0,3000,,,3000,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,,,,,2,1,1800,250,50,25,600,0,1500,0,,2,3,4,,,,8,,,,,5,10,1,1,10,10,180,180,150,80,0,0,4,100,0,0,0,0,0,3,,,2,2,1,9997,,3,3,6,2,,,,,,2,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,2,1,2,1,2,1,2,,2,0,0,0,0,3300,,,8000,1,,,,4201.94,4194.44,2500,,,2500,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,100,0,0,0,0,,100,0,0,,,,,,,2,1,0,0,40,25,250,0,0,0,,2,3,4,,,,8,,,,,0,0,1,0,0,0,120,0,0,0,0,0,,100,0,0,0,0,0,4,,4,3,3,3,,1,3,6,6,2,,,,,,2,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,2,1,2,2,2,6,2,,2,0,0,0,9900,0,,,25000,1,,,,0,0,9600,,,9600,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,,,,,2,1,4000,250,0,120,0,100,1000,0,,2,3,4,,,,8,,,,,30,0,1,0,1,0,180,0,160,0,0,0,1,100,0,0,0,0,0,5,,4,3,3,2,,,3,1,6,2,,,,,,2,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,2,1,3,1,2,1,2,,2,0,0,0,0,4620,,,14000,2,,,,5563.2756,2524.5825,2500,,,2500,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,,,,,2,1,0,0,0,20,100,0,0,0,1,2,3,4,,,,8,,,,,0,0,1,1,0,0,210,210,0,0,0,0,,100,0,0,0,0,0,4,,4,3,3,4,,1,3,6,1,2,,,,,,2,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,2,1,3,3,2,1,1,1,2,0,0,0,6930,0,,,17000,1,,,,0,0,2000,,,1000,,,,1,,,1,,,1,,250,,,250,,,,1,,500,,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,0,100,,,,,,,,,,100,0,0,0,2,1,0,0,210,25,0,0,460,0,1,2,3,4,,,,8,,,,,1,1,1,0,20,20,180,0,150,80,0,0,1,100,0,0,0,0,0,4,,4,3,3,4,,3,3,1,3,2,,,,,,2,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,2,1,3,4,2,1,1,2,2,0,0,0,3000,0,,,30000,2,,,,5000,4700,5100,,,5100,,,,1,,3200,,,,1,,430,,,430,,,,1,,1500,,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,100,0,0,0,1,9997,0,0,500,500,0,200,0,0,1,2,3,4,,,,8,,,,,8,0,1,1,0,0,320,320,0,0,0,0,2,100,0,0,0,0,0,3,,,2,2,2,,,3,5,2,2,,,,,,2,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,2,1,4,2,2,1,2,,2,0,0,0,6600,0,,,10000,2,,,,18318.592,17408,9000,,,8000,,,1000,,,5300,,,2500,,,0,,,0,,,1000,,,5300,,,2500,,,,,,,,,,,,,,,,,,3,2,,2,,50,0,0,0,50,0,0,,,,,,,,,,100,0,0,0,1,4,5000,500,50,50,0,100,1100,0,1,2,3,4,,,,8,,,,,5,5,1,1,10,100,180,150,200,60,0,0,1,50,50,0,0,0,0,3,,,3,2,2,,,3,1,1,2,,,,,,2,1,,,,,,,,,,,11,,,,98,9998,18.76596
12,3,2,1,4,2,2,1,2,,2,0,0,0,6600,0,,,25000,2,,,,0,0,2000,,,2000,,,0,,,0,,,0,,,600,,,600,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,1,2,3,4,,,,8,,,,,0,0,1,1,0,0,120,120,0,0,0,0,,100,0,0,0,0,0,4,,4,3,3,3,,1,3,1,6,2,,,,,,2,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,2,1,4,3,2,1,2,,2,0,0,0,1980,0,,,5000,2,,,,0,0,600,,,600,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,30,12,0,0,48,0,,2,3,4,,,,8,,,,,4,0,1,1,1,0,180,90,120,0,0,0,1,100,0,0,0,0,0,4,,4,3,3,3,,3,3,5,6,2,,,,,,2,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,2,1,4,4,2,1,2,,2,0,0,0,13200,0,,,45000,2,,,,27560.2365,22292.3888,16700,,,16000,,,,1,,,1,,,1,,1940,,,1940,,,,1,,4850,,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,100,0,0,0,2,1,4000,800,70,50,0,50,1200,0,1,2,3,4,,,,8,,,,,2,10,1,1,20,10,210,210,130,70,0,0,4,100,0,0,0,0,0,4,,4,3,3,4,,1,3,1,6,2,,,,,,2,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,2,1,4,4,2,1,2,,2,0,0,0,1980,0,,,15000,2,,,,0,0,4800,,,4800,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,100,0,0,0,0,,,,,,,,,,,,,,2,1,0,0,5,20,0,50,200,0,1,2,3,4,,,,8,,,,,1,0,1,1,10,0,180,180,150,0,0,0,1,100,0,0,0,0,0,4,,4,3,3,4,,1,3,3,3,2,,,,,,1,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,2,1,4,4,2,1,2,,2,0,0,0,4620,0,,,10000,2,,,,0,0,1500,,,1000,,,,1,,,1,,,1,,100,,,100,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,,,,,2,1,0,0,0,12,0,0,0,0,,2,3,4,,,,8,,,,,0,0,1,1,0,0,60,60,0,0,0,0,,100,0,0,0,0,0,4,,4,3,3,4,,9997,3,1,1,1,1,,3,,,2,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,2,1,4,5,2,1,2,,1,1,0,0,0,300,,,20000,2,,,,3000,2300,3856,,,3856,,,,1,,23120,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,100,0,0,,,,,,,,,,100,0,0,0,1,4,1800,272,30,100,100,30,920,0,1,2,3,4,,,,8,,,,,5,10,1,1,7,6,350,350,160,60,0,0,2,100,0,0,0,0,0,4,,1,2,2,2,,,3,5,3,2,,,,,,3,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,2,1,4,5,2,5,2,,1,3,0,0,600,0,,,12000,2,,,,4165.9,3131.4,,1,,,1,,,1,,,1,,,1,,700,,,700,,,,1,,3000,,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,100,0,0,0,2,3,0,0,50,50,0,100,300,0,1,2,3,4,,,7,8,9,,,,1,1,1,1,10,10,30,30,200,100,0,0,1,100,0,0,0,0,0,4,,2,3,3,4,,3,1,6,6,2,,,,,,6,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,2,1,5,2,2,1,1,1,2,0,0,0,5280,0,,,18000,2,,,,5338.5047,3374.845,8000,,,8000,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,,,,,2,1,1500,200,50,25,0,0,1000,0,1,2,3,4,,,,8,,,,,2,10,1,1,10,10,240,200,150,80,0,0,4,100,0,0,0,0,0,4,,4,2,2,2,,,3,1,6,2,,,,,,6,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,3,1,3,2,3,1,2,,2,0,0,0,2673,1980,,,15420,2,,,,8000,3051,6092,,,6092,,,0,,,2751,,,0,,,100,,,100,,,0,,,300,,,0,,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,100,0,0,0,2,3,0,0,172,105,0,40,147,0,1,2,3,4,5,,,8,9,,,,3,0,1,1,3,0,150,130,165,0,0,0,1,100,0,0,0,0,0,4,,3,3,3,2,,,2,5,2,2,,,,,,2,1,,,,,,,,,,,,,,9998,582,,18.76596
12,3,3,1,4,1,3,1,2,,2,0,0,0,3300,0,,,5000,2,,,,8214.48,7404.19,900,,,900,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,0,30,40,0,0,30,0,0,0,0,,100,0,0,,,,,,,2,4,0,0,0,10,0,0,0,0,1,2,3,4,,,,8,,,,,0,0,1,1,0,0,150,150,0,0,0,0,,100,0,0,0,0,0,5,,4,3,3,4,,1,3,6,1,2,,,,,,2,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,3,1,4,2,3,1,2,,2,0,0,0,0,990,,,5000,2,,,,11505.34,5886.3152,1000,,,1000,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,50,0,0,50,0,0,0,0,,100,0,0,,,,,,,2,1,0,0,0,15,30,0,0,0,,2,3,4,,,,8,,,,,0,0,1,1,0,0,120,120,0,0,0,0,,100,0,0,0,0,0,4,,4,3,3,3,,1,3,6,6,1,1,,,,,1,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,3,1,4,3,3,1,1,1,2,0,0,0,0,700,,,6500,2,,,,10142.24,9582.64,,1,,,1,,250,,,,1,,1250,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,50,0,0,0,0,50,0,0,0,0,,100,0,0,,,100,0,0,0,1,3,0,0,0,10,10,0,0,0,1,2,3,4,,,7,8,,,,,0,0,1,1,0,0,50,15,0,0,0,0,,100,0,0,0,0,0,2,1,,3,3,2,,,3,2,3,2,,,,,,2,2,,,,,,,,,,,,,,9998,645,,18.76596
12,3,3,1,4,3,3,1,2,,1,1,0,0,0,50,,,5000,2,,,,2500,200,,1,,,1,,,1,,,1,,,1,,50,,,50,,,,1,,200,,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,100,0,0,0,1,3,0,0,5,20,100,0,0,0,1,2,3,4,,,,,9,,,,0,0,1,0,0,0,120,0,0,0,0,0,,100,0,0,0,0,0,4,,1,2,3,2,,,3,5,3,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,3,1,4,3,3,1,2,,1,3,0,0,600,0,,,8000,2,,,,13122.6406,6643.194,,1,,,1,,,1,,,1,,,1,,200,,,200,,,,1,,900,,,,1,,,,,,,,,,,,,,,,,,,,2,,0,100,0,0,0,0,0,,,,,,,,,,100,0,0,0,2,3,0,0,30,50,0,0,0,0,1,2,3,4,,6,7,8,9,,,,0,0,1,1,0,0,10,30,0,0,0,0,,100,0,0,0,0,0,5,,2,3,3,4,,3,1,6,1,2,,,,,,6,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,3,1,4,3,3,1,2,,2,0,0,0,3267,0,,,9000,2,,,,2000,450,430,,,430,,,,1,,450,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,100,0,0,0,0,,,,,,,,,,100,0,0,0,2,4,0,0,20,50,0,0,0,0,1,2,3,4,,,,8,9,,,,0,0,2,1,0,0,35,35,0,0,0,0,,100,0,0,0,0,0,4,,6,3,3,2,,,3,3,2,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,3,1,4,4,3,5,1,3,2,0,0,0,3300,0,,,3000,2,,,,10106.2917,4382.6518,700,,,700,,,0,,,400,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,100,0,0,0,0,,,,,,,,,,100,0,0,0,1,1,300,50,50,20,0,0,0,0,1,2,3,4,,,,8,,,,,0,0,2,1,0,0,90,90,0,0,0,0,,50,50,0,0,0,0,5,,6,3,3,4,,1,3,6,3,1,1,,3,,,1,1,,,,,,,,,9,10,,,,,645,,18.76596
12,3,3,1,4,4,3,6,1,1,2,0,0,0,0,7920,,,23000,2,,,,7400,2406,1208,,,1208,,,,1,,1856,,,,1,,120,,,120,,,,1,,550,,,,1,,,,,,,,,,,,,,,,,,,,2,,50,0,50,0,0,0,0,,,,,,,,,,100,0,0,0,2,4,0,0,20,50,0,0,150,0,1,2,3,4,,,,8,,,,,1,0,2,2,10,0,50,40,150,0,0,0,1,100,0,0,0,0,0,4,,6,3,3,3,,1,2,5,2,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,3,1,4,4,3,6,1,1,2,0,0,0,3564,0,,,18000,2,,,,5000,1109,940,,,940,,,,1,,1109,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,50,0,40,0,0,10,0,0,0,0,,100,0,0,,,100,0,0,0,2,4,0,0,100,100,0,0,0,0,1,2,3,4,,,,8,9,,,,0,0,1,1,0,0,40,30,0,0,0,0,,100,0,0,0,0,0,3,,,3,3,2,,,3,5,2,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,3,1,5,2,3,5,1,3,2,0,0,0,4059,0,,,10000,2,,,,4155.112,3700,350,,,350,,,0,,,350,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,100,0,0,0,2,3,750,95,221,61,0,0,700,0,1,2,3,4,,,,,9,,,,8,0,1,1,3,0,90,60,150,0,0,0,1,100,0,0,0,0,0,4,,4,3,3,3,,7,3,5,2,1,,,3,,,6,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,3,1,5,2,3,5,2,,1,2,0,0,0,22275,,,42000,2,,,,7000,940,,1,,,1,,,1,,,1,,,1,,120,,,120,,,,1,,940,,,,1,,,,,,,,,,,,,,,,,,,,2,,90,0,10,0,0,0,0,,,,,,,,,,100,0,0,0,2,4,1750,265,7000,0,0,0,450,0,1,2,3,4,,,,8,,,,,2,20,1,1,10,2,50,40,150,80,0,0,1,100,0,0,0,0,0,4,,4,3,3,2,,,2,2,2,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,3,1,5,5,3,1,1,2,2,0,0,0,3300,0,,,5000,2,,,,0,0,1000,,,1000,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,,,,,2,1,0,0,0,15,0,0,0,0,,2,3,4,,,,,,,,,0,0,1,1,0,0,180,180,0,0,0,0,,100,0,0,0,0,0,4,,4,3,3,4,,3,3,6,1,2,,,,,,2,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,3,1,5,5,3,5,2,,2,0,0,0,6534,0,,,19000,2,,,,7360,7360,250,,,250,,,,1,,260,,,,1,,260,,,260,,,,1,,1110,,,,1,,,,,,,,,,,,,,,,,,,,2,,70,0,30,0,0,0,0,,,,,,,,,,100,0,0,0,2,4,0,0,50,100,0,0,0,0,1,2,3,4,,,,8,,,,,0,0,1,2,0,0,30,30,0,0,0,0,,100,0,0,0,0,0,3,,,3,3,2,,,3,3,2,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,3,3,2,5,4,3,1,2,,1,1,0,0,0,3267,,,6000,2,,,,3500,3220,260,,,268,,,,1,,420,,,,1,,580,,,580,,,,1,,2800,,,,1,,,,,,,,,,,,,,,,,,,,2,,70,0,30,0,0,0,0,,,,,,,,,,100,0,0,0,2,4,0,0,20,200,100,0,0,0,1,2,3,4,,,,8,,,,,0,0,1,1,0,0,47,30,0,0,0,0,,100,0,0,0,0,0,4,,6,2,3,2,,,2,3,2,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,18.76596
13,1,3,1,4,2,3,1,2,,2,0,2640,0,0,0,,,5000,2,,,,2000,250,300,,,250,,,,1,,250,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,50,50,0,0,0,0,,0,0,100,,,100,0,0,0,2,3,0,0,20,3,0,5,0,0,,2,3,4,5,,,,,,,,0,0,1,0,0,0,30,0,0,0,0,0,,100,0,0,0,0,0,5,,1,3,3,4,,1,2,5,9997,2,,,,,,6,2,,,,,,,,,,,,,,9998,607,,22.41176
13,1,3,1,4,2,3,1,2,,2,0,2700,0,0,0,,,5000,2,,,,8000,150,170,,,150,,,0,,,150,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,100,0,0,0,0,,100,0,0,,,100,0,0,0,2,3,0,0,10,3,0,0,0,0,,2,3,4,5,,,8,,,,,0,0,1,1,0,0,20,10,0,0,0,0,,100,0,0,0,0,0,5,,7,3,3,4,,1,2,5,5,2,,,,,,6,2,,,,,,,,,,,,,,9998,751,,22.41176
13,1,3,1,5,1,3,1,2,,2,0,661,0,0,0,,,500,2,,,,2000,200,,1,,,1,,,1,,,1,,,1,,40,,,,1,,40,,,,1,,200,,,,,,,,,,,,,,,,,,1,,,2,,0,0,0,0,0,0,100,,,,,,,,,,100,0,0,0,2,4,0,50,0,0,0,0,80,0,,,,4,,,,8,,,,,0,10,1,1,0,5,30,30,0,80,0,0,1,100,0,0,0,0,0,2,1,,3,3,2,,,9997,5,1,2,,,,,,10,2,,,,,,,,,,,,,,9998,608,,22.41176
13,1,3,1,5,3,3,1,2,,2,0,990,0,0,0,,,1500,2,,,,6748.6992,527.375,30,,,30,,,0,,,45,,,0,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,100,0,0,100,0,,0,0,0,,3,100,0,0,0,2,4,0,0,0,5,0,0,0,0,,2,,4,,,7,8,,,,,0,0,1,0,0,0,20,0,0,0,0,0,,100,0,0,0,0,0,4,,4,3,3,2,,,3,2,3,2,,,,,,6,2,,,,,,6,,,,,,,,,98,9998,22.41176
13,1,3,1,5,5,3,1,1,3,2,0,1652,0,0,0,,,500,2,,,,3000,300,225,,,225,,,,1,,300,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,100,0,0,0,0,,100,0,0,,,100,0,0,0,1,9997,0,0,0,0,0,0,42,0,,,,,,,,,,,,,0,6,1,1,0,6,30,30,0,70,0,0,1,100,0,0,0,0,0,2,1,,1,1,2,,,4,5,6,2,,,,,,10,2,,,,,,,,,,,,,,9998,502,,22.41176
