"연령별","지역별","규모별","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","재배봉수_계","전/겸업별","배지구입비_만봉당","농약비_만봉당","수도광열비_만봉당","제재료비_만봉당","소농구비_만봉당","수선비_만봉당","임차료_만봉당","위탁영농비_만봉당","기타비용_만봉당","기계_감가상각비_만봉당","시설물_감가상각비_만봉당","감가상각비_만봉당","자동차비_만봉당","자가토지용역비_만봉당","임차토지용역비_만봉당","토지용역비_만봉당","자가노동비_만봉당","고용노동비_만봉당","급식물비_만봉당","노동비_만봉당","경영비","고정자본용역비_만봉당","유동자본용역비_만봉당","자본용역비_만봉당","생표고_소계 수량_만봉당","건표고_소계(생표고 기준) 수량_만봉당","총 생산량(생표고 기준)_만봉당","생표고_소계(생표고 기준) 평가액_만봉당","건표고_소계(생표고 기준) 평가액_만봉당","총 평가액(생표고 기준)_만봉당","부산물 생산량_만봉당","총 노동시간_보통자가_만봉당","총 노동시간_보통자가_남_만봉당","총 노동시간_보통자가_여_만봉당","총 노동시간_보통고용_만봉당","총 노동시간_보통고용_남_만봉당","총 노동시간_보통고용_여_만봉당","총 노동시간_특수자가_만봉당","총 노동시간_특수고용_만봉당","총 노동시간_합계_만봉당","간벌_시간_만봉당","건조_시간_만봉당","경운_시간_만봉당","관수(살수)_시간_만봉당","두둑_시간_만봉당","멀칭_시간_만봉당","배수로 정비 및 관리_시간_만봉당","병해충방제_시간_만봉당","보식작업_시간_만봉당","선별_시간_만봉당","수확 및 운반_시간_만봉당","시비_시간_만봉당","시설물 보수_시간_만봉당","식재(조림)_시간_만봉당","열매솎기(적과)_시간_만봉당","인공교배 또는 수정_시간_만봉당","재배지 정리_시간_만봉당","전정_시간_만봉당","접목 및 관리_시간_만봉당","정지_시간_만봉당","제초_시간_만봉당","종묘 이식_시간_만봉당","차광막 설치_시간_만봉당","채종_시간_만봉당","꽃눈솎기(적뢰)_시간_만봉당","출하_시간_만봉당","지주세우기_시간_만봉당","일반관리_시간_만봉당","파종_시간_만봉당","표고목 눕히기_시간_만봉당","표고목 뒤집기_시간_만봉당","표고목 벌채_시간_만봉당","표고목 세우기_시간_만봉당","표고목 폐기_시간_만봉당","버섯발생작업_시간_만봉당","재배장 소독_시간_만본당","종균접종_시간_만봉당","천공작업_시간_만봉당","표고세척_시간_만봉당","배지하역_시간_만봉당","배지비닐 개봉_시간_만봉당","갈변처리_시간_만봉당","봉지 뒤집기_시간_만봉당","배지운반^쌓기_시간_만봉당","배지 폐기_시간_만봉당","기타_시간_만봉당","내급비","소득","직접생산비","간접생산비","생산비 합계_만봉당","순수익","가중치"
3,33,2,0.39,0,0.39,0,0,0.39,0,0.39,0,0,0,0,0,0,0,35000,1,15000000,0,828428.571428571,0,0,0,0,0,20000,571761.904761905,4756734.69387755,5328496.59863946,428571.428571429,571428.571428571,0,571428.571428571,10374908,0,0,10374908,21605496.5986395,-427417.595716667,121679.486939629,-305738.108777038,4546.28571428571,0,4546.28571428571,24135971.4285714,0,24135971.4285714,0,734.285714285714,386.857142857143,347.428571428571,0,0,0,0,0,734.285714285714,0,0,0,56.5714285714286,0,0,0,0,0,73.1428571428571,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.142857142857,0,0,0,0,0,0,13.7142857142857,0,0,0,0,0,13.7142857142857,0,89.1428571428572,0,22.8571428571429,0,10640598.4626515,2530474.82993197,31980404.5986395,265690.462651533,32246095.061291,-8110123.63271956,9.71428571428571
3,33,3,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,85000,1,12352941.1764706,0,444705.882352941,0,0,117647.058823529,0,0,10588.2352941176,310490.196078431,264705.882352941,575196.078431373,235294.117647059,112941.176470588,0,112941.176470588,5104305.41176471,522352.941176471,52235.2941176471,5678893.64705882,14263574.7733414,42505.6454411765,67780.2050145176,110285.850455694,2108,0,2108,11625049.4117647,0,11625049.4117647,0,368,189.176470588235,178.823529411765,44.2352941176471,25.4117647058824,18.8235294117647,0,0,412.235294117647,0,0,0,10.3529411764706,0,0,0,0,0,75.2941176470588,123.294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47058823529412,0,0,0,0,32.9411764705882,63.0588235294118,4.70588235294118,80,14.1176470588235,0,0,5374918.44966328,-2638525.36157672,19415266.1960784,223227.026926282,19638493.2230047,-8013443.81124001,9.71428571428571
3,33,3,0.66,0,0.66,0,0,0.66,0,0.66,0,0,0,0,0,0,0,100000,2,24800000,0,1026100,70000,0,0,0,0,8000,123616.666666667,3100000,3223616.66666667,133333.333333333,2000000,0,2000000,3130116.8,2810019.8,0,5940136.6,32071069.8,-125599.81054275,76371.14773439,-49228.66280836,3900,0,3900,19700000,0,19700000,0,196,196,0,318.6,24,294.6,0.4,0,515,0,0,0,35.6,0,0,0,0,0,47.4,176,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,106,0,0,0,0,0,0,14.4,0,0,0,0,0,42,0,61.2,24,8,0,5080888.13719164,-12371069.8,35201186.6,1950771.33719164,37151957.9371916,-17451957.9371916,9.71428571428571
3,33,3,3.37,0.07,3.3,0,0,3.37,0.07,3.3,0,0,0,0,0,0,0,120000,1,28333333.3333333,0,685500,283333.333333333,0,0,0,0,20000,265208.333333333,3514285.71428571,3779494.04761905,125000,133333.333333333,0,133333.333333333,2649908.16666667,3175071.66666667,0,5824979.83333333,36401732.3809524,23157.5707991072,73872.9775183917,97030.5483174988,4333.33333333333,0,4333.33333333333,22916666.6666667,0,22916666.6666667,0,166.666666666667,166.666666666667,0,375.833333333333,184.5,191.333333333333,0.5,0,543,0,0,0,44.1666666666667,0,0,0,0,0,70.3333333333333,211.666666666667,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,100.833333333333,0,0,0,0,0,0,9.33333333333333,0,0,0,0,0,35.3333333333333,0,70.8333333333333,0,0,0,2880272.0483175,-13485065.7142857,39051640.5476191,230363.881650832,39282004.4292699,-16365337.7626032,9.71428571428571
3,34,1,0.03,0,0.03,0,0,0.03,0,0.03,0,0,0,0,0,0,0,11000,2,23000000,0,1956363.63636364,76000,0,0,0,0,849545.454545455,2941303.03030303,6175324.67532468,9116627.70562771,636363.636363636,540909.090909091,0,540909.090909091,7735755.45454546,0,0,7735755.45454546,35634900.4329004,1075525.80069069,115113.002819227,1190638.80350992,2272.72727272727,0,2272.72727272727,10227272.7272727,0,10227272.7272727,0,544.545454545455,340.909090909091,203.636363636364,0,0,0,0,0,544.545454545455,0,0,0,6.36363636363636,0,0,0,0,0,14.5454545454545,29.0909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2727272727273,0,0,0,0,116.363636363636,87.2727272727273,0,29.0909090909091,116.363636363636,58.1818181818182,0,9467303.34896447,-25407627.7056277,43370655.8874459,1731547.89441901,45102203.7818649,-34874931.0545922,7.5
3,34,1,0.13,0.13,0,0,0,0.13,0.13,0,0,0,0,0,0,0,0,15000,2,0,0,749333.333333333,0,0,0,0,0,0,653444.444444444,1025000,1678444.44444444,200000,133333.333333333,0,133333.333333333,9812900,0,0,9812900,2627777.77777778,119192.618248889,114512.037018333,233704.655267222,2229.33333333333,0,2229.33333333333,14825333.3333333,0,14825333.3333333,0,728,286.666666666667,441.333333333333,0,0,0,0,0,728,0,0,0,32.6666666666667,0,0,0,0,0,83.3333333333333,336.666666666667,0,0,0,0,0,0,0,0,0,4.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,66.6666666666667,0,30,0,0,0,10179937.9886006,12197555.5555556,12440677.7777778,367037.988600556,12807715.7663783,2017617.566955,7.5
3,34,1,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,10000,2,13000000,0,738000,115500,0,0,0,0,85350,909750,2310000,3219750,735000,216750,0,216750,5558284,0,0,5558284,17893600,363336.21645,70439.6528311,433775.8692811,3078,0,3078,13836000,0,13836000,0,436,112,324,0,0,0,0,0,436,0,0,0,64,0,0,0,0,0,40,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,16,16,0,16,60,0,0,6208809.8692811,-4057600,23451884,650525.8692811,24102409.8692811,-10266409.8692811,7.5
3,34,2,0.23,0.23,0,0,0,0,0,0,0,0,0.23,0.23,0,0,0,25000,1,0,0,1037200,0,0,0,0,0,0,51340,3443766.85714286,3495106.85714286,279546.666666667,0,170000,170000,11861048.8,131649.6,0,11992698.4,5113503.12380952,260324.524512559,141265.59798836,401590.122500919,2436,0,2436,14956520,0,14956520,0,852,450.8,401.2,9.6,4.8,4.8,0,0,861.6,0,0,0,49.6,0,0,0,0,0,32.8,310.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.8,0,0,0,0,0,0,96,64,0,0,0,12262638.9225009,9843016.87619048,16804551.9238095,571590.122500919,17376142.0463104,-2419622.04631044,7.5
3,34,3,0.26,0.26,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,60000,1,15000000,0,698151.666666667,430000,0,1166666.66666667,0,0,0,2128805.55555556,733452.380952381,2862257.93650794,0,170000,0,170000,6115853.5,300000,45333.3333333333,6461186.83333333,20459196.0189908,291377.518009921,94929.5434151917,386307.061425112,1986.66666666667,0,1986.66666666667,12348333.3333333,0,12348333.3333333,0,434.833333333333,254.666666666667,180.166666666667,32,32,0,0,0,466.833333333333,0,0,0,18.3333333333333,0,0,0,0,0,50.8333333333333,154.666666666667,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.6666666666667,0,0,0,0,0,32.6666666666667,0,33.3333333333333,20,42.6666666666667,0,6715374.14560894,-8110862.68565744,26618263.1031746,556307.061425112,27174570.1645997,-14826236.8312664,7.5
3,36,1,0.07,0,0.07,0,0,0.07,0,0.07,0,0,0,0,0,0,0,15100,2,20200000,0,1203311.25827815,22847.6821192053,0,350993.377483444,0,0,381384.105960265,2076158.94039735,7038216.40193198,9114375.34232933,516556.291390728,132450.331125828,0,132450.331125828,9958813.24503311,403973.509933775,14105.9602649007,10376892.7152318,32193991.4614968,660329.552635687,134310.797378609,794640.350014296,9317.88079470199,0,9317.88079470199,50712105.9602649,0,50712105.9602649,0,709.933774834437,370.860927152318,339.072847682119,17.2185430463576,17.2185430463576,0,0,0,727.152317880795,0,0,0,2.64900662251656,0,0,0,0,0,132.450331125828,368.211920529801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.4172185430464,0,0,0,0,0,0,42.3841059602649,0,0,0,0,49.0066225165563,0,0,0,0,45.0331125827815,0,10899459.9924363,18518114.4987681,42166360.7727929,927090.681140124,43093451.453933,7618654.50633187,5.83333333333333
3,37,1,0.13,0.13,0,0,0,0.13,0.13,0,0,0,0,0,0,0,0,15000,1,11000000,0,800000,0,0,0,0,0,40666.6666666667,8010777.77777778,10406385.9649123,18417163.7426901,210000,850000,0,850000,16041082,0,0,16041082,30467830.4093567,1472160.89808304,183026.010431967,1655186.90851501,6830.66666666667,0,6830.66666666667,55796666.6666667,0,55796666.6666667,0,1140.66666666667,587.333333333333,553.333333333333,0,0,0,0,0,1140.66666666667,0,0,0,18,0,0,0,0,0,346.666666666667,437.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6666666666667,0,0,0,0,0,0,0,0,0,0,0,13.3333333333333,40,0,256,13.3333333333333,5.33333333333333,0,18546268.908515,25328836.2573099,46508912.4093567,2505186.90851501,49014099.3178717,6782567.34879494,4.85714285714286
3,37,2,0.2,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,20000,2,15000000,0,610000,0,0,0,0,0,6175,132646.25,1639000,1771646.25,119700,42500,0,42500,3934468,0,0,3934468,17507521.25,625512.593467387,49336.47868095,674849.072148337,2500,0,2500,9375000,0,9375000,0,284,148,136,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,24,200,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,4651817.07214834,-8132521.25,21441989.25,717349.072148337,22159338.3221483,-12784338.3221483,4.85714285714286
3,37,2,0.21,0,0.21,0,0,0.18,0,0.18,0,0,0.03,0,0.03,0,0,30000,1,0,0,976666.666666667,0,0,0,0,0,0,2604861.11111111,5958857.14285714,8563718.25396825,1110000,233333.333333333,166666.666666667,400000,8843082.33333333,0,0,8843082.33333333,10817051.5873016,523572.705835714,106462.28174585,630034.987581564,1513.33333333333,0,1513.33333333333,7753333.33333333,0,7753333.33333333,0,628.333333333333,322.333333333333,306,0,0,0,0,0,628.333333333333,0,0,0,31,0,0,0,0,0,0,320.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,26.6666666666667,90.6666666666667,21.3333333333333,117.333333333333,0,9706450.65424823,-3063718.25396825,19493467.2539683,1030034.98758156,20523502.2415498,-12770168.9082165,4.85714285714286
3,37,3,0.02,0,0.02,0,0,0,0,0,0,0,0.02,0,0.02,0,0,40000,1,10500000,0,1455000,0,0,1775000,0,0,10000,903750,2659289.47368421,3563039.47368421,328125,0,250000,250000,10861267.75,3600000,0,14461267.75,21481164.4736842,84976.7813733552,191910.949501787,276887.730875143,2721.5,0,2721.5,23535500,0,23535500,0,774.5,396.25,378.25,2,2,0,0,0,776.5,0,0,0,12.5,0,0,0,0,0,204,292,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7.5,32,0,216,4,2.5,0,11138155.4808751,2054335.52631579,32092432.2236842,526887.730875143,32619319.9545594,-9083819.95455935,4.85714285714286
3,99,1,0.033,0,0.033,0,0,0.033,0,0.033,0,0,0,0,0,0,0,10000,1,0,0,100000,0,0,0,0,0,0,41666.6666666667,161578.947368421,203245.614035088,0,300000,0,300000,6063010,0,0,6063010,303245.614035088,123812.59402193,66817.1973665,190629.79138843,700,0,700,6125500,0,6125500,0,450,210,240,0,0,0,0,0,450,0,0,0,160,0,0,0,0,0,120,160,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6553639.79138843,5822254.38596491,6366255.61403509,490629.79138843,6856885.40542352,-731385.405423517,10.3076923076923
3,99,1,0.066,0.066,0,0,0,0,0,0,0,0,0.066,0.066,0,0,0,12000,1,62500000,12500,1833333.33333333,0,0,526666.666666667,91666.6666666667,325000,0,76388.8888888889,569078.947368421,645467.83625731,0,0,375000,375000,10113821.6666667,616666.666666667,0,10730488.3333333,66926301.1695906,170236.888029971,146575.36763075,316812.255660721,2929.16666666667,29.75,2958.91666666667,24834083.3333333,761600,25595683.3333333,0,637.5,490,147.5,33.3333333333333,33.3333333333333,0,25,0,695.833333333333,0,0,0,127.5,0,0,26.6666666666667,3.33333333333333,0,91.6666666666667,251.666666666667,0,49.1666666666667,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1666666666667,0,0,0,0,25,16.6666666666667,11.6666666666667,26.6666666666667,10,6.66666666666667,0,10430633.9223274,-41330617.8362573,76665122.8362573,691812.255660721,77356935.091918,-51761251.7585847,10.3076923076923
3,99,1,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,17000,2,13058823.5294118,0,311764.705882353,0,0,0,0,176470.588235294,0,2752156.8627451,1050176.47058824,3802333.33333333,444705.882352941,1176470.58823529,0,1176470.58823529,7353550.58823529,235294.117647059,0,7588844.70588235,18029392.1568627,358306.54117549,87568.874382,445875.41555749,617.647058823529,0,617.647058823529,5027647.05882353,0,5027647.05882353,0,529.411764705882,262.352941176471,267.058823529412,11.7647058823529,11.7647058823529,0,0,0,541.176470588235,0,0,0,16.4705882352941,0,0,0,0,0,47.0588235294118,247.647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3529411764706,0,0,0,0,0,0,47.0588235294118,0,0,0,0,20,32.9411764705882,0,51.7647058823529,22.3529411764706,13.5294117647059,0,8975896.59202808,-13001745.0980392,25382942.745098,1622346.00379278,27005288.7488908,-21977641.6900673,10.3076923076923
3,99,1,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,14000,2,21071428.5714286,0,435714.285714286,10714.2857142857,0,0,0,0,0,2139107.14285714,3313750,5452857.14285714,350000,285714.285714286,0,285714.285714286,8515107.14285714,428571.428571429,14285.7142857143,8957964.28571429,27749970.2703027,465718.886489583,101959.135819643,567678.022309226,1178.57142857143,0,1178.57142857143,11721428.5714286,0,11721428.5714286,0,613.571428571429,302.142857142857,311.428571428571,37.1428571428571,17.1428571428571,20,0,0,650.714285714286,0,0,0,15.7142857142857,0,0,0,0,0,67.8571428571429,281.428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8571428571429,0,0,0,0,0,0,68.5714285714286,0,0,0,0,48.5714285714286,34.2857142857143,0,22.8571428571429,31.4285714285714,57.1428571428571,0,9382100.60914944,-16028541.6988741,36278678.5714286,853392.308023512,37132070.8794521,-25410642.3080235,10.3076923076923
3,99,1,0.32,0,0,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,12000,2,6250000,0,458333.333333333,0,0,0,0,0,0,130208.333333333,1977250,2107458.33333333,140000,1125000,0,1125000,3778146.66666667,0,0,3778146.66666667,8955791.66666667,141295.249178333,45930.433392,187225.682570333,525,0,525,3770833.33333333,0,3770833.33333333,0,300,53.3333333333333,246.666666666667,0,0,0,0,0,300,0,0,0,33.3333333333333,0,0,0,0,0,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,20,6.66666666666667,0,0,33.3333333333333,13.3333333333333,0,5090372.349237,-5184958.33333333,12733938.3333333,1312225.68257033,14046164.0159037,-10275330.6825703,10.3076923076923
3,99,1,0.33,0.33,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,10000,2,12640000,0,1720000,620200,0,0,0,300000,2000,280000,2000000,2280000,0,1000000,0,1000000,7174484,186272,0,7360756,17748472,-24718.962,108448.5479174,83729.5859174,4111,0,4111,22276280,0,22276280,0,498,304,194,16,0,16,0,0,514,0,0,0,32,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,16,80,64,80,0,32,0,8258213.5859174,4527808,24922956,1083729.5859174,26006685.5859174,-3730405.5859174,10.3076923076923
3,99,1,1.4,0,1.4,0,0,1.4,0,1.4,0,0,0,0,0,0,0,10000,2,13000000,0,2680000,119000,0,0,0,300000,3000,473000,4400000,4873000,0,600000,0,600000,7317640,0,0,7317640,20975000,225159.3872,112966.090006,338125.477206,1253,0,1253,10921960,0,10921960,0,500,340,160,0,0,0,0,0,500,0,0,0,120,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,100,0,0,0,8255765.477206,-10053040,28292640,938125.477206,29230765.477206,-18308805.477206,10.3076923076923
3,99,2,0.46,0,0.46,0,0,0.46,0,0.46,0,0,0,0,0,0,0,30000,1,13000000,0,484666.666666667,0,0,0,6666.66666666667,0,1000,282944.444444444,6300000,6582944.44444444,0,500000,0,500000,8507092,513452.333333333,0,9020544.33333333,20588730.1111111,355306.167683333,103135.290154817,458441.45783815,7422.33333333333,2056.32,9478.65333333333,45002633.3333333,18674812.8,63677446.1333333,0,584,379.666666666667,204.333333333333,54.3333333333333,2.66666666666667,51.6666666666667,0,0,638.333333333333,0,0,0,21,0,0,3.33333333333333,0,0,68.6666666666667,242.333333333333,0,30.3333333333333,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,17.6666666666667,0,0,0,0,0,0,28.3333333333333,0,0,0,0,8,44.6666666666667,44.3333333333333,97.6666666666667,11,20.3333333333333,0,9465533.45783815,43088716.0222222,29095822.1111111,958441.45783815,30054263.5689493,33623182.5643841,10.3076923076923
4,33,1,0.32,0.32,0,0,0,0,0,0,0,0,0.32,0.32,0,0,0,18000,1,15000000,0,2476500,555555.555555556,0,0,0,0,0,349537.037037037,27500,377037.037037037,0,0,1688194.44444444,1688194.44444444,15392847.7777778,0,0,15392847.7777778,20097287.037037,69732.8904861111,199756.353223833,269489.243709944,2455.55555555556,0,2455.55555555556,19300000,0,19300000,0,1093.33333333333,568.888888888889,524.444444444444,0,0,0,0,0,1093.33333333333,0,0,0,72.2222222222222,0,0,0,0,0,108.888888888889,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.444444444444,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,13.3333333333333,0,157.777777777778,0,0,0,15662337.0214877,-797287.037037037,33801940.3703704,1957683.68815439,35759624.0585248,-16459624.0585248,9.71428571428571
4,33,2,0.3,0,0.3,0,0,0,0,0,0,0,0.3,0,0.3,0,0,27000,1,8500000,0,801851.851851852,0,0,0,0,0,74074.0740740741,111111.111111111,462962.962962963,574074.074074074,216049.382716049,0,284444.444444444,284444.444444444,9467029.62962963,474074.074074074,38518.5185185185,9979622.22222222,10926404.7828873,67793.774382716,117692.05358037,185485.827963086,3664.81481481481,0,3664.81481481481,22533370.3703704,0,22533370.3703704,0,601.481481481481,557.037037037037,44.4444444444444,38.5185185185185,26.6666666666667,11.8518518518519,0,0,640,0,0,0,40.7407407407407,0,0,0,0,0,114.814814814815,177.777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.037037037037,0,0,0,0,0,0,0,0,0,0,0,40,127.407407407407,0,88.8888888888889,13.3333333333333,0,0,9689197.09445849,11606965.5874831,20145671.6049383,469930.272407531,20615601.8773458,1917768.49302457,9.71428571428571
4,34,3,1.05,0,1.05,0,0,0,0,0,0,0,1.05,0,1.05,0,0,210000,1,0,0,643809.523809524,0,0,0,0,0,0,59400.7936507937,547485.714285714,606886.507936508,464768.253968254,0,285714.285714286,285714.285714286,1827433.71428571,2491965.71428571,0,4319399.42857143,4493144.28571429,106881.953929135,53809.3743385809,160691.328267716,1239.42857142857,0,1239.42857142857,9529689.52380952,0,9529689.52380952,0,130.761904761905,67.7142857142857,63.0476190476191,251,96.9047619047619,154.095238095238,0,0,381.761904761905,0,0,0,8,0,0,0,0,0,21.047619047619,165.952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0952380952381,0,0,0,0,0,68.4761904761905,2.28571428571429,72.5714285714286,21.3333333333333,0,0,1988125.04255343,5036545.23809524,6034863.71428571,446405.613982002,6481269.32826771,3048420.19554181,7.5
4,37,2,0.16,0.16,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,20000,2,11000000,0,1005000,0,0,0,0,0,10000,1857533.33333333,5666100,7523633.33333333,0,425000,0,425000,42668396.5,255000,0,42923396.5,19793633.3333333,676213.189331167,476364.716414225,1152577.90574539,11639,0,11639,92205000,0,92205000,0,3083.5,1587.5,1496,28,0,28,0,0,3111.5,0,0,0,45.5,0,0,0,0,0,912,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,0,900,0,15,0,44245974.4057454,72411366.6666667,62462029.8333333,1577577.90574539,64039607.7390787,28165392.2609213,4.85714285714286
4,99,1,2.64,0,2.64,0,0,2.64,0,2.64,0,0,0,0,0,0,0,15000,2,22000000,0,820000,0,0,0,0,0,4000,427777.777777778,9133333.33333333,9561111.11111111,350000,400000,0,400000,4834169.33333333,813333.333333333,0,5647502.66666667,33548444.4444444,562296.154111111,70161.7668860667,632457.920997178,2266.66666666667,0,2266.66666666667,25600000,0,25600000,0,338.666666666667,198.666666666667,140,69.3333333333333,48,21.3333333333333,0,0,408,0,0,0,26.6666666666667,0,0,0,0,0,21.3333333333333,98.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6666666666667,0,0,0,0,64,48,32,74.6666666666667,0,0,0,5866627.25433051,-7948444.44444444,38382613.7777778,1032457.92099718,39415071.698775,-13815071.698775,10.3076923076923
4,99,3,0.59,0,0.59,0,0,0,0,0,0,0,0.59,0,0.59,0,0,64000,1,17562500,0,761156.25,0,0,36250,28125,189062.5,0,220885.416666667,3165625,3386510.41666667,218750,0,312500,312500,6936610.15625,1141897.03125,29687.5,8108194.6875,23640947.5261898,212166.573145833,98906.0792634219,311072.652409255,4246.5625,0,4246.5625,35403750,0,35403750,0,499.21875,239.21875,260,74.375,62.65625,11.71875,3.59375,4.375,581.5625,0,0,0,3.125,0,0,0,0,0,117.03125,261.71875,0,0,0,0,0,0,0,0,0,3.59375,0,0,0,0,0,0,0.78125,0,0,0,0,0,0,46.09375,0,0,0,0,65.3125,0,14.6875,38.125,5.9375,22.03125,3.125,7273173.98038617,11762802.4738102,30290548.8541667,623572.652409255,30914121.5065759,4489628.49342408,10.3076923076923
