"재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","재배봉수_계","배지구입비_만봉당","농약비_만봉당","수도광열비_만봉당","제재료비_만봉당","소농구비_만봉당","수선비_만봉당","임차료_만봉당","위탁영농비_만봉당","기타비용_만봉당","기계_감가상각비_만봉당","시설물_감가상각비_만봉당","감가상각비_만봉당","자동차비_만봉당","자가토지용역비_만봉당","임차토지용역비_만봉당","토지용역비_만봉당","자가노동비_만봉당","고용노동비_만봉당","급식물비_만봉당","노동비_만봉당","경영비","고정자본용역비_만봉당","유동자본용역비_만봉당","자본용역비_만봉당","생표고_소계 수량_만봉당","건표고_소계(생표고 기준) 수량_만봉당","총 생산량(생표고 기준)_만봉당","생표고_소계(생표고 기준) 평가액_만봉당","건표고_소계(생표고 기준) 평가액_만봉당","총 평가액(생표고 기준)_만봉당","부산물 생산량_만봉당","총 노동시간_보통자가_만봉당","총 노동시간_보통자가_남_만봉당","총 노동시간_보통자가_여_만봉당","총 노동시간_보통고용_만봉당","총 노동시간_보통고용_남_만봉당","총 노동시간_보통고용_여_만봉당","총 노동시간_특수자가_만봉당","총 노동시간_특수고용_만봉당","총 노동시간_합계_만봉당","간벌_시간_만봉당","건조_시간_만봉당","경운_시간_만봉당","관수(살수)_시간_만봉당","두둑_시간_만봉당","멀칭_시간_만봉당","배수로 정비 및 관리_시간_만봉당","병해충방제_시간_만봉당","보식작업_시간_만봉당","선별_시간_만봉당","수확 및 운반_시간_만봉당","시비_시간_만봉당","시설물 보수_시간_만봉당","식재(조림)_시간_만봉당","열매솎기(적과)_시간_만봉당","인공교배 또는 수정_시간_만봉당","재배지 정리_시간_만봉당","전정_시간_만봉당","접목 및 관리_시간_만봉당","정지_시간_만봉당","제초_시간_만봉당","종묘 이식_시간_만봉당","차광막 설치_시간_만봉당","채종_시간_만봉당","꽃눈솎기(적뢰)_시간_만봉당","출하_시간_만봉당","지주세우기_시간_만봉당","일반관리_시간_만봉당","파종_시간_만봉당","표고목 눕히기_시간_만봉당","표고목 뒤집기_시간_만봉당","표고목 벌채_시간_만봉당","표고목 세우기_시간_만봉당","표고목 폐기_시간_만봉당","버섯발생작업_시간_만봉당","재배장 소독_시간_만본당","종균접종_시간_만봉당","천공작업_시간_만봉당","표고세척_시간_만봉당","배지하역_시간_만봉당","배지비닐 개봉_시간_만봉당","갈변처리_시간_만봉당","봉지 뒤집기_시간_만봉당","배지운반^쌓기_시간_만봉당","배지 폐기_시간_만봉당","기타_시간_만봉당","내급비","소득","직접생산비","간접생산비","생산비 합계_만봉당","순수익","가중치"
0.26,0.26,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,60000,0,0,679461.666666667,603095,0,11046.6666666667,0,0,0,1969613.63888889,810989.74047619,2780603.37936508,171366.833333333,147610,0,147610,4552496.16666667,2817365.16666667,192156.5,7562017.83333333,7136396.6795668,396795.492585,107595.797175,504391.28976,1967.33333333333,0,1967.33333333333,12551311.3333333,0,12551311.3333333,0,331.333333333333,231.833333333333,99.5,326.833333333333,273.166666666667,53.6666666666667,0,0,658.166666666667,0,0,0,20.1666666666667,0,0,0,0,0,49.5,262.166666666667,0,4.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.666666666667,0,0,0,0,0,70.5,0,54.8333333333333,0,95.6666666666667,0,5323195.98955828,5414914.65376654,11807591.3793651,652001.28976,12459592.6691251,91718.6642082538,7.5
0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,10000,18131100,0,736530,2045400,0,0,0,0,23990,943965.166666667,2554203.8,3498168.96666667,719740.75,188200,0,188200,2985205,1801272,36385,4822862,26969894.30972,553996.22527125,92689.7013,646685.92657125,3818,0,3818,13204873,0,13204873,0,265,37,228,123,114,9,0,0,388,0,0,0,7,0,0,0,0,0,23,146,0,89,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,37,0,0,0,11,0,3842783.33351795,-13765021.30972,29977791.7166667,834885.92657125,30812677.6432379,-17607804.6432379,7.5
0.32,0.32,0,0,0,0,0,0,0,0,0.32,0.32,0,0,0,15000,0,0,3311140,0,0,241026.666666667,0,0,0,436298.333333333,36488.6,472786.933333333,0,0,2635693.33333333,2635693.33333333,20267584.6666667,3334188.66666667,0,23601773.3333333,9994835.6,107059.27302,329920.371,436979.64402,2541.33333333333,2065.84,4607.17333333333,17884016.6666667,13231705.2,31115721.8666667,0,1569.33333333333,845.333333333333,724,228.666666666667,228.666666666667,0,0,0,1798,0,0,0,168,0,0,0,0,0,160.666666666667,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,88,0,0,0,0,0,114,0,115.333333333333,226,0,0,20704564.3106867,21120886.2666667,27626726.9333333,3072672.97735333,30699399.9106867,416321.955979995,9.06666666666667
0.33,0.33,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,10000,0,0,114860,0,0,0,0,0,3460,69345,2211431,2280776,0,347320,0,347320,3415904,838316,0,4254220,3237412,194822.54055,53126.361,247948.90155,1402,0,1402,10110536,0,10110536,0,230,230,0,84,84,0,0,0,314,0,0,0,141,0,0,0,0,0,20,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,4011172.90155,6873124,6653316,595268.90155,7248584.90155,2861951.09845,5.875
0.33,0.33,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,10000,23570400,0,220460,0,0,0,0,76100,3460,291251,2211431,2502682,0,868300,0,868300,8051903,449194,0,8501097,26822296,57276.47295,106933.57155,164210.0445,4576,0,4576,21324801,0,21324801,0,662,234,428,34,34,0,0,0,696,0,0,0,4,0,0,5,0,0,38,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,6,57,92,63,0,65,0,9084413.0445,-5497495,34874199,1032510.0445,35906709.0445,-14581908.0445,5.875
0.34,0.34,0,0,0,0.34,0.34,0,0,0,0,0,0,0,0,55000,0,0,786392.727272727,0,0,54778.1818181818,0,0,107754.545454545,1546577.18181818,508629.327272727,2055206.50909091,685824.696969697,134192.727272727,0,134192.727272727,3944150.18181818,130839.454545455,0,4074989.63636364,3820796.11515151,318437.936402727,64073.4292636364,382511.365666364,971.636363636364,543.938181818182,1515.57454545455,6541594.72727273,3620452.53818182,10162047.2654545,0,296.363636363636,180.909090909091,115.454545454545,9.27272727272727,7.45454545454545,1.81818181818182,0,0,305.636363636364,0,0,0,12,0,0,6,0,0,67.6363636363636,162.181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727272727,0,0,33.4545454545455,0,0,0,0,0,0,0,0,0,0,0,0,12.5454545454545,0,11.0909090909091,0,0,0,4460854.27475727,6341251.15030303,7764946.2969697,516704.092939091,8281650.38990879,1880396.87554576,7.5
0.37,0.07,0.3,0,0,0.37,0.07,0.3,0,0,0,0,0,0,0,123000,21462455.2845528,19446.3414634146,1380092.68292683,18386.9918699187,0,0,0,0,1204.06504065041,269136.541327913,3791025.80720093,4060162.34852884,119419.376693767,112949.593495935,0,112949.593495935,2259062.43902439,4225705.20325203,0,6484767.64227642,31286872.2943283,170233.876195557,96032.3573414634,266266.233537021,5174.30894308943,0,5174.30894308943,24528611.3821138,0,24528611.3821138,0,161.056910569106,130.975609756098,30.0813008130081,622.113821138211,471.138211382114,150.975609756098,0,0,783.170731707317,0,0,0,55.1219512195122,0,0,0,4.0650406504065,0,89.2682926829268,361.951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.227642276423,0,0,0,0,0,0,24.8780487804878,0,0,0,0,0,0,0,81.1382113821138,0,32.520325203252,0,2638278.26605735,-6758260.91221447,33545934.7333527,379215.827032956,33925150.5603856,-9396539.17827182,9.06666666666667
0.39,0,0.39,0,0,0.39,0,0.39,0,0,0,0,0,0,0,35000,14214742.8571429,134357.142857143,930120,1540045.71428571,0,581902.857142857,24562.8571428571,104371.428571429,56554.2857142857,594736.714285714,5259596.87755102,5854333.59183673,419673.809523809,496171.428571429,0,496171.428571429,10687294.5714286,250284.571428571,0,10937579.1428571,24110949.1156463,-319963.040140408,173860.345157143,-146102.694983265,4348.57142857143,0,4348.57142857143,28517122.8571429,0,28517122.8571429,0,820,448.285714285714,371.714285714286,22.5714285714286,4.28571428571429,18.2857142857143,0,0.857142857142857,843.428571428571,0,0,0,97.1428571428571,0,0,0,2.85714285714286,0,69.1428571428571,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.714285714286,0,0,0,0,0,0,23.4285714285714,0,0,0,0,9.42857142857143,8,0,65.7142857142857,16,0,0,11037363.3050167,4406173.7414966,34798243.6870748,350068.733588163,35148312.420663,-6631189.56352014,9.06666666666667
0.4,0.4,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,30000,0,0,1756.66666666667,954900,0,0,0,0,23890,0,0,0,0,196813.333333333,0,196813.333333333,8575898.33333333,0,0,8575898.33333333,980546.666666667,0,116110.80675,116110.80675,10047.3333333333,3612.84,13660.1733333333,76793225.3333333,31160745,107953970.333333,0,676.666666666667,325.666666666667,351,0,0,0,0,0,676.666666666667,0,0,0,0.333333333333333,0,0,0,0,0,27.3333333333333,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8888822.47341667,106973423.666667,9556445,312924.140083333,9869369.14008333,98084601.19325,4.85714285714286
0.42,0,0.42,0,0,0.42,0,0.42,0,0,0,0,0,0,0,15000,24174733.3333333,0,653013.333333333,0,0,0,0,60880,380813.333333333,3008101.77777778,8189669.2,11197770.9777778,822561.111111111,147613.333333333,0,147613.333333333,5322414,353124,0,5675538,37642896.0888889,1311695.84439,82258.4727,1393954.31709,878,257.04,1135.04,4393257.33333333,1646341.2,6039598.53333333,0,294.666666666667,260,34.6666666666667,28,20,8,54,0,376.666666666667,0,0,0,91.3333333333333,0,0,0,0,0,16,58,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,88.6666666666667,0,0,0,0,0,0,4.66666666666667,0,0,0,0,17.3333333333333,28,0,18.6666666666667,0,0,0,6863981.65042333,-31603297.5555556,42965310.0888889,1541567.65042333,44506877.7393122,-38467279.2059789,9.06666666666667
0.46,0,0.46,0,0,0.46,0,0.46,0,0,0,0,0,0,0,35000,28895285.7142857,0,628442.857142857,92185.7142857143,0,239991.428571429,0,0,106414.285714286,252268.857142857,5970865.71428571,6223134.57142857,0,372128.571428571,0,372128.571428571,10101078.2857143,684897.714285714,0,10785976,36870352.2857143,600281.1504,144014.074971429,744295.225371429,6148,3353.76,9501.76,34123216,29412475.2,63535691.2,0,745.428571428571,486,259.428571428571,65.1428571428572,28.5714285714286,36.5714285714286,2,0,812.571428571429,0,0,0,35.4285714285714,0,0,8,0,0,107.428571428571,275.142857142857,0,6.57142857142857,0,0,0,0.571428571428571,0,0,0,2,0,1.42857142857143,0,0,0,0,26.8571428571429,0,0,0,0,0,0,34.8571428571429,0.571428571428571,0,0,0,38.5714285714286,77.4285714285714,71.4285714285714,68.2857142857143,42.2857142857143,15.7142857142857,0,11217502.0825143,26665338.9142857,46971430.5714286,1116423.7968,48087854.3682286,15447836.8317714,17.4
0.48,0,0.48,0,0,0.48,0,0.48,0,0,0,0,0,0,0,60000,27152116.6666667,0,1244270,187396.666666667,0,407735,0,0,112410,1748372.61111111,2865356.11666667,4613728.72777778,157290.972222222,144716.666666667,0,144716.666666667,4278754.33333333,12596442,0,16875196.3333333,46471390.0333333,581028.5015775,228837.38895,809865.8905275,4122.66666666667,0,4122.66666666667,29262514,0,29262514,20064.8333333333,286.333333333333,286.333333333333,0,1259.33333333333,1259.33333333333,0,0,0,1545.66666666667,0,0,0,0,0,0,0,0,0,0,737.5,0,109.833333333333,0,0,0,0,0,0,0,0,0,0,0,14.1666666666667,0,0,395.666666666667,0,0,0,0,0,0,10,0,0,0,0,113.166666666667,38.6666666666667,0,15.5,0,111.166666666667,0,5233336.8905275,-17208876.0333333,50750144.3666667,954582.557194166,51704726.9238608,-22442212.9238608,5
0.53,0,0.53,0,0,0.53,0,0.53,0,0,0,0,0,0,0,15000,30460200,0,5660280,0,0,160686.666666667,106433.333333333,0,4933.33333333333,1168558.66666667,10155363.7142857,11323922.3809524,0,1146900,0,1146900,7163862.66666667,95306,0,7259168.66666667,47811761.7142857,1530547.39855286,160276.7493,1690824.14785286,2177.33333333333,723.52,2900.85333333333,21655757.3333333,4634145.6,26289902.9333333,0,466.666666666667,466.666666666667,0,0,0,0,9.33333333333333,6.66666666666667,482.666666666667,0,0,0,167.333333333333,0,0,0,0,0,40,171.333333333333,0,2,0,0,0,0,0,0,0,9.33333333333333,0,0,0,3.33333333333333,0,0,16.6666666666667,0,0,0,0,0,0,28.6666666666667,0,0,0,0,6.66666666666667,0,0,37.3333333333333,0,0,0,10001586.8145195,-21521858.7809524,54975624.3809524,2837724.14785286,57813348.5288052,-31523445.5954719,9.06666666666667
0.59,0,0.59,0,0,0,0,0,0,0,0.59,0,0.59,0,0,45000,17808711.1111111,0,573635.555555556,23453.3333333333,0,0,80055.5555555556,0,0,326771.296296296,4978178.71111111,5304950.00740741,304652.148148148,0,578240,578240,7812556,2171383.77777778,0,9983939.77777778,26845081.4888889,563889.21336,129532.1733,693421.38666,4294.44444444444,0,4294.44444444444,36955744.4444444,0,36955744.4444444,0,572.888888888889,297.333333333333,275.555555555556,185.111111111111,181.111111111111,4,19.5555555555556,0,777.555555555556,0,0,0,34.6666666666667,0,0,0,0,0,79.1111111111111,273.777777777778,0,7.77777777777778,0,0,0,0,0,0,0,24.6666666666667,0,0,0,0,0,0,31.3333333333333,0,0,0,0,0,0,12.4444444444444,0,0,0,0,88.4444444444444,35.3333333333333,23.7777777777778,55.1111111111111,91.1111111111111,20,0,8505977.38666,10110662.9555556,34079397.4888889,1271661.38666,35351058.8755489,1604685.56889555,17.4
0.6,0.6,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,13000,63330307.6923077,0,1591353.84615385,436084.615384615,114046.153846154,278107.692307692,0,0,270684.615384615,2916083.97435897,6264977.74898785,9181061.72334683,2022506.98717949,333961.538461538,0,333961.538461538,16219673.8461538,1054417.69230769,30320,17304411.5384615,78280421.7635594,1369294.19485825,244765.909038462,1614060.10389671,10824.6153846154,82.3846153846154,10907,61225210.7692308,546045.230769231,61771256,48450.7692307692,1099.23076923077,1004.61538461538,94.6153846153846,67.6923076923077,61.5384615384615,6.15384615384615,13.8461538461538,0,1180.76923076923,0,0,0,0,0,0,0,0,0,149.230769230769,528.461538461538,0,0,0,0,0,0,0,0,0,58.4615384615385,0,11.5384615384615,0,8.46153846153846,0,0,222.307692307692,0,0,0,0,0,0,10,0,28.4615384615385,4.61538461538461,0,73.8461538461538,20,0,20,0,45.3846153846154,0,18196164.7431713,-16509165.7635594,94528564.8643725,1948021.64235825,96476586.5067307,-34705330.5067307,5
0.66,0,0.66,0,0,0.66,0,0.66,0,0,0,0,0,0,0,100000,21104540,0,1078148,218622,0,0,0,0,21226,128583.849166667,3427719.215,3556303.06416667,130565.2,1736602,0,1736602,1874596,4433915.7,0,6308511.7,30543319.9641667,-30706.6881180375,92662.068555,61955.3804369625,3616.7,0,3616.7,18473555.2,0,18473555.2,0,123.6,123.6,0,583.5,378.1,205.4,1.4,0,708.5,0,0,0,50.3,0,0,0,0,0,80,328.6,0,0,0,0,0,0,0,0,0,1.4,0,0,0,4.5,0,0,111.6,0,0,0,0,0,0,13,0,0,0,0,6.5,15.1,0,89.6,0,7.9,0,3673153.38043696,-12069764.7641667,32417915.9641667,1798557.38043696,34216473.3446036,-15742918.1446036,9.06666666666667
0.75,0.75,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,80000,12890275,0,1077407.5,895217.5,0,0,0,0,1450022.5,474080.322916667,2964108.41085526,3438188.73377193,205640.208333333,0,296516.25,296516.25,4283863.125,3760641.125,0,8044504.25,24013908.8171053,435792.425920905,139325.8937625,575118.319683405,3221.625,686.3325,3907.9575,32042282.25,4395959.6625,36438241.9125,0,248.125,236.875,11.25,529.5,380.625,148.875,31.375,0,809,0,0,0,33.375,0,0,8.125,2.75,0,54.5,329.875,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,150.5,0,0,0,0,0,0,10.5,0,0,0,0,0,52,0,77.5,0,37.875,0,4858981.4446834,12424333.0953947,28001255.6921053,871634.569683405,28872890.2617887,7565351.65071134,9.06666666666667
0.78,0.78,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,80000,12890275,0,1077407.5,895217.5,0,0,0,0,1748665,481684.447916667,2964108.41085526,3445792.85877193,205640.208333333,0,296516.25,296516.25,4237582.125,3760360.25,0,7997942.375,24319874.5671053,436620.626557623,142388.67335625,579009.299913873,3221.625,686.3325,3907.9575,32042282.25,4395959.6625,36438241.9125,0,244.5,232.875,11.625,529.375,380.625,148.75,31.875,0,805.75,0,0,0,33.5,0,0,8.125,2.75,0,54.5,329.875,0,0,0,0,0,0,0,0,0,52.875,0,0,0,0,0,0,147.375,0,0,0,0,0,0,10.75,0,0,0,0,0,52,0,76.125,0,37.875,0,4816591.42491387,12118367.3453947,28260940.4421053,875525.549913873,29136465.9920191,7301775.92048087,9.06666666666667
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,100000,0,0,576320,603095,0,72308,0,0,0,1866329.05,1856023.01428571,3722352.06428571,253133.3,147611,0,147611,2008422.3,4838163.8,285013.6,7131599.7,10266778.0126731,341827.382455714,101857.370805,443684.753260714,3304.2,0,3304.2,20427944.8,0,20427944.8,0,135.5,127.9,7.6,621.2,611.5,9.7,0,0,756.7,0,0,0,17.8,0,0,0,0,0,65.6,313.6,0,49.6,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,127.9,0,0,0,0,0,34.2,0,56.7,0,87.2,0,2683325.80487334,10161166.7873269,12358808.0642857,591295.753260714,12950103.8175464,7477840.98245357,7.5
1.05,0,1.05,0,0,0,0,0,0,0,1.05,0,1.05,0,0,210000,0,0,803069.523809524,0,0,0,0,0,0,63488.253968254,605363.661904762,668851.915873016,455119.23015873,0,371725.714285714,371725.714285714,1867588.38095238,3251723.19047619,0,5119311.57142857,5550489.57460317,161563.140732857,71956.9303071429,233520.07104,1272.80952380952,0,1272.80952380952,11776210.1904762,0,11776210.1904762,0,146.47619047619,71.1428571428571,75.3333333333333,368,247.952380952381,120.047619047619,0,0,514.47619047619,0,0,0,3.28571428571429,0,0,0,0,0,18.2857142857143,308.619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3809523809524,0,0,0,0,0,79.6666666666667,0,86.4761904761905,5.38095238095238,1.38095238095238,0,2101108.45199238,6225720.61587302,7046352.24126984,605245.785325714,7651598.02659556,4124612.16388063,7.5
1.1,0,1.1,0,0,1.1,0,1.1,0,0,0,0,0,0,0,28000,16486285.7142857,0,1778500,3613367.85714286,0,86082.1428571429,0,55628.5714285714,317332.142857143,1205125.47619048,2812241.6122449,4017367.08843537,550822.023809524,930321.428571429,0,930321.428571429,9548952.85714286,6730827.5,132111.428571429,16411891.7857143,33690834.1239627,431091.992465816,270493.050375,701585.042840816,6401.78571428571,0,6401.78571428571,25113311.7857143,0,25113311.7857143,0,687.857142857143,501.428571428571,186.428571428571,472.142857142857,432.5,39.6428571428571,0,0,1160,0,0,0,4.28571428571429,0,0,0,0,0,22.5,255.714285714286,0,378.571428571429,0,0,0,0,0,0,0,0,0,0,0,9.28571428571429,0,0,92.1428571428572,0,0,0,0,0,0,203.214285714286,0,0,0,0,0,93.5714285714286,0,0,100.714285714286,0,0,11258349.6739801,-8577522.33824845,43317277.3265306,1631906.47141224,44949183.7979428,-19835872.0122286,7.5
1.4,0,1.4,0,0,1.4,0,1.4,0,0,0,0,0,0,0,10000,6744800,0,105360,17340,0,0,0,0,1480,492006,4865150,5357156,0,520980,0,520980,2527234,0,0,2527234,12226136,465774.5997,32214.6800999999,497989.2798,1683,107.1,1790.1,11307043,939267,12246310,0,183,135,48,0,0,0,0,0,183,0,0,0,64,0,0,0,0,0,19,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,12,0,12,0,0,0,3546203.2798,20174,14753370,1018969.2798,15772339.2798,-3526029.2798,5.875
2.64,0,2.64,0,0,2.64,0,2.64,0,0,0,0,0,0,0,18000,29211166.6666667,0,64394.4444444444,0,0,0,0,0,4111.11111111111,370805.555555556,8415726.66666667,8786532.22222222,285611.388888889,289433.333333333,0,289433.333333333,5312026.66666667,1662209.44444444,0,6974236.11111111,40014025.2777778,892172.47095,85569.31125,977741.7822,2876.11111111111,0,2876.11111111111,21448418.3333333,0,21448418.3333333,0,411.111111111111,210,201.111111111111,148.888888888889,127.777777777778,21.1111111111111,0,0,560,0,0,0,7.77777777777778,0,0,0,0,0,50,192.222222222222,0,0,0,0,0,7.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5555555555556,0,0,0,0,33.8888888888889,36.1111111111111,109.444444444444,94.4444444444444,0,7.77777777777778,0,6579201.7822,-18565606.9444445,45326051.9444444,1267175.11553333,46593227.0599778,-25144808.7266445,5.875
