"재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","재배봉수_계","배지구입비_만봉당","농약비_만봉당","수도광열비_만봉당","제재료비_만봉당","소농구비_만봉당","수선비_만봉당","임차료_만봉당","위탁영농비_만봉당","기타비용_만봉당","기계_감가상각비_만봉당","시설물_감가상각비_만봉당","감가상각비_만봉당","자동차비_만봉당","자가토지용역비_만봉당","임차토지용역비_만봉당","토지용역비_만봉당","자가노동비_만봉당","고용노동비_만봉당","급식물비_만봉당","노동비_만봉당","경영비","고정자본용역비_만봉당","유동자본용역비_만봉당","자본용역비_만봉당","생표고_소계 수량_만봉당","건표고_소계(생표고 기준) 수량_만봉당","총 생산량(생표고 기준)_만봉당","생표고_소계(생표고 기준) 평가액_만봉당","건표고_소계(생표고 기준) 평가액_만봉당","총 평가액(생표고 기준)_만봉당","부산물 생산량_만봉당","총 노동시간_보통자가_만봉당","총 노동시간_보통자가_남_만봉당","총 노동시간_보통자가_여_만봉당","총 노동시간_보통고용_만봉당","총 노동시간_보통고용_남_만봉당","총 노동시간_보통고용_여_만봉당","총 노동시간_특수자가_만봉당","총 노동시간_특수고용_만봉당","총 노동시간_합계_만봉당","간벌_시간_만봉당","건조_시간_만봉당","경운_시간_만봉당","관수(살수)_시간_만봉당","두둑_시간_만봉당","멀칭_시간_만봉당","배수로 정비 및 관리_시간_만봉당","병해충방제_시간_만봉당","보식작업_시간_만봉당","선별_시간_만봉당","수확 및 운반_시간_만봉당","시비_시간_만봉당","시설물 보수_시간_만봉당","식재(조림)_시간_만봉당","열매솎기(적과)_시간_만봉당","인공교배 또는 수정_시간_만봉당","재배지 정리_시간_만봉당","전정_시간_만봉당","접목 및 관리_시간_만봉당","정지_시간_만봉당","제초_시간_만봉당","종묘 이식_시간_만봉당","차광막 설치_시간_만봉당","채종_시간_만봉당","꽃눈솎기(적뢰)_시간_만봉당","출하_시간_만봉당","지주세우기_시간_만봉당","일반관리_시간_만봉당","파종_시간_만봉당","표고목 눕히기_시간_만봉당","표고목 뒤집기_시간_만봉당","표고목 벌채_시간_만봉당","표고목 세우기_시간_만봉당","표고목 폐기_시간_만봉당","버섯발생작업_시간_만봉당","재배장 소독_시간_만본당","종균접종_시간_만봉당","천공작업_시간_만봉당","표고세척_시간_만봉당","배지하역_시간_만봉당","배지비닐 개봉_시간_만봉당","갈변처리_시간_만봉당","봉지 뒤집기_시간_만봉당","배지운반^쌓기_시간_만봉당","배지 폐기_시간_만봉당","기타_시간_만봉당","내급비","소득","직접생산비","간접생산비","생산비 합계_만봉당","순수익","가중치"
0.1,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,13000,15425384.6153846,110400,1690800,5798992.30769231,0,0,283407.692307692,195138.461538462,3800,1533601.41025641,2790924.82012724,4324526.23038365,1386000,467546.153846154,0,467546.153846154,15423380.7692308,2258385.38461538,0,17681766.1538462,31476834.6919221,699371.169566252,313036.301076923,1012407.47064318,2426.92307692308,516.276923076923,2943.2,16282181.5384615,3306753.69230769,19588935.2307692,0,1375.38461538462,208.461538461538,1166.92307692308,172.307692307692,42.3076923076923,130,0,6.92307692307692,1554.61538461538,0,0,0,234.615384615385,0,0,6.92307692307692,0,0,205.384615384615,566.923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46153846153846,0,0,250.769230769231,0,0,0,0,0,0,43.0769230769231,0,0,0,0,14.6153846153846,58.4615384615385,0,123.846153846154,0,41.5384615384615,0,16903334.3937201,-11887899.4611529,46900215.4611529,1479953.62448933,48380169.0856422,-28791233.854873,9.06666666666667
0.11,0.11,0,0,0,0.11,0.11,0,0,0,0,0,0,0,0,15000,14988333.3333333,0,2206666.66666667,2362120,0,241026.666666667,0,0,373720,6859421.66666667,2881650.41052632,9741072.07719298,1360054.44444444,868300,0,868300,12996172.6666667,2105564.66666667,0,15101737.3333333,33378557.8549708,1984619.22161211,246466.0386,2231085.26021211,5140.66666666667,2579.92,7720.58666666667,32410657.3333333,17099709.76,49510367.0933333,12724.6666666667,1004.66666666667,540,464.666666666667,154.666666666667,114,40.6666666666667,4.66666666666667,0,1164,0,0,0,10,0,0,0,0,0,111.333333333333,600,0,4.66666666666667,0,0,0,0,0,0,0,4.66666666666667,0,0,0,0,0,0,88.6666666666667,0,0,0,0,0,0,0,0,0,8,0,50.6666666666667,37.3333333333333,0,158,0,90.6666666666667,0,16095557.9268788,16131809.2383626,46374730.5216374,3099385.26021211,49474115.7818495,36251.3114838004,5
0.11,0.11,0,0,0,0.11,0.11,0,0,0,0,0,0,0,0,23400,47866025.6410256,0,864867.521367521,0,124457.264957265,0,0,0,118132.478632479,1721041.80911681,2398080.64102564,4119122.45014245,258514.886039886,445282.051282051,0,445282.051282051,6980827.35042735,13488799.5726496,285714.52991453,20755341.4529915,67028196.1348227,434491.869807692,265633.004423077,700124.874230769,8603.4188034188,33.5641025641026,8636.98290598291,57359141.8803419,222462.871794872,57581604.7521368,47717.094017094,476.923076923077,412.820512820513,64.1025641025641,989.74358974359,989.74358974359,0,5.98290598290598,0,1472.64957264957,0,0,0,1.28205128205128,0,0,0,0,0,123.931623931624,747.435897435897,0,0,0,0,0,0,0,0,0,5.98290598290598,0,0,0,89.7435897435897,0,0,326.068376068376,0,0,0,0,0,0,0,0,0,0,0,79.9145299145299,58.1196581196581,0,0,0,40.1709401709402,0,8223672.48584683,-9446591.38268593,74106461.6951567,1145406.92551282,75251868.6206695,-17670263.8685328,5
0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,10000,13489600,0,158040,0,0,0,0,25370,0,3115086,5129690.4,8244776.4,479827,260490,0,260490,8536030,161776,30320,8728126,22559953.3408743,1049284.55106,108275.1624,1157559.71346,1232,0,1232,10735116,0,10735116,0,669,323,346,19,0,19,0,0,688,0,0,0,44,0,0,0,0,0,45,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,27,0,0,0,0,26,37,35,0,28,49,0,9983835.77258572,-11824837.3408743,31125739.4,1418049.71346,32543789.11346,-21808673.11346,5.875
0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,10000,7615000,0,746780,1074490,177910,0,0,0,93300,3093934.83333333,17140966.5142857,20234901.347619,1233841.66666667,2583200,0,2583200,12103395,856319,0,12959714,32032542.0142857,2724877.68692786,182884.1571,2907761.84402786,2273,0,2273,12609331,0,12609331,0,790,706,84,57,57,0,32,0,879,0,0,0,172,0,0,0,0,0,58,295,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,147,0,0,0,0,0,0,36,0,0,0,0,0,0,0,58,70,11,0,17594356.8440279,-19423211.0142857,44135937.0142857,5490961.84402786,49626898.8583136,-37017567.8583136,9.06666666666667
0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,10000,42716800,0,7375910,527710,0,0,0,355150,0,4431942.25,6194797.42,10626739.67,115158.5,434150,0,434150,31623311,9695169,347927,41666407,71494276.452584,1042106.67337005,606590.90055,1648697.57392005,13525,0,13525,126479022,0,126479022,0,2482,1158,1324,958,0,958,0,0,3440,0,0,0,116,0,0,0,0,0,497,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,292,0,0,0,0,0,0,126,0,0,0,0,46,92,35,61,90,54,0,33972446.291336,54984745.547416,103383875.17,2082847.57392005,105466722.74392,21012299.2560799,17.4
0.13,0.13,0,0,0,0.13,0.13,0,0,0,0,0,0,0,0,15000,0,0,855606.666666667,1206186.66666667,0,0,0,0,0,710906.388888889,1133358.9,1844265.28888889,195847.777777778,115773.333333333,0,115773.333333333,8198490,0,0,8198490,4101906.4,193425.1892595,124662.4425,318087.6317595,2990.66666666667,0,2990.66666666667,19887628,0,19887628,0,680,214,466,0,0,0,0,0,680,0,0,0,33.3333333333333,0,0,0,0,0,56,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.333333333333,0,0,0,0,0,116,0,45.3333333333333,0,36,0,8632350.96509283,15785721.6,12300396.4,433860.965092833,12734257.3650928,7153370.63490717,7.5
0.13,0.13,0,0,0,0.13,0.13,0,0,0,0,0,0,0,0,20000,15230100,0,700715,0,0,0,0,0,14810,5605627.91666667,8629879.30526316,14235507.2219298,154230.166666667,553540,0,553540,19225523.5,0,0,19225523.5,30335362.3885965,1685679.82088092,242283.739275,1927963.56015592,6806,0,6806,50379243,0,50379243,23858.5,1506,746.5,759.5,0,0,0,0,0,1506,0,0,0,28,0,0,0,0,0,358,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,15,35,0,254,0,7.5,0,21707027.0601559,20043880.6114035,49560885.8885965,2481503.56015592,52042389.4487524,-1663146.44875241,4.85714285714286
0.14,0.14,0,0,0,0.14,0.14,0,0,0,0,0,0,0,0,28000,11583142.8571429,0,1588800,1762225,0,0,0,0,6960.71428571429,954540.05952381,7928772.78571429,8883312.8452381,260110.416666667,527185.714285714,0,527185.714285714,5437829.64285714,1424262.5,42232.1428571429,6904324.28571429,25517579.8316848,953990.605655357,124687.0665,1078677.67215536,5045.35714285714,0,5045.35714285714,19000288.5714286,0,19000288.5714286,0,429.642857142857,200.357142857143,229.285714285714,110.357142857143,107.5,2.85714285714286,0,0,540,0,0,0,4.28571428571429,0,0,0,0,0,54.6428571428571,187.857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.714285714286,0,0,0,0,0,94.2857142857143,0,11.0714285714286,65.7142857142857,11.4285714285714,0,7077159.67380385,-6517291.26025627,30988876.1190476,1605863.38644107,32594739.5054887,-13594450.9340601,7.5
0.16,0.16,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,12000,45206666.6666667,0,2273483.33333333,885800,0,0,0,0,456066.666666667,7726816.94444444,4458300.8358396,12185117.780284,1806492.36111111,578866.666666667,0,578866.666666667,11466001.6666667,1353240,189505,13008746.6666667,64186871.5597366,2285259.1554265,201982.7745,2487241.9299265,7169.16666666667,0,7169.16666666667,43943535,0,43943535,0,880,405,475,180.833333333333,180.833333333333,0,17.5,0,1078.33333333333,0,0,0,8.33333333333333,0,0,0,0,0,79.1666666666667,550.833333333333,0,0,0,0,0,0,0,0,0,17.5,0,0,0,34.1666666666667,0,0,145,0,0,0,0,0,0,0,0,0,0,0,231.666666666667,11.6666666666667,0,0,0,0,0,14701610.5115851,-20243336.5597365,75822373.4747285,3066108.59659317,78888482.0713217,-34944947.0713217,5
0.16,0.16,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,23500,13579021.2765957,0,829514.893617021,0,0,0,0,0,4204.25531914894,2090721.54609929,5323198.69148936,7413920.23758865,0,314068.085106383,0,314068.085106383,27785667.2340426,0,0,27785667.2340426,21826660.6631206,883319.503485159,347725.544553191,1231045.04803835,10363.829787234,0,10363.829787234,74480839.5744681,0,74480839.5744681,0,2182.12765957447,1070.21276595745,1111.91489361702,0,0,0,0,0,2182.12765957447,0,0,0,30.6382978723404,0,0,0,0,0,539.148936170213,1248.93617021277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.531914893617,11.9148936170213,0,316.595744680851,0,9.36170212765957,0,29330780.3671873,52654178.9113475,49612327.8971631,1545113.13314473,51157441.0303079,23323398.5441602,4.85714285714286
0.17,0.17,0,0,0,0.17,0.17,0,0,0,0,0,0,0,0,30000,7953500,0,713013.333333333,0,0,0,0,0,1404693.33333333,20976.9444444444,883835.6,904812.544444444,411280.555555556,434150,0,434150,3407435.33333333,1214918,22235,4644588.33333333,12608061.9113657,224910.9153,82161.88425,307072.79955,785.333333333333,0,785.333333333333,6806638.66666667,0,6806638.66666667,0,252.666666666667,166,86.6666666666667,74.6666666666667,62.6666666666667,12,0,0,327.333333333333,0,0,0,7.66666666666667,0,0,0,0,0,14.3333333333333,187.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3333333333333,0,0,0,0,6.33333333333333,63.3333333333333,0,0,19,0,0,4165048.98818431,-5801423.24469902,16031888.1,741222.79955,16773110.89955,-9966472.23288334,9.06666666666667
0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0,0,16000,0,0,1350081.25,0,0,0,0,0,61700,178780.9375,518304.375,697085.3125,255010.15625,0,416337.5,416337.5,11423345,914541.25,48322.5,12386208.75,3698337.35617039,106911.889875,167645.5785,274557.468375,3295,481.95,3776.95,19165584.375,3086889.75,22252474.125,0,802.5,653.75,148.75,49.375,27.5,21.875,0,10,861.875,0,0,0,37.5,0,0,0,0,0,63.75,333.75,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7.5,0,0,0,0,0,0,150,0,0,0,0,15,91.875,13.75,97.5,41.25,0,0,11742643.0809546,18554136.7688296,14750085.46875,690894.968375,15440980.437125,6811493.687875,9.06666666666667
0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,10000,25891200,0,4973480,0,0,0,29470,101470,0,2896581.5,4919882.9,7816464.4,1645121.66666667,868310,0,868310,44553924,24503955,0,69057879,64961161.0666667,1045582.485345,901071.93285,1946654.418195,13664,0,13664,177861019,0,177861019,0,3461,1741,1720,1729,1337,392,0,2,5192,0,0,0,53,23,0,0,0,0,1208,2979,0,287,0,0,0,0,0,0,0,19,0,0,0,68,0,0,293,0,0,0,0,0,0,80,0,0,0,0,34,14,0,0,39,95,0,47368888.418195,112899857.933333,109515085.066667,2814964.418195,112330049.484862,65530969.5151383,5.875
0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,50000,0,0,381230,0,0,0,0,0,1974,28951.7,497572,526523.7,391695.666666667,111144,0,111144,4810612.4,251566.2,34868.6,5097047.2,1554722.37024679,46907.147385,66585.05208,113492.199465,2254,154.224,2408.224,12714812.8,987804.72,13702617.52,0,372.4,187.4,185,26.4,0,26.4,0,0,398.8,0,0,0,10.2,0,0,0,0,0,15.4,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,53.6,0,0,0,0,0,75.8,0,54,3.4,0,0,5068384.39588487,12147895.1497532,6398470.56666667,224636.199465,6623106.76613167,7079510.75386833,9.06666666666667
0.2,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,20000,0,0,46360,0,0,0,0,0,0,137976.008333333,1319671.95,1457647.95833333,101791.895833333,36905,0,36905,6197168.5,0,0,6197168.5,1605799.85416667,238226.902943344,75858.871275,314085.774218344,2733.5,0,2733.5,14499051,0,14499051,0,481,238.5,242.5,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,28.5,420.5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6548159.27421834,12893251.1458333,7802968.35416667,350990.774218344,8153959.12838501,6345091.87161499,4.85714285714286
0.21,0.02,0.19,0,0,0.21,0.02,0.19,0,0,0,0,0,0,0,31700,0,0,907444.794952681,0,0,0,0,0,0,2564223.71188223,6235460.18927445,8799683.90115668,1028664.51104101,497902.208201893,0,497902.208201893,8303195.58359621,0,0,8303195.58359621,10735793.2071504,908614.086246057,111909.280599369,1020523.36684543,1905.67823343849,0,1905.67823343849,11246379.4952681,0,11246379.4952681,0,642.902208201893,320.820189274448,322.082018927445,0,0,0,0,0,642.902208201893,0,0,0,18.9274447949527,0,0,0,0,0,0,550.157728706625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41640378548896,26.1829652996845,17.0347003154574,26.1829652996845,0,0,9821621.15864353,510586.28811777,19038988.7907466,1518425.57504732,20557414.3657939,-9311034.87052576,4.85714285714286
0.23,0.23,0,0,0,0,0,0,0,0,0.23,0.23,0,0,0,25000,0,0,1066780,0,0,0,0,0,0,17275.52,3807827.62971429,3825103.14971429,273742.933333333,0,221176,221176,7707556,0,0,7707556,5386802.08304762,461252.466994423,106608.1824,567860.649394423,2251.2,0,2251.2,12402537.2,0,12402537.2,0,596,308.8,287.2,0,0,0,0,0,596,0,0,0,12.8,0,0,0,0,0,22,308.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4,0,0,0,0,0,6.8,0,169.6,0,0,0,8275416.64939442,7015735.11695238,12873182.0830476,789036.649394423,13662218.732442,-1259681.53244204,7.5
0.26,0,0.26,0,0,0.26,0,0.26,0,0,0,0,0,0,0,40000,13326325,0,1534455,822467.5,0,39167.5,0,0,49362.5,266546.666666667,3313790.69642857,3580337.36309524,293771.666666667,173660,0,173660,8839272.5,602936,0,9442208.5,20248822.5297619,446925.104525893,144435.08115,591360.185675893,1850.25,0,1850.25,9611604.75,0,9611604.75,0,684.25,359.25,325,45,27,18,0,0,729.25,0,0,0,64.75,0,0,0,0,0,46.25,275.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,18.75,0,0,0,0,40,0,0,47,0,0,0,9604292.68567589,-10637217.7797619,29088095.0297619,765020.185675893,29853115.2154378,-20241510.4654378,9.06666666666667
