"재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","재배봉수_계","배지구입비_만봉당","농약비_만봉당","수도광열비_만봉당","제재료비_만봉당","소농구비_만봉당","수선비_만봉당","임차료_만봉당","위탁영농비_만봉당","기타비용_만봉당","기계_감가상각비_만봉당","시설물_감가상각비_만봉당","감가상각비_만봉당","자동차비_만봉당","자가토지용역비_만봉당","임차토지용역비_만봉당","토지용역비_만봉당","자가노동비_만봉당","고용노동비_만봉당","급식물비_만봉당","노동비_만봉당","경영비","고정자본용역비_만봉당","유동자본용역비_만봉당","자본용역비_만봉당","생표고_소계 수량_만봉당","건표고_소계(생표고 기준) 수량_만봉당","총 생산량(생표고 기준)_만봉당","생표고_소계(생표고 기준) 평가액_만봉당","건표고_소계(생표고 기준) 평가액_만봉당","총 평가액(생표고 기준)_만봉당","부산물 생산량_만봉당","총 노동시간_보통자가_만봉당","총 노동시간_보통자가_남_만봉당","총 노동시간_보통자가_여_만봉당","총 노동시간_보통고용_만봉당","총 노동시간_보통고용_남_만봉당","총 노동시간_보통고용_여_만봉당","총 노동시간_특수자가_만봉당","총 노동시간_특수고용_만봉당","총 노동시간_합계_만봉당","간벌_시간_만봉당","건조_시간_만봉당","경운_시간_만봉당","관수(살수)_시간_만봉당","두둑_시간_만봉당","멀칭_시간_만봉당","배수로 정비 및 관리_시간_만봉당","병해충방제_시간_만봉당","보식작업_시간_만봉당","선별_시간_만봉당","수확 및 운반_시간_만봉당","시비_시간_만봉당","시설물 보수_시간_만봉당","식재(조림)_시간_만봉당","열매솎기(적과)_시간_만봉당","인공교배 또는 수정_시간_만봉당","재배지 정리_시간_만봉당","전정_시간_만봉당","접목 및 관리_시간_만봉당","정지_시간_만봉당","제초_시간_만봉당","종묘 이식_시간_만봉당","차광막 설치_시간_만봉당","채종_시간_만봉당","꽃눈솎기(적뢰)_시간_만봉당","출하_시간_만봉당","지주세우기_시간_만봉당","일반관리_시간_만봉당","파종_시간_만봉당","표고목 눕히기_시간_만봉당","표고목 뒤집기_시간_만봉당","표고목 벌채_시간_만봉당","표고목 세우기_시간_만봉당","표고목 폐기_시간_만봉당","버섯발생작업_시간_만봉당","재배장 소독_시간_만본당","종균접종_시간_만봉당","천공작업_시간_만봉당","표고세척_시간_만봉당","배지하역_시간_만봉당","배지비닐 개봉_시간_만봉당","갈변처리_시간_만봉당","봉지 뒤집기_시간_만봉당","배지운반^쌓기_시간_만봉당","배지 폐기_시간_만봉당","기타_시간_만봉당","내급비","소득","직접생산비","간접생산비","생산비 합계_만봉당","순수익","가중치"
0.21,0.02,0.19,0,0,0.18,0.02,0.16,0,0,0.03,0,0.03,0,0,31700,15500000,0,794100.94637224,0,0,0,0,0,0,3114064.14300736,5639296.9806219,8753361.12362926,287066.246056782,187697.160883281,191719.242902208,379416.403785489,5653815.77287066,0,0,5653815.77287066,25526247.5589605,846452.581117621,84790.1048580442,931242.685975665,2126.49842271293,0,2126.49842271293,11138470.0315457,0,11138470.0315457,3785.48895899054,444.479495268139,248.580441640379,195.89905362776,0,0,0,0,0,444.479495268139,0,0,0,9.14826498422713,0,0,0,0,0,0,350.157728706625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.211356466877,0,0,0,0,0,5.04731861198738,5.36277602523659,8.83280757097792,11.3564668769716,5.36277602523659,0,6772755.61972961,-14387777.5274148,30988344.0889289,1310659.08976115,32299003.1786901,-21160533.1471444,6.8
0.21,0.21,0,0,0,0,0,0,0,0,0.21,0.21,0,0,0,110000,14500000,0,186098.090909091,63473.7272727273,0,6133.27272727273,0,0,63817.8181818182,222700.5,1029600,1252300.5,100800,0,165750.636363636,165750.636363636,961583.272727273,637329.181818182,0,1598912.45454545,16975703.2272727,167307.8409495,25227.4250318182,192535.265981318,459.090909090909,225.883636363636,684.974545454545,4567954.54545455,1755793.50545455,6323748.05090909,2424.18181818182,61.0909090909091,61.0909090909091,0,68,53.3636363636364,14.6363636363636,3.81818181818182,0,132.909090909091,0,0,0,7.63636363636364,0,0,1.63636363636364,0.454545454545455,0,11.9090909090909,48.3636363636364,0,9.45454545454546,0,0,0,0,0,0,0,3.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36363636363636,0,0,0,0,0,9.18181818181818,0,37.0909090909091,0,1,0,1154118.53870859,-10651955.1763636,17771535.8636364,358285.902344955,18129821.7659813,-11806073.7150722,15.1111111111111
0.21,0.21,0,0,0,0,0,0,0,0,0.21,0.21,0,0,0,110000,14500000,0,454116.636363636,1011059.54545455,0,214178.818181818,0,0,583700.363636364,218768,1029600,1248368,75075,0,165750.636363636,165750.636363636,3506527.45454545,2305806.72727273,0,5812334.18181818,20558055.7272727,162893.28042075,106191.372522727,269084.652943477,3370.63636363636,797.732727272727,4168.36909090909,33537831.8181818,6200776.48909091,39738608.3072727,2424.27272727273,213.272727272727,213.272727272727,0,311.545454545455,214.181818181818,97.3636363636364,21,2.54545454545455,548.363636363636,0,0,0,24.3636363636364,0,0,1.63636363636364,5.54545454545455,0,56.0909090909091,241.454545454545,0,9.45454545454546,0,0,0,0,0,0,0,23.5454545454545,0,0,0,0,0,0,79.1818181818182,0,0,0,0,0,0,2.36363636363636,0,0,0,0,0,71.8181818181818,0,29.0909090909091,0,3.81818181818182,0,3775612.10748893,19180552.58,23898832.5454545,434835.289307114,24333667.8347617,15404940.4725111,15.1111111111111
0.23,0.23,0,0,0,0,0,0,0,0,0.23,0.23,0,0,0,23000,14500000,0,2674438.69565217,0,0,0,0,0,0,18055.3043478261,3773068.32298137,3791123.62732919,303855.072463768,0,264239.130434783,264239.130434783,12691517.3913043,0,0,12691517.3913043,21533656.5258799,476306.57040795,202062.322543478,678368.892951429,5504.78260869565,0,5504.78260869565,30587586.9565217,0,30587586.9565217,0,1040,470.869565217391,569.130434782609,0,0,0,0,0,1040,0,0,0,0,0,0,0,0,0,39.1304347826087,505.652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2608695652174,0,0,0,0,0,0,73.9130434782609,0,0,0,0,0,116.521739130435,0,165.652173913043,60.8695652173913,0,0,13369886.2842558,9053930.43064183,33960934.7867495,942608.023386211,34903542.8101357,-4315955.85361395,7.5
0.26,0.26,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,60000,15060000,0,1441168.66666667,0,0,15111,36666.6666666667,0,11420.5,2199083.33333333,733452.380952381,2932535.71428571,175000,170000,0,170000,3921505.5,4201720,168550,8291775.5,23960804.6535448,450157.270634921,128819.271683333,578976.542318254,3504.66666666667,0,3504.66666666667,17633933.3333333,0,17633933.3333333,0,318.333333333333,154,164.333333333333,404,356.833333333333,47.1666666666667,0,0,722.333333333333,0,0,0,17.3333333333333,0,0,0,0,0,32.6666666666667,192.5,0,7.66666666666667,0,0,0,0,0,0,0,1.83333333333333,0,0,0,0,0,0,176.666666666667,0,0,0,0,0,0,125.333333333333,0,0,0,0,0,16.6666666666667,57,94.6666666666667,0,0,0,4751849.93639247,-6326871.32021149,27963678.047619,748976.542318254,28712654.5899373,-11078721.256604,7.5
0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,10000,15500000,0,921193,24310,0,75440,0,0,23868,907500,2310000,3217500,735000,216750,0,216750,5751829,600000,0,6351829,21097311,530401.305,97265.816,627667.121,9624,0,9624,39344700,0,39344700,0,512,116,396,56,24,32,0,0,568,0,0,0,10,0,0,0,0,0,36,325,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,97,0,0,0,0,0,64,0,8,0,0,0,6596246.121,18247389,26849140,844417.121,27693557.121,11651142.879,7.5
0.32,0.32,0,0,0,0,0,0,0,0,0.32,0.32,0,0,0,20000,15500000,165000,2817798,1062500,0,58190,0,0,0,22916.6666666667,24750,47666.6666666667,0,0,1519375,1519375,15615036.5,475352,0,16090388.5,21645881.6666667,35186.1125,265549.475975,300735.588475,3362,289.17,3651.17,28079012,2247718.41,30326730.41,0,1251,624,627,34,34,0,2.5,0,1287.5,0,0,0,128,0,0,0,1,0,100,484,0,24,0,0,0,0,0,0,0,7.5,0,10,0,0,0,0,390,0,0,0,0,0,0,42,0,0,0,0,12,0,0,89,0,0,0,15915772.088475,8680848.74333333,35741543.1666667,1820110.588475,37561653.7551417,-7234923.34514168,15.1111111111111
0.34,0.34,0,0,0,0.34,0.34,0,0,0,0,0,0,0,0,100000,15500000,0,466699.8,0,0,0,0,0,0,817758.333333333,2233000,3050758.33333333,259950,85000,0,85000,1635295.1,118575.1,0,1753870.2,19395983.2333333,332413.91875,29397.088,361811.00675,229.4,37.128,266.528,1854198.3,288595.944,2142794.244,0,128.3,74.4,53.9,8.6,7.1,1.5,0,0,136.9,0,4.8,0,6.3,0,0,0.5,0,0,20.4,46.3,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,41.3,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,6.8,0,0,0,2082106.10675,-17253188.9893333,21031278.3333333,446811.00675,21478089.3400833,-19335295.0960833,7.5
0.42,0,0.42,0,0,0.42,0,0.42,0,0,0,0,0,0,0,12000,14500000,0,1073281.66666667,607750,0,306666.666666667,0,0,97500,3631680.55555556,9258333.33333333,12890013.8888889,1050000,212500,0,212500,14318070,25412.5,0,14343482.5,30550624.7222222,1519651.80625,216037.152958333,1735688.95920833,2404.16666666667,4563.65,6967.81666666667,20334454.1666667,35473251.45,55807705.6166667,0,945.833333333333,814.166666666667,131.666666666667,2.5,0,2.5,56.6666666666667,0,1005,0,0,0,164.166666666667,0,0,0,0,0,101.666666666667,407.5,0,0,0,0,0,0,0,0,0,56.6666666666667,0,0,0,0,0,0,182.5,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,80.8333333333333,0,8.33333333333333,0,16266258.9592083,25257080.8944445,44868694.7222222,1948188.95920833,46816883.6814306,8990821.93523612,15.1111111111111
0.46,0,0.46,0,0,0.46,0,0.46,0,0,0,0,0,0,0,30000,15500000,0,611692.333333333,5666.66666666667,226666.666666667,0,0,0,0,282944.444444444,6300000,6582944.44444444,0,500000,0,500000,4800656,1453929.33333333,0,6254585.33333333,24380899.4444444,604087.622222222,93346.73465,697434.356872222,5658,2910.74,8568.74,31924847.6666667,22625182.02,54550029.6866667,0,335,307.666666666667,27.3333333333333,101,101,0,0,0,436,0,0,0,24.6666666666667,0,0,0.666666666666667,0,0,26.3333333333333,136.666666666667,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.6666666666667,0,0,0,0,0,0,34,0.333333333333333,0,0,0,8.66666666666667,40.6666666666667,21.3333333333333,70.6666666666667,16.6666666666667,2,0,5998090.35687222,30169130.2422222,29181555.4444444,1197434.35687222,30378989.8013167,24171039.88535,14.8888888888889
0.53,0,0.53,0,0,0,0,0,0,0,0.53,0,0.53,0,0,20000,15500000,0,4349078.5,5007509.5,0,0,0,0,0,861620.833333333,6933317.85714286,7794938.69047619,0,0,990632.5,990632.5,10446132,732060,0,11178192,34374219.1904762,1097263.18449405,270032.357,1367295.54149405,3331.5,871.08,4202.58,33148425,6770904.84,39919329.84,15000,681,681,0,54,54,0,24.5,0,759.5,0,0,0,98,0,0,0,0,0,69.5,413,0,0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,31,0,0,0,0,0,0,17,0,0,0,0,22,0,0,31,44,9.5,0,11813427.541494,5545110.64952381,43829718.6904762,2357928.04149405,46187646.7319702,-6268316.89197024,15.1111111111111
0.59,0.59,0,0,0,0,0,0,0,0,0.59,0.59,0,0,0,50000,12400000,0,328847.2,0,0,13248,0,0,0,275733.333333333,4052000,4327733.33333333,280000,0,572000,572000,4427194.6,450000,0,4877194.6,18371828.5333333,448921.713333333,68633.66087,517555.374203333,3908,0,3908,31354070,0,31354070,0,353.2,163.6,189.6,46,46,0,4.6,0,403.8,0,0,0,11.2,0,0,0,0,0,48,150,0,2.2,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,4.2,0,0,0,0,0,0,17.4,0,0,0,0,29.4,67.8,7.2,44.2,0,14.4,0,4944749.97420333,12982241.4666667,22227023.1333333,1089555.37420333,23316578.5075367,8037491.49246334,14.8888888888889
0.75,0.75,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,110000,14500000,0,511853.090909091,1011059.54545455,0,109633.272727273,0,0,583700,222700.5,1029600,1252300.5,100800,0,165750.636363636,165750.636363636,3372660.54545455,2307224,0,5679884.54545454,20542321.0454545,167307.8409495,103834.115477273,271141.956426773,3326,1174.85454545455,4500.85454545455,33093700,9132144.38181818,42225844.3818182,2424.27272727273,204.272727272727,204.272727272727,0,314,214,100,20.9090909090909,2.54545454545455,541.727272727273,0,0,0,23.2727272727273,0,0,1.63636363636364,5.45454545454545,0,48.2727272727273,244.272727272727,0,9.45454545454546,0,0,0,0,0,0,0,23.4545454545455,0,0,0,0,0,0,78.9090909090909,0,0,0,0,0,0,2.36363636363636,0,0,0,0,0,68.4545454545455,0,32.3636363636364,0,3.81818181818182,0,3643802.50188132,21683523.3363636,23749230.9545455,436892.592790409,24186123.5473359,18039720.8344823,15.1111111111111
0.91,0.91,0,0,0,0.91,0.91,0,0,0,0,0,0,0,0,58000,15500000,0,1078383.79310345,201875,0,0,0,0,90826.2068965517,1515344.82758621,834217.008037335,2349561.83562354,381681.034482759,784482.75862069,0,784482.75862069,2882688.44827586,0,0,2882688.44827586,19602327.8701063,466716.709392015,55937.1208448276,522653.830236842,1920,0,1920,13290724.137931,0,13290724.137931,689.655172413793,234.827586206897,103.793103448276,131.034482758621,0,0,0,1.37931034482759,0,236.206896551724,0,0,0,17.5862068965517,0,0,0,0,0,28.7931034482759,129.137931034483,0,0,0,0,0,0,0,0,0,1.37931034482759,0,0,0,0,0,0,28.1034482758621,0,0,0,0,0,0,22.7586206896552,0,0,0,0,0,5.51724137931035,0,0,0,2.93103448275862,0,4189825.03713339,-6311603.73217526,22485016.3183822,1307136.58885753,23792152.9072397,-10501428.7693087,5.83333333333333
1.06,0,1.06,0,0,0,0,0,0,0,1.06,0,1.06,0,0,200000,14500000,0,1420853.7,19486.25,0,4600,0,0,0,43257.5,574860,618117.5,488012.5,0,429000,429000,2089456.5,5367108.6,0,7456565.1,22847178.55,162106.315975,117054.7914075,279161.1073825,2088.2,0,2088.2,17081447.5,0,17081447.5,0,172.1,75.65,96.45,606.2,384.85,221.35,0,0,778.3,0,0,0,0,0,0,0,1.9,0,49.35,475.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05,0,0,0,0,0,115.1,0,107.05,23.3,0,0,2368617.6073825,-5765731.05,24507635.05,708161.1073825,25215796.1573825,-8134348.6573825,7.5
1.1,0,1.1,0,0,1.1,0,1.1,0,0,0,0,0,0,0,29000,11700000,0,2485496.20689655,409656.206896552,0,76455.1724137931,0,0,117403.448275862,950172.413793103,2455665.02463054,3405837.43842365,543103.448275862,1034482.75862069,0,1034482.75862069,6356625.86206897,4584645.51724138,62068.9655172414,11003340.3448276,23348605.7691426,356992.054187192,185314.420637931,542306.474825123,7719.65517241379,0,7719.65517241379,33647620.6896552,0,33647620.6896552,0,500.344827586207,279.655172413793,220.689655172414,421.034482758621,274.48275862069,146.551724137931,0,0,921.379310344828,0,0,0,4.13793103448276,0,0,0,0,0,47.5862068965517,297.931034482759,0,249.655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0344827586207,0,0,0,0,0,0,115.172413793103,0,0,0,0,2.06896551724138,49.6551724137931,0,33.1034482758621,27.5862068965517,3.44827586206897,0,7969475.73031311,10299014.9205126,29741292.2660098,1576789.23344581,31318081.4994557,2329539.19019952,7.5
1.4,0,1.4,0,0,1.4,0,1.4,0,0,0,0,0,0,0,10000,15500000,0,189440,361250,0,0,0,0,390,473000,4400000,4873000,0,600000,0,600000,1724548,352608,0,2077156,21276688,401259.1,34561.3034,435820.4034,1634,0,1634,15506062,0,15506062,0,132,84,48,24,24,0,0,0,156,0,0,0,41,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,18,0,0,0,2760368.4034,-5770626,23001236,1035820.4034,24037056.4034,-8530994.4034,14.8888888888889
2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,100000,15060000,0,2467775,0,0,0,0,0,6789.9,2005483.33333333,1678571.42857143,3684054.76190476,0,170000,0,170000,1819961.4,6563980,208755,8592696.4,27946038.7390076,327683.660238095,145534.486095,473218.146333095,3999.7,0,3999.7,21341015,0,21341015,0,129.6,111.8,17.8,716.3,676.3,40,0,0,845.9,0,0,0,10.6,0,0,0,0,0,49.4,393.2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,147,0,0,0,0,0,0,98.8,0,0,0,0,0,55,31.4,60,0,0,0,2508495.46923029,-6605023.73900757,29811316.0619048,643218.146333095,30454534.2082379,-9113519.20823785,7.5
2.64,0,2.64,0,0,2.64,0,2.64,0,0,0,0,0,0,0,28000,16071428.5714286,0,42094.6428571429,0,0,0,0,12857.1428571429,1671.42857142857,229166.666666667,4642857.14285714,4872023.80952381,187500,214285.714285714,0,214285.714285714,3263730,1849408.57142857,0,5113138.57142857,23036984.1666667,478542.589285714,67982.3674821429,546524.956767857,2305,135.15,2440.15,16909578.5714286,1050520.95,17960099.5214286,0,266.428571428571,121.071428571429,145.357142857143,138.214285714286,111.428571428571,26.7857142857143,0,0,404.642857142857,0,0,0,13.9285714285714,0,0,0,0,0,1.42857142857143,133.214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0714285714286,0,0,0,0,29.2857142857143,35,0,73.9285714285714,0,86.7857142857143,0,4024540.67105357,-5076884.6452381,26300714.1666667,760810.671053572,27061524.8377202,-9101425.31629167,14.8888888888889
