"경영주 연령","연령별","exp1","exp2","농약비_살균제_지출액","농약비_살충제_지출액","농약비_제초제_지출액","농약비_전착제_지출액","농약비_항공방제_지출액","농약비_기타_지출액","수도광열비_임업전기료_지출액","수도광열비_휘발유_지출액","수도광열비_등유_지출액","수도광열비_경유_지출액","수도광열비_가스_지출액","수도광열비_수돗물_지출액","수도광열비_기타_지출액","기타재료비_차광막_지출액","기타재료비_비닐_지출액","기타재료비_호스_지출액","기타재료비_목재_지출액","기타재료비_철사_지출액","기타재료비_철망_지출액","기타재료비_마대_지출액","기타재료비_골판지 상자_지출액","기타재료비_지주_지출액","기타재료비_부직포_지출액","기타재료비_묘상용 흙(상토)_지출액","기타재료비_친환경농업자재_지출액","기타재료비_새끼_지출액","기타재료비_볏짚_지출액","기타재료비_묘상의 열낼재료_지출액","기타재료비_낙엽_지출액","기타재료비_허수아비_지출액","기타재료비_화약_지출액","기타재료비_딱총_지출액","기타재료비_포트_지출액","기타재료비_철죽_지출액","기타재료비_포장상자_지출액","기타재료비_기타_지출액","수선비_모터싸이클_지출액","수선비_일반승용차_지출액","수선비_다목적승용차_지출액","수선비_화물트럭_지출액","수선비_소형승합차_지출액","수선비_기타자동차_지출액","수선비_기계/대농구_지출액","수선비_건물/시설물_지출액","수선비_수리시설물_지출액","임차료_모터싸이클_지출액","임차료_일반승용차_지출액","임차료_다목적승용차_지출액","임차료_화물트럭_지출액","임차료_소형승합차_지출액","임차료_기타자동차_지출액","임차료_기계/대농구_지출액","임차료_건물/시설물_지출액","임차료_수리시설물_지출액","소농구비_괭이_지출액","소농구비_삽_지출액","소농구비_호미_지출액","소농구비_낫_지출액","소농구비_모종삽_지출액","소농구비_갈퀴_지출액","소농구비_물뿌리개_지출액","소농구비_톱_지출액","소농구비_도끼_지출액","소농구비_망치_지출액","소농구비_물장화_지출액","소농구비_우의_지출액","소농구비_장화_지출액","소농구비_자급 소농구_지출액","소농구비_임차 소농구_지출액","소농구비_기타 소농구_지출액","위탁비_위탁 영농비_지출액","위탁비_재배장 관리_지출액","위탁비_비료 주기_지출액","위탁비_제초 작업_지출액","위탁비_병충해방제_지출액","위탁비_수확 작업_지출액","위탁비_수확물운반_지출액","위탁비_건조 작업_지출액","위탁비_기타직접노동_지출액","기타비용_임업부담금_지출액","기타비용_세금_지출액","기타비용_보험료_지출액","기타비용_이자 비용_지출액","기타비용_인력 수송비_지출액","기타비용_토지 임차료_지출액","기타비용_검사수수료_지출액","기타비용_협회비_지출액","기타비용_등기료_지출액","기타비용_측량비_지출액","기타비용_객토비_지출액","기타비용_영농교육참가비_지출액","기타비용_기타_지출액","배지구입비_지출액","농약비_지출액","수도광열비_지출액","기타재료비_지출액","자동차비_수선비_지출액","자동차비_임차료_지출액","수선비_지출액","임차료_지출액","소농구비_지출액","위탁영농비_지출액","세금및부담금_지출액","이자비용_지출액","보험금및기타_지출액","기타비용_지출액","노동시간_경영주","노동시간_배우자","노동인원_기타가족_남","노동시간_기타가족_남","노동인원_기타가족_여","노동시간_기타가족_여","노동인원_보통고용_남","노동시간_보통고용_남_1","노동비_보통고용_남","노동인원_보통고용_여","노동시간_보통고용_여_1","노동비_보통고용_여","노동인원_일손돕기_남","노동시간_일손돕기_남","노동인원_일손돕기_여","노동시간_일손돕기_여","노동인원_특수자가","노동시간_특수자가","노동인원_특수고용","노동시간_특수고용","노동비_특수고용","인력수송비","급여물비_주식","급여물비_간식","급여물비_기타","임금단가_남","임금단가_여","임금단가_특수","노동비_보통자가_남","노동비_보통자가기타_남","노동비_보통자가_여","노동비_보통자가기타_여","노동비_일손돕기_남","노동비_일손돕기_여","노동비_특수자가","노동비_자가","노동비_고용","노동시간_보통자가_남","노동시간_보통자가_여","노동시간_보통자가_합","노동시간_보통고용_남_2","노동시간_보통고용_여_2","노동시간_보통고용_합","노동시간_자가","노동시간_고용","노동시간_합계","급식물비","노동비용","간벌","건조","경운","관수(살수)","두둑","멀칭","배수로 정비 및 관리","병해충방제","보식작업","선별","수확 및 운반","시비","시설물 보수","식재(조림)","열매솎기(적과)","인공교배 또는 수정","재배지 정리","전정","접목 및 관리","정지","제초","종묘 이식","차광막 설치","채종","꽃눈솎기(적뢰)","출하","지주세우기","일반관리","파종","표고목 눕히기","표고목 뒤집기","표고목 벌채","표고목 세우기","표고목 폐기","버섯발생작업","재배장 소독","종균접종","천공작업","표고세척","배지하역","배지비닐 개봉","갈변처리","봉지 뒤집기","배지운반^쌓기","배지 폐기","기타","수확량","판매량","평가액","생표고_상품 수확량","생표고_상품 판매량","생표고_상품 판매금액","생표고_중품 수확량","생표고_중품 판매량","생표고_중품 판매금액","생표고_하품 수확량","생표고_하품 판매량","생표고_하품 판매금액","생표고_4 수확량","생표고_4 판매량","생표고_4 판매금액","생표고_5 수확량","생표고_5 판매량","생표고_5 판매금액","건표고_화고 수확량","건표고_화고 판매량","건표고_화고 판매금액","건표고_동고 수확량","건표고_동고 판매량","건표고_동고 판매금액","건표고_향고 수확량","건표고_향고 판매량","건표고_향고 판매금액","건표고_향신 수확량","건표고_향신 판매량","건표고_향신 판매금액","건표고_등외 수확량","건표고_등외 판매량","건표고_등외 판매금액","생표고_상품(생표고 기준) 판매금액","생표고_중품(생표고 기준) 판매금액","생표고_하품(생표고 기준) 판매금액","생표고_4(생표고 기준) 판매금액","생표고_5(생표고 기준) 판매금액","건표고_화고(생표고 기준) 판매금액","건표고_동고(생표고 기준) 판매금액","건표고_향고(생표고 기준) 판매금액","건표고_향신(생표고 기준) 판매금액","건표고_등외(생표고 기준) 판매금액","타용도 소비량","지역별","규모별","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","재배봉수_계","토지용역비","자가_토지용역비","임차_토지용역비","신규취득가격_기계기구","감가상각비_기계기구","자본용역비_기계기구","신규취득가격_시설물","감가상각비_시설물","자본용역비_시설물","전/겸업별","생산량","배지구입비_만봉당","농약비_만봉당","수도광열비_만봉당","제재료비_만봉당","소농구비_만봉당","수선비_만봉당","임차료_만봉당","수선비(자동차)_만봉당","임차료(자동차)_만봉당","위탁영농비_만봉당","기타비용_만봉당","기타_만봉당","기계(자동차)_감가상각비_만봉당","기계_감가상각비_만봉당","시설물_감가상각비_만봉당","감가상각비_만봉당","자동차비_만봉당","중간재비","자가토지용역비_만봉당","임차토지용역비_만봉당","토지용역비_만봉당","임차료","자가노동비_만봉당","고용노동비_만봉당","급식물비_만봉당","노동비_만봉당","자가노동비(급식물 포함)_만봉당","고용노동비(급식물 포함)_만봉당","경영비","고정자본용역비_만봉당","유동자본용역비_만봉당","자본용역비_만봉당","총 생산량_만봉당","총 평가액_만봉당","생표고_상품 수량_만봉당","생표고_중품 수량_만봉당","생표고_하품 수량_만봉당","생표고_4 수량_만봉당","생표고_5 수량_만봉당","생표고_소계 수량_만봉당","건표고_화고 수량_만봉당","건표고_동고 수량_만봉당","건표고_향고 수량_만봉당","건표고_향신 수량_만봉당","건표고_등외 수량_만봉당","건표고_소계(생표고 기준) 수량_만봉당","총 생산량(생표고 기준)_만봉당","생표고_상품(생표고 기준) 평가액_만봉당","생표고_중품(생표고 기준) 평가액_만봉당","생표고_하품(생표고 기준) 평가액_만봉당","생표고_4(생표고 기준) 평가액_만봉당","생표고_5(생표고 기준) 평가액_만봉당","생표고_소계(생표고 기준) 평가액_만봉당","건표고_화고(생표고 기준) 평가액_만봉당","건표고_동고(생표고 기준) 평가액_만봉당","건표고_향고(생표고 기준) 평가액_만봉당","건표고_향신(생표고 기준) 평가액_만봉당","건표고_등외(생표고 기준) 평가액_만봉당","건표고_소계(생표고 기준) 평가액_만봉당","총 평가액(생표고 기준)_만봉당","부산물 생산량_만봉당","총 노동시간_보통자가_만봉당","총 노동시간_보통자가_남_만봉당","총 노동시간_보통자가_여_만봉당","총 노동시간_보통고용_만봉당","총 노동시간_보통고용_남_만봉당","총 노동시간_보통고용_여_만봉당","총 노동시간_특수자가_만봉당","총 노동시간_특수고용_만봉당","총 노동시간_합계_만봉당","간벌_시간_만봉당","건조_시간_만봉당","경운_시간_만봉당","관수(살수)_시간_만봉당","두둑_시간_만봉당","멀칭_시간_만봉당","배수로 정비 및 관리_시간_만봉당","병해충방제_시간_만봉당","보식작업_시간_만봉당","선별_시간_만봉당","수확 및 운반_시간_만봉당","시비_시간_만봉당","시설물 보수_시간_만봉당","식재(조림)_시간_만봉당","열매솎기(적과)_시간_만봉당","인공교배 또는 수정_시간_만봉당","재배지 정리_시간_만봉당","전정_시간_만봉당","접목 및 관리_시간_만봉당","정지_시간_만봉당","제초_시간_만봉당","종묘 이식_시간_만봉당","차광막 설치_시간_만봉당","채종_시간_만봉당","꽃눈솎기(적뢰)_시간_만봉당","출하_시간_만봉당","지주세우기_시간_만봉당","일반관리_시간_만봉당","파종_시간_만봉당","표고목 눕히기_시간_만봉당","표고목 뒤집기_시간_만봉당","표고목 벌채_시간_만봉당","표고목 세우기_시간_만봉당","표고목 폐기_시간_만봉당","버섯발생작업_시간_만봉당","재배장 소독_시간_만본당","종균접종_시간_만봉당","천공작업_시간_만봉당","표고세척_시간_만봉당","배지하역_시간_만봉당","배지비닐 개봉_시간_만봉당","갈변처리_시간_만봉당","봉지 뒤집기_시간_만봉당","배지운반^쌓기_시간_만봉당","배지 폐기_시간_만봉당","기타_시간_만봉당","내급비","조수입","소득","부가가치","소득률","노동생산성","자본생산성","토지생산성","자가노동비율","직접생산비","간접생산비","생산비 합계_만봉당","순수익","가중치"
33,1,34000000,0,0,0,0,0,0,0,4776850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870,6533,501600,756000,0,0,0,0,0,0,0,0,0,34000000,0,4776850,0,0,0,0,0,0,0,8403,756000,501600,1266003,381,0,57,388,21,304,2,16,216000,0,0,0,24,305,12,153,0,0,0,0,0,0,45000,50000,0,456977,310998,573600,5398333,5500187,0,2857248,4275490,1435293,0,13755768,5926783,769,304,1073,321,153,474,1073,474,1547,95000,19777551,0,0,0,31,0,0,0,0,0,414,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,8,0,0,0,0,32,16,0,14,28,0,0,9229,9150,72686650,2137,2137,19927089,6059,5981,46290306,1020,1019,5689255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,780000,19927089,46290306,5689255,0,0,0,0,0,0,724924.2,21,36,2,0.08,0,0.08,0,0,0.08,0,0.08,0,0,0,0,0,0,0,20000,4250000,4250000,0,102600000,5701666.66666667,91365000,276650000,25945071.4285714,250704928.571429,1,4614.5,17000000,0,2388425,0,0,0,0,0,0,0,633001.5,633001.5,1433333.33333333,2850833.33333333,12972535.7142857,15823369.047619,1433333.33333333,37278128.8809524,2125000,0,2125000,0,6877884,2963391.5,47500,9888775.5,6911080.86457309,2977694.63542691,40255823.5163793,2197799.29107143,165896.0957,2363695.38677143,4614.5,36343325,1068.5,3029.5,510,0,0,4608,0,0,0,0,6.5,46.41,4654.41,9963544.5,23145153,2844627.5,0,0,35953325,0,0,0,0,362462.1,362462.1,36315787.1,0,536.5,384.5,152,237,160.5,76.5,0,0,773.5,0,0,0,15.5,0,0,0,0,0,207,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,16,8,0,7,14,0,0,11399776.2513445,36315787.1,-3940036.41637929,-962341.780952379,-10.8493763484457,-622.0696709453,-0.437866089438602,-481170.89047619,69.3600517129929,47166904.3809524,4488695.38677143,51655599.7677238,-15339812.6677238,5.83333333333333
35,1,17000000,0,0,0,0,0,0,0,100000,0,991000,102560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000000,0,1193560,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,6,48,780000,4,32,320000,6,65,6,64,0,0,0,0,0,0,0,0,0,57788,39732,71700,1776981,0,0,0,939055,635712,0,1776981,2674767,123,0,123,113,96,209,123,209,332,0,4451748,0,0,0,0,0,0,0,0,0,18,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,2600,2600,17160000,0,0,0,2600,2600,17160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17160000,0,0,0,0,0,0,0,0,0,34,1,0.05,0.05,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,10000,59500,59500,0,18400000,0,8816666.66666667,73700000,6677000,59268000,2,2600,17000000,0,1193560,0,0,0,0,0,0,0,0,0,766666.666666667,0,6677000,6677000,766666.666666667,25637226.6666667,59500,0,59500,0,1776981,2674767,0,4451748,1776981,2674767,28311993.6666667,874887.966666667,72542.2078,947430.174466667,2600,17160000,0,2600,0,0,0,2600,0,0,0,0,0,0,2600,0,17160000,0,0,0,17160000,0,0,0,0,0,0,17160000,0,123,123,0,209,113,96,0,0,332,0,0,0,0,0,0,0,0,0,18,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,2783911.17446667,17160000,-11151993.6666667,-8477226.66666667,-64.9883080808081,-25533.8152610442,-9.68949967270095,-8477226.66666667,37.0481927710843,30088974.6666667,1006930.17446667,31095904.8411333,-13935904.8411333,6.25
37,1,102000000,0,0,0,0,0,0,0,8982600,0,0,1119800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14700,0,42000,0,0,0,0,0,0,0,0,0,102000000,0,10102400,0,0,0,0,0,0,0,14700,42000,0,56700,820,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186154,127001,233025,11752932,0,7502754,0,0,0,0,19255686,0,820,768,1588,0,0,0,1588,0,1588,0,19255686,0,0,0,165,0,0,0,0,0,64,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,39,0,0,0,8928,8912,74491800,5655,5655,57115500,566,566,4018600,2707,2691,13357700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57115500,4018600,13357700,0,0,0,0,0,0,0,12,99,3,0.18,0.12,0.06,0,0,0.18,0.12,0.06,0,0,0,0,0,0,0,60000,408000,408000,0,4960000,308000,1698000,132000000,13200000,0,2,1488,17000000,0,1683733.33333333,0,0,0,0,0,0,0,9450,9450,10000,51333.3333333333,2200000,2251333.33333333,10000,20954516.6666667,68000,0,68000,0,3209281,0,0,3209281,3209281,0,20954516.6666667,3636.55,62996.6666833333,66633.2166833333,1488,12415300,942.5,94.3333333333333,451.166666666667,0,0,1488,0,0,0,0,0,0,1488,9519250,669766.666666667,2226283.33333333,0,0,12415300,0,0,0,0,0,0,12415300,0,264.666666666667,136.666666666667,128,0,0,0,0,0,264.666666666667,0,0,0,27.5,0,0,0,0,0,10.6666666666667,197.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6666666666667,0,6.5,0,0,0,3343914.21668333,12415300,-8539216.66666666,-8539216.66666666,-68.779785157561,-5377.34047019311,-2348.16423991604,-1423202.77777778,100,24163797.6666667,134633.216683333,24298430.88335,-11883130.88335,11.1666666666667
39,1,85000000,0,0,0,0,0,0,0,3360356,0,2444966,2725987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000000,0,8531309,0,0,0,0,0,0,0,0,0,0,0,1918,2581,0,0,0,0,50,1000,12500000,0,0,0,13,150,1,2,0,0,0,0,0,0,0,0,0,587445,401027,734925,27308351,0,24978357,0,2123292,18762,0,52286708,14642054,1918,2581,4499,1150,2,1152,4499,1152,5651,0,66928762,0,0,0,253,0,0,0,0,0,607,2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,1400,0,0,0,0,0,195,0,149,0,0,0,11028,12328,91532713,3363,4663,30137968,7569,7569,57932745,0,0,0,0,0,0,0,0,0,7,7,700000,30,30,2172000,0,0,0,0,0,0,59,59,590000,30137968,57932745,0,0,0,390343.8,1672902,0,0,3290040.6,0,34,3,0.34,0.34,0,0,0,0.34,0.34,0,0,0,0,0,0,0,0,100000,850000,850000,0,116990000,7434166.66666667,40617500,253000000,22330000,96690000,1,1102.8,8500000,0,853130.9,0,0,0,0,0,0,0,0,0,233333.333333333,743416.666666667,2233000,2976416.66666667,233333.333333333,12562880.9,85000,0,85000,0,5228670.8,1464205.4,0,6692876.2,5228670.8,1464205.4,14027086.3,176440.1375,96966.191235,273406.328735,1102.8,9153271.3,336.3,756.9,0,0,0,1093.2,0.7,3,0,0,5.9,68.544,1161.744,3013796.8,5793274.5,0,0,0,8807071.3,39034.38,167290.2,0,0,329004.06,535328.64,9342399.94,0,449.9,191.8,258.1,115.2,115,0.2,0,0,565.1,0,0,0,25.3,0,0,0,0,0,60.7,209.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,140,0,0,0,0,0,19.5,0,14.9,0,0,0,5587077.128735,9342399.94,-4684686.36,-3220480.96,-50.1443568043181,-569.895763581667,-18.2525416587821,-322048.096,79.6142275703415,19255757.1,358406.328735,19614163.428735,-10271763.488735,6.25
41,1,9000000,11000000,0,0,0,0,0,0,1140407,47520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285000,75000,0,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306000,0,0,0,11260,0,0,0,0,0,0,0,0,0,0,66000,20000000,0,1187927,360000,0,0,42000,0,0,306000,11260,0,66000,77260,749,61,7,75,3,10,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,629582,429236,788700,10729768,1069200,595203,96950,0,0,860400,13351521,0,824,71,895,0,0,0,943,0,943,0,13351521,0,0,0,205,0,0,0,1,0,75,290,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,20,0,0,0,0,0,0,44,0,0,0,0,90,48,0,40,0,65,0,2337,1326,17343313,2223,1183,16758313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,143,585000,16758313,0,0,0,0,0,0,0,0,6357027.6,55,33,2,0.42,0,0.42,0,0,0.42,0,0.42,0,0,0,0,0,0,0,20000,255000,255000,0,54605000,3961833.33333333,42859500,125400000,11110000,92070000,1,1168.5,10000000,0,593963.5,180000,0,21000,0,0,0,153000,38630,191630,600000,1980916.66666667,5555000,7535916.66666667,600000,19122510.1666667,127500,0,127500,0,6675760.5,0,0,6675760.5,6675760.5,0,19122510.1666667,866922.0375,98461.2489,965383.2864,1168.5,8671656.5,1111.5,0,0,0,0,1111.5,0,0,0,0,57,406.98,1518.48,8379156.5,0,0,0,0,8379156.5,0,0,0,0,3178513.8,3178513.8,11557670.3,7000,447.5,412,35.5,0,0,0,24,0,471.5,0,0,0,102.5,0,0,0,0.5,0,37.5,145,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,10,0,0,0,0,0,0,22,0,0,0,0,45,24,0,20,0,32.5,0,7768643.7864,11557670.3,-7564839.86666667,-7564839.86666667,-65.4529820483516,-8022.09954047367,-8.72609016663355,-3782419.93333333,100,25798270.6666667,1092883.2864,26891153.9530667,-15333483.6530667,15.1111111111111
42,1,0,10000000,0,0,0,0,0,0,506088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,817,0,0,0,0,0,0,0,0,0,0,0,10000000,0,506088,0,0,0,0,0,0,0,2279,0,0,2279,248,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371933,253536,466050,3547401,0,3523058,0,0,0,0,7070459,0,248,362,610,0,0,0,610,0,610,0,7070459,0,0,0,38,0,0,0,0,0,86,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,92,0,2,0,2565,2553,29787700,198,198,2434800,1330,1330,13939000,339,327,2113900,0,0,0,0,0,0,1,1,100000,0,0,0,0,0,0,0,0,0,697,697,11200000,2434800,13939000,2113900,0,0,55763.4,0,0,0,38867089.8,9,37,1,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,10000,425000,425000,0,440000,44000,176000,93500000,468947.368421053,36968684.2105263,1,2565,10000000,0,506088,0,0,0,0,0,0,0,2279,2279,0,44000,468947.368421053,512947.368421053,0,11021314.3684211,425000,0,425000,0,7070459,0,0,7070459,7070459,0,11021314.3684211,477309.192105263,97387.9141,574697.106205263,2565,29787700,198,1330,339,0,0,1867,1,0,0,0,697,4983.72,6850.72,2434800,13939000,2113900,0,0,18487700,55763.4,0,0,0,38867089.8,38922853.2,57410553.2,0,610,248,362,0,0,0,0,0,610,0,0,0,38,0,0,0,0,0,86,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,92,0,2,0,8070156.10620526,57410553.2,46389238.8315789,46389238.8315789,80.802633393853,76047.9325107852,97.189074920117,46389238.8315789,100,18091773.3684211,999697.106205263,19091470.4746263,38319082.7253737,6.8
43,1,31667000,10000000,0,0,0,0,0,0,2727559,127881,1751408,1230653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750020,0,0,0,0,0,0,0,333335,0,200000,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41249,4511498,0,0,0,0,0,0,0,0,0,41667000,0,5837501,4750020,0,0,533335,100000,0,0,0,4511498,41249,4552747,2197,0,0,0,0,0,19,393,4587500,74,1791,14819702,0,0,0,0,0,94,1,3,75000,0,0,0,0,1012188,687857,1272675,31276427,0,0,0,0,0,1684950,32961377,19482202,2197,0,2197,393,1791,2184,2291,2187,4478,0,52443579,0,0,0,213,0,0,12,0,0,1029,1828,0,1,0,0,0,0,0,0,0,138,0,0,0,0,56,0,726,0,0,0,0,0,0,178,0,0,0,0,48,97,0,131,0,21,0,11700,8926,109518600,9766,7600,94303600,1300,1127,11830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,547,199,3385000,94303600,11830000,0,0,0,0,0,4851415.8,0,30502579.8,0,33,2,0.21,0.21,0,0,0,0,0,0,0,0,0.21,0.21,0,0,0,36667,1275003,0,1275003,104475000,2227005,32129464.95,372680000,11325600,89347368,1,3190.88008290834,11363623.9670548,0,1592031.25426132,1295448.22319797,0,145453.677693839,27272.4793410969,0,0,0,1241646.98502741,1241646.98502741,269997.545476859,607359.478550195,3088771.92025527,3696131.39880547,269997.545476859,19604333.0515177,0,347724.929773366,347724.929773366,374997.409114463,8989384.73286607,5313279.51564077,0,14302664.2485068,8989384.73286607,5313279.51564077,25292609.9762729,425717.212591022,239068.041754166,664785.254345188,3190.88008290834,29868437.5596585,2663.43033245152,354.54223143426,0,0,0,3017.97256388578,0,0,23.7270570267543,0,149.1804619958,1234.55968582104,4252.53224970682,25718929.8279107,3226334.30605176,0,0,0,28945264.1339624,0,0,1323101.37180571,0,8318809.7744566,9641911.14626231,38587175.2802247,0,599.176371123899,599.176371123899,0,595.630948809556,107.180843810511,488.450104999045,25.6361305806311,0.818174380232907,1221.26162489432,0,0,0,58.0903809965364,0,0,3.27269752093163,0,0,280.633812419887,498.540922355251,0,0.272724793410969,0,0,0,0,0,0,0,37.6360214907137,0,0,0,0,15.2725884310143,0,197.998200016363,0,0,0,0,0,0,48.5450132271525,0,0,0,0,13.0907900837265,26.454304960864,0,35.7269479368369,0,5.72722066163035,0,9654169.98721125,38587175.2802247,13294565.3039518,18982842.228707,34.4533260271192,4239.13403946114,44.5902624260191,5177091.72517714,51.1612326931666,33934269.7793656,1012510.18411855,34946779.9634842,3640395.31674053,15.1111111111111
