"▣ 연령별","▣ 지역별","▣ 규모별","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","골목본수_계","▣ 전/겸업별","배지구입비_만본당","농약비_만본당","수도광열비_만본당","제재료비_만본당","소농구비_만본당","수선비_만본당","임차료_만본당","위탁영농비_만본당","기타비용_만본당","기계_감가상각비_만본당","시설물_감가상각비_만본당","감가상각비_만본당","자동차비_만본당","자가토지용역비_만본당","임차토지용역비_만본당","토지용역비_만본당","자가노동비_만본당","고용노동비_만본당","급식물비_만본당","노동비_만본당","경영비","고정자본용역비_만본당","유동자본용역비_만본당","자본용역비_만본당","생표고_소계 수량_만본당","건표고_소계(생표고 기준) 수량_만본당","총 생산량(생표고 기준)_만본당","생표고_소계(생표고 기준) 평가액_만본당","건표고_소계(생표고 기준) 평가액_만본당","총 평가액(생표고 기준)_만본당","부산물 생산량_만본당","총 노동시간_보통자가_만본당","총 노동시간_보통자가_남_만본당","총 노동시간_보통자가_여_만본당","총 노동시간_보통고용_만본당","총 노동시간_보통고용_남_만본당","총 노동시간_보통고용_여_만본당","총 노동시간_특수자가_만본당","총 노동시간_특수고용_만본당","총 노동시간_합계_만본당","간벌_시간_만본당","건조_시간_만본당","경운_시간_만본당","관수(살수)_시간_만본당","두둑_시간_만본당","멀칭_시간_만본당","배수로 정비 및 관리_시간_만본당","병해충방제_시간_만본당","보식작업_시간_만본당","선별_시간_만본당","수확 및 운반_시간_만본당","시비_시간_만본당","시설물 보수_시간_만본당","식재(조림)_시간_만본당","열매솎기(적과)_시간_만본당","인공교배 또는 수정_시간_만본당","재배지 정리_시간_만본당","전정_시간_만본당","접목 및 관리_시간_만본당","정지_시간_만본당","제초_시간_만본당","종묘 이식_시간_만본당","차광막 설치_시간_만본당","채종_시간_만본당","꽃눈솎기(적뢰)_시간_만본당","출하_시간_만본당","지주세우기_시간_만본당","일반관리_시간_만본당","파종_시간_만본당","골목 눕히기_시간_만본당","골목 뒤집기_시간_만본당","골목 벌채_시간_만본당","골목 세우기_시간_만본당","골목 폐기_시간_만본당","버섯발생작업_시간_만본당","재배장 소독_시간_만본당","종균접종_시간_만본당","천공작업_시간_만본당","표고세척_시간_만본당","배지하역_시간_만본당","배지비닐 개봉_시간_만본당","갈변처리_시간_만본당","봉지 뒤집기_시간_만본당","배지운반^쌓기_시간_만본당","배지 폐기_시간_만본당","기타_시간_만본당","내급비","소득","직접생산비","간접생산비","생산비 합계_만본당","순수익","가중치"
3,33,3,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,105000,1,18000000,0,590323.80952381,0,0,0,0,0,5619.04761904762,337857.142857143,274285.714285714,612142.857142857,194285.714285714,132571.428571429,0,132571.428571429,3000025.14285714,138476.19047619,18057.1428571429,3156558.47619048,19541644.3319014,39106.253968254,46531.0165333333,85637.2705015873,733.52380952381,0,733.52380952381,4051142.85714286,0,4051142.85714286,0,187.904761904762,100,87.9047619047619,15.5238095238095,0,15.5238095238095,0,0,203.428571428571,0,0,0,7.42857142857143,0,0,0,0,0,23.6190476190476,90.9523809523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4285714285714,0,29.9047619047619,0,0,10.0952380952381,3235494.27193356,-15490501.4747585,22558929.9047619,218208.699073016,22777138.6038349,-18725995.7466921,9.71428571428571
3,33,3,0.66,0,0.66,0,0,0.66,0,0.66,0,0,0,0,0,0,0,60000,2,18000000,0,863383.333333333,667333.333333333,0,0,0,0,0,206027.777777778,6613333.33333333,6819361.11111111,226666.666666667,483333.333333333,0,483333.333333333,5866643.66666667,3111666.66666667,0,8978310.33333333,29688411.1111111,-241273.137777778,130311.9348,-110961.202977778,2520.83333333333,0,2520.83333333333,15367000,0,15367000,0,333,333,0,340.5,40,300.5,1.83333333333333,0,675.333333333333,22.5,0,0,81.1666666666667,0,0,0,0,0,34.3333333333333,207.666666666667,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,41.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,115.833333333333,34.1666666666667,27,80.5,6239015.79702222,-14321411.1111111,35555054.7777778,372372.130355556,35927426.9081333,-20560426.9081333,9.71428571428571
3,33,3,3.37,0.07,3.3,0,0,3.37,0.07,3.3,0,0,0,0,0,0,0,150000,1,7500000,0,1105313.33333333,1192533.33333333,0,392000,0,0,1680,217000,3615695.23809524,3832695.23809524,51000,154666.666666667,0,154666.666666667,2397415.06666667,3756533.33333333,0,6153948.4,17831755.2380952,76161.3904761905,109683.890826667,185845.281302857,2762.86666666667,0,2762.86666666667,17721126.6666667,0,17721126.6666667,0,136.866666666667,136.866666666667,0,357.2,196.8,160.4,0.133333333333333,0,494.2,1.93333333333333,0,0,35.6,0,0,0,0,0,24.0666666666667,167.2,0,0,0,0,0,0,0,0,0,0.133333333333333,0,0,0,18.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4666666666667,0,49.2666666666667,0,29.0666666666667,124.533333333333,2737927.01463619,-110628.571428571,20229170.3047619,340511.947969524,20569682.2527314,-2848555.58606476,9.71428571428571
3,34,1,0.03,0,0.03,0,0,0.03,0,0.03,0,0,0,0,0,0,0,10000,2,13000000,0,3696800,304000,0,0,0,0,270100,3235433.33333333,8694457.14285714,11929890.4761905,714000,863000,0,863000,14274226,0,0,14274226,29914790.4761905,1633866.80952381,229959.5624,1863826.37192381,8575,0,8575,31306700,0,31306700,0,879,515,364,0,0,0,0,0,879,0,0,0,16,0,0,0,0,0,30,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,12,0,78,66,0,0,17001052.3719238,1391909.52380952,44189016.4761905,2726826.37192381,46915842.8481143,-15609142.8481143,7.5
3,34,1,0.13,0.13,0,0,0,0.13,0.13,0,0,0,0,0,0,0,0,15000,2,18000000,0,850733.333333333,0,0,0,0,0,12066.6666666667,563500,1399466.66666667,1962966.66666667,226666.666666667,193333.333333333,0,193333.333333333,5388647.33333333,0,0,5388647.33333333,21052433.3333333,140673.66,77517.9469333333,218191.606933333,6220,0,6220,60445533.3333333,0,60445533.3333333,0,358,128,230,0,0,0,0,0,358,0,0,0,35.3333333333333,0,0,0,0,0,40,216.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6666666666667,0,0,0,0,0,0,0,0,0,37.3333333333333,0,5800172.2736,39393100,26441080.6666667,411524.940266667,26852605.6069333,33592927.7264,7.5
3,34,1,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,10000,1,13000000,0,762800,105000,0,0,0,0,46800,909750,2956800,3866550,749700,314000,0,314000,6956398,0,0,6956398,18530850,495808.668,97600.3752,593409.0432,5275,0,5275,19492300,0,19492300,0,452,177,275,0,0,0,0,0,452,0,0,0,14,0,0,0,0,0,16,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,35,0,18,40,0,0,7863807.0432,961450,25487248,907409.0432,26394657.0432,-6902357.0432,7.5
3,34,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,30000,2,11900000,0,1303466.66666667,209333.333333333,0,57600,8900,0,188666.666666667,1282111.11111111,3038476.19047619,4320587.3015873,535500,1450000,0,1450000,5824345.33333333,1560666.66666667,69400,7454412,20099386.8624998,322453.142857143,114357.495466667,436810.638323809,5810.66666666667,0,5810.66666666667,20657600,0,20657600,0,338.666666666667,300.666666666667,38,163,111,52,0,0,501.666666666667,0,0,0,8,0,0,0,0,0,20,127.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.3333333333333,0,0,0,0,0,174.666666666667,0,0,41.6666666666667,43.3333333333333,1.33333333333333,7765889.744078,558213.13750023,25978465.968254,1886810.63832381,27865276.6065778,-7207676.60657778,7.5
3,34,3,0.26,0.26,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,65000,1,18000000,0,757615.384615385,248000,0,0,0,0,3153.84615384615,1989487.17948718,436325.274725275,2425812.45421245,0,227692.307692308,0,227692.307692308,7411456.61538462,0,0,7411456.61538462,21434581.6849817,263742.222417582,104410.800492308,368153.02290989,2900,0,2900,17846153.8461538,0,17846153.8461538,0,470.615384615385,266.769230769231,203.846153846154,0,0,0,0,0,470.615384615385,0,0,0,22.7692307692308,0,0,0,0,0,30.3076923076923,258.307692307692,0,20.3076923076923,0,0,0,0,0,0,0,3.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0769230769231,0,0,0,0,0,22.3076923076923,6.15384615384615,0,0,51.6923076923077,0,8007301.94598681,-3588427.83882784,28846038.3003663,595845.330602198,29441883.6309685,-11595729.7848147,7.5
3,36,1,0.07,0,0.07,0,0,0.07,0,0.07,0,0,0,0,0,0,0,19100,2,21741884.8167539,0,1341780.10471204,88481.6753926701,0,116858.638743456,0,598952.879581152,24031.4136125654,1899912.7399651,7589904.18454513,9489816.92451023,890052.356020942,151832.460732984,0,151832.460732984,7398400,475392.670157068,34188.4816753927,7907981.15183246,34769315.6630704,898966.981365455,124968.264712042,1023935.2460775,8716.75392670157,0,8716.75392670157,40745549.7382199,0,40745549.7382199,0,474.34554973822,271.727748691099,202.61780104712,28.2722513089005,28.2722513089005,0,2.61780104712042,0,505.235602094241,15.1832460732984,0,0,0,0,0,0,0,0,80.1047120418848,276.96335078534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.9319371727749,0,0,0,0,56.544502617801,0,0,0,0,13.6125654450262,19.8952879581152,8606292.0048995,5976234.07514945,42199839.9611594,1175767.70681048,43375607.6679699,-2630057.92975004,5.83333333333333
3,37,1,0.13,0.13,0,0,0,0.13,0.13,0,0,0,0,0,0,0,0,15000,1,11000000,0,762666.666666667,0,0,0,0,0,31200,7385555.55555555,13319729.8245614,20705285.380117,204000,1232666.66666667,0,1232666.66666667,21136066.6666667,0,0,21136066.6666667,32703152.0467836,612870.971695906,271931.173333333,884802.14502924,6344.66666666667,0,6344.66666666667,49135000,0,49135000,0,1328.66666666667,739.333333333333,589.333333333333,0,0,0,0,0,1328.66666666667,0,0,0,32,0,0,0,0,0,344,600.666666666667,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10.6666666666667,0,0,0,0,0,0,21.3333333333333,0,0,0,0,20.6666666666667,58,0,38.6666666666667,64.6666666666667,6,120,23253535.4783626,16431847.9532164,53839218.7134503,2117468.81169591,55956687.5251462,-6821687.52514619,4.85714285714286
3,37,2,0.02,0.02,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,20000,1,18000000,0,145600,0,0,300000,0,0,0,132646.25,2097925,2230571.25,122090,61500,0,61500,4656867.5,0,0,4656867.5,20798261.25,927544.5148,63270.597,990815.1118,4365,0,4365,18102500,0,18102500,0,293.5,157,136.5,0,0,0,0,0,293.5,0,0,0,0,0,0,0,0,0,55,212,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5709182.6118,-2695761.25,25455128.75,1052315.1118,26507443.8618,-8404943.8618,4.85714285714286
3,37,2,0.21,0.02,0.19,0,0,0.18,0.02,0.16,0,0,0.03,0,0.03,0,0,30100,1,27000000,0,1480531.56146179,120930.23255814,0,0,0,0,0,3080011.07419712,7601983.86331277,10681994.9375099,293687.707641196,286710.963455149,66445.1827242525,353156.146179402,8414451.82724253,451827.242524917,0,8866279.06976744,40095416.8644202,295645.013763645,129799.986710963,425445.000474609,1548.17275747508,0,1548.17275747508,8208172.75747508,0,8208172.75747508,0,517.940199335548,296.013289036545,221.926910299003,38.5382059800664,11.9601328903654,26.578073089701,10.6312292358804,0,567.109634551495,0,0,0,23.9202657807309,0,0,0,0,0,0,279.06976744186,0,0,0,0,0,0,0,0,0,23.9202657807309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1661129568106,0,0,0,7.64119601328904,25.2491694352159,108.637873754153,0,10.6312292358804,37.8737541528239,9126607.79117228,-31887244.1069451,48443423.5089385,778601.146654011,49222024.6555925,-41013851.8981174,4.85714285714286
3,37,3,0.02,0,0.02,0,0,0,0,0,0,0,0.02,0,0.02,0,0,44000,1,9000000,0,1401636.36363636,0,0,0,0,0,6545.45454545455,920075.757575758,3094441.38755981,4014517.14513557,188352.272727273,0,106818.181818182,106818.181818182,14138176.8181818,423181.818181818,0,14561358.6363636,15141051.2360447,96940.0110047847,198022.301636364,294962.312641148,3301.81818181818,0,3301.81818181818,26571431.8181818,0,26571431.8181818,0,896.136363636364,494.772727272727,401.363636363636,44.5454545454545,0,44.5454545454545,0,0,940.681818181818,0,0,0,25,0,0,0,0,0,242.272727272727,404.772727272727,0,0,0,0,0,8.18181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2272727272727,42.2727272727273,0,26.3636363636364,67.2727272727273,2.95454545454545,106.363636363636,14433139.130823,11430380.5821372,29172409.8724083,401780.49445933,29574190.3668676,-3002758.5486858,4.85714285714286
3,99,1,0.03,0,0.03,0,0,0.03,0,0.03,0,0,0,0,0,0,0,10000,2,18000000,12400,88400,0,0,0,0,0,0,50000,2732271.05263158,2782271.05263158,0,435000,0,435000,3028270,0,0,3028270,20883071.0526316,-17708.2605263158,38800.468,21092.2074736842,980,0,980,8614800,0,8614800,0,196,112,84,0,0,0,0,0,196,0,0,0,0,0,0,0,24,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3484362.20747368,-12268271.0526316,23911341.0526316,456092.207473684,24367433.2601053,-15752633.2601053,7.83333333333333
3,99,1,0.04,0,0.04,0,0,0.04,0,0.04,0,0,0,0,0,0,0,10000,2,18000000,0,795600,0,0,0,0,0,846000,4678666.66666667,2284300,6962966.66666667,257033.333333333,1088000,0,1088000,6689356,0,0,6689356,26861600,599660.445333333,103303.8544,702964.299733333,1998,0,1998,19018600,0,19018600,0,457,170,287,0,0,0,0,0,457,0,0,0,12,0,0,0,0,0,56,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,18,23,0,78,7,0,60,8480320.29973333,-7843000,33550956,1790964.29973333,35341920.2997333,-16323320.2997333,7.83333333333333
3,99,1,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,12000,1,25000000,0,233583.333333333,0,0,0,35583.3333333333,0,0,91666.6666666667,728421.052631579,820087.719298246,1785000,0,176666.666666667,176666.666666667,19047685,289166.666666667,0,19336851.6666667,28340087.7192982,319505.578947368,243114.627333333,562620.206280702,4432.5,0,4432.5,38045583.3333333,0,38045583.3333333,0,1118.33333333333,750.833333333333,367.5,16.6666666666667,16.6666666666667,0,58.3333333333333,2.5,1195.83333333333,0,0,0,259.166666666667,0,0,8.33333333333333,0,0,110,371.666666666667,0,98.3333333333333,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,30.8333333333333,115.833333333333,0,16.6666666666667,63.3333333333333,48.3333333333333,0,19610305.2062807,9705495.61403509,47211106.0526316,739286.872947368,47950392.9255789,-9904809.59224561,7.83333333333333
3,99,1,0.33,0.33,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,10000,2,13000000,0,207000,0,0,0,53400,0,0,508333.333333333,2886400,3394733.33333333,0,1450000,0,1450000,6431569,139328,0,6570897,16794461.3333333,85022.6666666667,84708.0828,169730.749466667,1827,0,1827,7459400,0,7459400,0,425,156,269,8,8,0,0,0,433,0,0,0,12,0,0,0,0,0,16,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,28,115,106,0,23,0,8051299.74946667,-9335061.33333334,23226030.3333333,1619730.74946667,24845761.0828,-17386361.0828,7.83333333333333
3,99,2,0.18,0,0.18,0,0,0.18,0,0.18,0,0,0,0,0,0,0,30000,2,15000000,0,3418133.33333333,323000,0,1003000,0,2173600,1537433.33333333,3382695.55555556,2406286.66666667,5788982.22222222,39983.3333333333,725000,0,725000,25435214.3333333,7526000,220033.333333333,33181247.6666667,36860372.2057956,468241.898711111,516291.537733333,984533.436444444,9203,0,9203,94445333.3333333,0,94445333.3333333,0,1639.66666666667,839,800.666666666667,692,0,692,0,0,2331.66666666667,0,0,0,33.6666666666667,0,0,0,0,0,545.666666666667,1426.33333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6666666666667,0,0,0,0,71.3333333333333,138.666666666667,0,0,20.6666666666667,22.3333333333333,54.3333333333333,27314541.1195377,57584961.1275377,62465379.8888889,1709533.43644444,64174913.3253333,30270420.008,17.4
3,99,2,0.46,0,0.46,0,0,0.46,0,0.46,0,0,0,0,0,0,0,30000,1,19333333.3333333,0,813233.333333333,6666.66666666667,0,52000,10666.6666666667,0,20833.3333333333,325000,8126666.66666667,8451666.66666667,0,725000,0,725000,11115829.3333333,2249764,87366.6666666667,13452960,30952869.9974492,641348.666666667,178018.864,819367.530666667,6712,145.18,6857.18,41866400,856562,42722962,0,709,414,295,157.666666666667,48.6666666666667,109,0.333333333333333,2,869,0,0,0,12,0,0,0,0,0,151.333333333333,306,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6666666666667,0,0,0,0,87.3333333333333,60,69,69.6666666666667,0,26,26.6666666666667,12732857.5332175,11770092.0025508,42141360,1544367.53066667,43685727.5306667,-962765.530666657,17.4
3,99,3,1.4,0,1.4,0,0,1.4,0,1.4,0,0,0,0,0,0,0,50000,2,18000000,0,1660,0,0,0,0,0,0,103333.333333333,1177600,1280933.33333333,0,174000,0,174000,54758.2,0,0,54758.2,19282593.3333333,78963.2,699.58568,79662.78568,26.6,0,26.6,268660,0,268660,0,3.4,2.4,1,0,0,0,0,0,3.4,0,0,0,0.8,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,308420.98568,-19013933.3333333,19337351.5333333,253662.78568,19591014.3190133,-19322354.3190133,17.4
4,33,2,0.3,0,0.3,0,0,0,0,0,0,0,0.3,0,0.3,0,0,30000,1,7100000,0,882266.666666667,0,0,0,0,0,81600,155555.555555556,533333.333333333,688888.888888889,238000,0,120000,120000,4701840.33333333,579333.333333333,6500,5287673.66666667,9690801.92483589,78674.4177777778,77519.1001333333,156193.517911111,1323.33333333333,228.48,1551.81333333333,8462300,4066944,12529244,0,266.333333333333,254,12.3333333333333,38.6666666666667,28.3333333333333,10.3333333333333,0,0,305,0,1.66666666666667,0,26.3333333333333,0,0,0,0,0,30.6666666666667,105.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,66.3333333333333,1.33333333333333,57,3.33333333333333,0,11,4863820.81529745,2838442.07516411,14278429.2222222,276193.517911111,14554622.7401333,-2025378.74013333,9.71428571428571
4,33,2,0.32,0.32,0,0,0,0,0,0,0,0,0.32,0.32,0,0,0,20000,1,10000000,0,2565750,275500,0,1800000,0,0,0,333333.333333333,31700,365033.333333333,0,0,714000,714000,20133024,545635,0,20678659,16265918.3333333,74419.0133333333,313966.8716,388385.884933333,2166.5,0,2166.5,21107450,0,21107450,0,1253,786.5,466.5,35,18,17,0,0,1288,34,0,0,175.5,0,0,0,0,0,60,349,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,69.5,0,242,43,0,216,20521409.8849333,4841531.66666667,35684942.3333333,1102385.88493333,36787328.2182667,-15679878.2182667,9.71428571428571
4,34,2,0.23,0.23,0,0,0,0,0,0,0,0,0.23,0.23,0,0,0,25000,2,18000000,0,1314960,0,0,0,0,0,0,426608,4407890.28571429,4834498.28571429,285146.666666667,0,80000,80000,17062572.4,345001.6,0,17407574,24859606.552381,446860.055588571,232159.4216,679019.477188571,2382,0,2382,18438920,0,18438920,0,1084.4,621.2,463.2,22.8,10,12.8,0,0,1107.2,0,0,0,52.8,0,0,0,0,0,43.2,347.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.2,0,0,0,0,0,0,0,356,52.8,0,0,17741591.8771886,-6420686.55238095,41842178.9523809,759019.477188571,42601198.4295695,-24162278.4295695,7.5
4,34,3,1.05,0,1.05,0,0,0,0,0,0,0,1.05,0,1.05,0,0,210000,1,18000000,0,990476.190476191,21666.6666666667,0,40000,0,0,0,112946.428571429,700785.714285714,813732.142857143,402954.761904762,0,134285.714285714,134285.714285714,2963344.80952381,5370398,0,8333742.80952381,25773513.4761905,129153.454761905,116384.982266667,245538.437028571,1284.80952380952,0,1284.80952380952,11605342.8571429,0,11605342.8571429,0,194,91.9047619047619,102.095238095238,497.52380952381,232.047619047619,265.47619047619,0,0,691.52380952381,0,0,0,7.33333333333333,0,0,0,0,0,13.5714285714286,274.904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8095238095238,0,0,0,0,0,172.619047619048,17.9047619047619,156.142857142857,7.14285714285714,2.14285714285714,0.952380952380952,3208883.24655238,-14168170.6190476,28602572.5714286,379824.151314286,28982396.7227429,-17377053.8656,7.5
4,37,2,0.16,0.16,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,20000,2,11000000,0,764400,0,0,0,0,0,7200,2147000,7240587.5,9387587.5,0,616000,0,616000,30301185,0,0,30301185,21159187.5,659692.09,385302.534,1044994.624,7190,0,7190,54333000,0,54333000,0,1920,1105.5,814.5,0,0,0,6,0,1926,0,0,0,55,0,0,0,0,0,540.5,844.5,0,40,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,0,48,99,11,225,31962179.624,33173812.5,51460372.5,1660994.624,53121367.124,1211632.876,4.85714285714286
4,99,1,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,15000,2,18000000,0,1599533.33333333,64000,0,0,0,0,1015933.33333333,611716.666666667,856193.333333333,1467910,117911.111111111,386666.666666667,0,386666.666666667,23285507.3333333,0,0,23285507.3333333,22265287.7777778,136541.0376,321965.6776,458506.7152,4587.33333333333,0,4587.33333333333,35362133.3333333,0,35362133.3333333,0,1461.33333333333,753.333333333333,708,0,0,0,0,0,1461.33333333333,0,0,0,5.33333333333333,0,0,0,0,0,497.333333333333,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6666666666667,0,24130680.7152,13096845.5555556,45550795.1111111,845173.381866667,46395968.4929778,-11033835.1596444,7.83333333333333
4,99,1,2.64,0,2.64,0,0,2.64,0,2.64,0,0,0,0,0,0,0,10000,2,18000000,0,132100,0,0,0,0,0,0,708333.333333333,2944000,3652333.33333333,637500,870000,0,870000,4514495,107514,0,4622009,22529447.3333333,337076.433333333,58950.9516,396027.384933333,1041,57.12,1098.12,10351200,1016736,11367936,0,270,196,74,6,6,0,0,0,276,0,0,0,22,0,0,0,0,0,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,32,141,0,0,4,5780522.38493333,-11161511.3333333,27043942.3333333,1266027.38493333,28309969.7182667,-16942033.7182667,7.83333333333333
4,99,3,0.59,0,0.59,0,0,0,0,0,0,0,0.59,0,0.59,0,0,70000,1,22880000,0,1042585.71428571,3714.28571428571,0,85714.2857142857,23300,0,40114.2857142857,224047.619047619,4077714.28571429,4301761.9047619,194285.714285714,0,167857.142857143,167857.142857143,8085181.14285714,367914.285714286,99114.2857142857,8552209.71428571,29111561.4898587,345107.942857143,120870.714742857,465978.6576,4385.57142857143,382.5,4768.07142857143,34647985.7142857,6808500,41456485.7142857,0,525.857142857143,248.285714285714,277.571428571429,21.4285714285714,21.4285714285714,0,0.428571428571429,4.28571428571429,552,0,1.28571428571429,0,3.71428571428571,0,0,0,0,0,95.2857142857143,228.428571428571,0,0,0,0,0,0,0,0,0,3.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1428571428571,0,0,0,0,75.5714285714286,40.5714285714286,35.4285714285714,20.5714285714286,9,14.2857142857143,0,8645960.21536034,12344924.224427,37123685.9047619,633835.800457143,37757521.7052191,3698964.00906666,17.4
