"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별(통계표기준)","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","생감 수량_ha당","반건시 수량_ha당","건시 수량_ha당","감말랭이 수량_ha당","건시 환산 소계 수량_ha당","총 생산량(생감 기준)_ha당","생감 기준평가액_ha당","건시 (생감 기준) 소계 평가액_ha당","총 생산액(생감 기준)_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별 및 포장_시간_ha당","수확_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","세척_시간_ha당","운반 및 저장_시간_ha당","기타_시간_ha당","내급비","소득","부가가치","직접생산비","간접생산비","생산비 합계_ha당","순수익","가중치"
3,0,0,0,0,0,0,0,0,0,0,0,38,1,254057,1,0.25,0,0.09,0.16,0,0.25,0,0.09,0.16,0,0,0,0,0,0,0.15,0,0.07,0.08,0,0.15,0,0.07,0.08,0,0,0,0,0,0,30,2,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666666.666666667,166666.666666667,720000,0,73333.3333333333,0,0,1766666.66666667,385244.444444444,68693.3333333333,453937.777777778,0,2240000,0,2240000,7616673.33333333,0,0,7616673.33333333,4101328.11111111,170469.900444444,182766.110666667,353236.011111111,30553.3333333333,0,0,880,2666.4,33219.7333333333,47921333.3333333,10132320,58053653.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.333333333333,140,113.333333333333,0,0,0,153.333333333333,0,406.666666666667,0,0,0,0,0,0,0,53.3333333333333,0,53.3333333333333,120,0,0,0,0,0,0,53.3333333333333,0,126.666666666667,0,0,0,0,0,0,0,0,0,0,0,10209909.3444444,53952325.2222222,53952325.2222222,11718001.4444444,2593236.01111111,14311237.4555556,43742415.8777778,103.05
3,0,0,0,0,0,0,0,0,0,0,0,99,2,258912,2,0.8,0,0.8,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0.8,0,0.8,0,0,0,0,0,0,0,56.25,2,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,51250,0,0,5000,0,0,0,227962.5,67125,295087.5,299687.5,2010000,0,2010000,1372767.5,201520,0,1574287.5,1281457,163078.17175,29888.9225,192967.09425,0,0,177.5,0,701.125,701.125,0,3155062.5,3155062.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,21.25,16.25,13.75,0,13.75,33.75,0,85,0,0,0,0,0,0,0,11.25,0,0,41.25,0,0,0,0,0,0,6.25,0,26.25,0,0,0,0,0,0,0,0,0,0,0,3575734.59425,1873605.5,2075125.5,2654224.5,2202967.09425,4857191.59425,-1702129.09425,17.25
3,0,0,0,0,0,0,0,0,0,0,1320000,99,2,258912,2,0.8,0,0.8,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0.8,0,0.8,0,0,0,0,0,0,0,25,2,312.5,1650000,0,1650000,0,0,0,0,0,0,0,0,0,0,1650000,730375,110000,0,0,0,0,0,296250,846520.833333333,0,846520.833333333,0,180000,0,180000,7558035,2093750,175000,9826785,6023770.37083287,-257899.675,209382.606,-48517.069,11808.75,0,0,0,0,11808.75,19130175,0,19130175,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,346.25,235,111.25,138.75,0,138.75,71.25,0,556.25,0,0,0,0,0,0,0,45,0,77.5,251.25,6.25,0,0,0,0,12.5,60,0,71.25,0,0,0,0,32.5,0,0,0,0,0,0,7826555.39350046,13106404.6291671,15238117.1666667,13718842.8333333,131482.931,13850325.7643333,5279849.23566667,17.25
3,0,0,0,0,0,0,0,0,0,0,134000,38,1,254057,2,0.11,0.11,0,0,0,0.11,0.11,0,0,0,0,0,0,0,0,0.11,0.11,0,0,0,0.11,0.11,0,0,0,0,0,0,0,0,30,1,318.181818181818,1218181.81818182,0,1218181.81818182,0,0,0,0,0,0,0,0,0,0,1218181.81818182,363636.363636364,100000,0,0,0,0,0,163636.363636364,392727.272727273,0,392727.272727273,0,1754545.45454545,0,1754545.45454545,4961027.27272727,436400,0,5397427.27272727,2928638.81818182,58673.4545454545,120231.838181818,178905.292727273,1645.45454545455,0,0,0,0,1645.45454545455,2468181.81818182,0,2468181.81818182,0,0,0,0,0,0,0,0,0,0,0,0,3272.72727272727,3272.72727272727,63.6363636363636,63.6363636363636,0,27.2727272727273,9.09090909090909,18.1818181818182,172.727272727273,0,263.636363636364,0,0,0,0,0,0,0,127.272727272727,0,0,45.4545454545455,18.1818181818182,0,0,0,0,0,27.2727272727273,0,45.4545454545455,0,0,0,0,0,0,0,0,0,0,0,6894478.02,-460457,-24057,7889666.09090909,1933450.74727273,9823116.83818182,-7354935.02,103.05
3,0,0,0,0,0,0,0,0,0,0,169000,37,1,271348,2,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,20,2,250,1690000,0,1690000,0,0,0,0,0,0,0,0,0,0,1690000,1600000,1660000,0,90000,0,0,0,160000,1448266.66666667,19368.4210526316,1467635.0877193,716416.666666667,670000,0,670000,19179190,15180000,730000,35089190,23157916.0884439,378953.387587719,668800.554,1047753.94158772,37520,0,0,0,0,37520,41272000,0,41272000,0,0,0,0,0,0,0,0,0,0,0,0,4000,4000,900,590,310,710,710,0,170,0,1780,0,0,0,0,0,0,0,80,0,120,990,40,0,0,0,0,140,140,0,220,0,0,0,30,0,0,0,0,0,0,20,21304427.6075298,18114083.9115561,33616600.245614,42744589.754386,1717753.94158772,44462343.6959737,-3190343.69597368,95.2926829268293
3,0,0,0,0,0,0,0,0,0,0,2475000,99,3,258912,2,2.3,0,0,2.3,0,2.3,0,0,2.3,0,0,0,0,0,0,2.3,0,0,2.3,0,2.3,0,0,2.3,0,0,0,0,0,0,28,2,86.9565217391304,1076086.95652174,0,1076086.95652174,0,0,0,0,0,0,0,0,0,0,1076086.95652174,192608.695652174,121304.347826087,0,0,0,0,0,0,0,0,0,0,1455652.17391304,0,1455652.17391304,2175712.17391304,1820869.56521739,106521.739130435,4103103.47826087,3518313.58719947,0,91185.5177391304,91185.5177391304,2765.65217391304,0,0,0,0,2765.65217391304,7467260.86956522,0,7467260.86956522,0,0,0,0,0,0,0,0,0,0,0,0,2608.69565217391,2608.69565217391,80.8695652173913,36.5217391304348,44.3478260869565,116.521739130435,58.2608695652174,58.2608695652174,38.695652173913,0,236.086956521739,0,0,0,0,0,0,0,23.4782608695652,0,0,178.260869565217,11.304347826087,0,0,0,0,0,13.0434782608696,0,10,0,0,0,0,0,0,0,0,0,0,0,3780539.58271358,3948947.28236575,5818348.86956522,5752015.47826087,1546837.69165217,7298853.16991304,168407.699652174,3.42857142857143
3,0,0,0,0,0,0,0,0,0,0,281000,38,2,254057,1,0.86,0.86,0,0,0,0.2,0.2,0,0,0,0.66,0.66,0,0,0,0.85,0.85,0,0,0,0.19,0.19,0,0,0,0.66,0.66,0,0,0,15,2,176.470588235294,330588.235294118,0,330588.235294118,0,0,0,0,0,0,0,0,0,0,330588.235294118,338823.529411765,162352.941176471,424705.882352941,0,22352.9411764706,0,0,494117.647058823,1093141.17647059,34635.2941176471,1127776.47058824,272352.941176471,472941.176470588,2329411.76470588,2802352.94117647,3854431.76470588,439811.764705882,0,4294243.52941176,6196351.11764706,244359.577411765,100715.266117647,345074.843529412,15714.1176470588,0,2128.23529411765,0,8406.52941176471,24120.6470588235,37625529.4117647,38670035.2941176,76295564.7058823,0,0,0,0,0,0,0,0,0,0,0,0,941.176470588235,941.176470588235,182.352941176471,84.7058823529412,97.6470588235294,23.5294117647059,23.5294117647059,0,38.8235294117647,0,244.705882352941,0,0,0,0,0,0,0,29.4117647058824,0,25.8823529411765,138.823529411765,2.35294117647059,0,0,0,0,0,21.1764705882353,0,25.8823529411765,0,0,0,0,0,0,0,0,0,0,1.17647058823529,4672447.78470588,70099213.5882353,72868437.1176471,7721371.11764706,3147427.78470588,10868798.9023529,65426765.8035294,17.8928571428571
3,0,0,0,0,0,0,0,0,0,0,297000,36,1,270119,2,1.04,0.17,0,0.87,0,1.04,0.17,0,0.87,0,0,0,0,0,0,0.3,0.13,0,0.17,0,0.3,0.13,0,0.17,0,0,0,0,0,0,20,2,566.666666666667,990000,0,990000,0,0,0,0,0,0,0,0,0,0,990000,261666.666666667,293333.333333333,0,0,0,0,0,3333.33333333333,205866.666666667,0,205866.666666667,2766.66666666667,786666.666666667,0,786666.666666667,5508326.66666667,1062746.66666667,0,6571073.33333333,3089832.33333333,29482.43,134782.150666667,164264.580666667,6433.33333333333,0,0,0,0,6433.33333333333,11580000,0,11580000,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,180,180,0,63.3333333333333,33.3333333333333,30,100,0,343.333333333333,0,0,0,0,0,0,0,86.6666666666667,0,0,106.666666666667,20,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,6459257.914,8490167.66666666,9552914.33333333,8598159,950931.247333333,9549090.24733333,2030909.75266667,44.4642857142857
3,0,0,0,0,0,0,0,0,0,0,330000,37,2,271348,2,0.8,0,0.8,0,0,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0.8,0,0.8,0,0,0.4,0,0.4,0,0,0.4,0,0.4,0,0,16.5,2,243.75,412500,0,412500,0,0,0,0,0,0,0,0,0,0,412500,734250,233750,31250,0,0,0,0,0,330937.5,193442.105263158,524379.605263158,172229.166666667,837500,1237500,2075000,7100238.75,1535000,0,8635238.75,5152206.77192982,334419.515526316,166780.01325,501199.528776316,5695,0,0,0,0,5695,12529000,0,12529000,0,0,0,0,0,0,0,0,0,0,0,0,1250,1250,288.75,108.75,180,112.5,56.25,56.25,111.25,0,512.5,0,0,0,0,0,0,0,85,0,0,312.5,5,0,0,0,0,0,17.5,0,92.5,0,0,0,0,0,0,0,0,0,0,0,8438938.27877632,7376793.22807018,10149293.2280702,11014945.5219298,2576199.52877632,13591145.0507061,-1062145.05070614,15.4
3,0,0,0,0,0,0,0,0,0,0,351000,38,1,254057,1,0.34,0.01,0,0.33,0,0.34,0.01,0,0.33,0,0,0,0,0,0,0.34,0.01,0,0.33,0,0.34,0.01,0,0.33,0,0,0,0,0,0,30,2,411.764705882353,1032352.94117647,0,1032352.94117647,0,0,0,0,0,0,0,0,0,0,1032352.94117647,1441176.47058824,208823.529411765,923529.411764706,0,388235.294117647,0,0,988235.294117647,388852.941176471,75764.7058823529,464617.647058823,1191544.11764706,2070588.23529412,0,2070588.23529412,10449761.7647059,8169023.52941176,32352.9411764706,18651138.2352941,15075790.1429393,242494.46,392315.953529412,634810.413529412,43417.6470588235,0,0,0,0,43417.6470588235,80420294.1176471,0,80420294.1176471,0,0,0,0,0,0,0,0,0,0,0,0,2941.17647058824,2941.17647058824,229.411764705882,67.6470588235294,161.764705882353,414.705882352941,229.411764705882,185.294117647059,311.764705882353,0,955.882352941176,0,0,0,0,0,0,0,152.941176470588,0,29.4117647058824,364.705882352941,35.2941176470588,0,0,0,0,0,97.0588235294118,0,252.941176470588,0,0,0,0,0,0,0,0,0,0,23.5294117647059,13173318.4470607,65344503.9747077,73527722.4117647,25543709.9411765,2705398.64882353,28249108.59,52171185.5276471,42.6363636363636
3,0,0,0,0,0,0,0,0,0,0,372000,38,1,254057,1,0.16,0.1,0,0.06,0,0.16,0.1,0,0.06,0,0,0,0,0,0,0.16,0.1,0,0.06,0,0.16,0.1,0,0.06,0,0,0,0,0,0,25,1,500,2325000,0,2325000,0,0,0,0,0,0,0,0,0,0,2325000,1750000,318750,0,0,93750,0,0,131250,585625,690000,1275625,0,1512500,0,1512500,19317793.75,5944875,0,25262668.75,12093307,979773.5,496031.55125,1475805.05125,37687.5,0,0,0,0,37687.5,97987500,0,97987500,0,0,0,0,0,0,0,0,0,0,0,0,6250,6250,837.5,500,337.5,350,231.25,118.75,231.25,0,1418.75,0,0,0,0,0,0,0,106.25,0,0,1050,37.5,0,0,0,0,0,75,0,150,0,0,0,0,0,0,0,0,0,0,0,22306098.80125,85894193,91839068,31411100.75,2988305.05125,34399405.80125,63588094.19875,103.05
3,0,0,0,0,0,0,0,0,0,0,6188000,99,3,258912,2,2.3,0,2.3,0,0,2.3,0,2.3,0,0,0,0,0,0,0,2.3,0,2.3,0,0,2.3,0,2.3,0,0,0,0,0,0,0,18.3333333333333,2,126.086956521739,2690434.7826087,0,2690434.7826087,0,0,0,0,0,0,0,0,0,0,2690434.7826087,94782.6086956522,68260.8695652174,0,0,0,0,0,0,249010.869565217,0,249010.869565217,89858.6956521739,1164347.82608696,0,1164347.82608696,2197256.52173913,0,0,2197256.52173913,3451259.82608696,32371.2991304348,83842.1973913044,116213.496521739,1216.08695652174,0,0,0,0,1216.08695652174,1580913.04347826,0,1580913.04347826,0,0,0,0,0,0,0,0,0,0,0,0,4347.82608695652,4347.82608695652,80.4347826086957,42.1739130434783,38.2608695652174,0,0,0,39.1304347826087,0,119.565217391304,0,0,0,0,0,0,0,23.4782608695652,0,0,46.0869565217391,22.6086956521739,0,0,0,0,0,20.8695652173913,0,6.52173913043478,0,0,0,0,0,0,0,0,0,0,0,3477817.84434783,-1870346.7826087,-1870346.7826087,5648516.34782609,1280561.3226087,6929077.67043478,-5348164.62695652,3.42857142857143
3,0,0,0,0,0,0,0,0,0,0,78000,99,1,258912,2,0.35,0,0.35,0,0,0,0,0,0,0,0.35,0,0.35,0,0,0.35,0,0.35,0,0,0,0,0,0,0,0.35,0,0.35,0,0,16,2,228.571428571429,222857.142857143,0,222857.142857143,0,0,0,0,0,0,0,0,0,0,222857.142857143,212857.142857143,171428.571428571,0,0,0,0,0,0,1102561.9047619,0,1102561.9047619,370047.619047619,0,3394285.71428571,3394285.71428571,3670377.14285714,0,0,3670377.14285714,5732950.0952381,248782.958952381,71006.832,319789.790952381,1242.85714285714,0,0,0,0,1242.85714285714,2485714.28571429,0,2485714.28571429,0,0,0,0,0,0,0,0,0,0,0,0,2857.14285714286,2857.14285714286,182.857142857143,131.428571428571,51.4285714285714,0,0,0,22.8571428571429,0,205.714285714286,0,0,0,0,0,0,0,34.2857142857143,0,0,80,37.1428571428571,0,0,0,0,0,54.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,3990166.93380952,-3247235.80952381,147049.904761905,6009041.52380952,3714075.5052381,9723117.02904762,-7237402.74333333,46.1666666666667
3,0,0,0,0,0,0,0,0,0,0,908000,37,3,271348,2,2.7,2.7,0,0,0,2.7,2.7,0,0,0,0,0,0,0,0,2.41,2.41,0,0,0,2.41,2.41,0,0,0,0,0,0,0,0,23.7272727272727,2,180.497925311203,376763.485477178,0,376763.485477178,0,0,0,0,0,0,0,0,0,0,376763.485477178,148132.780082988,20331.9502074689,0,0,0,0,0,0,413016.597510373,40183.4461672854,453200.043677659,0,602074.68879668,0,602074.68879668,1811490.87136929,1296879.66804979,0,3108370.53941909,2566655.92749509,44907.3397816117,60649.7393360996,105557.079117711,11164.7302904564,0,0,0,0,11164.7302904564,6698838.17427386,0,6698838.17427386,0,0,0,0,0,0,0,0,0,0,0,0,829.875518672199,829.875518672199,102.489626556017,48.5477178423236,53.9419087136929,82.9875518672199,41.4937759336099,41.4937759336099,5.39419087136929,0,190.871369294606,0,0,0,0,0,0,0,10.7883817427386,0,0,141.908713692946,4.97925311203319,0,0,0,0,0,0,0,33.195020746888,0,0,0,0,0,0,0,0,0,0,0,2519122.63928369,4132182.24677877,5429061.91482856,4378146.79886438,707631.767914392,5085778.56677877,1613059.60749509,3.14285714285714
3,0,0,0,0,0,0,0,0,1065000,0,0,36,1,270119,1,0.3,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,30,2,400,3550000,0,3550000,0,0,0,0,0,0,0,0,3550000,0,0,249333.333333333,180000,0,0,0,0,0,0,353383.333333333,0,353383.333333333,0,0,1650000,1650000,8888643.33333333,4722533.33333333,0,13611176.6666667,10975369,4652.067,292002.466,296654.533,28586.6666666667,0,0,0,0,28586.6666666667,40021333.3333333,0,40021333.3333333,0,0,0,0,0,0,0,0,0,0,33333.3333333333,0,0,33333.3333333333,283.333333333333,263.333333333333,20,280,153.333333333333,126.666666666667,170,0,733.333333333333,0,0,0,0,0,0,0,33.3333333333333,0,0,470,26.6666666666667,0,0,0,0,6.66666666666667,90,0,50,0,0,0,0,0,0,0,0,0,0,56.6666666666667,9185297.86633333,29045964.3333333,35418497.6666667,18214012.3333333,1946654.533,20160666.8663333,19860666.467,44.4642857142857
3,0,0,0,0,0,0,0,0,142000,0,0,36,1,270119,2,0.31,0,0.31,0,0,0.31,0,0.31,0,0,0,0,0,0,0,0.31,0,0.31,0,0,0.31,0,0.31,0,0,0,0,0,0,0,25,2,645.161290322581,458064.516129032,0,458064.516129032,0,0,0,0,0,0,0,0,458064.516129032,0,0,879032.258064516,264516.129032258,0,0,0,0,0,632258.064516129,413225.806451613,1899.35483870968,415125.161290323,0,1296774.19354839,0,1296774.19354839,7518858.06451613,47277.4193548387,0,7566135.48387097,2966392.5483871,53581.5727458065,162680.107096774,216261.679842581,558.064516129032,0,0,0,0,558.064516129032,1064787.09677419,0,1064787.09677419,0,0,0,0,0,0,0,0,0,0,6451.61290322581,0,0,6451.61290322581,200,135.483870967742,64.5161290322581,3.2258064516129,0,3.2258064516129,187.096774193548,0,390.322580645161,0,0,0,0,0,0,0,154.838709677419,0,0,9.67741935483871,19.3548387096774,0,0,0,0,3.2258064516129,96.7741935483871,0,93.5483870967742,0,0,0,0,0,0,0,0,0,0,12.9032258064516,9031893.9379071,-1901605.4516129,-1854328.03225806,10485250.6129032,1513035.87339097,11998286.4862942,-10933499.38952,44.4642857142857
3,0,0,0,0,0,0,0,0,178000,0,207000,37,2,271348,2,0.78,0,0.78,0,0,0.78,0,0.78,0,0,0,0,0,0,0,0.78,0,0.78,0,0,0.78,0,0.78,0,0,0,0,0,0,0,15,2,179.487179487179,493589.743589744,0,493589.743589744,0,0,0,0,0,0,0,0,228205.128205128,0,265384.615384615,569743.58974359,228205.128205128,0,0,0,0,0,0,282393.162393162,187724.696356275,470117.858749438,264967.948717949,1287179.48717949,0,1287179.48717949,6076452.56410256,769569.230769231,0,6846021.79487179,3067541.49977508,341594.181700405,135083.50025641,476677.681956815,5771.79487179487,0,0,0,0,5771.79487179487,12697948.7179487,0,12697948.7179487,0,0,0,0,0,0,0,0,0,0,6410.25641025641,0,1282.05128205128,7692.30769230769,251.282051282051,84.6153846153846,166.666666666667,46.1538461538462,23.0769230769231,23.0769230769231,94.8717948717949,0,392.307692307692,0,0,0,0,0,0,0,92.3076923076923,0,0,187.179487179487,41.025641025641,0,0,0,0,0,0,0,71.7948717948718,0,0,0,0,0,0,0,0,0,0,0,7840309.73323887,9630407.21817364,10399976.4489429,9143994.06387764,1763857.1691363,10907851.2330139,1790097.48493477,15.4
3,0,0,0,0,0,0,0,0,213000,0,0,38,1,254057,2,0.24,0,0.24,0,0,0.24,0,0.24,0,0,0,0,0,0,0,0.24,0,0.24,0,0,0.24,0,0.24,0,0,0,0,0,0,0,25,2,416.666666666667,887500,0,887500,0,0,0,0,0,0,0,0,887500,0,0,890833.333333333,250000,600000,0,37500,0,0,437500,391996.527777778,59629.6296296296,451626.157407407,482291.666666667,400000,0,400000,7551345.83333333,1145233.33333333,0,8696579.16666667,5436541.49074074,221777.698425926,195878.5475,417656.245925926,9950,0,0,0,0,9950,23327500,0,23327500,0,0,0,0,0,0,0,0,0,0,12500,0,0,12500,162.5,162.5,0,66.6666666666667,41.6666666666667,25,208.333333333333,0,437.5,0,0,0,0,0,0,0,108.333333333333,0,41.6666666666667,50,79.1666666666667,0,0,0,0,0,54.1666666666667,0,100,0,0,0,0,0,0,0,0,0,0,4.16666666666667,8369002.07925926,17890958.5092593,19036191.8425926,12987887.3240741,817656.245925926,13805543.57,9521956.43,103.05
3,0,0,0,0,0,0,0,0,2130000,0,0,36,3,270119,1,2.43,0.95,0.88,0,0.6,1.87,0.39,0.88,0,0.6,0.56,0.56,0,0,0,2.43,0.95,0.88,0,0.6,1.87,0.39,0.88,0,0.6,0.56,0.56,0,0,0,29.875,2,333.333333333333,876543.209876543,0,876543.209876543,0,0,0,0,0,0,0,0,876543.209876543,0,0,365020.576131687,28806.5843621399,0,0,0,752674.897119341,0,921810.699588477,455720.164609053,0,455720.164609053,280418.381344307,875720.164609053,40740.7407407407,916460.905349794,4010178.60082304,4421786.00823045,0,8431964.6090535,8413640.26200274,41969.3086419753,193350.200987654,235319.50962963,35997.9423868313,0,0,0,0,35997.9423868313,57596707.81893,0,57596707.81893,0,0,0,0,0,0,0,0,0,0,98765.4320987654,0,0,98765.4320987654,111.934156378601,80.2469135802469,31.6872427983539,216.460905349794,152.674897119342,63.7860082304527,94.238683127572,20.5761316872428,443.20987654321,0,0,0,0,0,0,0,14.40329218107,0,0,256.79012345679,20.5761316872428,0,0,0,0,2.88065843621399,44.4444444444444,0,6.99588477366255,0,0,0,0,0,0,0,0,0,0,97.119341563786,5121218.27506173,49183067.5569273,54398269.2030178,12383078.122085,1151780.41497942,13534858.5370645,44061849.2818656,3.26923076923077
3,0,0,0,0,0,0,0,0,312000,0,0,36,2,270119,2,0.78,0.55,0,0.23,0,0.78,0.55,0,0.23,0,0,0,0,0,0,0.78,0.55,0,0.23,0,0.78,0.55,0,0.23,0,0,0,0,0,0,23.6666666666667,2,219.230769230769,400000,0,400000,0,0,0,0,0,0,0,0,400000,0,0,258333.333333333,70512.8205128205,0,0,0,0,0,520512.820512821,201071.047008547,24285.020242915,225356.067251462,0,1039743.58974359,0,1039743.58974359,3521174.35897436,408748.717948718,0,3929923.07692308,2153582.75955915,30673.441944332,85976.0820512821,116649.523995614,2474.35897435897,0,0,0,0,2474.35897435897,4948717.94871795,0,4948717.94871795,0,0,0,0,0,0,0,0,0,0,5128.20512820513,0,0,5128.20512820513,142.307692307692,116.666666666667,25.6410256410256,24.3589743589744,12.8205128205128,11.5384615384615,46.1538461538462,0,212.820512820513,0,0,0,0,0,0,0,46.1538461538462,0,0,41.025641025641,17.9487179487179,0,0,0,0,5.12820512820513,76.9230769230769,0,23.0769230769231,0,0,0,0,0,0,0,0,0,0,2.56410256410256,4677567.47271356,2795135.18915879,3203883.90710751,5674757.11853351,1156393.1137392,6831150.23227272,-1882432.28355477,17.4074074074074
3,0,0,0,0,0,0,0,0,341000,0,83000,38,3,254057,1,3.12,0,0.16,2.96,0,3.12,0,0.16,2.96,0,0,0,0,0,0,2.3,0,0.16,2.14,0,2.3,0,0.16,2.14,0,0,0,0,0,0,15,2,347.826086956522,184347.826086957,0,184347.826086957,0,0,0,0,0,0,0,0,148260.869565217,0,36086.9565217391,473913.043478261,163043.47826087,203913.043478261,0,27391.3043478261,0,0,914782.608695652,250297.101449275,23040,273337.101449275,150978.260869565,2037826.08695652,0,2037826.08695652,3048075.65217391,918695.652173913,56521.7391304348,4023293.04347826,3577549.63134121,64800.2435652174,99445.360173913,164245.60373913,17827.8260869565,0,0,0,0,17827.8260869565,42786782.6086956,0,42786782.6086956,0,0,0,0,0,0,0,0,0,0,8695.65217391304,0,434.782608695652,9130.43478260869,91.7391304347826,70.4347826086956,21.304347826087,42.6086956521739,36.9565217391304,5.65217391304348,65.6521739130435,20,220,0,0,0,0,0,0,0,28.2608695652174,0,8.69565217391304,34.3478260869565,59.5652173913043,0,0,0,0,0,28.695652173913,0,57.3913043478261,0,0,0,0,0,0,0,0,0,0,3.04347826086956,5293578.76949937,39209232.9773544,40141018.942029,6669056.71014493,2202071.69069565,8871128.40084058,33915654.2078551,3.3
