"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별(통계표기준)","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","생감 수량_ha당","반건시 수량_ha당","건시 수량_ha당","감말랭이 수량_ha당","건시 환산 소계 수량_ha당","총 생산량(생감 기준)_ha당","생감 기준평가액_ha당","건시 (생감 기준) 소계 평가액_ha당","총 생산액(생감 기준)_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별 및 포장_시간_ha당","수확_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","세척_시간_ha당","운반 및 저장_시간_ha당","기타_시간_ha당","내급비","소득","부가가치","직접생산비","간접생산비","생산비 합계_ha당","순수익","가중치"
4,0,0,0,0,0,0,204000,0,0,0,297000,38,1,254057,2,0.36,0,0.26,0.1,0,0.26,0,0.26,0,0,0.1,0,0,0.1,0,0.36,0,0.26,0.1,0,0.26,0,0.26,0,0,0.1,0,0,0.1,0,20,1,361.111111111111,1391666.66666667,0,1391666.66666667,0,0,0,0,0,0,566666.666666667,0,0,0,825000,861111.111111111,113888.888888889,0,0,19444.4444444444,0,0,116666.666666667,1050277.77777778,0,1050277.77777778,0,1113888.88888889,1375000,2488888.88888889,8750750,3346533.33333333,58333.3333333333,12155616.6666667,8544782.93710587,-433721.111111111,243329.347777778,-190391.763333333,13400,0,0,0,0,13400,17420000,0,17420000,0,0,0,0,0,0,0,0,4444.44444444444,0,0,0,2222.22222222222,6666.66666666667,341.666666666667,161.111111111111,180.555555555556,172.222222222222,130.555555555556,41.6666666666667,141.666666666667,19.4444444444444,675,0,0,0,0,0,0,0,177.777777777778,0,0,369.444444444444,8.33333333333333,0,0,0,0,0,66.6666666666667,0,52.7777777777778,0,0,0,0,0,0,0,0,0,0,0,9716443.41067191,8875217.06289413,13612887.4444444,15962729.2222222,2298497.12555556,18261226.3477778,-841226.34777778,42.6363636363636
4,0,0,0,0,0,0,214000,0,0,0,0,38,1,254057,2,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,39,2,537.5,535000,0,535000,0,0,0,0,0,0,535000,0,0,0,0,1062000,570000,16905000,0,37500,0,0,20000,503950,29052.6315789474,533002.631578947,0,435000,0,435000,29474075,6261820,0,35735895,26178379.6315789,40100.5806842105,910765.557,950866.13768421,37687.5,0,0,0,0,37687.5,48993750,0,48993750,0,0,0,0,0,0,0,0,7000,0,0,0,0,7000,1057.5,925,132.5,335,335,0,467.5,0,1860,0,0,0,0,0,0,0,122.5,0,395,922.5,32.5,0,0,0,0,0,97.5,2.5,280,0,0,0,0,0,0,0,0,0,0,7.5,30859941.1376842,22815370.3684211,29077190.3684211,55652454.631579,1385866.13768421,57038320.7692632,-8044570.76926316,42.6363636363636
4,0,0,0,0,0,0,214000,0,0,0,0,49,2,263583,2,0.84,0,0.84,0,0,0.84,0,0.84,0,0,0,0,0,0,0,0.76,0,0.76,0,0,0.76,0,0.76,0,0,0,0,0,0,0,15,2,157.894736842105,281578.947368421,0,281578.947368421,0,0,0,0,0,0,281578.947368421,0,0,0,0,278947.368421053,25000,351315.789473684,0,0,0,0,0,364460.526315789,0,364460.526315789,0,61842.1052631579,0,61842.1052631579,2652601.31578947,0,0,2652601.31578947,1564885.63157895,41393.2357894737,59584.7607894737,100977.996578947,8727.63157894737,0,0,0,0,8727.63157894737,14836973.6842105,0,14836973.6842105,0,0,0,0,0,0,0,0,3157.89473684211,0,0,0,0,3157.89473684211,131.578947368421,110.526315789474,21.0526315789474,0,0,0,14.4736842105263,0,146.052631578947,0,0,0,0,0,0,0,19.7368421052632,0,0,23.6842105263158,11.8421052631579,0,0,0,0,0,71.0526315789474,0,3.94736842105263,0,0,0,0,0,0,0,0,0,0,15.7894736842105,2815421.41763158,13272088.0526316,13272088.0526316,4217486.94736842,162820.101842105,4380307.04921053,10456666.635,13.8333333333333
4,0,0,0,0,0,0,219000,0,0,0,141000,37,2,271348,2,1.16,0,1.16,0,0,1.16,0,1.16,0,0,0,0,0,0,0,0.78,0,0.78,0,0,0.78,0,0.78,0,0,0,0,0,0,0,49,2,153.846153846154,461538.461538462,0,461538.461538462,0,0,0,0,0,0,280769.230769231,0,0,0,180769.230769231,920897.435897436,108974.358974359,6239743.58974359,0,0,0,2330769.23076923,121794.871794872,524309.829059829,0,524309.829059829,282606.837606838,858974.358974359,0,858974.358974359,19763758.974359,3847846.15384615,0,23611605.1282051,15109828.7692308,76481.5027777778,561002.363076923,637483.865854701,17179.4871794872,0,0,0,0,17179.4871794872,30923076.9230769,0,30923076.9230769,0,0,0,0,0,0,0,0,2564.10256410256,0,0,0,512.820512820513,3076.92307692308,1082.05128205128,503.846153846154,578.205128205128,230.769230769231,115.384615384615,115.384615384615,85.8974358974359,0,1398.71794871795,0,0,0,0,0,0,0,138.461538461538,0,648.717948717949,574.358974358974,15.3846153846154,0,0,0,0,0,0,0,21.7948717948718,0,0,0,0,0,0,0,0,0,0,0,21260217.199188,15813248.1538462,19661094.3076923,34873587.7435898,1496458.22482906,36370045.9684188,-5446969.04534189,15.4
4,0,0,0,0,0,0,255000,0,0,0,322000,38,1,254057,1,0.38,0.23,0.15,0,0,0.38,0.23,0.15,0,0,0,0,0,0,0,0.38,0.23,0.15,0,0,0.38,0.23,0.15,0,0,0,0,0,0,0,40,2,421.052631578947,1518421.05263158,0,1518421.05263158,0,0,0,0,0,0,671052.631578947,0,0,0,847368.421052632,1223684.21052632,102631.578947368,0,0,0,0,0,165789.473684211,1350377.19298246,0,1350377.19298246,0,1668421.05263158,0,1668421.05263158,34679228.9473684,713852.631578947,0,35393081.5789474,5328813.14035088,190289.95,637499.891052632,827789.841052632,27165.7894736842,0,0,0,0,27165.7894736842,40748684.2105263,0,40748684.2105263,0,0,0,0,0,0,0,0,5263.15789473684,0,0,0,1578.94736842105,6842.1052631579,2055.26315789474,763.157894736842,1292.10526315789,52.6315789473684,21.0526315789474,31.5789473684211,71.0526315789474,0,2178.94736842105,0,0,0,0,0,0,0,155.263157894737,0,821.052631578947,705.263157894737,78.9473684210526,0,0,0,0,0,0,0,418.421052631579,0,0,0,0,0,0,0,0,0,0,0,37175439.8410526,35419871.0701754,36133723.7017544,40008042.0877193,2496210.89368421,42504252.9814035,-1755568.77087718,42.6363636363636
4,0,0,0,0,0,0,27000,0,0,0,0,49,1,263583,2,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,5,2,200,270000,0,270000,0,0,0,0,0,0,270000,0,0,0,0,563000,110000,0,0,0,0,0,0,339750,73600,413350,0,1010000,0,1010000,3367200,0,0,3367200,1619933,187104.908,71549.32,258654.228,4400,0,0,0,0,4400,7480000,0,7480000,0,0,0,0,0,0,0,0,3000,0,0,0,0,3000,90,80,10,0,0,0,80,0,170,0,0,0,0,0,0,0,50,0,0,20,20,0,0,0,0,0,50,0,30,0,0,0,0,0,0,0,0,0,0,0,4635854.228,5860067,5860067,4987133,1268654.228,6255787.228,1224212.772,206.833333333333
4,0,0,0,0,0,0,294000,0,0,0,59000,99,1,258912,2,0.44,0,0.44,0,0,0.22,0,0.22,0,0,0.22,0,0.22,0,0,0.31,0,0.31,0,0,0.22,0,0.22,0,0,0.09,0,0.09,0,0,37.6666666666667,1,332.258064516129,1138709.67741935,0,1138709.67741935,0,0,0,0,0,0,948387.096774194,0,0,0,190322.580645161,206451.612903226,61290.3225806452,0,0,0,0,0,0,252010.752688172,0,252010.752688172,0,780645.161290323,67741.935483871,848387.096774193,6907574.19354839,4994658.06451613,0,11902232.2580645,6979774.3655914,28344.4196774193,220924.152258065,249268.571935484,3251.61290322581,0,0,0,0,3251.61290322581,4877419.35483871,0,4877419.35483871,0,0,0,0,0,0,0,0,5161.29032258064,0,0,0,806.451612903226,5967.74193548387,338.709677419355,190.322580645161,148.387096774194,254.838709677419,167.741935483871,87.0967741935484,54.8387096774194,0,648.387096774194,0,0,0,0,0,0,0,125.806451612903,0,0,441.935483870968,19.3548387096774,0,0,0,0,12.9032258064516,45.1612903225806,0,3.2258064516129,0,0,0,0,0,0,0,0,0,0,0,7937487.92677419,-2102355.01075269,2960044.98924731,13819606.6236559,1097655.66870968,14917262.2923656,-10039842.9375269,46.1666666666667
4,0,0,0,0,0,0,306000,0,0,0,0,38,1,254057,2,0.72,0.68,0.04,0,0,0,0,0,0,0,0.72,0.68,0.04,0,0,0.43,0.39,0.04,0,0,0,0,0,0,0,0.43,0.39,0.04,0,0,23.75,2,293.023255813953,711627.906976744,0,711627.906976744,0,0,0,0,0,0,711627.906976744,0,0,0,0,1151162.79069767,95348.8372093023,0,0,9302.32558139535,0,0,0,584906.976744186,0,584906.976744186,0,0,1088372.09302326,1088372.09302326,8394509.30232558,1966958.13953488,0,10361467.4418605,5861736.06976744,-103978.73255814,204659.894418605,100681.161860465,12339.5348837209,0,0,0,0,12339.5348837209,9871627.90697674,0,9871627.90697674,0,0,0,0,0,0,0,0,9302.32558139535,0,0,0,0,9302.32558139535,355.813953488372,148.837209302326,206.976744186047,116.279069767442,76.7441860465116,39.5348837209302,118.604651162791,0,590.697674418605,0,0,0,0,0,0,0,181.395348837209,0,0,341.860465116279,27.906976744186,0,0,0,0,0,11.6279069767442,0,27.906976744186,0,0,0,0,0,0,0,0,0,0,0,8495190.46418605,4009891.8372093,7065222.06976744,13167873.2790698,1189053.25488372,14356926.5339535,-4485298.62697675,42.6363636363636
4,0,0,0,0,0,0,31000,0,0,0,99000,38,1,254057,2,0.33,0.2,0,0.13,0,0.33,0.2,0,0.13,0,0,0,0,0,0,0.3,0.17,0,0.13,0,0.3,0.17,0,0.13,0,0,0,0,0,0,39,2,283.333333333333,433333.333333333,0,433333.333333333,0,0,0,0,0,0,103333.333333333,0,0,0,330000,1183333.33333333,236666.666666667,963333.333333333,0,73333.3333333333,0,0,0,822777.777777778,220800,1043577.77777778,297900,803333.333333333,0,803333.333333333,9027430,10601306.6666667,0,19628736.6666667,15086841.4444444,327658.602,373811.028666667,701469.630666667,13666.6666666667,0,0,0,0,13666.6666666667,34005333.3333333,0,34005333.3333333,0,0,0,0,0,0,0,0,1333.33333333333,0,0,0,2666.66666666667,4000,173.333333333333,86.6666666666667,86.6666666666667,573.333333333333,573.333333333333,0,280,0,1026.66666666667,0,0,0,0,0,0,0,350,0,30,120,43.3333333333333,0,0,0,0,0,166.666666666667,0,316.666666666667,0,0,0,0,0,0,0,0,0,0,0,10532232.964,18918491.8888889,29519798.5555556,24114271.4444444,1504802.964,25619074.4084444,8386258.92488889,42.6363636363636
4,0,0,0,0,0,0,3315000,0,0,0,0,38,3,254057,2,2.34,0,2.34,0,0,2.34,0,2.34,0,0,0,0,0,0,0,2.34,0,2.34,0,0,2.34,0,2.34,0,0,0,0,0,0,0,20,1,299.145299145299,1416666.66666667,0,1416666.66666667,0,0,0,0,0,0,1416666.66666667,0,0,0,0,705811.965811966,158547.008547009,0,0,17094.0170940171,0,0,29914.5299145299,370498.575498576,123.706702654071,370622.28220123,353276.353276353,645299.145299145,0,645299.145299145,5035647.00854701,0,0,5035647.00854701,3305989.82351177,33234.6486729645,122237.107863248,155471.756536212,7782.47863247863,0,0,0,0,7782.47863247863,14008461.5384615,0,14008461.5384615,0,0,0,0,0,0,0,0,11111.1111111111,0,0,0,0,11111.1111111111,182.051282051282,109.82905982906,72.2222222222222,0,0,0,88.034188034188,0,270.08547008547,0,0,0,0,0,0,0,60.2564102564103,0,52.991452991453,91.4529914529915,27.3504273504274,0,0,0,0,0,10.2564102564103,0,27.7777777777778,0,0,0,0,0,0,0,0,0,0,0,5836417.91038237,10702471.7149498,10702471.7149498,8341636.83205878,800770.901835358,9142407.73389414,4866053.8045674,3.3
4,0,0,0,0,0,0,357000,0,0,0,0,38,1,254057,2,0.49,0.39,0.1,0,0,0.49,0.39,0.1,0,0,0,0,0,0,0,0.29,0.19,0.1,0,0,0.29,0.19,0.1,0,0,0,0,0,0,0,30,2,403.448275862069,1231034.48275862,0,1231034.48275862,0,0,0,0,0,0,1231034.48275862,0,0,0,0,1603448.27586207,393103.448275862,0,0,106896.551724138,0,0,72413.7931034483,1182137.93103448,0,1182137.93103448,0,2889655.17241379,0,2889655.17241379,12357137.9310345,914344.827586207,0,13271482.7586207,5757436.31034483,56839.5448275862,276861.096551724,333700.64137931,0,0,0,1662.06896551724,5036.06896551724,5036.06896551724,0,16115420.6896552,16115420.6896552,0,0,0,0,0,0,0,0,9655.1724137931,0,0,0,0,9655.1724137931,437.931034482759,217.241379310345,220.689655172414,51.7241379310345,34.4827586206897,17.2413793103448,234.48275862069,0,724.137931034483,0,0,0,0,0,0,0,227.586206896552,0,0,137.931034482759,27.5862068965517,0,0,0,0,0,117.241379310345,0,213.793103448276,0,0,0,0,0,0,0,0,0,0,0,15580493.7448276,10357984.3793103,11272329.2068965,18114574.2413793,3223355.8137931,21337930.0551724,-5222509.36551725,42.6363636363636
4,0,0,0,0,0,0,36000,0,0,0,0,49,1,263583,2,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,18,2,150,360000,0,360000,0,0,0,0,0,0,360000,0,0,0,0,40000,70000,0,0,0,0,0,0,351487.5,0,351487.5,0,210000,0,210000,4026300,0,0,4026300,1085070.5,61135.1025,74638.58,135773.6825,6600,0,0,0,0,6600,11220000,0,11220000,0,0,0,0,0,0,0,0,4000,0,0,0,0,4000,200,180,20,0,0,0,20,0,220,0,0,0,0,0,0,0,10,0,0,40,20,0,0,0,0,0,140,0,10,0,0,0,0,0,0,0,0,0,0,0,4372073.6825,10134929.5,10134929.5,5111370.5,345773.6825,5457144.1825,5762855.8175,206.833333333333
4,0,0,0,0,0,0,38000,0,0,0,0,37,1,271348,2,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,26.3333333333333,2,303.030303030303,115151.515151515,0,115151.515151515,0,0,0,0,0,0,115151.515151515,0,0,0,0,653636.363636364,200000,0,0,0,0,0,0,76909.0909090909,407980.94607893,484890.036988021,0,363636.363636364,0,363636.363636364,13675545.4545455,2595381.81818182,0,16270927.2727273,4320407.73395772,571984.970420442,286179.271515151,858164.241935593,9054.54545454545,0,0,0,0,9054.54545454545,16298181.8181818,0,16298181.8181818,0,0,0,0,0,0,0,0,909.090909090909,0,0,0,0,909.090909090909,660.606060606061,275.757575757576,384.848484848485,154.545454545455,100,54.5454545454545,133.333333333333,0,948.484848484848,0,0,0,0,0,0,0,121.212121212121,0,0,475.757575757576,12.1212121212121,0,0,0,0,0,0,0,339.393939393939,0,0,0,0,0,0,0,0,0,0,0,14897346.0601174,11977774.0842241,14573155.9024059,17995953.1885032,1221800.60557196,19217753.7940751,-2919571.97589331,44.0461538461538
4,0,0,0,0,0,0,38000,0,0,0,0,99,1,258912,2,0.39,0,0.26,0.13,0,0.39,0,0.26,0.13,0,0,0,0,0,0,0.39,0,0.26,0.13,0,0.39,0,0.26,0.13,0,0,0,0,0,0,20,2,333.333333333333,97435.8974358974,0,97435.8974358974,0,0,0,0,0,0,97435.8974358974,0,0,0,0,325897.435897436,438461.538461538,0,0,0,0,0,0,597641.025641026,0,597641.025641026,664188.034188034,3089743.58974359,0,3089743.58974359,6368251.28205128,1539138.46153846,0,7907389.74358974,3921674.39316239,221411.168888889,145568.464615385,366979.633504273,533.333333333333,0,0,0,0,533.333333333333,960000,0,960000,0,0,0,0,0,0,0,0,2564.10256410256,0,0,0,0,2564.10256410256,282.051282051282,156.410256410256,125.641025641026,92.3076923076923,46.1538461538462,46.1538461538462,76.9230769230769,0,451.282051282051,0,0,0,0,0,0,0,94.8717948717949,0,0,164.102564102564,66.6666666666667,0,0,0,0,23.0769230769231,87.1794871794872,0,15.3846153846154,0,0,0,0,0,0,0,0,0,0,0,9824974.50529915,-2961674.39316239,-1422535.93162393,10289925.6752137,3456723.22324786,13746648.8984615,-12786648.8984615,46.1666666666667
4,0,0,0,0,0,0,41000,0,0,0,0,37,1,271348,2,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,24,1,400,136666.666666667,0,136666.666666667,0,0,0,0,0,0,136666.666666667,0,0,0,0,798666.666666667,670000,0,30000,0,2963333.33333333,0,0,1372836.11111111,484210.526315789,1857046.6374269,0,873333.333333333,0,873333.333333333,8347270,16368063.3333333,630000,25345333.3333333,23512350.6469217,198877.148929824,497070.4,695947.548929824,13846.6666666667,0,0,713.333333333333,2161.4,16008.0666666667,16616000,13616820,30232820,0,0,0,0,0,0,0,0,1333.33333333333,0,0,0,0,1333.33333333333,410,33.3333333333333,376.666666666667,916.666666666667,763.333333333333,153.333333333333,103.333333333333,0,1430,0,0,0,0,0,0,0,180,0,73.3333333333333,373.333333333333,13.3333333333333,0,0,0,0,70,226.666666666667,0,216.666666666667,0,0,0,136.666666666667,0,3.33333333333333,0,0,0,0,136.666666666667,10129324.8727684,6720469.35307832,26469092.0292398,32072394.6374269,1569280.88226316,33641675.5196901,-3408855.51969006,44.0461538461538
4,0,0,0,0,0,0,41000,0,0,0,25000,37,1,271348,2,0.1,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,10,1,460,660000,0,660000,0,0,0,0,0,0,410000,0,0,0,250000,760000,350000,1610000,0,540000,0,0,0,1730100,36800,1766900,2480000,1110000,0,1110000,25263610,0,0,25263610,8438248,559862.556,484447.926,1044310.482,3620,0,0,0,0,3620,6516000,0,6516000,0,0,0,0,0,0,0,0,4000,0,0,0,600,4600,1270,1090,180,0,0,0,110,0,1380,0,0,0,0,0,0,0,110,0,80,280,40,0,0,0,0,90,60,0,710,0,0,0,10,0,0,0,0,0,0,0,27417920.482,-1922248,-1922248,33701858,2154310.482,35856168.482,-29340168.482,95.2926829268293
4,0,0,0,0,0,0,41000,0,0,0,85000,37,1,271348,2,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,15,2,538.461538461538,969230.769230769,0,969230.769230769,0,0,0,0,0,0,315384.615384615,0,0,0,653846.153846154,917692.307692308,892307.692307692,0,0,0,0,0,0,129461.538461538,2011336.03238866,2140797.5708502,1271730.76923077,1046153.84615385,0,1046153.84615385,20222646.1538462,0,0,20222646.1538462,6463107.10931174,1808824.81336032,381831.156923077,2190655.9702834,8038.46153846154,0,0,0,0,8038.46153846154,8842307.69230769,0,8842307.69230769,0,0,0,0,0,0,0,0,3076.92307692308,0,0,0,769.230769230769,3846.15384615385,1007.69230769231,669.230769230769,338.461538461538,0,0,0,130.769230769231,0,1138.46153846154,0,0,0,0,0,0,0,130.769230769231,0,92.3076923076923,338.461538461538,30.7692307692308,0,0,0,0,69.2307692307692,92.3076923076923,0,361.538461538462,0,0,0,23.0769230769231,0,0,0,0,0,0,0,23459455.9702834,2379200.58299595,2379200.58299595,26685753.2631579,3236809.81643725,29922563.0795951,-21080255.3872874,95.2926829268293
4,0,0,0,0,0,0,421000,0,0,0,169000,37,1,271348,2,0.42,0,0.42,0,0,0.42,0,0.42,0,0,0,0,0,0,0,0.31,0,0.31,0,0,0.31,0,0.31,0,0,0,0,0,0,0,9.33333333333333,2,393.548387096774,1903225.80645161,0,1903225.80645161,0,0,0,0,0,0,1358064.51612903,0,0,0,545161.290322581,753548.387096774,445161.290322581,0,0,0,0,0,0,1473491.93548387,136828.522920204,1610320.45840407,0,925806.451612903,0,925806.451612903,17550222.5806452,3748387.09677419,90322.5806451613,21388932.2580645,8747887.09991731,212651.485421619,406548.404516129,619199.889937748,9077.41935483871,0,0,0,0,9077.41935483871,9985161.29032258,0,9985161.29032258,0,0,0,0,0,0,0,0,12903.2258064516,0,0,0,1290.32258064516,14193.5483870968,938.709677419355,503.225806451613,435.483870967742,229.032258064516,229.032258064516,0,83.8709677419355,0,1251.61290322581,0,0,0,0,0,0,0,167.741935483871,0,77.4193548387097,687.096774193548,122.58064516129,0,0,0,0,38.7096774193548,45.1612903225806,0,106.451612903226,0,0,0,6.45161290322581,0,0,0,0,0,0,0,19169655.4419729,1237274.19040527,5001557.34804754,26372536.2003396,1545006.34155065,27917542.5418902,-17932381.2515676,44.0461538461538
4,0,0,0,0,0,0,428000,0,0,0,0,36,1,270119,1,0.3,0,0.09,0,0.21,0.3,0,0.09,0,0.21,0,0,0,0,0,0.3,0,0.09,0,0.21,0.3,0,0.09,0,0.21,0,0,0,0,0,18,1,346.666666666667,1426666.66666667,0,1426666.66666667,0,0,0,0,0,0,1426666.66666667,0,0,0,0,463000,223333.333333333,0,0,0,0,0,33333.3333333333,11266344.4444444,712757.894736842,11979102.3391813,698111.111111111,63333.3333333333,0,63333.3333333333,7551103.33333333,7813066.66666667,0,15364170,22906732.4502924,2113609.55072515,290674.355333333,2404283.90605848,47166.6666666667,0,0,0,0,47166.6666666667,61316666.6666667,0,61316666.6666667,0,0,0,0,0,0,0,0,8000,0,0,0,0,8000,240,240,0,463.333333333333,253.333333333333,210,140,0,843.333333333333,0,0,0,0,0,0,0,26.6666666666667,0,0,776.666666666667,13.3333333333333,0,0,3.33333333333333,0,0,13.3333333333333,0,10,0,0,0,0,0,0,0,0,0,0,0,10018720.5727251,38409934.2163743,46223000.8830409,30457835.7836257,2467617.23939181,32925453.0230175,28391213.6436491,44.4642857142857
4,0,0,0,0,0,0,446000,0,0,0,0,49,2,263583,2,1.09,0.18,0.76,0.15,0,1.09,0.18,0.76,0.15,0,0,0,0,0,0,0.79,0.18,0.46,0.15,0,0.79,0.18,0.46,0.15,0,0,0,0,0,0,19.4,2,379.746835443038,564556.962025316,0,564556.962025316,0,0,0,0,0,0,564556.962025316,0,0,0,0,853544.303797468,77215.1898734177,0,0,0,0,0,0,0,0,0,0,196202.53164557,0,196202.53164557,6049596.20253165,0,0,6049596.20253165,1758899.4556962,0,125245.550126582,125245.550126582,8396.20253164557,0,0,0,0,8396.20253164557,13433924.0506329,0,13433924.0506329,0,0,0,0,0,0,0,0,6329.11392405063,0,0,0,0,6329.11392405063,264.556962025316,175.949367088608,88.6075949367088,0,0,0,69.620253164557,0,334.177215189873,0,0,0,0,0,0,0,84.8101265822785,0,0,22.7848101265823,20.253164556962,0,0,40.506329113924,0,0,103.79746835443,0,21.5189873417721,0,0,0,0,0,0,0,0,0,0,40.506329113924,6371044.2843038,11675024.5949367,11675024.5949367,7808495.65822785,321448.081772152,8129943.74,5303980.31063291,13.8333333333333
4,0,0,0,0,0,0,459000,0,0,0,0,38,2,254057,2,0.8,0.64,0.16,0,0,0.8,0.64,0.16,0,0,0,0,0,0,0,0.8,0.64,0.16,0,0,0.8,0.64,0.16,0,0,0,0,0,0,0,37.5,2,331.25,573750,0,573750,0,0,0,0,0,0,573750,0,0,0,0,617500,161250,10127500,0,15000,0,0,0,458000,53941.0526315789,511941.052631579,0,190000,0,190000,6774403.75,7000620,0,13775023.75,19261618.0526316,-27334.9887649123,419482.39425,392147.405485088,22687.5,0,0,0,0,22687.5,40837500,0,40837500,0,0,0,0,0,0,0,0,7500,0,0,0,0,7500,278.75,278.75,0,392.5,315,77.5,71.25,0,742.5,0,0,0,0,0,0,0,73.75,0,146.25,431.25,21.25,0,0,0,0,0,25,0,45,0,0,0,0,0,0,0,0,0,0,0,7356551.15548509,21575881.9473684,28576501.9473684,26036021.8026316,582147.405485088,26618169.2081167,14219330.7918833,17.8928571428571
