"연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","지역별","규모별","조성비","경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액1","무기질비료_인산질_지출액1","무기질비료_가리질_지출액1","무기질비료_복합_지출액1","무기질비료_토양개량제_지출액1","무기질비료_기타_지출액1","유기질비료_퇴구비_지출액1","유기질비료_계분_지출액1","유기질비료_우분_지출액1","유기질비료_돈분_지출액1","유기질비료_기타_지출액1","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","생감 수량_ha당","반건시 수량_ha당","건시 수량_ha당","감말랭이 수량_ha당","건시 환산 소계 수량_ha당","총 생산량(생감 기준)_ha당","생감 기준평가액_ha당","건시 (생감 기준) 소계 평가액_ha당","총 생산액(생감 기준)_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","표고목 눕히기_시간_ha당","표고목 뒤집기_시간_ha당","표고목 벌채_시간_ha당","표고목 세우기_시간_ha당","표고목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","내급비","소득","부가가치","직접생산비","간접생산비","생산비 합계_ha당","순수익","가중치"
3,0,0,0,816580,0,0,0,0,0,0,4730,99,3,239968,6,6.6,0,0,6.6,0,6.6,0,0,6.6,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,6,2,70,821310,816580,4730,0,0,0,816580,0,0,0,0,0,0,4730,18420,10980,0,0,0,0,0,283480,134744.4958,12103.78,146848.2758,138154.75,597140,0,597140,504454,0,0,504454,1659161.026,57309.70488,19909.5246,77219.22948,13,0,0,0,0,13,22048,0,22048,0,0,0,0,1593,0,0,1593,0,0,0,0,344,344,30,30,0,0,0,0,3,0,33,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178813.229,-1637113.026,-1637113.026,2163615.026,674359.2295,2837974.255,-2815926.255,28.5
3,0,0,0,90370,0,0,0,0,0,0,19850,38,1,238474,5,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,37,2,537.5,275550,225925,49625,0,0,0,225925,0,0,0,0,0,0,49625,510650,320300,0,0,67250,0,0,0,745305,32905.03289,778210.0329,725312.5,618525,0,618525,10839345,2236165,0,13075510,5151911.533,146624.7972,173128.509,319753.3062,35437.5,0,0,0,0,35437.5,47982375,0,47982375,0,0,0,0,1302.5,0,0,1302.5,0,0,0,0,3070,3070,507.5,360,147.5,155,125,30,195,0,857.5,0,0,0,0,0,0,0,62.5,0,165,380,27.5,0,0,0,0,0,62.5,0,0,152.5,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11777623.31,42830463.47,45066628.47,15991256.53,938278.3062,16929534.84,31052840.16,101.5714286
3,0,0,0,929550,0,0,0,0,296260,0,28590,37,3,252733,6,1.47,0,1.47,0,0,1.47,0,1.47,0,0,0,0,0,0,0,1.14,0,1.14,0,0,1.14,0,1.14,0,0,0,0,0,0,0,46,2,131.5789474,1100350.877,815394.7368,284956.1404,0,0,0,815394.7368,0,0,0,0,259877.193,0,25078.94737,646684.2105,269105.2632,1014859.649,0,0,0,0,74105.26316,402012.2807,100585.4686,502597.7493,174511.4035,799184.2105,0,799184.2105,10604528.95,0,0,10604528.95,4034947.416,136878.5155,166572.0557,303450.5712,11163.15789,0,0,0,0,11163.15789,18430373.68,0,18430373.68,0,0,0,0,1524.561404,0,0,1524.561404,0,0,1585.087719,0,1939.473684,3524.561404,677.1929825,348.245614,328.9473684,0,0,0,89.47368421,0,766.6666667,0,0,0,0,0,0,0,42.10526316,0,129.8245614,414.9122807,8.771929825,0,0,0,0,0,85.0877193,0,0,85.96491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11707163.73,14395426.27,14395426.27,14639476.36,1102634.782,15742111.15,2688262.539,35.73333333
3,0,0,0,968280,0,108790,0,0,1666450,0,0,36,3,247791,6,3.45,0,2.6,0.85,0,3.45,0,2.6,0.85,0,0,0,0,0,0,3.45,0,2.6,0.85,0,3.45,0,2.6,0.85,0,0,0,0,0,0,17.65217391,2,388.6956522,795223.1884,312194.2029,483028.9855,0,0,0,280660.8696,0,31533.33333,0,0,483028.9855,0,0,538379.7101,369715.942,0,0,0,0,0,918475.3623,733479.5362,217094.7288,950574.265,68076.28019,264028.9855,0,264028.9855,2118584.928,1197734.783,65476.23188,3381795.942,5109618.178,102896.1984,72943.62026,175839.8187,10442.6087,0,0,0,0,10442.6087,18089650.43,0,18089650.43,0,0,0,0,419.7101449,0,22.60869565,442.3188406,0,0,9819.130435,0,0,9819.130435,55.65217391,31.88405797,23.76811594,26.08695652,26.08695652,0,71.88405797,52.46376812,206.0869565,0,0,0,0,0,0,0,37.39130435,0,0.869565217,38.55072464,17.97101449,0,0,24.34782609,0,0,58.55072464,0,0,28.4057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600282.316,12980032.26,14201414.69,7270031.69,439868.8042,7709900.494,10379749.94,24
3,0,0,144730,176750,0,1040,262530,0,0,0,1590,37,1,252733,5,0.24,0,0.24,0,0,0.24,0,0.24,0,0,0,0,0,0,0,0.24,0,0.24,0,0,0.24,0,0.24,0,0,0,0,0,0,0,40.33333333,2,395.8333333,2444333.333,1343833.333,1100500,0,0,603041.6667,736458.3333,0,4333.333333,1093875,0,0,0,6625,874291.6667,850208.3333,925708.3333,0,269041.6667,0,0,49250,232687.5694,179167.7632,411855.3326,234863.1944,1244083.333,0,1244083.333,12171591.67,2241070.833,0,14412662.5,8553355.694,210955.6199,240879.7744,451835.3943,40950,0,0,1191.666667,3610.75,44560.75,67608450,4932284.5,72540734.5,0,0,0,2579.166667,1933.333333,0,4.166666667,4516.666667,20275,0,0,0,512.5,20787.5,729.1666667,408.3333333,320.8333333,179.1666667,75,104.1666667,137.5,0,1045.833333,0,0,0,0,0,0,0,95.83333333,0,0,683.3333333,208.3333333,0,0,0,0,0,0,0,0,58.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13867510.39,63987378.81,66228449.64,20724947.36,1695918.728,22420866.09,50119868.41,104.2428571
3,172670,63790,0,90370,0,4150,1228630,0,0,0,0,33,2,231595,6,1.45,0,0,1.39,0.06,1.45,0,0,1.39,0.06,0,0,0,0,0,0.68,0,0,0.66,0.02,0.68,0,0,0.66,0.02,0,0,0,0,0,12.2,2,183.8235294,2293544.118,486735.2941,1806808.824,253926.4706,93808.82353,0,132897.0588,0,6102.941176,1806808.824,0,0,0,0,272632.3529,115661.7647,0,0,0,0,0,51191.17647,110625.7475,24029.56618,134655.3137,329133.3333,1317250,0,1317250,4199083.824,0,0,4199083.824,3428413.059,82811.23179,84225.17581,167036.4076,0,0,3150,0,12442.5,12442.5,0,18900157.5,18900157.5,0,229.4117647,139.7058824,0,298.5294118,0,2.205882353,669.8529412,8744.117647,0,0,0,0,8744.117647,300,154.4117647,145.5882353,0,0,0,13.23529412,0,313.2352941,0,0,0,0,0,0,0,19.11764706,2.941176471,0,252.9411765,27.94117647,0,0,0,0,0,0,0,0,10.29411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5683370.231,15471744.44,15471744.44,7627496.882,1484286.408,9111783.29,9788374.21,26.75
4,0,0,0,0,0,0,0,0,0,0,0,35,1,255069,6,0.3,0,0.1,0.2,0,0.1,0,0.1,0,0,0.2,0,0,0.2,0,0.3,0,0.1,0.2,0,0.1,0,0.1,0,0,0.2,0,0,0.2,0,23.5,2,266.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710633.3333,141700,0,0,0,0,0,84466.66667,390899.5,0,390899.5,437490,568700,1420233.333,1988933.333,5217253.333,0,0,5217253.333,3440491.833,102601.9751,74771.748,177373.7231,9240,0,0,0,0,9240,19071360,0,19071360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,183.3333333,196.6666667,0,0,0,16.66666667,0,396.6666667,0,0,0,0,0,0,0,140,0,0,170,0,0,0,0,0,0,36.66666667,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5963327.056,15630868.17,17051101.5,7237511.833,2166307.056,9403818.89,9667541.11,66.3
4,0,0,0,0,0,0,0,0,0,0,0,35,1,255069,6,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,35,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42250,432304.8333,45389.25,477694.0833,0,223900,0,223900,0,688365,0,688365,1463378.083,82351.26843,8876.97225,91228.24068,0,0,592.5,0,2340.375,2340.375,0,4435010.625,4435010.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,45,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315128.2407,2971632.542,3659997.542,1463378.083,315128.2407,1778506.324,2656504.301,66.3
4,0,0,0,0,0,0,0,0,0,0,0,37,1,252733,6,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,22,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273400,170100,0,0,0,0,0,422400,1565006.667,88916.94444,1653923.611,0,946900,0,946900,15429880,2700810,0,18130690,5473366.611,51487.78922,230808.5685,282296.3577,12600,0,0,0,0,12600,17690400,0,17690400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,240,970,210,90,120,80,0,1500,0,0,0,0,0,0,0,170,0,0,380,0,0,0,0,0,0,260,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16659076.36,12217033.39,14917843.39,20903246.61,1229196.358,22132442.97,-4442042.969,104.2428571
4,0,0,0,0,0,0,0,0,0,0,0,37,1,252733,6,0.59,0,0.59,0,0,0.59,0,0.59,0,0,0,0,0,0,0,0.43,0,0.43,0,0,0.43,0,0.43,0,0,0,0,0,0,0,14.66666667,2,244.1860465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149953.488,257046.5116,1435325.581,0,0,0,0,231837.2093,599103.6822,32089.06977,631192.7519,693986.8217,476139.5349,0,476139.5349,10687458.14,0,0,10687458.14,4652075.364,152564.4937,167203.6943,319768.188,14065.11628,0,0,0,0,14065.11628,25542251.16,0,25542251.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697.6744186,327.9069767,369.7674419,0,0,0,83.72093023,0,781.3953488,0,0,0,0,0,0,0,113.9534884,0,130.2325581,509.3023256,0,0,0,0,0,0,9.302325581,0,0,18.60465116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11483365.86,20890175.8,20890175.8,15339533.5,795907.7228,16135441.23,9406809.936,104.2428571
4,0,0,0,0,0,0,0,0,0,0,0,37,1,252733,6,0.6,0,0.6,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0.43,0,0.43,0,0,0.43,0,0.43,0,0,0,0,0,0,0,30,2,279.0697674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715651.1628,434930.2326,0,0,0,0,0,0,108892.4806,160001.1016,268893.5822,0,952279.0698,0,952279.0698,5585688.372,440820.9302,0,6026509.302,2113028.908,152293.3386,87201.65198,239494.9906,3179.069767,0,0,0,0,3179.069767,5083332.558,0,5083332.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.2093023,46.51162791,190.6976744,30.23255814,30.23255814,0,148.8372093,0,416.2790698,0,0,0,0,0,0,0,113.9534884,0,0,0,0,0,0,0,0,0,67.44186047,0,0,234.8837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6777462.432,2970303.65,3411124.581,7698717.28,1191774.06,8890491.34,-3807158.782,104.2428571
4,0,0,0,0,0,0,0,0,0,0,0,37,2,252733,5,0.46,0.13,0.33,0,0,0.46,0.13,0.33,0,0,0,0,0,0,0,0.42,0.09,0.33,0,0,0.42,0.09,0.33,0,0,0,0,0,0,0,36,2,369.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098880.952,202476.1905,4588690.476,0,0,0,0,281595.2381,669010.3175,0,669010.3175,0,853071.4286,0,853071.4286,16104402.38,12572192.86,0,28676595.24,19665579.03,38960.75748,423406.0929,462366.8503,45000,0,0,0,0,45000,66870000,0,66870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871.4285714,780.952381,90.47619048,988.0952381,392.8571429,595.2380952,164.2857143,0,2023.809524,0,0,0,0,0,0,0,154.7619048,0,380.952381,1409.52381,0,0,0,0,0,0,0,0,0,78.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17419840.66,47204420.97,59776613.83,35769981.41,1315438.279,37085419.69,29784580.31,44.52941176
4,0,0,0,0,0,0,0,0,0,0,0,38,1,238474,6,0.34,0,0.34,0,0,0.34,0,0.34,0,0,0,0,0,0,0,0.34,0,0.34,0,0,0.34,0,0.34,0,0,0,0,0,0,0,26.33333333,2,541.1764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467147.0588,145941.1765,0,1405470.588,917911.7647,0,0,0,1762739.706,56209.52012,1818949.226,0,526941.1765,0,526941.1765,15225167.65,4008644.118,0,19233811.76,9002537.932,213252.3244,269368.9306,482621.255,26682.35294,0,0,0,0,26682.35294,27376094.12,0,27376094.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979.4117647,711.7647059,267.6470588,273.5294118,232.3529412,41.17647059,79.41176471,0,1332.352941,0,0,0,0,0,0,0,67.64705882,0,311.7647059,632.3529412,0,0,0,0,0,47.05882353,47.05882353,0,0,226.4705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16234730.08,18373556.19,22382200.3,24227705.58,1009562.431,25237268.01,2138826.107,101.5714286
4,0,0,0,0,0,0,0,0,0,0,11120,37,1,252733,5,0.34,0,0.34,0,0,0.24,0,0.24,0,0,0.1,0,0.1,0,0,0.34,0,0.34,0,0,0.24,0,0.24,0,0,0.1,0,0.1,0,0,56,2,411.7647059,32705.88235,0,32705.88235,0,0,0,0,0,0,0,0,0,0,32705.88235,623676.4706,404235.2941,1420970.588,0,0,0,0,49705.88235,578571.0784,292931.9328,871503.0112,0,331147.0588,331382.3529,662529.4118,15143297.06,0,0,15143297.06,3986912.482,265427.8973,214746.2828,480174.1801,38911.76471,0,0,0,0,38911.76471,54398647.06,0,54398647.06,0,0,0,0,0,0,0,0,0,0,0,0,2529.411765,2529.411765,976.4705882,511.7647059,464.7058824,0,0,0,117.6470588,0,1094.117647,0,0,0,0,0,0,0,44.11764706,0,194.1176471,632.3529412,17.64705882,0,0,0,0,0,70.58823529,0,0,135.2941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15954618.3,50411734.58,50743116.93,18798827.19,1142703.592,19941530.78,34457116.28,104.2428571
4,0,0,0,0,0,0,0,0,0,0,13660,99,2,239968,6,0.33,0.33,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,20,1,212.1212121,41393.93939,0,41393.93939,0,0,0,0,0,0,0,0,0,0,41393.93939,0,85878.78788,0,0,0,0,0,0,127598.8636,66020.63636,193619.5,0,827181.8182,0,827181.8182,3249784.848,0,0,3249784.848,560860.2273,93221.62062,41031.24955,134252.8702,1221.212121,0,0,63.63636364,192.8181818,1414.030303,1814721.212,280164.8182,2094886.03,0,0,0,0,0,0,0,0,0,0,0,0,2978.787879,2978.787879,221.2121212,130.3030303,90.90909091,0,0,0,15.15151515,0,236.3636364,0,0,0,0,0,0,0,0,0,30.3030303,118.1818182,36.36363636,0,0,0,0,0,0,0,0,51.51515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4211219.537,1534025.803,1534025.803,3810645.076,961434.6884,4772079.764,-2677193.734,28.5
4,0,0,0,0,0,0,0,0,0,0,15190,38,1,238474,6,0.26,0.26,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,19,2,320,60760,0,60760,0,0,0,0,0,0,0,0,0,0,60760,611680,325840,1056760,0,43040,0,0,67600,2173883.467,675045.44,2848928.907,663142.4,1091880,0,1091880,20833320,0,0,20833320,5916225.307,728593.3744,279437.85,1008031.224,5444,0,1544,572,7831.96,13275.96,10338156,8936266.36,19274422.36,0,0,0,0,0,0,0,0,0,0,0,0,4420,4420,1320,992,328,0,0,0,124,0,1444,0,0,0,0,0,0,0,244,0,32,412,64,0,0,160,0,0,264,0,0,204,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,22933231.22,13358197.05,13358197.05,26749545.31,2099911.224,28849456.53,-9575034.171,101.5714286
4,0,0,0,0,0,0,0,0,0,0,17870,36,1,247791,5,0.33,0,0,0.33,0,0.33,0,0,0.33,0,0,0,0,0,0,0.13,0,0,0.13,0,0.13,0,0,0.13,0,0,0,0,0,0,24,2,384.6153846,137461.5385,0,137461.5385,0,0,0,0,0,0,0,0,0,0,137461.5385,979692.3077,632153.8462,0,0,0,0,0,584846.1538,1447629.872,42429.73626,1490059.608,292250.3205,787384.6154,0,787384.6154,6603415.385,1273153.846,347530.7692,8224100,5693582.841,275019.1317,128282.7842,403301.9159,29076.92308,0,0,0,0,29076.92308,33612923.08,0,33612923.08,0,0,0,0,0,0,0,0,0,0,0,0,9446.153846,9446.153846,169.2307692,169.2307692,0,115.3846154,0,115.3846154,207.6923077,0,492.3076923,0,0,0,0,0,0,0,38.46153846,0,0,284.6153846,30.76923077,0,0,0,0,0,84.61538462,0,0,53.84615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8085458.465,27919340.24,29248668.3,12588354.77,1190686.531,13779041.31,19833881.77,98.38888889
4,0,0,0,0,0,0,0,0,0,0,18270,38,2,238474,6,0.83,0,0,0.83,0,0.83,0,0,0.83,0,0,0,0,0,0,0.83,0,0,0.83,0,0.83,0,0,0.83,0,0,0,0,0,0,36,1,1445.783133,22012.04819,0,22012.04819,0,0,0,0,0,0,0,0,0,0,22012.04819,907771.0843,129072.2892,0,0,0,0,0,46819.27711,256704.3373,70220.36018,326924.6975,0,1233337.349,0,1233337.349,4382980.723,9110601.205,0,13493581.93,10781674.6,92017.84598,177380.968,269398.814,4250.60241,0,1204.819277,515.6626506,6321.493976,10572.09639,5266496.386,7212824.627,12479321.01,0,0,0,0,0,0,0,0,0,0,0,0,5920.481928,5920.481928,228.9156627,218.0722892,10.84337349,689.1566265,373.4939759,315.6626506,55.42168675,0,973.4939759,0,0,0,0,0,0,0,34.93975904,0,0,544.5783133,14.45783133,0,0,0,0,0,238.5542169,0,0,140.9638554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5885716.886,1697646.411,10808247.62,15164655.32,1502736.163,16667391.49,-4188070.475,46.47368421
4,0,0,0,0,0,0,0,0,0,0,3180,37,1,252733,5,0.27,0,0.27,0,0,0.27,0,0.27,0,0,0,0,0,0,0,0.27,0,0.27,0,0,0.27,0,0.27,0,0,0,0,0,0,0,30,2,359.2592593,11777.77778,0,11777.77778,0,0,0,0,0,0,0,0,0,0,11777.77778,853481.4815,776888.8889,1075111.111,0,0,0,0,0,168181.4815,204023.1306,372204.6121,0,1263777.778,0,1263777.778,24952400,0,0,24952400,3342196.871,209414.9336,336186.36,545601.2936,38533.33333,0,0,0,0,38533.33333,52901600,0,52901600,0,0,0,0,0,0,0,0,0,0,0,0,274.0740741,274.0740741,1714.814815,896.2962963,818.5185185,0,0,0,129.6296296,0,1844.444444,0,0,0,0,0,0,0,140.7407407,0,181.4814815,1037.037037,59.25925926,0,0,0,0,0,70.37037037,0,0,355.5555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26761779.07,49559403.13,49559403.13,28294596.87,1809379.071,30103975.94,22797624.06,104.2428571
4,0,0,0,0,0,0,0,0,0,0,400,35,2,255069,6,0.8,0,0.5,0.3,0,0.8,0,0.5,0.3,0,0,0,0,0,0,0.8,0,0.5,0.3,0,0.8,0,0.5,0.3,0,0,0,0,0,0,36,2,312.5,500,0,500,0,0,0,0,0,0,0,0,0,0,500,209262.5,216087.5,0,0,4037.5,0,0,63362.5,368266.75,0,368266.75,155424.1667,1834087.5,0,1834087.5,3605806.25,2769552.5,423548.75,6798907.5,4225558.415,64901.47346,88599.71363,153501.1871,9450,0,0,0,0,9450,23407650,0,23407650,0,0,0,0,0,0,0,0,0,0,0,0,31.25,31.25,225,103.75,121.25,240,101.25,138.75,37.5,0,502.5,0,0,0,0,0,0,0,36.25,0,0,391.25,1.25,0,0,0,0,22.5,25,0,0,26.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5832947.689,19182091.58,22135640.08,8070917.417,1987588.687,10058506.1,13349143.9,34.33333333
4,0,0,0,0,0,0,0,0,0,0,4770,37,1,252733,6,0.27,0,0.27,0,0,0.27,0,0.27,0,0,0,0,0,0,0,0.27,0,0.27,0,0,0.27,0,0.27,0,0,0,0,0,0,0,25,2,325.9259259,17666.66667,0,17666.66667,0,0,0,0,0,0,0,0,0,0,17666.66667,337777.7778,459740.7407,0,0,0,0,0,0,76854.25926,204023.1306,280877.3899,221047.5309,947814.8148,0,947814.8148,15282307.41,0,0,15282307.41,1569843.106,229332.4781,195584.535,424917.0131,9333.333333,0,0,0,0,9333.333333,13869333.33,0,13869333.33,0,0,0,0,0,0,0,0,0,0,0,0,274.0740741,274.0740741,1096.296296,592.5925926,503.7037037,0,0,0,37.03703704,0,1133.333333,0,0,0,0,0,0,0,44.44444444,0,144.4444444,844.4444444,44.44444444,0,0,0,0,0,0,0,0,55.55555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16655039.24,12299490.23,12299490.23,16852150.51,1372731.828,18224882.34,-4355549.008,104.2428571
4,0,0,0,0,0,0,0,0,0,0,4770,38,1,238474,5,0.17,0,0.17,0,0,0,0,0,0,0,0.17,0,0.17,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0.17,0,0.17,0,0,19,1,1000,28058.82353,0,28058.82353,0,0,0,0,0,0,0,0,0,0,28058.82353,693294.1176,91705.88235,0,0,0,0,0,94411.76471,363280.3922,779439.1641,1142719.556,0,0,6310294.118,6310294.118,34650594.12,0,0,34650594.12,8598958.262,843795.9428,432030.4862,1275826.429,17788.23529,0,0,2517.647059,7628.470588,25416.70588,23498258.82,8704084.941,32202343.76,0,0,0,0,0,0,0,0,0,0,0,0,7223.529412,7223.529412,2576.470588,1335.294118,1241.176471,0,0,0,47.05882353,0,2623.529412,0,0,0,0,0,0,0,129.4117647,0,0,1894.117647,94.11764706,0,0,70.58823529,0,0,282.3529412,0,0,152.9411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35926420.55,23603385.5,29913679.62,36939258.26,7586120.547,44525378.81,-12323035.04,101.5714286
4,0,0,0,0,0,0,0,0,0,0,680,99,2,239968,6,0.33,0.33,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,20,1,454.5454545,2060.606061,0,2060.606061,0,0,0,0,0,0,0,0,0,0,2060.606061,0,107363.6364,0,0,0,0,0,0,92721.9697,257978.7879,350700.7576,452142.7273,620424.2424,0,620424.2424,3384615.152,0,0,3384615.152,1152235.727,347120.3734,42452.57864,389572.9521,1603.030303,0,12.12121212,9.090909091,75.42424242,1678.454545,2382103.03,109591.4242,2491694.455,0,0,0,0,0,0,0,0,0,0,0,0,1487.878788,1487.878788,215.1515152,133.3333333,81.81818182,0,0,0,24.24242424,0,239.3939394,0,0,0,0,0,0,0,0,0,15.15151515,154.5454545,24.24242424,0,0,0,0,0,21.21212121,0,0,24.24242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4394612.346,1339458.727,1339458.727,4536850.879,1009997.194,5546848.073,-3055153.619,28.5
