"연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","지역별","규모별","조성비","경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액1","무기질비료_인산질_지출액1","무기질비료_가리질_지출액1","무기질비료_복합_지출액1","무기질비료_토양개량제_지출액1","무기질비료_기타_지출액1","유기질비료_퇴구비_지출액1","유기질비료_계분_지출액1","유기질비료_우분_지출액1","유기질비료_돈분_지출액1","유기질비료_기타_지출액1","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","생감 수량_ha당","반건시 수량_ha당","건시 수량_ha당","감말랭이 수량_ha당","건시 환산 소계 수량_ha당","총 생산량(생감 기준)_ha당","생감 기준평가액_ha당","건시 (생감 기준) 소계 평가액_ha당","총 생산액(생감 기준)_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","표고목 눕히기_시간_ha당","표고목 뒤집기_시간_ha당","표고목 벌채_시간_ha당","표고목 세우기_시간_ha당","표고목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","내급비","소득","부가가치","직접생산비","간접생산비","생산비 합계_ha당","순수익","가중치"
3,0,0,0,0,0,1071270,0,563620,0,0,0,38,1,238474,6,0.46,0.06,0,0,0.4,0.46,0.06,0,0,0.4,0,0,0,0,0,0.46,0.06,0,0,0.4,0.46,0.06,0,0,0.4,0,0,0,0,0,26,2,282.6086957,3554108.696,2328847.826,1225260.87,0,0,0,0,0,2328847.826,0,1225260.87,0,0,0,768608.6957,561869.5652,653152.1739,0,0,0,0,87217.3913,4740778.949,452576.2391,5193355.188,1787002.355,815956.5217,0,815956.5217,4552436.957,4915236.957,73660.86957,9541334.783,17797266.79,1314369.73,184270.4393,1498640.169,3121.73913,0,2080.434783,621.7391304,10101.58696,13223.32609,9021826.087,11525910.72,20547736.8,0,0,0,0,0,0,19369.56522,19369.56522,0,8852.173913,0,0,0,8852.173913,326.0869565,0,326.0869565,339.1304348,141.3043478,197.826087,54.34782609,8.695652174,728.2608696,0,0,0,0,0,0,0,86.95652174,0,30.43478261,276.0869565,121.7391304,0,0,82.60869565,0,0,0,0,0,93.47826087,0,0,0,0,0,36.95652174,0,0,0,0,0,0,0,0,0,0,0,0,0,6902452.745,2750470.01,7703948.739,22385122.85,2314596.691,24699719.54,-4151982.734,101.5714286
3,0,0,0,0,0,107130,0,0,0,0,10130,38,1,238474,6,0.56,0.56,0,0,0,0.56,0.56,0,0,0,0,0,0,0,0,0.43,0.43,0,0,0,0.43,0.43,0,0,0,0,0,0,0,0,17,2,348.8372093,272697.6744,249139.5349,23558.13953,0,0,0,0,0,249139.5349,0,0,0,0,23558.13953,458116.2791,267581.3953,278372.093,0,100116.2791,0,0,39302.32558,1053672.326,101334,1155006.326,240967.4419,2221930.233,0,2221930.233,8604609.302,0,0,8604609.302,3050633.814,199212.9923,121752.6635,320965.6558,11311.62791,0,0,0,0,11311.62791,15001525.58,0,15001525.58,0,0,0,0,0,0,2072.093023,2072.093023,0,0,0,0,1713.953488,1713.953488,283.7209302,218.6046512,65.11627907,0,0,0,239.5348837,0,523.255814,0,0,0,0,0,0,0,95.34883721,0,9.302325581,39.53488372,6.976744186,0,0,74.41860465,0,0,48.8372093,0,0,202.3255814,0,0,0,0,0,46.51162791,0,0,0,0,0,0,0,0,0,0,0,0,0,11147505.19,11950891.77,11950891.77,11655243.12,2542895.888,14198139,803386.5768,101.5714286
3,0,0,0,0,0,1106980,0,0,0,0,122180,38,2,238474,6,0.93,0.1,0.36,0.47,0,0.93,0.1,0.36,0.47,0,0,0,0,0,0,0.83,0.1,0.36,0.37,0,0.83,0.1,0.36,0.37,0,0,0,0,0,0,26.28571429,2,397.5903614,1480915.663,1333710.843,147204.8193,0,0,0,0,0,1333710.843,0,0,0,0,147204.8193,456024.0964,578626.506,268253.012,0,25927.71084,451132.5301,0,79397.59036,1312981.787,295303.1807,1608284.968,823935.1807,1068879.518,0,1068879.518,6083286.747,0,0,6083286.747,6010971.257,548139.2938,114496.3008,662635.5947,4250.60241,0,257.8313253,137.3493976,1434.60241,5685.204819,10528742.17,1636881.349,12165623.52,0,0,0,0,0,0,11092.77108,11092.77108,0,0,0,0,10716.86747,10716.86747,332.5301205,257.8313253,74.69879518,0,0,0,72.28915663,0,404.8192771,0,0,0,0,0,0,0,37.34939759,0,15.6626506,128.9156627,90.36144578,0,0,21.68674699,0,0,71.08433735,0,0,39.75903614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7814801.86,6154652.261,6605784.791,12094258,1731515.113,13825773.12,-1660149.599,46.47368421
3,0,0,0,0,0,142010,4781760,0,0,0,0,36,3,247791,5,3.13,0,3.05,0,0.08,3.13,0,3.05,0,0.08,0,0,0,0,0,3.13,0,3.05,0,0.08,3.13,0,3.05,0,0.08,0,0,0,0,0,24.4,2,376.3578275,1573089.457,45370.60703,1527718.85,0,0,0,0,0,45370.60703,1527718.85,0,0,0,0,838236.4217,697492.0128,25335.46326,0,0,0,0,1338412.141,1113936.02,569941.6697,1683877.689,131092.492,250738.0192,0,250738.0192,3481858.147,357730.0319,0,3839588.179,6893056.709,508855.8106,100992.6671,609848.4777,11912.77955,0,0,0,0,11912.77955,29112113.1,0,29112113.1,0,0,0,0,0,0,32.58785942,32.58785942,3392.332268,0,0,0,0,3392.332268,62.30031949,35.14376997,27.15654952,28.75399361,28.75399361,0,137.6996805,0,228.7539936,0,0,0,0,0,0,0,49.20127796,0,1.277955272,49.20127796,6.709265176,0,0,31.30990415,0,2.555910543,65.81469649,0,0,22.68370607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4342444.644,22219056.39,22576786.42,10374914.86,860586.4969,11235501.35,17876611.75,24
3,0,0,0,0,0,20760,438800,8020,0,0,0,33,2,231595,6,0.55,0,0.55,0,0,0.55,0,0.55,0,0,0,0,0,0,0,0.55,0,0.55,0,0,0.55,0,0.55,0,0,0,0,0,0,0,11.25,2,309.0909091,850145.4545,37745.45455,812400,0,0,0,0,0,37745.45455,797818.1818,14581.81818,0,0,0,108581.8182,296290.9091,0,0,0,0,0,15363.63636,788051.4848,409218.8182,1197270.303,1054999.697,2183818.182,0,2183818.182,6373405.455,0,0,6373405.455,3754246.818,493028.6108,92872.01536,585900.6262,2290.909091,0,0,0,0,2290.909091,4052618.182,0,4052618.182,0,0,0,0,0,0,1.818181818,1.818181818,1930.909091,49.09090909,0,0,0,1980,380,272.7272727,107.2727273,0,0,0,58.18181818,0,438.1818182,0,0,0,0,0,0,0,20,0,89.09090909,116.3636364,58.18181818,0,0,0,0,0,96.36363636,0,0,58.18181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9143124.263,298371.3636,298371.3636,10127652.27,2769718.808,12897371.08,-8844752.899,26.75
3,0,0,0,0,0,2080,0,0,0,0,0,35,1,255069,6,0.26,0,0.26,0,0,0.26,0,0.26,0,0,0,0,0,0,0,0.26,0,0.26,0,0,0.26,0,0.26,0,0,0,0,0,0,0,16,2,653.8461538,8000,8000,0,0,0,0,0,0,8000,0,0,0,0,0,475807.6923,21807.69231,0,0,0,0,0,0,105269.2308,0,105269.2308,1261990.385,2362346.154,0,2362346.154,2323419.231,172184.6154,0,2495603.846,2300128.615,117170.9083,36464.81365,153635.7219,0,0,550,0,2172.5,2172.5,0,4116887.5,4116887.5,0,0,0,0,0,0,2.692307692,2.692307692,0,0,0,0,0,0,153.8461538,53.84615385,100,11.53846154,11.53846154,0,23.07692308,0,188.4615385,0,0,0,0,0,0,0,61.53846154,0,7.692307692,19.23076923,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4839401.107,1816758.885,1988943.5,4623547.846,2515981.876,7139529.722,-3022642.222,66.3
3,0,0,0,0,0,2080,126580,0,0,0,0,36,1,247791,6,1.67,0,0.08,1.59,0,1.67,0,0.08,1.59,0,0,0,0,0,0,0.13,0,0.08,0.05,0,0.13,0,0.08,0.05,0,0,0,0,0,0,18.5,2,523.0769231,989692.3077,16000,973692.3077,0,0,0,0,0,16000,973692.3077,0,0,0,0,377769.2308,249692.3077,0,0,82769.23077,0,0,13000,383016.7949,208579.8462,591596.641,496825.641,859615.3846,0,859615.3846,2949723.077,706015.3846,0,3655738.462,3755151.744,337578.3501,65229.23769,402807.5878,2184.615385,0,0,0,0,2184.615385,3606800,0,3606800,0,0,0,0,0,0,11.53846154,11.53846154,6807.692308,0,0,0,0,6807.692308,138.4615385,0,138.4615385,46.15384615,46.15384615,0,76.92307692,0,261.5384615,0,0,0,0,0,0,0,53.84615385,0,7.692307692,84.61538462,30.76923077,0,0,0,0,0,61.53846154,0,0,23.07692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4212146.049,-148351.7436,557663.641,6704874.821,1262422.972,7967297.793,-4360497.793,98.38888889
3,0,0,0,0,0,22520,1833010,0,0,0,0,36,3,247791,6,3.19,0.65,0.54,2,0,3.19,0.65,0.54,2,0,0,0,0,0,0,2.15,0.65,0.18,1.32,0,2.15,0.65,0.18,1.32,0,0,0,0,0,0,14.25,2,533.0232558,863037.2093,10474.4186,852562.7907,0,0,0,0,0,10474.4186,852562.7907,0,0,0,0,423111.6279,239586.0465,0,0,0,0,0,1387786.047,449768.4845,56660.50233,506428.9868,95423.13953,39427.90698,0,39427.90698,2702734.419,125619.0698,0,2828353.488,3888783.126,121948.8327,69763.77419,191712.6069,246.0465116,0,0,0,0,246.0465116,507840,0,507840,0,0,0,0,0,0,7.069767442,7.069767442,1893.023256,0,0,0,0,1893.023256,47.44186047,31.62790698,15.81395349,9.76744186,4.186046512,5.581395349,106.5116279,0,163.7209302,0,0,0,0,0,0,0,39.53488372,0,1.860465116,17.6744186,4.651162791,0,0,18.13953488,0,0,66.97674419,0,0,14.88372093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933874.932,-3380943.126,-3255324.057,6591517.545,231140.5139,6822658.059,-6314818.059,24
3,0,0,0,0,0,3110,139230,0,0,0,0,36,1,247791,6,0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,18,2,500,1186166.667,25916.66667,1160250,0,0,0,0,0,25916.66667,1160250,0,0,0,0,400000,322416.6667,0,0,269000,0,0,12000,852386.1111,150641,1003027.111,1139776.389,831750,0,831750,8670283.333,0,0,8670283.333,4580177.833,403425.0521,131947.38,535372.4321,4408.333333,0,0,0,0,4408.333333,7278158.333,0,7278158.333,0,0,0,0,0,0,12.5,12.5,8108.333333,0,0,0,0,8108.333333,391.6666667,266.6666667,125,0,0,0,175,0,566.6666667,0,0,0,0,0,0,0,58.33333333,0,16.66666667,125,41.66666667,0,0,16.66666667,0,8.333333333,183.3333333,0,0,116.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10037405.77,2697980.5,2697980.5,13250461.17,1367122.432,14617583.6,-7339425.265,98.38888889
3,0,0,0,0,0,31140,0,0,555480,0,0,36,3,247791,6,1.64,0.57,0.74,0,0.33,1.31,0.24,0.74,0,0.33,0.33,0.33,0,0,0,1.64,0.57,0.74,0,0.33,1.31,0.24,0.74,0,0.33,0.33,0.33,0,0,0,28,2,567.0731707,357695.122,18987.80488,338707.3171,0,0,0,0,0,18987.80488,0,0,338707.3171,0,0,366000,113621.9512,0,0,0,5829432.927,0,2173750,1907746.25,68151.76573,1975898.016,166796.5447,1633304.878,461865.8537,2095170.732,4693235.976,1309493.293,0,6002729.268,13002344.71,313886.2568,180345.2356,494231.4925,18101.82927,0,0,0,0,18101.82927,32981532.93,0,32981532.93,0,0,0,0,0,0,12.19512195,12.19512195,0,0,137706.7073,0,0,137706.7073,177.4390244,126.2195122,51.2195122,49.3902439,49.3902439,0,120.1219512,23.17073171,370.1219512,0,0,0,0,0,0,0,25,0,0,0,23.17073171,0,0,34.75609756,0,51.2195122,220.1219512,0,0,15.85365854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6820772.346,19979188.22,27579980.29,17233714.83,2589402.224,19823117.05,13158415.87,24
3,0,0,0,0,0,321380,70320,0,0,0,0,38,1,238474,6,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0.32,0,0.32,0,0,0.32,0,0.32,0,0,0,0,0,0,0,12.25,2,406.25,1224062.5,1004312.5,219750,0,0,0,0,0,1004312.5,219750,0,0,0,0,540656.25,98750,37781.25,0,67250,0,0,79187.5,385987.2917,251981.6667,637968.9583,453320,1066312.5,0,1066312.5,3995296.875,651337.5,0,4646634.375,4028787.958,365828.1555,81336.01078,447164.1663,590.625,0,0,893.75,2708.0625,3298.6875,1609453.125,3089899.313,4699352.438,0,0,0,0,0,0,8353.125,8353.125,1381.25,0,0,0,0,1381.25,159.375,153.125,6.25,62.5,62.5,0,84.375,0,306.25,0,0,0,0,0,0,0,37.5,0,12.5,56.25,59.375,0,0,0,0,0,93.75,0,0,46.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5508773.541,670564.4792,1321901.979,8024084.833,1513476.666,9537561.5,-4838209.062,101.5714286
3,0,0,0,0,0,36950,0,0,0,0,0,36,3,247791,6,0.88,0,0.88,0,0,0.79,0,0.79,0,0,0.09,0,0.09,0,0,0.88,0,0.88,0,0,0.79,0,0.79,0,0,0.09,0,0.09,0,0,26.33333333,2,510.2272727,41988.63636,41988.63636,0,0,0,0,0,0,41988.63636,0,0,0,0,0,1173238.636,135590.9091,0,0,0,543193.1818,0,48000,1332731.444,47260.49701,1379991.941,220184.0909,1876738.636,236704.5455,2113443.182,6311436.364,0,0,6311436.364,4026682.941,208050.6315,100279.3899,308330.0214,3568.181818,0,0,0,0,3568.181818,6501227.273,0,6501227.273,0,0,0,0,0,0,114.7727273,114.7727273,0,0,0,0,0,0,290.9090909,135.2272727,155.6818182,0,0,0,140.9090909,0,431.8181818,0,0,0,0,0,0,0,29.54545455,0,0,0,6.818181818,0,0,22.72727273,0,10.22727273,335.2272727,0,0,27.27272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8496505.021,2474544.332,3254442.059,10101414.76,2421773.203,12523187.96,-6021960.69,24
3,0,0,0,0,0,4670,14060,0,0,0,12150,38,3,238474,6,2.46,0.31,0.05,2.1,0,2.46,0.31,0.05,2.1,0,0,0,0,0,0,2.39,0.31,0.05,2.03,0,2.39,0.31,0.05,2.03,0,0,0,0,0,0,33.81818182,2,272.3849372,12920.50209,1953.974895,10966.5272,0,0,0,0,0,1953.974895,5882.845188,0,0,0,5083.682008,191602.5105,96041.841,236405.8577,0,11255.23013,0,0,27393.30544,245129.1702,150597.5985,395726.7687,196538.2148,123071.1297,0,123071.1297,3778819.247,1296164.854,0,5074984.1,2702523.084,183323.0396,68654.83067,251977.8703,5424.686192,0,358.5774059,418.4100418,2684.16318,8108.849372,9985210.042,3062630.188,13047840.23,0,0,0,0,0,0,1.548117155,1.548117155,36.82008368,0,0,0,369.874477,406.6945607,218.8284519,106.2761506,112.5523013,97.90794979,52.30125523,45.60669456,48.11715481,0,364.8535565,0,0,0,0,0,0,0,37.23849372,0,22.59414226,195.3974895,6.694560669,0,0,2.510460251,0,0,58.9958159,0,0,41.42259414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4153868.247,10345317.15,11641482,6481342.331,375049,6856391.331,6191448.899,44.66666667
3,0,0,0,0,0,499930,450050,0,231450,0,33750,38,1,238474,6,0.9,0,0.9,0,0,0.57,0,0.57,0,0,0.33,0,0.33,0,0,0.7,0,0.7,0,0,0.37,0,0.37,0,0,0.33,0,0.33,0,0,18.75,2,178.5714286,1735971.429,714185.7143,1021785.714,0,0,0,0,0,714185.7143,642928.5714,0,330642.8571,0,48214.28571,701628.5714,449385.7143,473685.7143,136528.5714,84542.85714,0,0,82071.42857,262271.7143,85741.07143,348012.7857,2240080.833,706814.2857,1609600,2316414.286,12836574.29,1399081.429,87130,14322785.71,9507626.477,382078.4046,218537.19,600615.5946,10800,0,0,0,0,10800,13381200,0,13381200,0,0,0,0,0,0,5940,5940,4045.714286,0,8065.714286,0,3510,15621.42857,550,437.1428571,112.8571429,112.8571429,77.14285714,35.71428571,264.2857143,0,927.1428571,0,0,0,0,0,0,0,102.8571429,0,4.285714286,238.5714286,120,0,0,0,0,0,185.7142857,0,0,207.1428571,0,0,0,0,0,68.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,14222571.02,3873573.523,6890818.095,20813167.62,2917029.88,23730197.5,-10348997.5,101.5714286
3,0,0,0,0,0,5820,0,0,0,0,0,36,1,247791,5,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,30,2,833.3333333,48500,48500,0,0,0,0,0,0,48500,0,0,0,0,0,918666.6667,527333.3333,648416.6667,0,0,0,0,28166.66667,940403.4722,658100.4386,1598503.911,0,1990500,0,1990500,23356991.67,0,0,23356991.67,4017378.244,659294.3382,310166.1113,969460.4495,12391.66667,0,241.6666667,0,954.5833333,13346.25,23866350,1495832.083,25362182.08,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,1583.333333,775,808.3333333,0,0,0,175,0,1758.333333,0,0,0,0,0,0,0,191.6666667,0,83.33333333,283.3333333,0,0,0,133.3333333,0,100,883.3333333,0,0,83.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26316952.12,21344803.84,21344803.84,27374369.91,2959960.449,30334330.36,-4972148.277,98.38888889
3,0,0,0,0,0,67990,3984800,0,0,0,0,36,3,247791,6,1.52,0,1.52,0,0,1.52,0,1.52,0,0,0,0,0,0,0,1.52,0,1.52,0,0,1.52,0,1.52,0,0,0,0,0,0,0,23.14285714,2,500.6578947,2666309.211,44730.26316,2621578.947,0,0,0,0,0,44730.26316,2621578.947,0,0,0,0,705151.3158,443875,0,0,0,0,0,2124440.789,1557153.092,376551.8947,1933704.987,0,204644.7368,0,204644.7368,2606538.816,0,0,2606538.816,8121272.303,293573.5687,103837.7288,397411.2975,4131.578947,0,0,0,0,4131.578947,7527736.842,0,7527736.842,0,0,0,0,0,0,30.06578947,30.06578947,58213.81579,0,0,0,0,58213.81579,46.71052632,23.68421053,23.02631579,0,0,0,103.9473684,0,150.6578947,0,0,0,0,0,0,0,30.92105263,0,0,0,7.894736842,0,0,38.81578947,0,0,59.21052632,0,0,13.81578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3208594.85,-593535.4605,-593535.4605,10727811.12,602056.0343,11329867.15,-3802130.311,24
3,0,0,0,0,0,71420,0,0,0,0,8440,38,1,238474,6,0.17,0,0.17,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0.17,0,0.17,0,0,0.17,0,0.17,0,0,0,0,0,0,0,22,2,335.2941176,469764.7059,420117.6471,49647.05882,0,0,0,0,0,420117.6471,0,0,0,0,49647.05882,369294.1176,10000,142235.2941,0,31647.05882,0,0,0,0,170876.9412,170876.9412,585125.2941,2166764.706,0,2166764.706,2684341.176,6267423.529,0,8951764.706,8284840.941,266855.2322,121192.6765,388047.9087,2782.352941,0,0,1005.882353,3047.823529,5830.176471,7581911.765,3477566.647,11059478.41,0,0,0,0,0,0,3494.117647,3494.117647,0,0,0,0,3611.764706,3611.764706,205.8823529,58.82352941,147.0588235,452.9411765,164.7058824,288.2352941,11.76470588,17.64705882,688.2352941,0,0,0,0,0,0,0,35.29411765,0,0,494.1176471,23.52941176,0,0,0,0,0,105.8823529,0,0,29.41176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5239153.791,2774637.471,9042061,10969182.12,2554812.615,13523994.73,-2464516.32,101.5714286
3,0,0,0,0,0,7470,391920,0,0,0,0,35,2,255069,6,0.67,0,0.67,0,0,0.67,0,0.67,0,0,0,0,0,0,0,0.67,0,0.67,0,0,0.67,0,0.67,0,0,0,0,0,0,0,53.25,2,211.9402985,596104.4776,11149.25373,584955.2239,0,0,0,0,0,11149.25373,584955.2239,0,0,0,0,190761.194,114223.8806,17865.67164,0,0,0,0,100865.6716,240391.0448,144522.7463,384913.791,502615.0498,2419134.328,0,2419134.328,1703595.522,153000,0,1856595.522,2315418.736,245440.1837,34948.45948,280388.6432,1552.238806,0,0,0,0,1552.238806,4631880.597,0,4631880.597,0,0,0,0,0,0,6.71641791,6.71641791,2905.970149,0,0,0,0,2905.970149,59.70149254,40.29850746,19.40298507,10.44776119,10.44776119,0,46.26865672,0,116.4179104,0,0,0,0,0,0,0,22.3880597,0,0,25.37313433,13.43283582,0,0,0,0,0,20.89552239,0,0,34.32835821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4403118.494,2316461.861,2469461.861,4019014.259,2699522.972,6718537.23,-2086656.633,34.33333333
3,0,0,0,0,0,8300,0,0,0,0,0,36,1,247791,5,0.22,0,0.22,0,0,0.22,0,0.22,0,0,0,0,0,0,0,0.22,0,0.22,0,0,0.22,0,0.22,0,0,0,0,0,0,0,23,2,909.0909091,37727.27273,37727.27273,0,0,0,0,0,0,37727.27273,0,0,0,0,0,1392818.182,439000,353681.8182,0,0,0,0,11500,924614.3939,31613.13397,956227.5279,621696.2121,1938772.727,0,1938772.727,10640127.27,0,0,10640127.27,4060442.013,216856.6621,156429.4827,373286.1448,10081.81818,0,1559.090909,0,6158.409091,16240.22727,19417581.82,9650227.045,29067808.86,0,0,0,0,0,0,13.63636364,13.63636364,0,0,0,0,0,0,650,331.8181818,318.1818182,0,0,0,118.1818182,0,768.1818182,0,0,0,0,0,0,0,145.4545455,0,72.72727273,204.5454545,0,0,0,45.45454545,0,36.36363636,222.7272727,0,0,31.81818182,0,0,0,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12952186.14,25007366.85,25007366.85,14700569.29,2312058.872,17012628.16,12055180.71,98.38888889
3,0,0,0,0,0,8320,0,0,0,0,6750,36,1,247791,6,0.27,0.23,0.04,0,0,0.27,0.23,0.04,0,0,0,0,0,0,0,0.27,0.23,0.04,0,0,0.27,0.23,0.04,0,0,0,0,0,0,0,24.5,2,266.6666667,55814.81481,30814.81481,25000,0,0,0,0,0,30814.81481,0,0,0,0,25000,543629.6296,426481.4815,0,0,0,0,0,1170185.185,3734063.704,638774.3626,4372838.066,253283.642,295555.5556,0,295555.5556,4887433.333,0,0,4887433.333,7070023.819,718642.4827,86065.065,804707.5477,211.1111111,0,0,0,0,211.1111111,384644.4444,0,384644.4444,0,0,0,0,0,0,22.22222222,22.22222222,0,0,0,0,911.1111111,911.1111111,92.59259259,92.59259259,0,0,0,0,181.4814815,0,274.0740741,0,0,0,0,0,0,0,29.62962963,0,0,7.407407407,18.51851852,0,0,59.25925926,0,7.407407407,129.6296296,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5987696.437,-6685379.375,-6685379.375,11957457.15,1100263.103,13057720.26,-12673075.81,98.38888889
3,0,0,0,1088090,0,0,0,0,0,0,0,37,3,252733,6,1.68,0.03,1.58,0.07,0,0.43,0.03,0.33,0.07,0,1.25,0,1.25,0,0,1.27,0.02,1.18,0.07,0,0.36,0.02,0.27,0.07,0,0.91,0,0.91,0,0,36.625,2,248.0314961,856763.7795,856763.7795,0,0,0,0,856763.7795,0,0,0,0,0,0,0,494165.3543,253291.3386,1149188.976,0,0,0,0,111086.6142,345084.6457,12008.46457,357093.1102,293714.895,193448.8189,492055.1181,685503.937,6182984.252,0,0,6182984.252,4260092.186,75269.38163,109926.8858,185196.2675,11528.34646,0,0,0,0,11528.34646,17792551.97,0,17792551.97,0,0,0,0,4469.291339,0,0,4469.291339,0,0,0,0,0,0,372.4409449,148.0314961,224.4094488,0,0,0,77.95275591,0,450.3937008,0,0,0,0,0,0,0,148.8188976,0,54.33070866,201.5748031,29.13385827,0,0,0,0,0,0,0,0,16.53543307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6561629.338,13532459.78,14024514.9,9951021.32,870700.2045,10821721.52,6970830.444,35.73333333
