"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","생감 수량_ha당","반건시 수량_ha당","건시 수량_ha당","감말랭이 수량_ha당","건시 환산 소계 수량_ha당","총 생산량(생감 기준)_ha당","생감 기준평가액_ha당","건시 (생감 기준) 소계 평가액_ha당","총 생산액(생감 기준)_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","골목 눕히기_시간_ha당","골목 뒤집기_시간_ha당","골목 벌채_시간_ha당","골목 세우기_시간_ha당","골목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","내급비","소득","부가가치","직접생산비","간접생산비","생산비 합계_ha당","순수익","가중치"
3,0,0,0,0,0,0,313600,0,0,0,0,35,1,268798,5,0.18,0.03,0.15,0,0,0.18,0.03,0.15,0,0,0,0,0,0,0,0.18,0.03,0.15,0,0,0.18,0.03,0.15,0,0,0,0,0,0,0,14.6,2,405.555555555555,1742222.22222222,0,1742222.22222222,0,0,0,0,0,0,1742222.22222222,0,0,0,0,1086111.11111111,597222.222222222,1041666.66666667,487222.222222222,0,2361111.11111111,0,0,908666.666666667,276666.666666667,1185333.33333333,2282407.40740741,3250000,0,3250000,14876427.7777778,6480055.55555556,150000,21506483.3333333,17577663.3532164,655602.512592593,357393.282222222,1012995.79481481,28244.4444444444,0,0,0,0,28244.4444444444,43280333.3333333,0,43280333.3333333,0,0,0,0,0,0,0,0,18888.8888888889,0,0,0,0,18888.8888888889,716.666666666667,100,616.666666666667,288.888888888889,227.777777777778,61.1111111111111,222.222222222222,44.4444444444444,1272.22222222222,0,0,0,27.7777777777778,0,0,0,238.888888888889,0,144.444444444444,527.777777777778,0,0,0,0,0,0,66.6666666666667,0,205.555555555556,0,0,0,11.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,19243910.0712281,25702669.9801169,34589350.1481481,32558577.6296296,4262995.79481481,36821573.4244444,6458759.90888889,73.6666666666667
3,0,0,0,0,0,0,316100,0,0,0,496000,38,2,251309,6,0.66,0.18,0.48,0,0,0.66,0.18,0.48,0,0,0,0,0,0,0,0.66,0.18,0.48,0,0,0.66,0.18,0.48,0,0,0,0,0,0,0,16,2,515.151515151515,1230454.54545455,0,1230454.54545455,0,0,0,0,0,0,478939.393939394,0,0,0,751515.151515151,781060.606060606,86212.1212121212,3146363.63636364,0,0,0,0,95454.5454545455,313141.414141414,0,313141.414141414,0,409090.909090909,0,409090.909090909,8978093.93939394,8234318.18181818,113636.363636364,17326048.4848485,14192677.028141,-16772.2525252525,281053.364848485,264281.112323232,2778.78787878788,4196.9696969697,0,0,12716.8181818182,15495.6060606061,2778787.87878788,33063727.2727273,35842515.1515151,0,0,0,0,0,0,0,0,3863.63636363636,0,0,0,1745.45454545455,5609.09090909091,560.606060606061,53.030303030303,507.575757575758,593.939393939394,298.484848484848,295.454545454545,54.5454545454545,10.6060606060606,1219.69696969697,0,0,0,0,0,0,0,56.0606060606061,0,81.8181818181818,783.333333333333,43.9393939393939,0,0,0,0,48.4848484848485,53.030303030303,0,151.515151515152,0,0,0,0,0,1.51515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,9710739.34680847,21649838.1233741,29938519.2828283,23230044.3535354,673372.021414141,23903416.3749495,11939098.7765657,42.0476190476191
3,0,0,0,0,0,0,316500,0,0,0,0,36,1,261128,5,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,20.5,2,360,1582500,0,1582500,0,0,0,0,0,0,1582500,0,0,0,0,933000,914000,500500,0,0,0,0,781000,1169470.83333333,220945,1390415.83333333,1129166.66666667,900000,0,900000,23011545,3119450,0,26130995,10611160.5,486972.293666667,382440.738,869413.031666667,16135,0,0,4090,12392.7,28527.7,42112350,37425954,79538304,0,0,0,0,0,0,0,0,725,0,0,0,0,725,970,460,510,175,40,135,355,25,1525,0,0,0,35,0,0,0,295,0,475,495,40,0,0,0,0,0,55,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24780958.0316667,68927143.5,72046593.5,33622705.5,1769413.03166667,35392118.5316667,44146185.4683333,90.8205128205128
3,0,0,0,0,0,0,343000,0,0,0,263500,38,1,251309,6,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,25,2,3846.15384615385,4665384.61538462,0,4665384.61538462,0,0,0,0,0,0,2638461.53846154,0,0,0,2026923.07692308,1609230.76923077,1129230.76923077,0,0,57692.3076923077,0,0,242307.692307692,765897.435897436,826639.67611336,1592537.1120108,3791666.66666667,4153846.15384615,0,4153846.15384615,26111346.1538462,2484615.38461538,184615.384615385,28780576.9230769,15840014.9816306,1375192.53117409,452406.846153846,1827599.37732794,29392.3076923077,0,0,0,0,29392.3076923077,35858615.3846154,0,35858615.3846154,0,0,0,0,0,0,0,0,26153.8461538462,0,0,0,5538.46153846154,31692.3076923077,946.153846153846,776.923076923077,169.230769230769,246.153846153846,0,246.153846153846,500,0,1692.30769230769,0,0,0,76.9230769230769,0,0,0,130.769230769231,0,107.692307692308,246.153846153846,200,0,0,184.615384615385,0,0,384.615384615385,0,361.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32261366.4051441,20018600.4029848,22519256.4520918,42119935.8556005,5981445.53117409,48101381.3867746,-12242766.0021592,114.677419354839
3,0,0,0,0,0,0,39700,0,0,0,0,36,1,261128,6,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,13.5,2,400,397000,0,397000,0,0,0,0,0,0,397000,0,0,0,0,991000,447000,0,0,85000,0,0,0,1556333.33333333,305352.631578947,1861685.96491228,739166.666666667,1620000,0,1620000,5959460,984900,0,6944360,5766880.63157895,492587.807157895,109918.064,602505.871157895,7640,0,1100,110,4678.3,12318.3,9091600,9609666,18701266,0,0,0,0,0,0,0,0,5100,0,0,0,0,5100,260,0,260,70,0,70,110,0,440,0,30,0,0,0,0,0,80,0,10,200,30,0,0,0,0,0,0,0,30,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8181965.8711579,12934385.3684211,13919285.3684211,11726340.6315789,2222505.87115789,13948846.5027368,4752419.49726316,90.8205128205128
3,0,0,0,0,0,0,558600,0,0,0,0,35,3,268798,6,2.97,0,0.17,2.8,0,0.97,0,0.17,0.8,0,2,0,0,2,0,2.97,0,0.17,2.8,0,0.97,0,0.17,0.8,0,2,0,0,2,0,53.5,2,255.892255892256,188080.808080808,0,188080.808080808,0,0,0,0,0,0,188080.808080808,0,0,0,0,75757.5757575758,155622.895622896,0,0,5892.25589225589,0,0,0,892750.841750842,125198.653198653,1017949.49494949,193658.810325477,140606.060606061,416161.616161616,556767.676767677,3415129.29292929,2494276.09427609,0,5909405.38720539,4816197.55106622,88566.0508641975,78551.0106397306,167117.061503928,16163.6363636364,0,0,0,0,16163.6363636364,20204545.4545455,0,20204545.4545455,0,0,0,0,0,0,0,0,1717.17171717172,0,0,0,0,1717.17171717172,123.232323232323,77.1043771043771,46.1279461279461,161.279461279461,103.030303030303,58.2491582491582,65.993265993266,0,350.50505050505,0,0,0,0,0,0,0,7.07070707070707,0,0,272.727272727273,9.09090909090909,0,0,0,0,0,20.5387205387205,0,41.0774410774411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3722852.41503928,15388347.9034792,18298785.6139169,7815165.22783389,723884.738271605,8539049.9661055,11665495.48844,34.3333333333333
3,0,0,0,0,0,0,66200,0,0,0,0,36,1,261128,6,0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,20,2,500,551666.666666667,0,551666.666666667,0,0,0,0,0,0,551666.666666667,0,0,0,0,304166.666666667,206666.666666667,303333.333333333,0,112500,400000,0,0,1081861.11111111,278850.877192982,1360711.98830409,1231944.44444444,877500,0,877500,7529583.33333333,0,0,7529583.33333333,4732117.76608187,556718.886023392,116658.166666667,673377.052690059,13916.6666666667,0,0,0,0,13916.6666666667,14890833.3333333,0,14890833.3333333,0,0,0,0,0,0,0,0,7083.33333333333,0,0,0,0,7083.33333333333,216.666666666667,116.666666666667,100,0,0,0,191.666666666667,0,408.333333333333,0,0,0,0,0,0,0,41.6666666666667,0,8.33333333333333,150,50,0,0,0,0,0,58.3333333333333,0,91.6666666666667,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9080460.38602339,10158715.5672515,10558715.5672515,12261701.0994152,1550877.05269006,13812578.1521053,1078255.18122807,90.8205128205128
3,0,0,0,0,0,0,85800,0,0,0,291400,38,1,251309,5,0.26,0.26,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,0.26,0.26,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,28,1,1653.84615384615,1450769.23076923,0,1450769.23076923,0,0,0,0,0,0,330000,0,0,0,1120769.23076923,896923.076923077,230769.230769231,0,0,76923.0769230769,0,0,72692.3076923077,316025.641025641,957692.307692308,1273717.94871795,0,2305384.61538462,0,2305384.61538462,14353730.7692308,0,0,14353730.7692308,4253103.87179487,1124926.41025641,211814.415384615,1336740.82564103,23115.3846153846,0,0,0,0,23115.3846153846,28200769.2307692,0,28200769.2307692,0,0,0,0,0,0,0,0,3269.23076923077,0,0,0,2769.23076923077,6038.46153846154,623.076923076923,469.230769230769,153.846153846154,0,0,0,196.153846153846,0,819.230769230769,0,0,0,0,0,0,0,96.1538461538461,0,76.9230769230769,103.846153846154,53.8461538461538,0,0,107.692307692308,0,0,223.076923076923,0,157.692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17995856.2102564,23947665.3589744,23947665.3589744,18606834.6410256,3642125.44102564,22248960.0820513,5951809.14871795,114.677419354839
3,0,0,0,0,0,0,88200,0,0,0,0,35,1,268798,6,0.23,0,0,0.23,0,0.23,0,0,0.23,0,0,0,0,0,0,0.23,0,0,0.23,0,0.23,0,0,0.23,0,0,0,0,0,0,10.6666666666667,2,478.260869565217,383478.260869565,0,383478.260869565,0,0,0,0,0,0,383478.260869565,0,0,0,0,130434.782608696,34782.6086956522,0,0,0,0,0,0,191652.173913043,28869.5652173913,220521.739130435,0,3913043.47826087,0,3913043.47826087,6433300,530052.173913043,0,6963352.17391304,1568067.56521739,55833.6417391304,93149.3930434783,148983.034782609,15952.1739130435,0,0,0,0,15952.1739130435,19940217.3913043,0,19940217.3913043,0,0,0,0,0,0,0,0,369.565217391304,0,0,0,0,369.565217391304,495.652173913043,0,495.652173913043,30.4347826086957,30.4347826086957,0,0,0,526.086956521739,0,0,0,0,0,0,0,30.4347826086957,0,0,147.826086956522,86.9565217391304,0,52.1739130434783,0,0,0,208.695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10495326.5130435,18372149.826087,18902202,8001367.56521739,4062026.51304348,12063394.0782609,7876823.31304348,73.6666666666667
3,0,0,0,0,0,0,92600,0,0,0,0,36,1,261128,5,1.67,0,0.08,1.59,0,1.67,0,0.08,1.59,0,0,0,0,0,0,0.13,0,0.08,0.05,0,0.13,0,0.08,0.05,0,0,0,0,0,0,20.5,2,523.076923076923,712307.692307692,0,712307.692307692,0,0,0,0,0,0,712307.692307692,0,0,0,0,253076.923076923,219230.769230769,0,0,100000,0,0,0,479615.384615385,285291.497975709,764906.882591093,537179.487179487,906923.076923077,0,906923.076923077,6372384.61538462,0,0,6372384.61538462,2847829.75438596,434743.924696356,94946.8,529690.724696356,0,0,3976.92307692308,0,15708.8461538462,15708.8461538462,0,38800850,38800850,0,0,0,0,0,0,0,0,9153.84615384615,0,0,0,0,9153.84615384615,261.538461538462,69.2307692307692,192.307692307692,0,0,0,115.384615384615,0,376.923076923077,0,0,0,0,0,0,0,30.7692307692308,0,7.69230769230769,215.384615384615,30.7692307692308,0,0,0,0,0,0,0,84.6153846153846,0,0,0,0,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7808998.41700405,35953020.245614,35953020.245614,9220214.36977058,1436613.80161943,10656828.17139,28144021.82861,90.8205128205128
3,0,0,0,0,0,0,98000,0,0,0,0,37,3,266599,6,1.25,0,1.25,0,0,1.25,0,1.25,0,0,0,0,0,0,0,1.25,0,1.25,0,0,1.25,0,1.25,0,0,0,0,0,0,0,38,2,176,78400,0,78400,0,0,0,0,0,0,78400,0,0,0,0,591120,290000,342160,0,0,0,0,12640,201345.733333333,266099.84,467445.573333333,56800,907200,0,907200,7588258.4,0,0,7588258.4,2105164.57333333,347180.829963733,110391.97216,457572.802123733,14751.2,0,0,0,0,14751.2,17848952,0,17848952,0,0,0,0,0,0,0,0,5440,0,0,0,0,5440,302.4,148,154.4,0,0,0,131.2,0,433.6,0,0,0,0,0,0,0,69.6,0,48,184,20.8,0,0,0,0,0,18.4,0,92.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8953031.20212373,15743787.4266667,15743787.4266667,9693422.97333333,1364772.80212373,11058195.7754571,6790756.22454293,44.6666666666667
3,0,0,0,0,0,0,980000,0,0,0,1240000,37,3,266599,6,1.06,0.83,0.23,0,0,1.06,0.83,0.23,0,0,0,0,0,0,0,1.06,0.83,0.23,0,0,1.06,0.83,0.23,0,0,0,0,0,0,0,23.4,2,237.735849056604,2094339.62264151,0,2094339.62264151,0,0,0,0,0,0,924528.301886792,0,0,0,1169811.32075472,944905.660377358,348018.867924528,0,0,0,0,0,39811.320754717,1635004.32389937,136020.43694141,1771024.76084078,53616.3522012579,1630188.67924528,0,1630188.67924528,5589150,0,0,5589150,5518315.58474015,327675.731470043,111801.195849057,439476.9273191,13264.1509433962,0,0,0,0,13264.1509433962,16049622.6415094,0,16049622.6415094,0,0,0,0,0,0,0,0,641.509433962264,0,0,0,3396.22641509434,4037.7358490566,262.264150943396,125.471698113208,136.792452830189,0,0,0,71.6981132075472,0,333.962264150943,0,0,0,0,0,0,0,37.7358490566038,0,0,120.754716981132,33.9622641509434,0,0,0,0,0,72.6415094339623,0,68.8679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7658815.60656438,10531307.0567693,10531307.0567693,11107465.5847402,2069665.60656438,13177131.1913045,2872491.4502049,44.6666666666667
3,0,0,0,0,0,120800,0,0,1386000,0,0,36,2,261128,6,0.55,0.22,0,0.33,0,0,0,0,0,0,0.55,0.22,0,0.33,0,0.55,0.22,0,0.33,0,0,0,0,0,0,0.55,0.22,0,0.33,0,28.3333333333333,2,332.727272727273,2739636.36363636,219636.363636364,2520000,0,0,0,0,0,219636.363636364,0,0,2520000,0,0,630727.272727273,225818.181818182,2382545.45454545,0,0,587272.727272727,0,1719818.18181818,405296.96969697,169971.291866029,575268.261562998,671969.696969697,0,3090000,3090000,6938965.45454545,1400527.27272727,0,8339492.72727273,14284711.4130781,265722.875023923,206153.855272727,471876.730296651,7365.45454545455,0,3927.27272727273,2181.81818181818,22123.6363636364,29489.0909090909,5764618.18181818,28606254.5454545,34370872.7272727,0,0,0,0,0,0,3181.81818181818,3181.81818181818,0,0,4545.45454545455,0,0,4545.45454545455,207.272727272727,160,47.2727272727273,83.6363636363636,56.3636363636364,27.2727272727273,163.636363636364,0,454.545454545455,0,0,0,0,0,0,0,36.3636363636364,0,21.8181818181818,185.454545454545,16.3636363636364,0,0,0,0,38.1818181818182,110.909090909091,0,18.1818181818182,0,0,0,27.2727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7410842.18484211,20086161.3141946,25163961.3141946,18133676.8676236,3561876.73029665,21695553.5979202,12675319.1293525,55.2666666666667
3,0,0,0,0,0,199500,0,0,0,0,26700,37,1,266599,5,0.32,0,0.32,0,0,0.06,0,0.06,0,0,0.26,0,0.26,0,0,0.32,0,0.32,0,0,0.06,0,0.06,0,0,0.26,0,0.26,0,0,39,2,312.5,706875,623437.5,83437.5,0,0,0,0,0,623437.5,0,0,0,0,83437.5,475937.5,58437.5,0,0,0,0,0,98437.5,843114.583333333,263986.111111111,1107100.69444444,0,542812.5,2510625,3053437.5,2953734.375,2136400,0,5090134.375,7360412.19444444,239471.925833333,79729.79125,319201.717083333,0,0,0,5093.75,15434.0625,15434.0625,0,65131743.75,65131743.75,0,0,0,0,0,0,10993.75,10993.75,0,0,0,0,225,225,100,6.25,93.75,118.75,118.75,0,71.875,0,290.625,0,0,0,0,0,0,0,65.625,0,0,162.5,21.875,0,0,0,0,0,0,0,40.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3815748.59208333,57771331.5555556,62418356.5555556,7803521.56944444,3372639.21708333,11176160.7865278,53955582.9634722,93.5512820512821
3,0,0,0,0,0,22100,0,0,0,0,0,38,2,251309,6,0.63,0,0.63,0,0,0.16,0,0.16,0,0,0.47,0,0.47,0,0,0.63,0,0.63,0,0,0.16,0,0.16,0,0,0.47,0,0.47,0,0,20,2,317.460317460317,35079.3650793651,35079.3650793651,0,0,0,0,0,0,35079.3650793651,0,0,0,0,0,192222.222222222,168095.238095238,0,0,31746.0317460317,0,0,473492.063492063,1021904.76190476,578711.779448622,1600616.54135338,684523.809523809,428571.428571429,1716666.66666667,2145238.0952381,9087455.55555556,9203355.55555556,222222.222222222,18513033.3333333,14468921.6620739,693156.940918964,240729.486349206,933886.42726817,12774.6031746032,0,0,0,0,12774.6031746032,16594539.6825397,0,16594539.6825397,0,0,0,0,0,0,55.5555555555556,55.5555555555556,0,0,0,0,0,0,307.936507936508,150.793650793651,157.142857142857,522.222222222222,253.968253968254,268.253968253968,195.238095238095,47.6190476190476,1073.01587301587,0,0,0,0,0,0,0,53.968253968254,0,55.5555555555556,793.650793650794,3.17460317460317,0,0,12.6984126984127,0,0,0,0,138.095238095238,0,0,0,15.8730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10560320.4652778,2125618.02046574,13157455.4110276,21950117.6048454,3079124.52250627,25029242.1273517,-8434702.44481203,42.0476190476191
3,0,0,0,0,0,34700,0,0,462000,0,379500,38,1,251309,5,0.32,0,0.32,0,0,0.32,0,0.32,0,0,0,0,0,0,0,0.32,0,0.32,0,0,0.32,0,0.32,0,0,0,0,0,0,0,24,2,312.5,2738125,108437.5,2629687.5,0,0,0,0,0,108437.5,0,0,1443750,0,1185937.5,686250,345312.5,1171875,0,46875,0,0,525625,385156.25,53496.09375,438652.34375,539062.5,450000,0,450000,7917206.25,8742312.5,0,16659518.75,15485398.84375,171150.592317708,274952.4075,446102.999817708,18909.375,0,0,0,0,18909.375,40466062.5,0,40466062.5,0,0,0,0,0,0,56.25,56.25,0,0,781.25,0,3240.625,4021.875,150,150,0,543.75,275,268.75,246.875,0,940.625,0,0,0,0,0,0,0,75,0,46.875,584.375,43.75,0,0,0,0,0,0,0,171.875,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,8813309.24981771,24980663.65625,33722976.15625,23402605.09375,896102.999817708,24298708.0935677,16167354.4064323,114.677419354839
3,0,0,0,0,0,661500,0,0,0,0,5425000,36,3,261128,6,3.13,0,3.05,0,0.08,3.13,0,3.05,0,0.08,0,0,0,0,0,3.13,0,3.05,0,0.08,3.13,0,3.05,0,0.08,0,0,0,0,0,26.4,2,376.357827476038,1944568.69009585,211341.853035144,1733226.8370607,0,0,0,0,0,211341.853035144,0,0,0,0,1733226.8370607,899904.153354633,619552.715654952,2907348.2428115,0,0,25559.1054313099,0,946006.389776358,944090.521831736,272405.246342694,1216495.76817443,448855.165069223,216932.907348243,0,216932.907348243,4228590.73482428,644549.520766773,0,4873140.25559106,9913967.75113503,268631.815514825,151479.386453674,420111.2019685,25397.4440894569,0,0,0,0,25397.4440894569,29813194.8881789,0,29813194.8881789,0,0,0,0,0,0,26384.3450479233,26384.3450479233,0,0,0,0,3220.44728434505,3220.44728434505,72.8434504792332,41.5335463258786,31.3099041533546,42.8115015974441,19.1693290734824,23.6421725239617,144.728434504792,0,260.38338658147,0,0,0,0.638977635782748,0,0,0,65.814696485623,0,3.83386581469649,64.2172523961661,23.0031948881789,0,0,2.87539936102236,0,26.8370607028754,43.7699680511182,0,18.8498402555911,0,0,0,0,0.958466453674122,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58466453674122,4865634.84414102,19899227.1370439,20569335.763242,14142558.4859593,637044.109316742,14779602.5952761,15033592.2929029,42
3,0,0,0,100800,0,0,0,0,0,0,1240000,35,3,268798,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,27,2,200,1340800,100800,1240000,0,0,0,100800,0,0,0,0,0,0,1240000,284000,189700,0,0,0,0,0,0,934960,0,934960,246500,2700000,0,2700000,8140214,5933360,170000,14243574,9269789.28975198,133805.7216,199120.1176,332925.8392,28524,0,0,0,0,28524,40789320,0,40789320,0,0,0,0,122,0,0,122,0,0,0,0,2880,2880,464,252,212,359,225,134,31,0,854,0,0,0,0,0,0,0,38,0,0,769,35,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11271468.549448,31519530.710248,37524562,17508332,3032925.8392,20541257.8392,20248062.1608,34.3333333333333
3,0,0,0,1014000,0,0,1404200,0,0,0,0,38,3,251309,6,1.86,0,0,1.86,0,0,0,0,0,0,1.86,0,0,1.86,0,1.86,0,0,1.86,0,0,0,0,0,0,1.86,0,0,1.86,0,27,2,284.94623655914,1300107.52688172,545161.290322581,754946.23655914,0,0,0,545161.290322581,0,0,754946.23655914,0,0,0,0,440537.634408602,64139.7849462366,1643870.96774194,0,0,0,0,50806.4516129032,210172.043010753,14502.688172043,224674.731182796,0,0,1550537.6344086,1550537.6344086,8140493.01075269,1193311.82795699,0,9333804.83870968,6719295.55913978,9845.83333333333,159132.513333333,168978.346666667,13818.2795698925,0,0,27.4193548387097,83.0806451612903,13901.3602150538,15253967.7419355,300751.935483871,15554719.6774194,0,0,0,0,766.666666666667,0,0,766.666666666667,7275.2688172043,0,0,0,0,7275.2688172043,479.569892473118,246.236559139785,233.333333333333,74.1935483870968,37.6344086021505,36.5591397849462,22.5806451612903,0,576.344086021505,0,0,0,0,0,0,0,36.5591397849462,0,45.1612903225806,438.709677419355,27.9569892473118,0,0,0,0,0,12.3655913978495,0,15.5913978494624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8309471.35741935,8835424.11827957,11579273.5806452,13309250.9354839,1719515.98107527,15028766.9165591,525952.760860216,53.6
3,0,0,0,1026000,0,0,264600,0,0,0,520800,38,3,251309,6,2.64,0,2.64,0,0,2.64,0,2.64,0,0,0,0,0,0,0,2.64,0,2.64,0,0,2.64,0,2.64,0,0,0,0,0,0,0,34,1,299.242424242424,686136.363636364,388636.363636364,297500,0,0,0,388636.363636364,0,0,100227.272727273,0,0,0,197272.727272727,231098.484848485,119696.96969697,1787613.63636364,12159.0909090909,0,0,618181.818181818,310227.272727273,269128.787878788,0,269128.787878788,186710.858585859,237954.545454545,0,237954.545454545,5583364.77272727,1705851.51515152,1136.36363636364,7290352.65151515,6178379.7343376,21722.5063131313,137087.781969697,158810.288282828,14853.0303030303,0,0,0,0,14853.0303030303,17305681.8181818,0,17305681.8181818,0,0,0,0,626.136363636364,0,0,626.136363636364,965.909090909091,0,0,0,545.454545454545,1511.36363636364,311.363636363636,164.393939393939,146.969696969697,96.969696969697,75.7575757575758,21.2121212121212,28.030303030303,2.65151515151515,439.015151515152,0,0,0,0,0,0,0,14.7727272727273,0,101.136363636364,251.893939393939,18.9393939393939,0,0,0,0,0,20.4545454545455,0,31.8181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5981000.03374321,11127302.0838442,12833419.5353535,11762614.9343434,396764.833737374,12159379.7680808,5146302.05010101,53.6
