"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","생감 수량_ha당","반건시 수량_ha당","건시 수량_ha당","감말랭이 수량_ha당","건시 환산 소계 수량_ha당","총 생산량(생감 기준)_ha당","생감 기준평가액_ha당","건시 (생감 기준) 소계 평가액_ha당","총 생산액(생감 기준)_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","골목 눕히기_시간_ha당","골목 뒤집기_시간_ha당","골목 벌채_시간_ha당","골목 세우기_시간_ha당","골목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","내급비","소득","부가가치","직접생산비","간접생산비","생산비 합계_ha당","순수익","가중치"
4,0,0,0,0,0,0,0,0,577500,0,0,35,1,268798,6,0.49,0.49,0,0,0,0.49,0.49,0,0,0,0,0,0,0,0,0.44,0.44,0,0,0,0.44,0.44,0,0,0,0,0,0,0,0,19.25,2,163.636363636364,1312500,0,1312500,0,0,0,0,0,0,0,0,1312500,0,0,563409.090909091,299772.727272727,0,0,0,1127272.72727273,0,80227.2727272727,268909.090909091,19806.8181818182,288715.909090909,373484.848484848,2515909.09090909,0,2515909.09090909,4741277.27272727,3591040.90909091,104545.454545455,8436863.63636364,7950278.21407318,99987.756969697,146568.563636364,246556.320606061,13345.4545454545,0,0,0,0,13345.4545454545,19484363.6363636,0,19484363.6363636,0,0,0,0,0,0,0,0,0,0,42613.6363636364,0,0,42613.6363636364,202.272727272727,193.181818181818,9.09090909090909,150,81.8181818181818,68.1818181818182,54.5454545454545,27.2727272727273,434.090909090909,0,0,0,0,0,0,0,90.9090909090909,0,106.818181818182,197.727272727273,0,0,0,0,0,0,0,0,13.6363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7563231.40956318,11534085.4222904,16297455.7878788,12751044.2121212,2762465.41151515,15513509.6236364,3970854.01272727,73.6666666666667
4,0,0,0,0,0,0,0,0,61600,0,29800,37,1,266599,6,0.44,0,0.44,0,0,0.44,0,0.44,0,0,0,0,0,0,0,0.27,0,0.27,0,0,0.27,0,0.27,0,0,0,0,0,0,0,18,2,259.259259259259,338518.518518518,0,338518.518518518,0,0,0,0,0,0,0,0,228148.148148148,0,110370.37037037,1290740.74074074,355185.185185185,0,0,0,0,0,0,864562.962962963,112764.132553606,977327.095516569,0,853333.333333333,0,853333.333333333,16842903.7037037,487348.148148148,0,17330251.8518519,3715718.68810916,227633.901598441,239502.234074074,467136.135672515,25970.3703703704,0,0,0,0,25970.3703703704,24152444.4444444,0,24152444.4444444,0,0,0,0,0,0,0,0,0,0,1851.85185185185,0,318.518518518518,2170.37037037037,844.444444444444,418.518518518518,425.925925925926,29.6296296296296,29.6296296296296,0,159.259259259259,0,1033.33333333333,0,0,0,0,0,0,0,96.2962962962963,0,44.4444444444444,655.555555555556,14.8148148148148,0,0,0,0,0,81.4814814814815,0,140.740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18163373.1727096,20436725.7563353,20924073.9044834,20558622.3918129,1320469.46900585,21879091.8608187,2273352.58362573,93.5512820512821
4,0,0,0,0,0,0,0,0,61600,0,49600,37,1,266599,6,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,48,1,300,1112000,0,1112000,0,0,0,0,0,0,0,0,616000,0,496000,1287000,715000,2650000,0,0,0,0,0,714566.666666667,456694.736842105,1171261.40350877,568000,324000,0,324000,33358380,1973760,0,35332140,9743620.40350877,464814.334147368,509592.136,974406.470147368,15120,0,0,0,0,15120,10281600,0,10281600,0,0,0,0,0,0,0,0,0,0,5000,0,1440,6440,1750,930,820,120,120,0,250,0,2120,0,0,0,0,0,0,0,180,0,360,1060,40,0,0,0,0,0,230,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34656786.4701474,537979.596491229,2511739.59649123,43102000.4035088,1298406.47014737,44400406.8736561,-34118806.8736561,93.5512820512821
4,0,0,0,0,0,0,0,0,693000,0,0,37,2,266599,6,0.67,0,0.67,0,0,0.67,0,0.67,0,0,0,0,0,0,0,0.67,0,0.67,0,0,0.67,0,0.67,0,0,0,0,0,0,0,27,2,268.65671641791,1034328.35820896,0,1034328.35820896,0,0,0,0,0,0,0,0,1034328.35820896,0,0,1071044.7761194,394925.373134328,0,0,194029.850746269,0,0,0,37671.6417910448,68163.3935585232,105835.035349568,0,886567.164179104,0,886567.164179104,10919922.3880597,0,0,10919922.3880597,3066762.39355852,64242.3002796544,168816.709253731,233059.009533386,17083.5820895522,0,0,0,0,17083.5820895522,20671134.3283582,0,20671134.3283582,0,0,0,0,0,0,0,0,0,0,11194.0298507463,0,0,11194.0298507463,474.626865671642,183.582089552239,291.044776119403,0,0,0,168.65671641791,0,643.283582089552,0,0,0,0,0,0,0,126.865671641791,0,0,297.014925373134,31.3432835820896,0,0,0,0,0,35.8208955223881,0,152.238805970149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12039548.5617722,17604371.9347997,17604371.9347997,13986684.7816182,1119626.17371249,15106310.9553307,5564823.37302749,68.8181818181818
4,0,0,0,0,0,0,100,0,0,0,93000,99,1,252634,5,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,19,1,1153.84615384615,716153.846153846,0,716153.846153846,0,0,0,0,0,0,769.230769230769,0,0,0,715384.615384615,83076.9230769231,0,0,0,0,0,0,0,189615.384615385,47545.0081833061,237160.392798691,0,1384615.38461538,0,1384615.38461538,18451315.3846154,0,0,18451315.3846154,1289025.16202946,78843.5836333879,238706.772307692,317550.35594108,12961.5384615385,0,323.076923076923,0,1276.15384615385,14237.6923076923,21775384.6153846,4032646.15384615,25808030.7692308,0,0,0,0,0,0,0,0,7.69230769230769,0,0,0,1661.53846153846,1669.23076923077,1184.61538461538,646.153846153846,538.461538461538,0,0,0,0,0,1184.61538461538,0,0,0,0,0,0,0,84.6153846153846,0,30.7692307692308,161.538461538462,261.538461538462,0,0,0,0,0,284.615384615385,0,361.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20153481.1251719,24519005.6072013,24519005.6072013,19740340.5466448,1702165.74055646,21442506.2872013,4365524.48202946,81.4
4,0,0,0,0,0,0,1127000,0,0,0,0,36,3,261128,5,3.22,0,0.22,3,0,3.22,0,0.22,3,0,0,0,0,0,0,1.22,0,0.22,1,0,1.22,0,0.22,1,0,0,0,0,0,0,31,2,344.262295081967,923770.491803279,0,923770.491803279,0,0,0,0,0,0,923770.491803279,0,0,0,0,236475.409836066,361229.508196721,365491.803278689,0,27459.0163934426,0,0,7786.88524590164,49026.6393442623,84360.6557377049,133387.295081967,0,295081.967213115,0,295081.967213115,8904710.65573771,0,0,8904710.65573771,2316728.40983607,88096.9256557377,134253.854754098,222350.780409836,15459.0163934426,0,286.885245901639,0,1133.19672131148,16592.2131147541,30592639.3442623,3456250,34048889.3442623,0,0,0,0,0,0,0,0,16024.5901639344,0,0,0,0,16024.5901639344,484.426229508197,222.950819672131,261.475409836066,0,0,0,72.1311475409836,0,556.55737704918,0,0,0,0,0,0,0,91.8032786885246,0,75.4098360655738,109.016393442623,109.83606557377,0,0,0,0,42.6229508196721,62.2950819672131,0,22.9508196721311,0,0,0,0,42.6229508196721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9422143.40336066,31732160.9344262,31732160.9344262,11221439.0655738,517432.747622951,11738871.8131967,22310017.5310656,42
4,0,0,0,0,0,0,129400,85300,0,0,0,33,1,244300,5,1.01,0,0.94,0.07,0,1.01,0,0.94,0.07,0,0,0,0,0,0,0.45,0,0.42,0.03,0,0.45,0,0.42,0.03,0,0,0,0,0,0,28.9,2,291.111111111111,477111.111111111,0,477111.111111111,0,0,0,0,0,0,287555.555555556,189555.555555556,0,0,0,960888.888888889,334222.222222222,0,0,0,0,0,224000,196641.481481481,184444.444444444,381085.925925926,347037.037037037,1338000,0,1338000,9342944.44444444,2525600,0,11868544.4444444,5494245.18518518,262637.568059259,171923.106666667,434560.674725926,0,0,5442.22222222222,0,21496.7777777778,21496.7777777778,0,67929817.7777778,67929817.7777778,0,0,0,0,0,0,0,0,2266.66666666667,6320,0,0,0,8586.66666666667,457.777777777778,308.888888888889,148.888888888889,140,140,0,93.3333333333333,0,691.111111111111,0,0,0,0,0,0,0,144.444444444444,0,0,264.444444444444,44.4444444444444,0,0,0,0,0,95.5555555555556,0,142.222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11115505.1191704,62435572.5925926,64961172.5925926,14837189.6296296,1772560.67472593,16609750.3043556,51320067.4734222,50.7647058823529
4,0,0,0,0,0,0,1323000,0,0,0,0,99,3,252634,6,1.55,0,1.55,0,0,1.55,0,1.55,0,0,0,0,0,0,0,1.55,0,1.55,0,0,1.55,0,1.55,0,0,0,0,0,0,0,12.5,1,322.58064516129,853548.387096774,0,853548.387096774,0,0,0,0,0,0,853548.387096774,0,0,0,0,150064.516129032,0,0,0,0,1023225.80645161,309677.419354839,56903.2258064516,15017.6344086022,0,15017.6344086022,0,1451612.90322581,0,1451612.90322581,0,3511612.90322581,76774.1935483871,3588387.09677419,6249458.08602151,123.857066666666,74174.4,74298.2570666667,16775.4838709677,0,0,0,0,16775.4838709677,19459561.2903226,0,19459561.2903226,0,0,0,0,0,0,0,0,3290.32258064516,0,0,0,0,3290.32258064516,0,0,0,129.677419354839,129.677419354839,0,0,63.2258064516129,192.903225806452,0,0,0,0,0,0,0,40.6451612903226,0,0,103.870967741935,25.8064516129032,0,0,0,0,0,0,0,22.5806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525911.16029247,13210103.2043011,17821716.1075269,6249458.08602151,1525911.16029247,7775369.24631398,11684192.0440086,66.5
4,0,0,0,0,0,0,13700,0,0,0,37300,37,1,266599,6,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0.18,0,0.18,0,0,0.18,0,0.18,0,0,0,0,0,0,0,26.6666666666667,2,333.333333333333,283333.333333333,0,283333.333333333,0,0,0,0,0,0,76111.1111111111,0,0,0,207222.222222222,1123333.33333333,72777.7777777778,3263333.33333333,0,0,0,2038888.88888889,175000,775911.111111111,299722.222222222,1075633.33333333,216898.148148148,1375000,0,1375000,23683094.4444444,6165444.44444444,0,29848538.8888889,14681241.5925926,288175.973592593,456384.548888889,744560.522481482,15538.8888888889,0,0,0,0,15538.8888888889,24240666.6666667,0,24240666.6666667,0,0,0,0,0,0,0,0,661.111111111111,0,0,0,561.111111111111,1222.22222222222,1516.66666666667,294.444444444444,1222.22222222222,383.333333333333,194.444444444444,188.888888888889,66.6666666666667,0,1966.66666666667,0,0,0,0,0,0,0,122.222222222222,0,150,955.555555555556,16.6666666666667,0,0,0,0,0,0,0,377.777777777778,0,0,0,0,344.444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25802654.9669259,9559425.07407407,15724869.5185185,38364336.037037,2119560.52248148,40483896.5595185,-16243229.8928518,93.5512820512821
4,0,0,0,0,0,0,171500,0,0,0,0,38,1,251309,6,0.33,0.33,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,28,2,818.181818181818,519696.96969697,0,519696.96969697,0,0,0,0,0,0,519696.96969697,0,0,0,0,1993030.3030303,427272.727272727,0,0,129696.96969697,0,0,190909.090909091,316363.636363636,181090.909090909,497454.545454545,1568181.81818182,2181818.18181818,0,2181818.18181818,26070000,5485060.60606061,0,31555060.6060606,11062612.030303,352329.391515151,431714.266666667,784043.658181818,14200,0,0,0,0,14200,17324000,0,17324000,0,0,0,0,0,0,0,0,5151.51515151515,0,0,0,0,5151.51515151515,1209.09090909091,715.151515151515,493.939393939394,339.393939393939,178.787878787879,160.606060606061,318.181818181818,0,1866.66666666667,0,0,0,0,0,0,0,178.787878787879,0,409.090909090909,615.151515151515,48.4848484848485,0,0,39.3939393939394,0,0,330.30303030303,0,221.212121212121,0,0,0,0,0,24.2424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,29035861.84,6261387.96969697,11746448.5757576,37132612.030303,2965861.84,40098473.870303,-22774473.870303,114.677419354839
4,0,0,0,0,0,0,171500,0,0,0,0,38,2,251309,6,0.83,0,0,0.83,0,0.83,0,0,0.83,0,0,0,0,0,0,0.83,0,0,0.83,0,0.83,0,0,0.83,0,0,0,0,0,0,38,2,144.578313253012,206626.506024096,0,206626.506024096,0,0,0,0,0,0,206626.506024096,0,0,0,0,135542.168674699,108674.698795181,0,0,4216.86746987952,0,0,22771.0843373494,354289.156626506,110052.631578947,464341.788205453,0,1301204.81927711,0,1301204.81927711,3393877.10843374,3303045.78313253,0,6696922.89156627,4496527.89663919,125963.54746988,88966.9522891566,214930.499759036,12539.7590361446,0,0,0,0,12539.7590361446,15298506.0240964,0,15298506.0240964,0,0,0,0,0,0,0,0,2048.19277108434,0,0,0,0,2048.19277108434,128.915662650602,107.228915662651,21.6867469879518,192.771084337349,192.771084337349,0,62.6506024096386,0,384.33734939759,0,0,0,0,0,0,0,32.5301204819277,0,24.0963855421687,59.0361445783133,15.6626506024096,0,0,0,0,0,201.204819277108,0,51.8072289156627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4910012.42746988,10801978.1274572,14105023.9105897,7890405.00507292,1516135.31903614,9406540.32410907,5891965.69998732,42.0476190476191
4,0,0,0,0,0,0,1739500,0,0,0,930000,38,2,251309,6,0.73,0,0.73,0,0,0.73,0,0.73,0,0,0,0,0,0,0,0.73,0,0.73,0,0,0.73,0,0.73,0,0,0,0,0,0,0,34,2,538.356164383562,3656849.31506849,0,3656849.31506849,0,0,0,0,0,0,2382876.71232877,0,0,0,1273972.60273973,703972.602739726,494520.547945205,13106575.3424658,87945.2054794521,16438.3561643836,0,3745205.47945205,1803698.63013699,813721.461187215,29920.6921413122,843642.153328527,0,295890.410958904,0,295890.410958904,18314276.7123288,13529127.3972603,242465.753424658,32085869.8630137,38342299.0863541,40493.0925258351,690693.334246575,731186.42677241,28263.0136986301,0,0,0,0,28263.0136986301,27249164.3835616,0,27249164.3835616,0,0,0,0,0,0,0,0,23287.6712328767,0,0,0,2958.90410958904,26246.5753424658,904.109589041096,295.890410958904,608.219178082192,756.164383561644,549.315068493151,206.849315068493,210.958904109589,123.287671232877,1994.52054794521,0,0,0,0,0,0,0,69.8630136986301,0,430.13698630137,1161.64383561644,75.3424657534247,0,0,0,0,32.8767123287671,83.5616438356164,0,141.095890410959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19480804.2471715,-11093134.7027925,2539007.75078106,56796026.4957943,1027076.83773131,57823103.3335256,-30573938.949964,42.0476190476191
4,0,0,0,0,0,0,176400,0,0,0,0,35,1,268798,5,0.3,0,0.3,0,0,0.1,0,0.1,0,0,0.2,0,0.2,0,0,0.3,0,0.3,0,0,0.1,0,0.1,0,0,0.2,0,0.2,0,0,25.5,2,266.666666666667,588000,0,588000,0,0,0,0,0,0,588000,0,0,0,0,167666.666666667,126666.666666667,0,0,0,0,0,0,0,0,0,192333.333333333,900000,1716666.66666667,2616666.66666667,12690073.3333333,6651253.33333333,0,19341326.6666667,9711384.66666666,0,253158.317333333,253158.317333333,27166.6666666667,0,0,0,0,27166.6666666667,38848333.3333333,0,38848333.3333333,0,0,0,0,0,0,0,0,5666.66666666667,0,0,0,0,5666.66666666667,786.666666666667,513.333333333333,273.333333333333,356.666666666667,356.666666666667,0,0,23.3333333333333,1166.66666666667,0,0,0,0,0,0,0,93.3333333333333,0,0,703.333333333333,46.6666666666667,0,0,0,0,0,323.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13843231.6506667,29136948.6666667,37504868.6666667,20684791.3333333,2869824.984,23554616.3173333,15293717.016,73.6666666666667
4,0,0,0,0,0,0,176400,0,0,0,114700,35,1,268798,5,0.26,0,0,0.26,0,0.26,0,0,0.26,0,0,0,0,0,0,0.26,0,0,0.26,0,0.26,0,0,0.26,0,0,0,0,0,0,8.75,2,500,1119615.38461538,0,1119615.38461538,0,0,0,0,0,0,678461.538461538,0,0,0,441153.846153846,112692.307692308,212692.307692308,0,0,5769.23076923077,0,0,0,343910.256410256,207500,551410.256410256,1132692.30769231,900000,0,900000,2773507.69230769,3724153.84615385,30769.2307692308,6528430.76923077,7145459.11625533,385109.820512821,101231.310769231,486341.131282051,4403.84615384615,0,2115.38461538462,0,8355.76923076923,12759.6153846154,6429615.38461538,33088846.1538462,39518461.5384615,0,0,0,0,0,0,0,0,4576.92307692308,0,0,0,2769.23076923077,7346.15384615385,26.9230769230769,26.9230769230769,0,192.307692307692,192.307692307692,0,107.692307692308,26.9230769230769,353.846153846154,0,0,0,0,0,0,0,26.9230769230769,0,0,92.3076923076923,103.846153846154,0,0,0,0,0,0,23.0769230769231,107.692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4172982.57912929,32373002.4222062,36114791.7435897,9932100.56410256,1386341.13128205,11318441.6953846,28200019.8430769,73.6666666666667
4,0,0,0,0,0,0,176400,0,0,0,148800,37,1,266599,6,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,29.5,2,242.424242424242,985454.545454545,0,985454.545454545,0,0,0,0,0,0,534545.454545454,0,0,0,450909.090909091,947272.727272727,687575.757575758,0,0,118181.818181818,0,0,0,74803.0303030303,69196.1722488038,143999.202551834,0,818181.818181818,0,818181.818181818,11724139.3939394,1248484.84848485,0,12972624.2424242,4397567.89952153,73006.5564274322,194817.752727273,267824.309154705,13648.4848484848,0,0,0,0,13648.4848484848,16514666.6666667,0,16514666.6666667,0,0,0,0,0,0,0,0,4636.36363636364,0,0,0,1309.09090909091,5945.45454545455,484.848484848485,236.363636363636,248.484848484848,100,42.4242424242424,57.5757575757576,200,0,784.848484848485,0,0,0,0,0,0,0,160.606060606061,0,0,275.757575757576,78.7878787878788,0,0,0,0,0,109.090909090909,0,160.606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12810145.5212759,12117098.7671451,13365583.61563,16121707.2934609,1086006.12733652,17207713.4207974,-693046.754130783,93.5512820512821
4,0,0,0,0,0,0,2100,0,0,0,52700,37,1,266599,6,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.18,0,0.18,0,0,0.18,0,0.18,0,0,0,0,0,0,0,34.25,2,672.222222222222,304444.444444444,0,304444.444444444,0,0,0,0,0,0,11666.6666666667,0,0,0,292777.777777778,521111.111111111,86666.6666666667,2644444.44444444,0,0,0,0,0,792666.666666667,0,792666.666666667,0,750000,0,750000,10079355.5555556,5719777.77777778,0,15799133.3333333,10335710.1111111,26818.1688888889,240011.92,266830.088888889,15872.2222222222,0,0,0,0,15872.2222222222,20316444.4444444,0,20316444.4444444,0,0,0,0,0,0,0,0,944.444444444444,0,0,0,800,1744.44444444444,588.888888888889,0,588.888888888889,355.555555555556,155.555555555556,200,88.8888888888889,0,1033.33333333333,0,0,0,0,0,0,0,94.4444444444444,0,455.555555555556,383.333333333333,38.8888888888889,0,0,0,0,0,0,0,61.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11096185.6444444,9980734.33333333,15700512.1111111,20415065.6666667,1016830.08888889,21431895.7555556,-1115451.31111111,93.5512820512821
4,0,0,0,0,0,0,245000,0,0,0,0,38,2,251309,6,0.59,0.13,0.2,0.26,0,0.59,0.13,0.2,0.26,0,0,0,0,0,0,0.5,0.11,0.13,0.26,0,0.5,0.11,0.13,0.26,0,0,0,0,0,0,30.5,2,480,490000,0,490000,0,0,0,0,0,0,490000,0,0,0,0,900400,252600,91000,0,26000,0,0,982800,631040,236135,867175,173000,2592000,0,2592000,14961492,0,0,14961492,4034284,294520.116933333,219533.2208,514053.337733333,15480,0,0,0,0,15480,18885600,0,18885600,0,0,0,0,0,0,0,0,6800,0,0,0,0,6800,756,416,340,0,0,0,130,0,886,0,0,0,0,0,0,0,90,0,0,566,52,0,0,0,0,0,92,0,80,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18067545.3377333,14851316,14851316,18995776,3106053.33773333,22101829.3377333,-3216229.33773333,42.0476190476191
4,0,0,0,0,0,0,253800,0,0,0,0,35,2,268798,6,0.65,0,0.42,0.23,0,0.65,0,0.42,0.23,0,0,0,0,0,0,0.58,0,0.35,0.23,0,0.58,0,0.35,0.23,0,0,0,0,0,0,25,2,250,437586.206896552,0,437586.206896552,0,0,0,0,0,0,437586.206896552,0,0,0,0,516724.137931034,52931.0344827586,0,0,0,0,0,93448.275862069,350333.333333333,0,350333.333333333,0,2482758.62068966,0,2482758.62068966,4396691.37931035,1027017.24137931,43103.4482758621,5466812.06896552,2755000.16992242,13826,81437.0213793103,95263.0213793103,15565.5172413793,0,0,0,0,15565.5172413793,22725655.1724138,0,22725655.1724138,0,0,0,0,0,0,0,0,4337.93103448276,0,0,0,0,4337.93103448276,125.862068965517,93.1034482758621,32.7586206896552,60.3448275862069,44.8275862068966,15.5172413793103,106.896551724138,0,293.103448275862,0,0,0,0,0,0,0,60.3448275862069,0,27.5862068965517,106.896551724138,17.2413793103448,0,0,0,0,0,0,0,67.2413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7931034482759,7009654.52961781,19970655.0024914,21005834.183908,7186633.05747127,2578021.64206897,9764654.69954023,12961000.4728736,34.3333333333333
4,0,0,0,0,0,0,257300,0,0,0,5456000,38,3,251309,6,2.71,0.66,0.89,1.16,0,2.71,0.66,0.89,1.16,0,0,0,0,0,0,1.88,0.66,0.89,0.33,0,1.88,0.66,0.89,0.33,0,0,0,0,0,0,31,1,257.978723404255,3038989.36170213,0,3038989.36170213,0,0,0,0,0,0,136861.70212766,0,0,0,2902127.65957447,353723.404255319,242500,365531.914893617,0,0,0,80319.1489361702,68723.4042553191,1609397.16312057,105957.446808511,1715354.60992908,0,229787.234042553,0,229787.234042553,5957016.4893617,3810727.65957447,152659.574468085,9920403.72340425,9986736.17152492,124530.957446808,174470.36787234,299001.325319149,17610.6382978723,0,0,0,0,17610.6382978723,16757281.9148936,0,16757281.9148936,0,0,0,0,0,0,0,0,1356.3829787234,0,0,0,4212.76595744681,5569.14893617021,289.36170212766,162.765957446808,126.595744680851,218.617021276596,175.531914893617,43.0851063829787,60.6382978723404,0,568.617021276596,0,0,0,0,0,0,0,11.7021276595745,0,150.531914893617,336.702127659574,30.8510638297872,0,0,0,0,0,7.97872340425532,0,30.8510638297872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6578906.95521267,6770545.7433687,10640831.070922,16036854.5673759,528788.559361702,16565643.1267376,191638.788156029,53.6
4,0,0,0,0,0,0,264600,0,0,0,0,35,1,268798,6,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,22,2,303.030303030303,801818.181818182,0,801818.181818182,0,0,0,0,0,0,801818.181818182,0,0,0,0,160000,289696.96969697,0,0,4545.45454545455,0,0,0,3111494.94949495,0,3111494.94949495,995959.595959596,2727272.72727273,0,2727272.72727273,28666648.4848485,11409090.9090909,460606.060606061,40536345.4545455,17172533.1800735,414832.380606061,518225.835151515,933058.215757576,25636.3636363636,0,0,0,0,25636.3636363636,27430909.0909091,0,27430909.0909091,0,0,0,0,0,0,0,0,3090.90909090909,0,0,0,0,3090.90909090909,1230.30303030303,1230.30303030303,0,924.242424242424,212.121212121212,712.121212121212,342.424242424242,0,2496.9696969697,0,0,0,0,0,0,0,48.4848484848485,0,0,1627.27272727273,60.6060606060606,0,0,0,0,193.939393939394,475.757575757576,0,0,90.9090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32656456.3690174,10258375.9108356,21798595.9393939,46168658.6060606,3660330.9430303,49828989.5490909,-22398080.4581818,73.6666666666667
