"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별(통계표기준)","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","기타재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","생감 수량_ha당","반건시 수량_ha당","건시 수량_ha당","감말랭이 수량_ha당","건시 환산 소계 수량_ha당","총 생산량(생감 기준)_ha당","생감 기준평가액_ha당","반건시 (생감 기준)평가액_ha당","건시 (생감 기준) 평가액_ha당","감말랭이(생감 기준) 평가액_ha당","건시 (생감 기준) 소계 평가액_ha당","총 생산액(생감 기준)_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별 및 포장_시간_ha당","수확_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","세척_시간_ha당","운반 및 저장_시간_ha당","기타_시간_ha당","내급비","소득","부가가치","직접생산비","간접생산비","생산비 합계_ha당","순수익","가중치"
3,0,0,0,122000,0,113000,67000,0,0,0,0,37,1,277908,1,0.32,0,0.32,0,0,0.06,0,0.06,0,0,0.26,0,0.26,0,0,0.32,0,0.32,0,0,0.06,0,0.06,0,0,0.26,0,0.26,0,0,40,2,312.5,943750,734375,209375,0,0,0,381250,0,353125,209375,0,0,0,0,700000,56250,337500,0,0,0,915625,0,685104.166666667,292537.847222222,977642.013888889,0,425000,2600000,3025000,9505303.125,1120831.25,0,10626134.375,7929506.26388889,384328.097652778,273622.07640625,657950.174059028,19468.75,0,0,0,0,19468.75,71839687.5,0,0,0,0,71839687.5,0,0,0,0,812.5,0,2.5,815,2125,0,0,0,0,2125,556.25,0,556.25,59.375,59.375,0,46.875,0,662.5,0,0,0,0,0,0,0,50,0,0,481.25,62.5,0,0,0,0,0,0,0,50,0,0,0,0,18.75,0,0,0,0,0,0,10588253.299059,63910181.2361111,67631012.4861111,14834809.3888889,3682950.17405903,18517759.5629479,53321927.9370521,45.4444444444444
3,0,0,0,140000,0,0,0,0,143000,0,0,37,1,277908,2,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,40,2,200,943333.333333333,466666.666666667,476666.666666667,0,0,0,466666.666666667,0,0,0,0,476666.666666667,0,0,606666.666666667,393333.333333333,6716666.66666667,0,0,0,0,0,136266.666666667,0,136266.666666667,0,556666.666666667,0,556666.666666667,22547546.6666667,4041413.33333333,0,26588960,13115588,17936.1866666667,710266.544,728202.730666667,23706.6666666667,0,0,0,0,23706.6666666667,43620266.6666667,0,0,0,0,43620266.6666667,0,0,0,0,1133.33333333333,0,0,1133.33333333333,0,0,2633.33333333333,0,0,2633.33333333333,1066.66666666667,560,506.666666666667,213.333333333333,213.333333333333,0,176.666666666667,0,1456.66666666667,0,0,0,0,0,0,0,53.3333333333333,0,356.666666666667,736.666666666667,20,0,0,0,0,0,140,0,150,0,0,0,0,0,0,0,0,0,0,0,23832416.064,30504678.6666667,34546092,35663134.6666667,1284869.39733333,36948004.064,6672262.60266666,45.4444444444444
3,0,0,0,1529000,0,0,0,0,0,0,0,37,3,277908,2,2.36,0,2.36,0,0,0,0,0,0,0,2.36,0,2.36,0,0,2.36,0,2.36,0,0,0,0,0,0,0,2.36,0,2.36,0,0,46.7,2,104.237288135593,647881.355932203,647881.355932203,0,0,0,0,647881.355932203,0,0,0,0,0,0,0,626694.915254237,232203.389830508,4613135.59322034,0,0,0,4055084.74576271,1520762.71186441,506790.960451977,184616.413916146,691407.374368124,0,0,434745.762711864,434745.762711864,8769288.98305085,1538878.81355932,21186.4406779661,10329354.2372881,14641865.5295949,304326.963197294,443806.106525424,748133.069722718,15275.4237288136,0,0,0,0,15275.4237288136,37898326.2711864,0,0,0,0,37898326.2711864,0,0,0,0,1368.64406779661,0,0,1368.64406779661,0,0,0,0,0,0,429.237288135593,244.491525423729,184.745762711864,86.0169491525424,72.0338983050847,13.9830508474576,55.5084745762712,0,570.762711864407,0,0,0,0,0,0,0,72.0338983050847,0,0,305.084745762712,16.9491525423729,0,0,0,0,2.11864406779661,21.1864406779661,0,22.0338983050847,0,0,0,0,131.35593220339,0,0,0,0,0,0,9535445.62636037,23256460.7415916,25233248.1849539,22994432.3235207,1182878.83243458,24177311.1559553,13721015.1152312,3.14285714285714
3,0,0,0,160000,0,0,0,0,0,0,0,99,1,263340,2,0.11,0.02,0.07,0.02,0,0.02,0.02,0,0,0,0.09,0,0.07,0.02,0,0.11,0.02,0.07,0.02,0,0.02,0.02,0,0,0,0.09,0,0.07,0.02,0,32.3333333333333,1,636.363636363636,1454545.45454545,1454545.45454545,0,0,0,0,1454545.45454545,0,0,0,0,0,0,0,1745454.54545455,563636.363636364,0,0,0,0,0,0,98121.2121212121,297032.535885167,395153.74800638,563863.636363636,1936363.63636364,9690909.09090909,11627272.7272727,17857336.3636364,0,0,17857336.3636364,14676902.8389155,601771.651756778,435662.600454545,1037434.25221132,15272.7272727273,0,354.545454545455,0,1400.45454545455,16673.1818181818,25352727.2727273,0,7303370.45454546,0,7303370.45454546,32656097.7272727,0,0,0,0,3090.90909090909,0,0,3090.90909090909,0,0,0,0,0,0,1018.18181818182,645.454545454545,372.727272727273,0,0,0,0,0,1018.18181818182,0,0,0,0,0,0,0,318.181818181818,0,109.090909090909,236.363636363636,72.7272727272727,0,0,0,0,0,100,0,181.818181818182,0,0,0,0,0,0,0,0,0,0,0,20831134.2522113,17979194.8883573,27670103.9792663,22843330.1116427,12664706.979484,35508037.0911268,-2851939.36385406,135.4
3,0,0,0,164000,0,0,0,0,0,0,0,37,1,277908,1,0.68,0,0.68,0,0,0.68,0,0.68,0,0,0,0,0,0,0,0.38,0,0.38,0,0,0.38,0,0.38,0,0,0,0,0,0,0,40,2,192.105263157895,431578.947368421,431578.947368421,0,0,0,0,431578.947368421,0,0,0,0,0,0,0,744736.842105263,336842.105263158,0,0,0,0,0,0,628773.026315789,73698.0609418283,702471.087257618,0,442105.263157895,0,442105.263157895,17945313.1578947,1252763.15789474,0,19198076.3157895,3746300.1398892,211348.520070118,417331.369342105,628679.889412223,31905.2631578947,0,0,0,0,31905.2631578947,40200631.5789474,0,0,0,0,40200631.5789474,0,0,0,0,894.736842105263,0,0,894.736842105263,0,0,0,0,0,0,860.526315789474,400,460.526315789474,65.7894736842105,65.7894736842105,0,142.105263157895,0,1068.42105263158,0,0,0,0,0,0,0,84.2105263157895,0,0,713.157894736842,10.5263157894737,0,0,0,0,0,118.421052631579,0,142.105263157895,0,0,0,0,0,0,0,0,0,0,0,19016098.3104649,36454331.4390582,37707094.5969529,21691613.2977839,1070785.15257012,22762398.4503541,17438233.1285933,45.4444444444444
3,0,0,0,173000,0,0,489000,0,0,0,1464000,36,2,276084,2,1.11,0,0.79,0,0.32,1.11,0,0.79,0,0.32,0,0,0,0,0,0.79,0,0.59,0,0.2,0.79,0,0.59,0,0.2,0,0,0,0,0,37.375,2,298.73417721519,2691139.24050633,218987.341772152,2472151.89873418,0,0,0,218987.341772152,0,0,618987.341772152,0,0,0,1853164.55696203,331645.569620253,154430.379746835,3929113.92405063,0,0,0,2969620.25316456,5063.29113924051,129299.314345992,27886.8087941372,157186.123140129,139345.991561181,716455.696202532,0,716455.696202532,7028621.51898734,2024860.75949367,0,9053482.27848101,12678489.5324228,69326.8985356013,385560.072974684,454886.971510285,23037.9746835443,0,0,0,0,23037.9746835443,42274683.5443038,0,0,0,0,42274683.5443038,0,0,0,0,329.113924050633,0,0,329.113924050633,6797.46835443038,0,0,0,12113.9240506329,18911.3924050633,363.291139240506,181.012658227848,182.278481012658,92.4050632911392,92.4050632911392,0,35.4430379746835,0,491.139240506329,0,0,0,0,0,0,0,12.6582278481013,0,40.5063291139241,255.696202531646,86.0759493670886,0,0,0,0,0,70.8860759493671,0,22.7848101265823,0,0,0,0,2.53164556962025,0,0,0,0,0,0,8199964.18670016,29596194.011881,31621054.7713746,19707111.0514102,1171342.66771282,20878453.719123,21396229.8251808,18.0769230769231
3,0,0,0,18000,0,0,0,0,0,0,404000,38,2,260949,2,0.93,0.1,0.36,0.47,0,0.93,0.1,0.36,0.47,0,0,0,0,0,0,0.83,0.1,0.36,0.37,0,0.83,0.1,0.36,0.37,0,0,0,0,0,0,30.2857142857143,2,421.686746987952,508433.734939759,21686.7469879518,486746.987951807,0,0,0,21686.7469879518,0,0,0,0,0,0,486746.987951807,854216.867469879,557831.325301205,0,0,20481.9277108434,0,0,454216.86746988,1929479.91967871,193444.578313253,2122924.49799197,369463.855421687,1197590.36144578,0,1197590.36144578,10623842.1686747,1854216.86746988,95180.7228915663,12573239.7590361,7016878.62600423,716440.351054217,301613.672710843,1018054.02376506,3710.84337349398,0,0,0,0,3710.84337349398,6605301.20481928,0,0,0,0,6605301.20481928,0,0,0,0,48.1927710843373,0,0,48.1927710843373,0,0,0,0,1831.32530120482,1831.32530120482,503.614457831325,313.253012048193,190.361445783133,110.843373493976,95.1807228915663,15.6626506024096,74.6987951807229,0,689.156626506024,0,0,0,0,0,0,0,38.5542168674699,0,0,426.506024096385,9.63855421686747,0,0,65.0602409638554,0,0,95.1807228915663,0,36.144578313253,0,0,0,0,0,0,0,0,0,0,18.0722891566265,12920523.594548,-411577.42118495,1456783.12851406,17721757.8353414,2215644.38521084,19937402.2205522,-13332101.0157329,17.2758620689655
3,0,0,0,193000,0,0,0,0,0,0,0,37,3,277908,2,2.29,0,2.29,0,0,1.53,0,1.53,0,0,0.76,0,0.76,0,0,2.29,0,2.29,0,0,1.53,0,1.53,0,0,0.76,0,0.76,0,0,29,2,81.6593886462882,84279.4759825327,84279.4759825327,0,0,0,0,84279.4759825327,0,0,0,0,0,0,0,343231.441048035,169868.995633188,1383842.79475983,0,0,0,147161.572052402,48471.615720524,477534.206695779,263823.304987359,741357.511683138,72106.9868995633,283842.794759825,180786.026200873,464628.820960699,3715527.94759825,1201310.04366812,25327.5109170306,4942165.50218341,4656512.62630473,243870.725440167,143448.281157205,387319.006597372,8558.9519650655,0,0,154.585152838428,468.393013100437,9027.34497816594,16433187.7729258,0,0,1915727.42358079,1915727.42358079,18348915.1965065,0,0,0,0,296.943231441048,0,0,296.943231441048,0,0,0,0,0,0,158.078602620087,158.078602620087,0,80.3493449781659,40.174672489083,40.174672489083,29.2576419213974,0,267.685589519651,0,0,0,17.4672489082969,0,0,0,8.29694323144105,0,0,187.336244541485,6.98689956331878,0,0,10.4803493449782,0,0.873362445414847,6.11353711790393,0,23.5807860262009,0,0,0,0,6.55021834061135,0,0,0,0,0,0,4405829.09721596,13692402.5702018,15080686.8027273,8210393.89596261,851947.827558071,9062341.72352068,9286573.47298586,3.14285714285714
3,0,0,0,197000,0,0,596000,0,0,0,0,38,2,260949,2,0.77,0.22,0.55,0,0,0,0,0,0,0,0.77,0.22,0.55,0,0,0.77,0.22,0.55,0,0,0,0,0,0,0,0.77,0.22,0.55,0,0,31,2,272.727272727273,1029870.12987013,255844.155844156,774025.974025974,0,0,0,255844.155844156,0,0,774025.974025974,0,0,0,0,781818.181818182,83116.8831168831,0,0,0,0,0,0,473008.658008658,70729.6650717703,543738.323080428,0,0,2825974.02597403,2825974.02597403,11323719.4805195,6256900,0,17580619.4805195,11782366.5438596,47596.0250768968,392429.807207792,440025.832284689,16363.6363636364,0,0,0,0,16363.6363636364,23890909.0909091,0,0,0,0,23890909.0909091,0,0,0,0,740.25974025974,0,0,740.25974025974,8714.28571428571,0,0,0,0,8714.28571428571,561.038961038961,561.038961038961,0,328.571428571429,328.571428571429,0,28.5714285714286,0,918.181818181818,0,0,0,0,0,0,0,42.8571428571429,0,119.480519480519,509.090909090909,101.298701298701,0,0,0,0,0,93.5064935064935,0,51.9480519480519,0,0,0,0,0,0,0,0,0,0,0,11763745.3128042,12108542.5470494,21191416.5730235,20280111.9984051,3265999.85825871,23546111.8566638,344797.234245274,17.2758620689655
3,0,0,0,20000,0,0,23000,0,0,0,31000,36,1,276084,2,1.08,0,1.08,0,0,1.08,0,1.08,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,23.5,2,320,246666.666666667,66666.6666666667,180000,0,0,0,66666.6666666667,0,0,76666.6666666667,0,0,0,103333.333333333,543333.333333333,326666.666666667,953333.333333333,0,0,0,0,0,796555.555555556,1626589.54954955,2423145.1051051,17555.5555555556,20000,0,20000,9016556.66666667,2213333.33333333,0,11229890,7000117.99399399,3109428.88433394,267992.7835,3377421.66783394,21000,0,0,0,0,21000,34230000,0,0,0,0,34230000,0,0,0,0,266.666666666667,0,0,266.666666666667,3000,0,0,0,733.333333333333,3733.33333333333,340,256.666666666667,83.3333333333333,106.666666666667,43.3333333333333,63.3333333333333,120,0,566.666666666667,0,0,0,0,0,0,0,56.6666666666667,0,143.333333333333,173.333333333333,20,0,0,0,0,0,0,0,66.6666666666667,0,0,0,0,0,0,0,0,0,0,106.666666666667,12413978.3345006,27229882.006006,29443215.3393393,16016674.6606607,3397421.66783394,19414096.3284946,14815903.6715054,42.9310344827586
3,0,0,0,20000,0,0,47000,0,0,0,31000,36,1,276084,2,1.14,0,0,1.14,0,1.14,0,0,1.14,0,0,0,0,0,0,0.3,0,0,0.3,0,0.3,0,0,0.3,0,0,0,0,0,0,29,2,100,326666.666666667,66666.6666666667,260000,0,0,0,66666.6666666667,0,0,156666.666666667,0,0,0,103333.333333333,586666.666666667,433333.333333333,2180000,0,0,0,0,0,252783.333333333,68825.8558558559,321609.189189189,98222.2222222222,420000,0,420000,7994843.33333333,3366040,0,11360883.3333333,7588622.07807808,186589.453042192,299984.1325,486573.585542192,13440,0,0,0,0,13440,19622400,0,0,0,0,19622400,0,0,0,0,266.666666666667,0,0,266.666666666667,3000,0,0,0,733.333333333333,3733.33333333333,150,63.3333333333333,86.6666666666667,190,126.666666666667,63.3333333333333,226.666666666667,0,566.666666666667,0,0,0,0,0,0,0,60,0,100,216.666666666667,20,0,0,0,0,0,93.3333333333333,0,76.6666666666667,0,0,0,0,0,0,0,0,0,0,0,8901416.91887553,12033777.9219219,15399817.9219219,15583465.4114114,906573.585542192,16490038.9969536,3132361.0030464,42.9310344827586
3,0,0,0,212000,0,0,0,0,0,0,1018000,38,2,260949,2,0.78,0,0.78,0,0,0,0,0,0,0,0.78,0,0.78,0,0,0.78,0,0.78,0,0,0,0,0,0,0,0.78,0,0.78,0,0,24.3333333333333,2,320.51282051282,1576923.07692308,271794.871794872,1305128.20512821,0,0,0,271794.871794872,0,0,0,0,0,0,1305128.20512821,302564.102564103,53846.1538461538,7350000,0,0,0,0,0,1120270.2991453,140168.016194332,1260438.31533963,147841.88034188,0,1992307.69230769,1992307.69230769,6089016.66666667,9594238.46153846,0,15683255.1282051,22539108.682861,536122.063625731,503076.7575,1039198.82112573,897.435897435897,10000,0,0,30300,31197.4358974359,1597435.8974359,53631000,0,0,53631000,55228435.8974359,0,0,0,0,730.769230769231,0,0,730.769230769231,0,0,0,0,4179.48717948718,4179.48717948718,293.589743589744,189.74358974359,103.846153846154,503.846153846154,503.846153846154,0,38.4615384615385,0,835.897435897436,0,0,0,0,0,0,0,34.6153846153846,0,179.487179487179,503.846153846154,50,0,0,0,0,0,8.97435897435897,0,58.974358974359,0,0,0,0,0,0,0,0,0,0,0,7128215.4877924,32689327.2145749,44275873.368421,26635817.65722,3031506.51343342,29667324.1706534,25561111.7267825,17.2758620689655
3,0,0,0,216000,0,0,175000,0,0,0,0,37,2,277908,1,0.92,0,0.92,0,0,0.76,0,0.76,0,0,0.16,0,0.16,0,0,0.77,0,0.77,0,0,0.66,0,0.66,0,0,0.11,0,0.11,0,0,45.4,2,207.792207792208,507792.207792208,280519.480519481,227272.727272727,0,0,0,280519.480519481,0,0,227272.727272727,0,0,0,0,988311.688311688,189610.38961039,12005194.8051948,0,0,0,0,0,1289409.09090909,628708.133971292,1918117.22488038,272294.372294372,920779.220779221,403896.103896104,1324675.32467532,17772309.0909091,3655542.85714286,0,21427851.9480519,20218667.6491228,1063508.02868193,707643.034935065,1771151.063617,38272.7272727273,0,0,0,0,38272.7272727273,70421818.1818182,0,0,0,0,70421818.1818182,0,0,0,0,688.311688311688,0,0,688.311688311688,2311.68831168831,0,0,0,0,2311.68831168831,968.831168831169,476.623376623377,492.207792207792,290.909090909091,25.974025974026,264.935064935065,53.2467532467532,0,1312.98701298701,0,0,0,0,0,0,0,79.2207792207792,0,615.584415584416,594.805194805195,11.6883116883117,0,0,0,0,0,0,0,11.6883116883117,0,0,0,0,0,0,0,0,0,0,0,20464239.3753053,50203150.5326954,54262589.4937343,37587080.6361358,3095826.38829232,40682907.0244281,29738911.1573901,15.75
3,0,0,0,22000,0,0,0,0,0,0,0,99,1,263340,2,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,21,2,307.692307692308,169230.769230769,169230.769230769,0,0,0,0,169230.769230769,0,0,0,0,0,0,0,1215384.61538462,330769.230769231,0,0,0,0,0,423076.923076923,1777794.87179487,566030.769230769,2343825.64102564,483846.153846154,115384.615384615,0,115384.615384615,33153669.2307692,0,0,33153669.2307692,5229473.33333333,1590698.17433333,711136.435,2301834.60933333,21538.4615384615,0,0,0,0,21538.4615384615,35753846.1538462,0,0,0,0,35753846.1538462,0,0,0,0,307.692307692308,0,0,307.692307692308,0,0,0,0,0,0,1623.07692307692,1261.53846153846,361.538461538462,0,0,0,153.846153846154,0,1776.92307692308,0,0,0,0,0,0,0,346.153846153846,0,246.153846153846,384.615384615385,38.4615384615385,0,0,0,0,61.5384615384615,69.2307692307692,0,538.461538461538,0,0,0,0,92.3076923076923,0,0,0,0,0,0,35570888.4554872,30524372.8205128,30524372.8205128,38383142.5641026,2417219.22471795,40800361.7888205,-5046515.63497436,135.4
3,0,0,0,22000,0,0,0,0,0,0,0,99,1,263340,2,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,40,2,175,110000,110000,0,0,0,0,110000,0,0,0,0,0,0,0,805000,130000,0,0,0,0,0,25000,372175,0,372175,78600,70000,0,70000,9783710,0,0,9783710,1784115,56432.493,218702.2565,275134.7495,1400,0,0,0,0,1400,2324000,0,0,0,0,2324000,0,0,0,0,200,0,0,200,0,0,0,0,0,0,465,395,70,0,0,0,50,0,515,0,0,0,0,0,0,0,110,0,60,80,0,0,0,0,0,30,20,0,200,0,0,0,0,15,0,0,0,0,0,0,10128844.7495,539885,539885,11567825,345134.7495,11912959.7495,-9588959.7495,135.4
3,0,0,0,22000,0,0,0,0,0,0,0,99,1,263340,2,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,14,2,100,55000,55000,0,0,0,0,55000,0,0,0,0,0,0,0,500000,97500,0,0,0,0,0,125000,496444.791666667,110377.5,606822.291666667,235875,122500,0,122500,8901357.5,0,0,8901357.5,1883537.29166667,366754.196371875,195028.978625,561783.174996875,7000,0,0,0,0,7000,11620000,0,0,0,0,11620000,0,0,0,0,100,0,0,100,0,0,0,0,0,0,445,327.5,117.5,0,0,0,37.5,0,482.5,0,0,0,0,0,0,0,65,0,80,125,12.5,0,0,0,0,25,32.5,0,112.5,0,0,0,0,30,0,0,0,0,0,0,9585640.67499688,9736462.70833333,9736462.70833333,10784894.7916667,684283.174996875,11469177.9666635,150822.033336459,46.1666666666667
3,0,0,0,221000,0,0,342000,0,0,0,0,37,3,277908,2,2.35,0,2.35,0,0,2.35,0,2.35,0,0,0,0,0,0,0,2.35,0,2.35,0,0,2.35,0,2.35,0,0,0,0,0,0,0,28.625,1,170.212765957447,239574.468085106,94042.5531914894,145531.914893617,0,0,0,94042.5531914894,0,0,145531.914893617,0,0,0,0,602553.191489362,262978.723404255,3537021.27659575,0,0,0,0,0,883429.255319149,201254.624860022,1084683.88017917,356879.432624114,418297.872340426,0,418297.872340426,4802929.78723404,3398509.78723404,168085.106382979,8369524.68085107,9829759.80976513,146865.997081476,262184.794659575,409050.791741051,10273.6170212766,0,0,47.6595744680851,144.408510638298,10418.0255319149,17978829.787234,0,0,886668.255319149,886668.255319149,18865498.0425532,0,0,0,0,195.744680851064,0,0,195.744680851064,1527.65957446809,0,0,0,0,1527.65957446809,207.659574468085,180,27.6595744680851,245.531914893617,66.8085106382979,178.723404255319,40,0,493.191489361702,0,0,0,3.82978723404255,0,0,0,25.531914893617,0,64.6808510638298,300,16.1702127659574,0,0,0,0,18.7234042553192,21.2765957446809,2.5531914893617,20,0,0,0,0,0,10.2127659574468,0,0,0,0,10.2127659574468,5728712.50754516,9035738.23278806,12503899.0701754,14731123.6532288,827348.664081477,15558472.3173103,3307025.7252429,3.14285714285714
3,0,0,0,25000,0,47000,143000,0,0,0,0,38,1,260949,1,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,46,2,250,2150000,720000,1430000,0,0,0,250000,0,470000,1430000,0,0,0,0,1300000,120000,17060000,0,0,0,0,0,1486266.66666667,352432.631578947,1838699.29824561,0,2360000,0,2360000,36630230,75324690,0,111954920,98054338.2982456,11455.0537035089,2671586.138,2683041.19170351,0,21780,0,0,65993.4,65993.4,0,139906008,0,0,139906008,139906008,0,0,0,0,800,0,10,810,17800,0,0,0,0,17800,1940,990,950,4410,2240,2170,150,0,6500,0,0,0,0,0,0,0,220,0,1720,3860,160,0,0,0,0,0,140,0,280,0,0,0,0,0,0,0,0,0,0,120,41673271.1917035,41851669.7017544,117176359.701754,134684568.298246,5043041.19170351,139727609.489949,178398.510050863,114.5
3,0,0,0,264000,0,0,428000,0,0,0,0,36,2,276084,2,3.03,0,0.18,2.85,0,3.03,0,0.18,2.85,0,0,0,0,0,0,0.78,0,0.18,0.6,0,0.78,0,0.18,0.6,0,0,0,0,0,0,18.6666666666667,2,256.410256410256,887179.487179487,338461.538461538,548717.948717949,0,0,0,338461.538461538,0,0,548717.948717949,0,0,0,0,319230.769230769,966666.666666667,142307.692307692,0,19230.7692307692,0,0,60256.4102564103,382478.098290598,135611.538461538,518089.636752137,272147.435897436,183333.333333333,0,183333.333333333,10474174.3589744,317366.666666667,0,10791541.025641,3778559.53418803,335597.584576389,265706.218333333,601303.802909722,1453.84615384615,0,0,741.025641025641,2245.30769230769,3699.15384615385,3387461.53846154,0,0,12281095,12281095,15668556.5384615,0,0,0,0,871.794871794872,0,0,871.794871794872,10038.4615384615,0,0,0,0,10038.4615384615,564.102564102564,273.076923076923,291.025641025641,16.6666666666667,16.6666666666667,0,41.025641025641,0,621.794871794872,0,0,0,0,0,0,0,35.8974358974359,0,87.1794871794872,126.923076923077,100,0,0,0,0,23.0769230769231,184.615384615385,0,23.0769230769231,0,0,0,0,41.025641025641,0,0,0,0,0,0,11258811.4952174,11889997.0042735,12207363.6709402,14252733.8931624,784637.136243056,15037371.0294054,631185.509056086,18.0769230769231
3,0,0,0,309000,0,0,219000,0,0,0,0,37,1,277908,2,0.43,0,0.43,0,0,0.43,0,0.43,0,0,0,0,0,0,0,0.35,0,0.35,0,0,0.35,0,0.35,0,0,0,0,0,0,0,33.3333333333333,2,225.714285714286,1508571.42857143,882857.142857143,625714.285714286,0,0,0,882857.142857143,0,0,625714.285714286,0,0,0,0,885714.285714286,185714.285714286,2011428.57142857,0,0,0,0,0,2303509.52380952,597524.210526316,2901033.73433584,449285.714285714,2028571.42857143,0,2028571.42857143,26191440,0,0,26191440,8219656.02005013,1515881.54446466,620274.801714286,2136156.34617895,6400,0,0,0,0,6400,11776000,0,0,0,0,11776000,0,0,0,0,1942.85714285714,0,0,1942.85714285714,6400,0,0,0,0,6400,1360,657.142857142857,702.857142857143,0,0,0,128.571428571429,0,1488.57142857143,0,0,0,0,0,0,0,185.714285714286,0,662.857142857143,560,45.7142857142857,0,0,0,0,0,0,0,20,0,0,0,14.2857142857143,0,0,0,0,0,0,0,30356167.7747504,3556343.97994987,3556343.97994987,34411096.0200501,4164727.77475038,38575823.7948005,-26799823.7948005,45.4444444444444
