"지역구분","업종구분","경영형태","경영주 성별","연령","종사 기간별","전겸업 여부","겸업 주 업종","산림소유 여부","산림 규모별","재배지 면적","소유지 면적","임차지 면적","지목구성_재배지_전체","지목구성_재배지_논","지목구성_재배지_밭","지목구성_재배지_임야","지목구성_재배지_기타","지목구성_소유지_전체","지목구성_소유지_논","지목구성_소유지_밭","지목구성_소유지_임야","지목구성_소유지_기타","지목구성_임차지_전체","지목구성_임차지_논","지목구성_임차지_밭","지목구성_임차지_임야","지목구성_임차지_기타","재배본수","평균수령","재배지 운영 관리방식","가구총수입","임업총수입","생산량","생산량_포전판매","생산량_없음","판매량_원물","판매량_원물_포전판매","판매량_원물_없음","판매량_가공","판매량_가공_포전판매","판매량_가공_없음","판매수입_원물","판매수입_원물_포전판매","판매수입_원물_없음","판매수입_가공","판매수입_가공_포전판매","판매수입_가공_없음","판매 가공품 종류_1","판매 가공품 종류_2","판매 가공품 종류_3","주요 판매처 비율_농협","주요 판매처 비율_산림조합","주요 판매처 비율_수집상","주요 판매처 비율_가공업체","주요 판매처 비율_도소매상","주요 판매처 비율_직거래","주요 판매처 비율_기타","온라인_직거래 판매방법_전화주문","온라인_직거래 판매방법_인터넷주문","온라인_직거래 판매방법_기타온라인판매","오프라인_직거래 판매방법_직접판매","오프라인_직거래 판매방법_임산물축제","오프라인_직거래 판매방법_기타온라인판매","직거래 합계","판매대금 결제방법별 비중_1개월 이내 현금","판매대금 결제방법별 비중_후불","판매대금 결제방법별 비중_선도금","판매대금 결제방법별 비중_기타","재고량 여부","재고량","저장경험","판매 떫은감의 출하시기_수확 ~ 추석 이전","판매 떫은감의 출하시기_추석 연휴 판매","판매 떫은감의 출하시기_추석이후 ~ 12월 31일","판매 떫은감의 출하시기_1월 1일~설 이전","판매 떫은감의 출하시기_설 이후","저장 주된 목적","투입비용_비료비","투입비용_농약비","투입비용_기타재료비","투입비용_수도광열비","투입비용_임차료","투입비용_수선비","투입비용_인건비","투입비용_기타","투입비용_합계","보유 시설 및 장비_건조기","보유 시설 및 장비_경운기","보유 시설 및 장비_관리기","보유 시설 및 장비_관리사","보유 시설 및 장비_관정","보유 시설 및 장비_굴삭기","보유 시설 및 장비_기계톱","보유 시설 및 장비_다목적관리기","보유 시설 및 장비_동력분무기","보유 시설 및 장비_동력약제살포기","보유 시설 및 장비_드릴","보유 시설 및 장비_선별기","보유 시설 및 장비_소형 화물차","보유 시설 및 장비_소형트럭","보유 시설 및 장비_시설하우스","보유 시설 및 장비_예초기(예취기)","보유 시설 및 장비_온실","보유 시설 및 장비_운반차","보유 시설 및 장비_자동 접종기","보유 시설 및 장비_자동세척기","보유 시설 및 장비_(저온)저장고","보유 시설 및 장비_종균 성형기","보유 시설 및 장비_지게차","보유 시설 및 장비_창고","보유 시설 및 장비_천공기","보유 시설 및 장비_키크레인(트럭)","보유 시설 및 장비_탈피기","보유 시설 및 장비_트랙터","보유 시설 및 장비_항공방제","보유 시설 및 장비_수동분무기","보유 시설 및 장비_사륜오토바이","보유 시설 및 장비_SS기","보유 시설 및 장비_감타래","보유 시설 및 장비_전동가위","보유 시설 및 장비_기타","보유 시설 및 장비_없음","고용노동남성 총인원수","고용노동여성 총인원수","자가노동남성 총인원수","자가노동여성 총인원수","고용노동남성 1인당 평균작업일수","고용노동여성 1인당 평균작업일수","자가노동남성 1인당 평균작업일수","자가노동여성 1인당 평균작업일수","고용노동남성 1인당 하루평균노동비","고용노동여성 1인당 하루평균노동비","자가노동남성 1인당 하루평균노동비","자가노동여성 1인당 하루평균노동비","고용노동력 확보 지역","수확 방법","작업로 설치 여부","작업로 설치 면적","작업로 설치 예정 연도","작업로 설치 예정 면적","풀베기방식_기계사용","풀베기방식_제초제 사용","풀베기방식_초생재배","풀베기방식_기타","생산비 조달방법 비중_자부담","생산비 조달방법 비중_정부보조","생산비 조달방법 비중_정부융자","생산비 조달방법 비중_금융기관 융자","생산비 조달방법 비중_수집상 선도금","생산비 조달방법 비중_기타","재배업 전망","재배업 전망_좋아지는 이유","재배업 전망_나빠지는 이유","재배업 계획","재배업 계획_늘리려는 이유","재배업 계획_줄이거나 중단하려는 이유","3년간 생산량 변화","3년간 소득 변화","재배업 애로사항","수입 희망 금액","묘목 생산판매 여부","신규식재 의향","면적 증가 의향","선호 품종","작목 대체 계획","주 대체 작목","재배업 시 시급하게 필요한 사항","친환경 인증 등 공식인증 인증여부","받은 공식인증 종류_친환경인증","받은 공식인증 종류_지리적표시제","받은 공식인증 종류_GAP","받은 공식인증 종류_품질인증","받은 공식인증 종류_기타","사업정보 획득경로","임업경영체 등록여부","임업 관련 지원금 수혜 여부_산림경영기반조성(숲가꾸기 및 임도시설)","임업 관련 지원금 수혜 여부_산림경영기반조성(전문임업인기반조성)","임업 관련 지원금 수혜 여부_산양삼 생산","임업 관련 지원금 수혜 여부_귀산촌인 창업 및 주택구입 지원","임업 관련 지원금 수혜 여부_단기산림소득지원","임업 관련 지원금 수혜 여부_단기산림소득지원 관련 보조수반 융자사업","임업 관련 지원금 수혜 여부_조림목 묘목 생산","임업 관련 지원금 수혜 여부_목재이용활성화 지원","임업 관련 지원금 수혜 여부_임업인경영자금 지원","임업 관련 지원금 수혜 여부_임업인 재해복구 긴급지원","임업 관련 지원금 수혜 여부_산림소득 유통분야 공모사업","임업 관련 지원금 수혜 여부_임산물 수출지원","임업 관련 지원금 수혜 여부_임산물 판로지원 사업","임업 관련 지원금 수혜 여부_없음","산림청에 바라는 점","산림청에 바라는 점_1","가중치"
12,1,3,1,4,4,3,1,1,4,990,990,0,100,0,50,50,0,100,0,50,50,0,0,0,0,0,0,30,30,1,5000,3000,500,,,500,,,0,,1,100,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,10,5,0,0,0,0,0,0,15,,,3,,5,,7,,9,10,,,,14,,16,,,,,21,,,24,,,,28,,,,,,,,,,,1,1,,,20,5,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,4,,4,2,,,3,3,3,500,3,1,2,2,2,,3,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,173.7060905
12,1,3,1,4,5,3,1,2,,3100,3000,100,100,0,100,0,0,100,0,100,0,0,100,0,100,0,0,20,20,1,2500,100,100,,,100,,,0,,1,100,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,0,0,0,10,10,5,0,0,25,1,,3,,,,7,,,,,,13,,,16,,,,,21,,,,,,,,,,,,,,,,,,1,1,,,30,30,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,4,,4,2,,,3,3,3,200,3,2,2,1,2,,4,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,173.7060905
12,1,3,1,5,3,3,1,1,2,4620,4620,0,100,100,0,0,0,100,100,0,0,0,0,0,0,0,0,100,20,1,3000,1100,500,,,500,,,0,,1,100,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,15,15,0,0,0,0,0,0,30,1,2,3,,5,,7,,9,10,,,13,,,16,,,,,21,,,24,,,,28,,,,,,,,,1,,1,1,2,,30,30,200,,0,0,1,1,3,,,,1,2,,,100,0,0,0,0,0,4,,2,2,,,3,3,3,500,3,2,2,2,2,,1,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,173.7060905
12,1,3,1,5,3,3,1,2,,330,330,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,5,20,1,1000,40,550,,,550,,,0,,1,40,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,5,3,0,0,0,0,0,0,8,,,3,,5,,7,,,10,,,13,,,16,,,,,21,,,24,,,,,,,,,,,,,,,1,1,,,7,7,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,4,,2,2,,,3,3,1,100,3,2,2,2,2,,1,2,,,,,,10,1,,,,,,,,,,,,,,9998,,,173.7060905
12,1,3,1,5,4,3,1,2,,200,200,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,15,15,1,1000,50,50,,,50,,,0,,1,50,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,0,3,2,10,0,2,0,0,17,,,,,,,7,8,,,11,,,14,,16,,,,,,,,,,,,,,,,,,,,,,,1,,,,50,50,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,4,,4,2,,,3,3,3,200,3,2,2,1,2,,4,2,,,,,,3,2,,,,,,,,,,,,,,9998,,,173.7060905
12,1,3,2,4,4,3,5,2,,6600,6600,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,200,20,1,2100,1500,1428,,,1428,,,0,,1,100,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,20,10,0,0,0,0,0,0,30,,,3,,,,7,,9,10,,,13,,,16,,,,,21,,,,,,,28,,,,,,,,,,,1,1,,,30,30,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,3,500,3,2,2,2,2,,1,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,173.7060905
12,1,3,2,5,5,3,1,1,3,165,165,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,1,40,1,500,7,100,,,100,,,0,,1,7,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,7,,9,10,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,1,50,3,2,2,2,2,,4,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,173.7060905
13,1,1,1,2,2,1,,2,,49500,49500,0,100,50,50,0,0,100,50,50,0,0,0,0,0,0,0,2150,20,1,19048.8965,9583.902,10000,,,0,,1,10000,,,0,,1,25000,,,1,2,,10,0,0,0,20,30,40,0,0,0,0,0,100,100,100,0,0,0,2,,1,0,0,0,85,15,1,182,330,1500,1200,0,2288,4500,0,10000,1,2,3,,5,,7,,9,10,,12,13,,,16,,18,,,21,,,24,,,,28,,,,,,,,,12,16,1,2,16,19,315,20,110,80,0,0,3,1,1,30,,,1,,,,90,10,0,0,0,0,4,,4,2,,,3,1,1,30000,2,1,2,9997,2,,9997,1,,,3,,,1,2,,,,,,,,,,,,,,9998,608,3,67.62254571
13,1,1,1,4,5,1,,1,1,29000,5000,24000,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,850,40,1,5000,3000,4500,,,0,,1,1500,,,0,,1,3000,,,1,,,0,0,0,0,0,100,0,50,0,0,50,0,0,,100,0,0,0,2,,1,0,0,100,0,0,2,230,60,100,50,100,100,500,0,1140,1,,,,,,,,9,,,,,14,,16,,,,,21,,,,,,,,,,,,,,9997,,7,7,1,1,3,4,100,100,150,100,0,0,3,1,1,660,,,1,,,,100,0,0,0,0,0,5,,1,2,,,3,3,3,10000,3,2,2,2,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,534,1,67.62254571
13,1,2,1,5,5,2,1,2,,4430,1980,2450,100,0,100,0,0,100,0,100,0,0,100,0,100,0,0,200,10,1,2000,170,250,,,0,,1,83,,,0,,1,170,,,1,,,0,0,0,0,0,100,0,100,0,0,0,0,0,,100,0,0,0,1,250,1,0,0,0,100,0,2,90,24,10,5,0,0,250,0,379,1,2,,,,,,,9,,,,,,,,,,,,21,,,24,,,,,,,,,,,,,5,3,1,1,3,3,60,60,130,70,0,0,1,1,1,660,,,,2,,,100,0,0,0,0,0,5,,4,2,,,3,3,2,3000,3,2,2,2,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,576,2,65.27345869
13,1,2,1,5,5,2,1,2,,9900,4950,4950,100,0,100,0,0,100,0,100,0,0,100,0,100,0,0,250,20,1,5000,4000,12800,,,12800,,,0,,1,3200,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,,100,0,0,0,2,,1,0,0,100,0,0,1,200,400,100,60,110,100,120,0,1090,,,,,,,7,,9,,,,,14,,16,,18,,,21,,,24,,,,,,,,42,,,,,2,10,1,1,1,1,90,90,130,90,0,0,3,1,3,,,,,2,,,100,0,0,0,0,0,4,,4,2,,,3,3,3,5000,3,2,2,2,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,576,2,65.27345869
13,1,3,1,1,2,3,1,2,,1650,1650,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,150,12,1,5000,500,2000,,,2000,,,0,,1,500,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,30,20,20,20,0,50,0,0,140,,,,,,,7,,,10,,12,,14,,,,18,,,,,,,,,,,,,,,,,,,,,1,1,,,10,10,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,4,,4,2,,,3,3,3,1000,3,2,2,2,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,3,2,3,1,2,,1983,1983,0,100,0,85,15,0,100,0,85,15,0,0,0,0,0,0,60,15,1,1595.9,610,1400,,,1330,,,0,,1,200,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,15,20,30,6,0,0,0,0,71,,2,3,,,,,,9,,,,,,,16,,,,,21,,,,,,,,,,,,,,,,,,1,2,,,25,40,,,0,0,,1,3,,,,1,2,,,90,10,0,0,0,0,4,,4,2,,,3,3,3,500,3,2,2,2,2,,7,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,3,2,3,1,2,,3305,330,2975,100,0,100,0,0,100,0,100,0,0,100,0,100,0,0,97,18,1,4500,1500,1000,,,0,,1,1000,,,0,,1,1500,,,1,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,1,0,0,0,100,0,1,40,50,75,15,100,5,70,55,410,,,,,,,,,,10,,,13,,,16,,,,,21,,,24,,,,28,,,,,,,,,2,4,1,1,1,2,30,10,150,100,0,0,1,1,3,,,,1,,,,80,20,0,0,0,0,4,,4,2,,,3,3,3,3000,1,2,2,2,2,,9997,2,,,,,,1,2,,,,,,,,,,,,,,9998,553,1,65.27345869
13,1,3,1,3,2,3,6,2,,3069,3069,0,100,100,0,0,0,100,100,0,0,0,0,0,0,0,0,200,12,1,5000,200,350,,,200,,,0,,1,200,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,30,20,50,0,0,0,0,0,100,,,,,,,7,,,10,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,,,,30,,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,3,,,2,,,2,3,3,500,3,2,2,2,2,,3,2,,,,,,5,1,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,3,3,3,1,2,,1320,1320,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,150,20,1,3000,500,1000,,,1000,,,0,,1,125,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,20,20,10,0,0,0,0,0,50,1,2,3,,,,7,8,,10,11,,,14,,16,,,,,,,,24,,,,,,,,,,,,,,,1,,,,10,,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,4,,7,2,,,3,3,2,200,3,2,2,2,1,1,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,3,3,3,1,2,,6600,6600,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,145,30,1,7000,3000,12000,,,12000,,,0,,1,3000,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,,100,0,0,0,2,,1,0,0,100,0,0,1,150,60,100,60,0,100,425,0,895,,,,,,,7,,9,,,12,,14,,16,,18,,,21,,,24,,,,,,,,,,,,,3,5,1,,5,4,60,,150,100,0,0,3,1,1,660,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,3,5000,3,2,2,2,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,534,1,65.27345869
13,1,3,1,3,3,3,6,2,,1914,1914,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,250,20,1,3000,200,100,,,100,,,0,,1,200,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,25,25,10,0,0,0,0,0,60,1,2,3,,,,7,,,10,11,,,14,,16,,,,,,,,24,,,,,,,,,,,,,,,1,,,,10,,100,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,4,,7,2,,,3,3,2,500,3,2,2,1,1,1,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,3,4,3,1,2,,3300,0,3300,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,100,30,1,5000,1200,4000,,,4000,,,0,,1,1200,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,200,100,0,60,20,100,0,0,480,1,,,,,,7,,,10,,12,,14,,16,,18,,,21,,,24,,,,,,,,,,,,,,,1,1,,,30,10,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,4,,6,3,,3,3,3,3,3000,3,1,2,2,2,,7,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,3,4,3,1,2,,793,793,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,12,65,1,3500,1050,450,,,0,,1,450,,,0,,1,500,,,1,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,1,0,0,0,100,0,1,10,35,50,20,0,10,35,0,160,,2,,,,,,,,10,,,,,,16,,,,,21,,,24,,,,,,,,,,,,,1,2,1,1,1,1,30,30,150,100,0,0,1,1,3,,,,1,2,,,70,30,0,0,0,0,4,,4,2,,,3,3,3,800,1,2,2,2,2,,8,2,,,,,,9,2,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,3,4,3,4,2,,2214,892,1322,100,0,88.0578139114724,11.9421860885275,0,100,0,100,0,0,100,0,80,20,0,60,60,1,5900,630,450,,,0,,1,450,,,0,,1,630,,,1,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,1,0,0,0,100,0,1,100,36,10,15,100,0,84,50,395,,,,,,,,,,10,,,,14,,16,,,,,21,,,,,,27,,,,,,,,,,2,6,1,1,1,3,30,30,120,80,0,0,1,1,3,,,,1,,,,85,15,0,0,0,0,4,,4,2,,,3,3,3,1600,1,2,2,2,2,,9997,2,,,,,,10,2,,,,,,,,,,,,,,9998,534,1,65.27345869
13,1,3,1,3,4,3,6,2,,3305,991,2314,100,0,35.0075642965204,64.9924357034796,0,100,0,0,100,0,100,0,50,50,0,80,35,1,6250,50,400,,,0,,1,40,,,0,,1,50,,,1,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,1,0,0,0,100,0,1,60,50,5,15,120,0,112,0,362,,,,,,,,,,10,,,,14,,16,,,,,21,,,,,,27,28,,,,,,,,,5,6,1,1,1,1,30,20,150,70,0,0,1,1,3,,,,1,2,,,85,15,0,0,0,0,4,,4,3,,9997,3,3,3,3000,1,2,2,2,2,,7,2,,,,,,2,2,,,,,,,,,,,,,,9998,602,3,65.27345869
13,1,3,1,3,4,3,6,2,,4700,4700,0,100,2,98,0,0,100,2,98,0,0,0,0,0,0,0,124,15,1,2000,300,400,,,0,,1,200,,,0,,1,300,,,1,,,0,0,0,0,0,100,0,0,0,0,0,0,100,,100,0,0,0,2,,2,,,,,,,70,50,25,8,0,0,0,0,153,,,3,,,,,,9,,,,13,,,16,,,,,21,,,,,,,28,,,,,,,,,,,1,1,,,30,40,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,4,,4,2,,,3,3,3,1000,3,2,2,2,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,616,3,65.27345869
13,1,3,1,4,1,3,1,2,,2300,0,2300,100,0,100,0,0,0,0,0,0,0,100,0,100,0,0,80,10,1,2000,100,130,,,100,,,0,,1,100,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,20,20,10,0,0,0,0,0,50,,2,3,,,,7,,9,10,,,,14,,16,,,,,,,,24,,,,28,,,,,,,,,,,1,1,,,30,10,,,0,0,,1,1,150,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,3,200,3,2,2,3,2,,3,2,,,,,,5,1,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,4,1,3,1,2,,330,330,0,100,0,0,0,100,100,0,0,0,100,0,0,0,0,0,30,12,1,1500,50,500,,,150,,,0,,1,0,,1,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,10,3,6,0,0,0,0,0,19,,2,,,,,,,,10,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,,,,30,,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,4,,7,4,,4,3,3,2,250,3,2,2,2,2,,7,2,,,,,,10,1,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,4,1,3,1,2,,330,330,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,400,7,1,3000,35,300,,,150,,,0,,1,35,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,15,15,5,0,0,0,0,0,35,,,3,,,,7,,,10,,,,,,16,,,,,,,,24,,,,,,,,,,,,,,,,1,,,,60,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,5,,4,2,,,3,3,3,500,3,2,2,2,2,,3,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,4,2,3,1,2,,5200,0,5200,100,0,60,0,40,0,0,0,0,0,100,0,60,0,40,300,40,1,2660.1925,195.9978,600,,,0,,1,520,,,0,,1,780,,,1,,,20,0,0,0,0,80,0,0,0,0,100,0,0,,100,0,0,0,2,,1,0,0,0,80,20,1,40,48,30,20,75,5,200,0,418,,,,,,,,,9,,,,,14,,16,,,,,21,,,,,,,,,,,,,,,,6,6,1,1,1,1,30,25,150,80,0,0,3,1,3,,,,1,2,,,85,15,0,0,0,0,4,,4,2,,,3,3,3,2000,3,2,2,1,2,,8,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,4,2,3,3,2,,4800,1100,3700,100,22.9166666666667,0,73.2291666666667,3.85416666666667,100,100,0,0,0,100,0,0,95,5,112,35,1,5436.7189,1109.81,1260,,,900,,,320,,,98,,,480,,,1,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,1,0,0,0,100,0,1,100,40,20,15,20,5,0,0,200,,,,,,,,,9,,,,,14,,16,,,,,21,,,,,,,28,,,,,,,,,,,2,1,,,30,10,,,0,0,,1,3,,,,1,2,,,85,15,0,0,0,0,4,,4,2,,,3,3,3,1200,3,1,1,2,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,4,2,3,5,2,,1322,1322,0,100,30,70,0,0,100,30,70,0,0,0,0,0,0,0,74,13,1,1950,1140,660,,,600,,,0,,1,140,,,0,,1,,,,0,0,0,0,0,100,0,70,0,0,30,0,0,,100,0,0,0,2,,2,,,,,,,33,11,7,10,0,5,0,0,66,,,,,,,,,9,,,,,14,,16,,,,,,,,,,,,,,,,,,44,,,,,1,1,,,15,2,,,0,0,,1,3,,,,1,2,,,85,15,0,0,0,0,4,,5,2,,,3,3,3,500,3,2,2,2,2,,8,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,4,2,3,5,2,,6700,6700,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,150,36,1,5000,4000,825,,,0,,1,825,,,0,,1,298,,,3,,,0,0,0,0,0,0,100,,,,,,,,100,0,0,0,2,,2,,,,,,,25,40,27,15,0,5,0,0,112,,,,,,,,,9,,,,,14,,16,,,,,,,,24,,,,,,,,,,,,,,,2,1,,,30,15,,,0,0,,1,3,,,,1,2,,,90,10,0,0,0,0,4,,4,2,,,3,3,3,1300,3,2,2,2,2,,3,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,4,3,3,1,1,1,3300,3300,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,200,23,1,10000,3500,1800,,,1800,,,0,,1,3500,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,,100,0,0,0,2,,1,0,0,100,0,0,1,185,80,100,50,0,100,700,0,1215,,,,,,,7,,9,,,12,,14,,16,,18,,,21,,,24,,,,,,,,,,,,,8,8,1,1,3,3,60,60,150,100,0,0,3,1,1,990,,,1,,,,100,0,0,0,0,0,4,,4,2,,,3,3,3,5000,3,2,2,2,2,,8,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,4,3,3,1,1,1,8250,8250,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,200,25,1,11000,4000,13700,,,13500,,,0,,1,4000,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,,100,0,0,0,2,,1,0,0,100,0,0,1,180,80,30,20,0,100,600,0,1010,,,,,,,7,,9,,,,,14,,16,,18,,,21,,,24,,,,,,,,,,,9997,,21,28,1,1,3,4,60,60,160,90,0,0,3,1,3,,,,1,,,,100,0,0,0,0,0,4,,4,2,,,2,2,3,4000,3,2,2,2,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,4,3,3,1,2,,1800,1800,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,100,25,1,3600,500,2000,,,1500,,,0,,1,2000,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,25,20,10,0,0,50,0,0,105,,2,3,,,,7,,9,,11,,,14,,16,,,,,,,,24,,,,28,,,,,,,,,,,1,1,,,100,100,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,5,,2,2,,,3,3,1,500,3,2,2,2,2,,8,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,4,3,3,1,2,,1980,1980,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,80,20,1,2000,100,150,,,100,,,0,,1,100,,,0,,1,,,,0,0,0,0,0,0,100,,,,,,,,100,0,0,0,2,,2,,,,,,,12,20,10,0,0,0,0,0,42,,2,3,,5,,7,,,10,11,,,,,16,,,,,21,,,,,,,,,,,,,,,,,,1,,,,30,,,,0,0,,9997,3,,,,1,,,,100,0,0,0,0,0,4,,5,2,,,3,3,3,400,3,2,2,3,2,,9,2,,,,,,10,1,,,,,,,,,,,,,,9998,,,65.27345869
13,1,3,1,4,3,3,1,2,,4600,4600,0,100,0,99,0,1,100,0,99,0,1,0,0,0,0,0,122,22,1,5300,1500,1000,,,0,,1,960,,,0,,1,1300,,,1,,,0,0,0,0,0,100,0,0,0,0,80,0,20,20,100,0,0,0,2,,1,0,0,0,100,0,1,29,52,40,20,0,0,72,0,213,,,,,,,,,9,,,,,14,,16,,,,,21,,,,,,,28,,,,,,,,,2,26,1,1,1,3,35,20,130,80,0,0,1,1,3,,,,1,2,,,95,5,0,0,0,0,4,,4,2,,,3,3,3,3000,3,2,2,2,2,,7,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,65.27345869
