STN,연도,평균기온,최저기온평균,최고기온평균,연강수량,연일조시간,관측일수,평균습도,연일사량,연증발량,연안개시간,지중온도_05m,생육기평균기온,생육기강수량,서리일수,초상서리일수,개화기저온일수,폭염일수,호우일수
95.0,2022,10.543561643835616,4.7246575342465755,16.7986301369863,1752.7,2681.8,365,74.87596685082873,5384.83,1236.1,0.0,,18.64906542056075,1557.1,129,168,9,2,6
95.0,2023,11.583241758241758,5.987603305785124,17.572328767123288,1467.2,2499.2,365,74.54273972602739,5309.75,1262.6,0.0,,19.321028037383176,1238.2,128,157,8,9,0
95.0,2024,12.342896174863387,6.9421917808219185,18.35409836065574,1645.7,2476.7,366,74.8844262295082,5348.47,1287.4,0.0,,20.316822429906544,1510.8,125,143,3,19,6
98.0,2019,12.090958904109588,6.770247933884297,18.47917808219178,1028.1,2563.3,365,68.57534246575342,4745.48,0.0,0.0,,19.381308411214956,883.2,119,157,7,12,2
98.0,2020,11.901369863013699,6.886027397260274,17.994535519125684,1641.9,2440.3,366,72.8639344262295,4991.74,0.0,0.0,,18.573831775700935,1421.5,114,169,9,4,4
98.0,2021,12.23489010989011,7.140997229916898,18.452328767123287,1035.6,2417.4,365,73.36520547945206,5066.43,65.1,0.0,,19.335981308411213,844.0,104,149,2,12,0
98.0,2022,11.525549450549452,6.387362637362638,17.995604395604396,1922.6,2500.4,365,70.1587912087912,5205.42,1254.3,0.0,,19.253521126760564,1717.3,111,155,6,5,8
98.0,2023,12.509890109890112,7.478296703296703,18.547671232876713,1412.7,2282.7,365,71.9239010989011,5096.75,1238.2,0.0,,19.940845070422533,1178.0,111,142,3,12,0
98.0,2024,13.185164835164834,8.380327868852458,19.243169398907103,1170.6,2216.1,366,73.76071428571429,5113.84,1235.9,0.0,,20.877830188679248,1019.4,112,130,0,18,3
99.0,2019,11.30631868131868,5.6426997245179065,17.76630136986301,1022.4,2532.7,365,73.65769230769232,4825.96,0.0,0.0,,18.818779342723005,873.0,131,165,14,10,2
99.0,2020,11.231780821917809,5.885479452054794,17.35409836065574,1612.3,2417.7,366,76.00546448087432,5125.73,0.0,0.0,,18.011682242990656,1393.7,136,177,19,2,3
99.0,2021,11.58164383561644,6.19945054945055,17.99258241758242,1037.9,2484.7,365,76.1241095890411,5232.77,58.4,0.0,,18.971028037383178,849.6,126,154,4,13,1
99.0,2022,10.805769230769231,5.098082191780822,17.182739726027396,1730.5,2523.6,365,75.90356164383562,5319.28,1187.2,0.0,,18.657943925233646,1519.8,126,151,9,5,6
99.0,2023,11.853571428571428,6.5520661157024795,17.84849315068493,1438.0,2233.1,365,77.8972602739726,5176.18,1167.6,0.0,,19.34392523364486,1231.9,124,139,7,4,0
99.0,2024,12.526648351648351,7.446685082872928,18.65095890410959,1472.6,2312.5,366,78.29834254143647,5314.82,1206.8,0.0,,20.292523364485984,1340.3999999999999,119,133,3,18,3
100.0,2019,8.206593406593406,2.9080110497237572,13.664383561643836,1198.5,2590.2,365,74.03972602739726,5408.38,1290.4,0.0,,14.935046728971962,1052.0,159,180,24,0,5
100.0,2020,7.833972602739726,2.9005524861878453,13.084699453551913,1755.8,2520.3,366,76.95300546448087,5488.78,1213.3,0.0,,14.145794392523364,1558.1000000000001,173,190,29,0,5
100.0,2021,7.974520547945205,3.084254143646409,13.384340659340658,1027.3,2451.0,365,75.7158904109589,5390.17,1215.9,0.0,,14.673364485981308,892.1,162,180,20,0,0
100.0,2022,7.715151515151515,2.3115384615384613,13.375,1361.1,2500.5,365,70.7668493150685,5583.86,1365.1,0.0,,15.02803738317757,1238.8,157,173,24,0,3
100.0,2023,8.684848484848485,3.287878787878788,14.106027397260274,1291.8,2186.7,365,73.53424657534246,5544.15,1342.6,0.0,,15.563084112149532,1048.4,152,176,22,0,2
100.0,2024,8.874863387978142,3.7844262295081963,14.12431693989071,1169.7,2071.9,366,76.71830601092897,5159.4,1224.1,0.0,,16.413084112149534,949.1,144,171,18,0,1
101.0,2019,12.366758241758241,7.1339726027397266,18.387671232876713,923.2,2348.8,365,68.12472527472528,4627.92,1213.0,0.0,14.157967032967033,20.04319248826291,776.7,122,173,7,16,0
101.0,2020,12.195901639344262,7.214246575342465,18.037704918032787,1550.9,2284.5,366,68.58087431693988,4967.08,1262.0,0.0,14.556830601092896,19.206542056074767,1313.8,117,181,11,10,3
101.0,2021,12.608011049723759,7.413698630136986,18.4186301369863,1045.9,2303.4,365,69.61835616438357,5060.94,1279.1,0.0,14.420604395604396,19.89065420560748,859.4,104,152,2,22,0
101.0,2022,11.978571428571428,6.600552486187846,18.183287671232875,1728.4,2384.8,365,69.55342465753425,5124.15,1281.5,0.0,14.402739726027397,19.959345794392526,1535.8,112,163,6,13,6
